Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,7,0.0,,7,0.0,,7,0.1,,7,0.1,,4,0.0
QF_BV/bench_ab/a403test0043,,4,0.0,,13,0.1,,13,0.1,,13,0.1,,13,0.1,,5,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,14,0.2,,17,0.1,,17,0.1,,17,0.1,,16,0.1,,4,0.0
QF_BV/bench_ab/a651test0090,,11,0.2,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,3,0.0
QF_BV/bench_ab/a655test0003,,15,0.1,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a659test0071,,25,0.2,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a668test0098,,2,0.0,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,4,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,5.3,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,16,1.4
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,4.4,,71,68.1,,62,75.4,,71,222.8,,66,94.6,,8,1.4
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,9.6,,8,49.0,,7,71.9,,7,81.9,,7,81.9,,- -,- -
QF_BV/bmc-bv/graycode,,2,3.0,,4,0.6,,4,0.6,,4,0.7,,4,0.7,,3,0.3
