Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,74,412.9,,70,410.6,,64,553.6,,61,483.6
QF_BV/RWS/Example_8.txt,,23,48.6,,22,46.8,,20,174.8,,19,159.5
QF_BV/RWS/Example_9.txt,,35,549.0,,34,682.1,,31,1957.3,,31,1787.1
QF_BV/RWS/Example_10.txt,,91,1170.0,,84,1056.3,,77,2234.8,,74,3402.9
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,63,407.5,,59,622.0,,54,951.6,,50,781.3
QF_BV/RWS/Example_16.txt,,64,516.2,,61,711.3,,58,1188.7,,54,1374.4
QF_BV/RWS/Example_17.txt,,54,386.7,,51,495.3,,48,1169.2,,46,926.3
QF_BV/sage/app1/bench_4,,7,245.3,,7,464.9,,7,453.4,,7,1084.1
QF_BV/sage/app1/bench_29,,9,188.1,,9,177.7,,8,337.5,,9,275.6
QF_BV/sage/app1/bench_32,,9,123.8,,9,170.2,,9,355.4,,8,217.6
QF_BV/sage/app1/bench_37,,7,200.6,,7,308.0,,7,443.1,,7,607.8
QF_BV/sage/app1/bench_47,,8,130.5,,8,116.0,,9,215.6,,8,129.2
QF_BV/sage/app1/bench_52,,9,78.2,,9,175.4,,9,178.5,,9,133.8
QF_BV/sage/app1/bench_53,,9,72.0,,9,89.3,,8,159.5,,9,134.1
QF_BV/sage/app1/bench_54,,9,110.2,,9,82.5,,9,182.1,,9,214.6
QF_BV/sage/app1/bench_55,,9,134.6,,9,150.8,,8,146.9,,8,201.4
QF_BV/sage/app1/bench_60,,9,91.5,,8,90.4,,8,119.1,,9,206.7
QF_BV/sage/app1/bench_61,,9,86.1,,9,77.0,,9,322.4,,8,185.3
QF_BV/sage/app1/bench_62,,9,88.6,,9,131.8,,9,159.7,,9,210.7
QF_BV/sage/app1/bench_63,,9,112.4,,9,114.9,,9,304.8,,8,187.1
QF_BV/sage/app1/bench_66,,9,64.7,,9,146.8,,9,129.8,,8,188.2
QF_BV/sage/app1/bench_69,,10,73.1,,9,93.0,,9,164.2,,9,130.1
QF_BV/sage/app1/bench_99,,9,79.0,,9,78.5,,9,146.3,,8,236.1
QF_BV/sage/app1/bench_134,,9,93.8,,9,120.1,,8,132.3,,9,222.6
QF_BV/sage/app1/bench_169,,9,83.6,,9,124.6,,8,135.1,,9,112.8
QF_BV/sage/app1/bench_174,,9,85.6,,9,107.5,,8,134.4,,9,192.0
QF_BV/sage/app1/bench_175,,9,87.5,,8,104.8,,9,145.6,,8,188.9
QF_BV/sage/app1/bench_176,,10,103.6,,9,127.3,,8,125.1,,9,192.4
QF_BV/sage/app1/bench_177,,9,89.5,,9,72.1,,9,156.0,,9,126.6
QF_BV/sage/app1/bench_181,,7,235.5,,7,300.1,,7,745.4,,7,353.7
QF_BV/sage/app1/bench_182,,9,83.7,,9,101.0,,8,127.4,,9,183.5
QF_BV/sage/app1/bench_183,,8,82.7,,9,113.8,,9,155.7,,8,174.9
QF_BV/sage/app1/bench_184,,9,81.6,,9,120.8,,9,275.1,,9,119.3
QF_BV/sage/app1/bench_185,,9,107.1,,9,116.7,,9,195.4,,9,181.1
QF_BV/sage/app1/bench_188,,9,84.8,,8,94.4,,9,153.1,,9,208.9
QF_BV/sage/app1/bench_191,,10,89.3,,9,110.9,,8,122.4,,9,174.5
QF_BV/sage/app1/bench_201,,9,91.5,,9,78.0,,9,163.0,,9,120.4
QF_BV/sage/app1/bench_268,,9,93.6,,9,137.3,,9,167.5,,9,191.4
QF_BV/sage/app1/bench_310,,11,82.4,,9,103.1,,9,161.7,,9,143.0
QF_BV/sage/app1/bench_313,,10,98.9,,9,121.1,,9,154.7,,9,205.5
QF_BV/sage/app1/bench_329,,12,109.8,,12,198.6,,10,148.9,,12,181.6
QF_BV/sage/app1/bench_333,,12,153.0,,12,144.3,,12,203.8,,11,241.8
QF_BV/sage/app1/bench_334,,12,107.4,,12,152.1,,12,199.6,,11,227.3
QF_BV/sage/app1/bench_335,,12,127.0,,12,145.6,,12,136.5,,12,252.7
QF_BV/sage/app1/bench_338,,10,128.0,,9,89.6,,9,153.3,,8,186.8
QF_BV/sage/app1/bench_342,,12,143.1,,11,131.3,,10,173.0,,11,220.3
QF_BV/sage/app1/bench_343,,12,204.6,,12,138.2,,11,163.0,,12,141.5
QF_BV/sage/app1/bench_344,,13,160.2,,12,88.2,,12,194.0,,12,165.8
QF_BV/sage/app1/bench_345,,9,87.2,,9,120.6,,9,202.0,,9,200.7
QF_BV/sage/app1/bench_349,,9,103.1,,9,137.7,,8,286.6,,8,195.9
QF_BV/sage/app1/bench_352,,11,140.9,,12,102.5,,11,163.4,,11,212.9
QF_BV/sage/app1/bench_356,,11,105.4,,11,135.1,,11,164.7,,11,225.3
QF_BV/sage/app1/bench_372,,12,86.8,,11,137.0,,11,167.4,,11,355.5
QF_BV/sage/app1/bench_407,,12,134.2,,11,129.3,,11,145.8,,11,210.9
QF_BV/sage/app1/bench_411,,12,98.7,,11,112.7,,11,167.8,,11,126.9
QF_BV/sage/app1/bench_412,,11,119.3,,11,137.5,,10,158.8,,11,233.3
QF_BV/sage/app1/bench_413,,12,137.7,,11,131.5,,11,152.6,,11,212.5
QF_BV/sage/app1/bench_415,,12,112.9,,11,77.7,,12,335.5,,11,144.6
QF_BV/sage/app1/bench_419,,12,104.9,,11,88.8,,11,170.6,,11,152.9
QF_BV/sage/app1/bench_420,,11,121.1,,11,83.0,,11,149.0,,11,358.1
QF_BV/sage/app1/bench_421,,11,164.1,,12,92.8,,10,145.7,,11,219.0
QF_BV/sage/app1/bench_422,,11,147.8,,11,139.6,,11,186.9,,11,214.4
QF_BV/sage/app1/bench_426,,9,77.0,,9,84.8,,9,146.7,,9,108.4
QF_BV/sage/app1/bench_429,,11,159.2,,11,131.8,,11,161.6,,10,195.6
QF_BV/sage/app1/bench_443,,11,120.0,,11,133.2,,11,172.3,,11,222.0
QF_BV/sage/app1/bench_511,,14,87.3,,12,127.8,,11,126.0,,12,233.3
QF_BV/sage/app1/bench_512,,13,106.0,,12,138.8,,11,96.8,,12,201.9
QF_BV/sage/app1/bench_517,,15,178.2,,12,127.7,,12,102.6,,12,254.9
QF_BV/sage/app1/bench_531,,19,132.7,,18,199.3,,11,117.8,,12,218.3
QF_BV/sage/app1/bench_535,,14,109.5,,14,154.6,,12,96.8,,11,194.6
QF_BV/sage/app1/bench_537,,12,96.5,,13,133.3,,13,109.2,,12,205.4
QF_BV/sage/app1/bench_539,,18,196.5,,14,158.7,,11,90.3,,13,236.8
QF_BV/sage/app1/bench_542,,15,75.8,,18,168.1,,12,135.8,,13,222.6
