Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,72,356.4,,71,312.4,,64,1188.1,,61,747.7
QF_BV/RWS/Example_8.txt,,21,48.6,,21,67.6,,20,113.6,,20,157.2
QF_BV/RWS/Example_9.txt,,36,701.6,,34,924.3,,32,1442.8,,31,1926.2
QF_BV/RWS/Example_10.txt,,91,1223.1,,86,2049.1,,76,2293.8,,74,2857.8
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,64,331.7,,58,362.6,,51,885.7,,50,1240.2
QF_BV/RWS/Example_16.txt,,63,492.6,,60,699.7,,58,1133.0,,56,1645.0
QF_BV/RWS/Example_17.txt,,56,403.3,,52,726.0,,48,1046.5,,47,1548.7
QF_BV/sage/app1/bench_4,,7,315.2,,7,311.4,,7,473.2,,7,631.6
QF_BV/sage/app1/bench_29,,9,116.5,,8,126.4,,8,180.9,,9,294.5
QF_BV/sage/app1/bench_32,,8,101.0,,9,111.4,,9,238.9,,8,222.5
QF_BV/sage/app1/bench_37,,7,314.0,,7,378.4,,7,828.1,,6,508.4
QF_BV/sage/app1/bench_47,,9,126.4,,9,136.6,,9,160.3,,8,183.3
QF_BV/sage/app1/bench_52,,9,86.5,,8,113.9,,9,274.8,,9,236.1
QF_BV/sage/app1/bench_53,,9,114.5,,8,111.8,,9,330.3,,8,205.2
QF_BV/sage/app1/bench_54,,9,118.6,,9,85.2,,8,184.8,,9,303.3
QF_BV/sage/app1/bench_55,,9,108.1,,9,166.8,,8,171.2,,9,237.9
QF_BV/sage/app1/bench_60,,9,88.2,,8,124.2,,8,220.0,,8,199.8
QF_BV/sage/app1/bench_61,,9,106.4,,9,129.2,,8,137.7,,8,109.5
QF_BV/sage/app1/bench_62,,9,104.2,,9,146.6,,8,134.3,,9,206.4
QF_BV/sage/app1/bench_63,,9,107.2,,9,150.3,,8,138.2,,8,190.7
QF_BV/sage/app1/bench_66,,8,81.2,,9,69.2,,8,154.1,,9,221.1
QF_BV/sage/app1/bench_69,,9,168.3,,9,122.3,,9,164.2,,8,175.0
QF_BV/sage/app1/bench_99,,9,76.1,,9,102.8,,9,156.7,,9,191.9
QF_BV/sage/app1/bench_134,,10,87.5,,8,110.1,,8,120.7,,8,197.5
QF_BV/sage/app1/bench_169,,9,91.8,,9,112.9,,9,140.3,,9,192.8
QF_BV/sage/app1/bench_174,,9,61.3,,9,65.6,,8,132.2,,8,180.2
QF_BV/sage/app1/bench_175,,9,97.2,,9,131.0,,9,149.5,,8,114.5
QF_BV/sage/app1/bench_176,,10,111.4,,9,110.0,,9,224.3,,8,163.3
QF_BV/sage/app1/bench_177,,9,118.9,,9,117.5,,8,144.8,,9,311.0
QF_BV/sage/app1/bench_181,,7,297.9,,7,332.3,,7,415.9,,7,541.1
QF_BV/sage/app1/bench_182,,10,98.4,,9,109.4,,9,156.0,,8,188.5
QF_BV/sage/app1/bench_183,,9,97.6,,9,73.2,,9,145.2,,9,193.2
QF_BV/sage/app1/bench_184,,9,87.8,,9,134.9,,8,108.8,,9,194.8
QF_BV/sage/app1/bench_185,,9,100.6,,9,115.1,,8,235.4,,8,171.8
QF_BV/sage/app1/bench_188,,9,80.9,,8,104.2,,8,129.6,,9,185.2
QF_BV/sage/app1/bench_191,,9,87.7,,9,107.2,,9,137.0,,9,196.7
QF_BV/sage/app1/bench_201,,9,109.7,,9,186.7,,8,162.8,,9,225.5
QF_BV/sage/app1/bench_268,,10,143.6,,9,82.8,,9,157.8,,8,105.9
QF_BV/sage/app1/bench_310,,11,132.9,,9,127.9,,9,169.5,,9,225.3
QF_BV/sage/app1/bench_313,,9,115.6,,10,208.4,,9,162.5,,9,207.5
QF_BV/sage/app1/bench_329,,13,113.9,,11,135.8,,12,209.6,,11,258.4
QF_BV/sage/app1/bench_333,,12,202.1,,12,153.6,,11,139.2,,12,259.0
QF_BV/sage/app1/bench_334,,12,81.6,,12,96.5,,11,164.7,,12,153.4
QF_BV/sage/app1/bench_335,,13,138.4,,13,95.1,,11,183.2,,12,247.4
QF_BV/sage/app1/bench_338,,10,85.7,,9,163.3,,9,102.8,,9,202.0
QF_BV/sage/app1/bench_342,,11,105.9,,12,152.2,,11,190.8,,12,257.0
QF_BV/sage/app1/bench_343,,12,115.7,,11,116.5,,11,167.6,,12,165.8
QF_BV/sage/app1/bench_344,,12,120.3,,12,146.3,,11,207.4,,11,227.1
QF_BV/sage/app1/bench_345,,9,77.0,,9,71.0,,9,170.8,,9,187.7
QF_BV/sage/app1/bench_349,,10,114.9,,9,73.1,,8,138.1,,9,192.8
QF_BV/sage/app1/bench_352,,12,129.2,,11,114.8,,12,188.0,,11,230.8
QF_BV/sage/app1/bench_356,,12,146.4,,11,127.9,,11,221.3,,11,151.4
QF_BV/sage/app1/bench_372,,11,103.5,,11,135.8,,11,168.7,,11,142.6
QF_BV/sage/app1/bench_407,,11,147.2,,11,127.2,,11,158.9,,11,144.8
QF_BV/sage/app1/bench_411,,12,160.8,,11,118.6,,11,186.2,,11,136.1
QF_BV/sage/app1/bench_412,,11,67.1,,12,85.7,,11,168.0,,11,207.2
QF_BV/sage/app1/bench_413,,10,68.8,,11,106.8,,11,167.8,,11,222.5
QF_BV/sage/app1/bench_415,,12,142.9,,11,146.0,,11,178.6,,11,223.2
QF_BV/sage/app1/bench_419,,11,124.2,,11,130.5,,11,162.3,,11,220.5
QF_BV/sage/app1/bench_420,,12,89.1,,11,161.4,,11,155.9,,11,219.6
QF_BV/sage/app1/bench_421,,12,91.3,,11,130.9,,11,204.5,,11,212.3
QF_BV/sage/app1/bench_422,,11,90.4,,11,84.7,,11,178.0,,11,132.6
QF_BV/sage/app1/bench_426,,9,78.0,,8,94.5,,9,95.2,,8,157.4
QF_BV/sage/app1/bench_429,,11,81.2,,11,82.7,,10,148.1,,11,224.5
QF_BV/sage/app1/bench_443,,11,154.6,,11,128.0,,10,156.5,,10,209.4
QF_BV/sage/app1/bench_511,,14,110.5,,14,156.9,,11,88.0,,11,216.8
QF_BV/sage/app1/bench_512,,12,78.1,,12,155.1,,12,123.1,,12,239.4
QF_BV/sage/app1/bench_517,,16,91.6,,13,156.4,,12,102.3,,12,235.2
QF_BV/sage/app1/bench_531,,17,98.1,,15,160.6,,12,126.9,,11,222.5
QF_BV/sage/app1/bench_535,,15,89.4,,12,137.1,,12,93.6,,11,215.8
QF_BV/sage/app1/bench_537,,13,103.3,,13,141.1,,12,98.4,,12,216.2
QF_BV/sage/app1/bench_539,,14,104.3,,14,147.4,,12,126.4,,12,211.7
QF_BV/sage/app1/bench_542,,16,105.1,,19,166.9,,13,139.3,,13,228.2
QF_BV/sage/app1/bench_545,,14,112.3,,15,168.6,,11,88.9,,12,215.2
QF_BV/sage/app1/bench_552,,12,117.1,,14,94.8,,13,144.4,,12,219.4
QF_BV/sage/app1/bench_556,,12,121.0,,12,151.4,,12,176.8,,12,245.2
QF_BV/sage/app1/bench_562,,11,74.3,,11,115.2,,10,135.4,,11,196.8
QF_BV/sage/app1/bench_564,,11,108.6,,10,111.2,,10,151.7,,10,222.9
QF_BV/sage/app1/bench_567,,11,70.9,,11,131.6,,10,144.7,,10,209.1
QF_BV/sage/app1/bench_571,,11,151.7,,11,132.4,,10,129.2,,10,206.9
QF_BV/sage/app1/bench_602,,11,102.1,,11,191.7,,11,352.8,,10,241.7
QF_BV/sage/app1/bench_611,,11,121.7,,10,129.7,,10,173.4,,10,217.1
QF_BV/sage/app1/bench_620,,11,135.3,,10,138.5,,10,113.1,,11,258.6
QF_BV/sage/app1/bench_629,,11,97.4,,11,81.7,,10,159.4,,10,232.5
QF_BV/sage/app1/bench_638,,11,119.5,,11,147.7,,10,165.1,,11,224.4
QF_BV/sage/app1/bench_646,,11,87.1,,11,127.8,,11,182.5,,11,211.2
QF_BV/sage/app1/bench_655,,11,100.0,,10,121.0,,11,304.9,,10,198.5
QF_BV/sage/app1/bench_664,,11,117.4,,11,127.3,,11,263.7,,11,236.3
QF_BV/sage/app1/bench_674,,10,102.1,,11,121.6,,11,159.6,,10,115.2
QF_BV/sage/app1/bench_681,,7,277.3,,7,245.0,,6,571.2,,7,576.9
QF_BV/sage/app1/bench_683,,11,88.5,,11,73.7,,11,165.9,,11,133.1
QF_BV/sage/app1/bench_691,,11,87.6,,11,111.6,,11,157.2,,10,128.5
QF_BV/sage/app1/bench_692,,7,284.9,,7,232.7,,7,308.1,,7,706.8
QF_BV/sage/app1/bench_699,,11,110.4,,11,174.5,,10,126.7,,11,138.6
QF_BV/sage/app1/bench_707,,11,92.2,,11,101.9,,11,153.9,,10,125.0
QF_BV/sage/app1/bench_715,,11,62.0,,11,101.9,,11,224.2,,11,191.1
QF_BV/sage/app1/bench_722,,12,85.2,,11,71.1,,11,153.9,,10,167.7
QF_BV/sage/app1/bench_730,,12,64.1,,11,101.8,,10,129.0,,11,198.0
