Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,72,260.4,,73,705.0,,65,662.6,,59,734.6
QF_BV/RWS/Example_8.txt,,22,77.5,,22,53.4,,19,125.3,,19,159.1
QF_BV/RWS/Example_9.txt,,36,669.4,,35,616.4,,32,1508.0,,31,1701.8
QF_BV/RWS/Example_10.txt,,91,1347.3,,86,1551.0,,78,2265.7,,71,2816.0
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,75,2847.6,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,63,395.8,,58,337.9,,54,687.2,,50,1289.6
QF_BV/RWS/Example_16.txt,,62,639.4,,62,718.0,,57,1844.9,,56,840.0
QF_BV/RWS/Example_17.txt,,54,494.7,,51,768.3,,48,1115.8,,47,1807.1
QF_BV/sage/app1/bench_4,,7,332.5,,7,361.1,,7,441.2,,7,579.9
QF_BV/sage/app1/bench_29,,8,111.7,,8,134.4,,8,168.6,,8,241.4
QF_BV/sage/app1/bench_32,,9,197.7,,9,153.6,,8,146.7,,8,229.4
QF_BV/sage/app1/bench_37,,7,225.8,,7,289.7,,7,248.5,,7,550.6
QF_BV/sage/app1/bench_47,,9,95.5,,9,210.8,,9,109.7,,9,371.2
QF_BV/sage/app1/bench_52,,9,143.7,,9,160.7,,8,154.0,,8,168.5
QF_BV/sage/app1/bench_53,,9,150.4,,9,122.9,,8,144.1,,9,225.7
QF_BV/sage/app1/bench_54,,8,97.1,,9,130.5,,9,168.4,,8,206.2
QF_BV/sage/app1/bench_55,,9,89.8,,8,124.6,,8,175.8,,8,200.0
QF_BV/sage/app1/bench_60,,9,126.4,,9,154.8,,9,167.5,,9,140.6
QF_BV/sage/app1/bench_61,,9,104.6,,9,129.1,,8,134.4,,8,183.8
QF_BV/sage/app1/bench_62,,9,100.6,,9,130.4,,9,165.3,,9,332.4
QF_BV/sage/app1/bench_63,,9,87.7,,9,128.4,,8,156.3,,9,133.2
QF_BV/sage/app1/bench_66,,9,136.5,,8,116.5,,8,148.0,,9,212.2
QF_BV/sage/app1/bench_69,,10,126.5,,8,102.9,,9,259.8,,8,176.2
QF_BV/sage/app1/bench_99,,9,145.9,,9,119.2,,8,128.8,,9,105.5
QF_BV/sage/app1/bench_134,,10,106.0,,9,140.6,,8,147.8,,9,122.0
QF_BV/sage/app1/bench_169,,9,89.6,,9,188.4,,9,136.3,,8,166.3
QF_BV/sage/app1/bench_174,,9,111.6,,8,127.2,,9,145.7,,9,297.9
QF_BV/sage/app1/bench_175,,9,74.3,,9,78.2,,9,339.6,,9,142.4
QF_BV/sage/app1/bench_176,,10,91.6,,9,152.8,,9,144.9,,8,128.3
QF_BV/sage/app1/bench_177,,9,92.4,,9,217.7,,9,100.2,,9,202.1
QF_BV/sage/app1/bench_181,,7,315.2,,7,221.5,,7,452.0,,7,1005.5
QF_BV/sage/app1/bench_182,,9,86.5,,9,109.7,,9,153.2,,9,116.7
QF_BV/sage/app1/bench_183,,9,85.9,,9,68.0,,8,163.8,,8,110.8
QF_BV/sage/app1/bench_184,,9,69.8,,9,118.3,,9,203.2,,8,169.0
QF_BV/sage/app1/bench_185,,9,69.7,,9,84.4,,9,147.8,,8,186.3
QF_BV/sage/app1/bench_188,,9,100.9,,9,134.4,,8,129.2,,9,202.2
QF_BV/sage/app1/bench_191,,9,129.5,,9,104.7,,9,151.9,,9,199.8
QF_BV/sage/app1/bench_201,,9,85.6,,9,117.9,,9,159.0,,9,193.0
QF_BV/sage/app1/bench_268,,9,79.7,,9,113.1,,8,195.4,,9,191.4
QF_BV/sage/app1/bench_310,,11,119.8,,9,85.5,,9,164.8,,9,326.1
QF_BV/sage/app1/bench_313,,10,102.3,,9,124.9,,9,217.2,,9,158.2
QF_BV/sage/app1/bench_329,,12,169.4,,11,126.3,,11,109.0,,11,241.9
QF_BV/sage/app1/bench_333,,13,103.9,,12,95.1,,12,200.5,,11,236.2
QF_BV/sage/app1/bench_334,,12,112.9,,12,148.6,,12,210.8,,12,249.5
QF_BV/sage/app1/bench_335,,12,92.7,,12,145.4,,12,195.7,,11,227.3
QF_BV/sage/app1/bench_338,,9,116.4,,9,124.4,,9,255.2,,9,207.1
QF_BV/sage/app1/bench_342,,12,143.1,,12,190.8,,11,145.9,,11,220.3
QF_BV/sage/app1/bench_343,,12,129.4,,12,158.5,,11,172.8,,11,220.9
QF_BV/sage/app1/bench_344,,13,138.8,,12,151.6,,12,117.4,,12,160.2
QF_BV/sage/app1/bench_345,,9,94.2,,9,115.4,,9,147.1,,9,182.4
QF_BV/sage/app1/bench_349,,10,152.1,,9,111.8,,9,166.6,,9,195.7
QF_BV/sage/app1/bench_352,,12,119.9,,12,89.8,,11,169.9,,11,215.6
QF_BV/sage/app1/bench_356,,11,89.8,,12,178.2,,11,156.8,,11,228.1
QF_BV/sage/app1/bench_372,,12,83.2,,11,133.7,,11,242.1,,11,246.9
QF_BV/sage/app1/bench_407,,12,109.7,,11,167.9,,10,151.3,,11,214.0
QF_BV/sage/app1/bench_411,,12,107.9,,11,120.4,,11,159.3,,11,217.0
QF_BV/sage/app1/bench_412,,11,113.2,,11,126.2,,11,172.2,,11,208.3
QF_BV/sage/app1/bench_413,,12,182.6,,11,156.7,,11,302.2,,11,223.5
QF_BV/sage/app1/bench_415,,11,105.1,,11,145.1,,11,175.6,,11,232.1
QF_BV/sage/app1/bench_419,,11,163.1,,11,98.8,,11,311.1,,11,132.5
QF_BV/sage/app1/bench_420,,12,122.4,,10,126.9,,10,131.2,,11,133.7
QF_BV/sage/app1/bench_421,,10,93.9,,12,146.3,,11,169.8,,10,127.2
QF_BV/sage/app1/bench_422,,12,124.7,,11,137.7,,10,159.0,,11,219.3
QF_BV/sage/app1/bench_426,,8,83.6,,8,101.8,,8,133.2,,9,179.5
QF_BV/sage/app1/bench_429,,11,105.6,,11,95.6,,11,264.2,,11,201.7
QF_BV/sage/app1/bench_443,,11,116.3,,11,142.2,,11,343.2,,11,243.3
QF_BV/sage/app1/bench_511,,14,81.8,,15,174.7,,12,133.9,,11,211.1
QF_BV/sage/app1/bench_512,,13,107.7,,11,126.0,,12,130.0,,13,230.1
QF_BV/sage/app1/bench_517,,15,116.2,,12,132.6,,11,139.0,,11,231.9
QF_BV/sage/app1/bench_531,,15,107.7,,15,171.1,,12,123.3,,12,215.3
QF_BV/sage/app1/bench_535,,16,118.0,,16,158.3,,12,130.2,,12,233.9
QF_BV/sage/app1/bench_537,,13,76.7,,13,138.2,,13,138.9,,12,220.3
QF_BV/sage/app1/bench_539,,14,95.5,,16,158.1,,12,129.2,,12,227.0
QF_BV/sage/app1/bench_542,,18,115.2,,16,182.8,,13,134.8,,13,219.9
QF_BV/sage/app1/bench_545,,15,103.7,,16,165.9,,11,94.3,,12,222.9
QF_BV/sage/app1/bench_552,,15,126.5,,13,164.4,,12,171.8,,13,160.7
QF_BV/sage/app1/bench_556,,12,147.8,,12,82.6,,11,176.9,,12,235.7
QF_BV/sage/app1/bench_562,,10,84.5,,11,125.9,,11,100.3,,10,133.1
QF_BV/sage/app1/bench_564,,11,168.5,,10,115.0,,10,149.8,,10,193.0
QF_BV/sage/app1/bench_567,,11,108.3,,10,116.3,,10,162.8,,10,186.6
QF_BV/sage/app1/bench_571,,10,120.6,,11,81.2,,10,155.3,,10,393.7
QF_BV/sage/app1/bench_602,,10,119.9,,11,267.0,,10,197.8,,10,361.9
QF_BV/sage/app1/bench_611,,11,129.5,,11,83.7,,10,175.7,,10,217.9
QF_BV/sage/app1/bench_620,,11,102.2,,11,86.2,,10,275.4,,11,151.5
QF_BV/sage/app1/bench_629,,11,190.9,,11,194.9,,10,166.3,,10,228.5
QF_BV/sage/app1/bench_638,,11,136.5,,10,137.6,,10,242.7,,10,211.0
QF_BV/sage/app1/bench_646,,11,104.4,,11,79.1,,10,121.1,,10,196.3
QF_BV/sage/app1/bench_655,,10,79.9,,11,124.9,,10,103.5,,10,189.5
QF_BV/sage/app1/bench_664,,11,89.0,,10,111.3,,10,142.4,,10,133.3
QF_BV/sage/app1/bench_674,,11,68.0,,10,105.6,,10,149.1,,11,220.4
QF_BV/sage/app1/bench_681,,7,215.5,,7,363.9,,7,501.6,,7,294.3
QF_BV/sage/app1/bench_683,,11,91.2,,11,75.5,,11,154.6,,10,166.7
QF_BV/sage/app1/bench_691,,10,51.2,,11,117.2,,11,230.7,,11,125.7
QF_BV/sage/app1/bench_692,,7,266.0,,6,300.6,,7,539.9,,7,311.5
QF_BV/sage/app1/bench_699,,11,57.4,,11,82.8,,10,95.1,,11,137.3
QF_BV/sage/app1/bench_707,,11,75.4,,11,89.7,,10,135.2,,11,207.1
QF_BV/sage/app1/bench_715,,11,126.8,,11,120.3,,11,143.1,,11,185.6
QF_BV/sage/app1/bench_722,,12,57.9,,11,80.7,,11,140.7,,10,171.6
QF_BV/sage/app1/bench_730,,11,87.8,,11,67.3,,11,138.8,,11,184.8
QF_BV/sage/app1/bench_738,,12,101.1,,11,97.8,,11,164.7,,10,160.3
QF_BV/sage/app1/bench_745,,12,54.5,,11,84.9,,10,115.4,,11,164.7
QF_BV/sage/app1/bench_753,,13,81.0,,11,73.3,,11,177.7,,12,185.7
QF_BV/sage/app1/bench_761,,12,71.8,,11,82.0,,11,114.5,,10,173.0
QF_BV/sage/app1/bench_836,,7,265.9,,7,444.6,,7,575.2,,7,596.8
QF_BV/sage/app1/bench_847,,7,251.6,,7,569.5,,7,425.7,,7,576.8
QF_BV/sage/app1/bench_858,,7,344.6,,7,311.4,,7,312.8,,7,649.0
QF_BV/sage/app1/bench_869,,7,169.8,,7,415.3,,7,862.8,,7,614.2
QF_BV/sage/app1/bench_880,,7,346.4,,7,323.9,,7,476.0,,7,625.4
QF_BV/sage/app1/bench_914,,7,222.8,,7,308.3,,7,402.9,,7,601.0
QF_BV/sage/app1/bench_926,,13,46.9,,11,79.5,,11,118.6,,11,171.0
QF_BV/sage/app1/bench_947,,7,174.4,,7,222.1,,7,436.5,,7,521.1
QF_BV/sage/app1/bench_983,,13,59.1,,12,86.8,,11,144.3,,11,173.1
QF_BV/sage/app1/bench_985,,13,82.3,,11,85.5,,11,156.1,,11,113.0
QF_BV/sage/app1/bench_987,,10,57.0,,10,105.6,,10,172.3,,10,98.8
QF_BV/sage/app1/bench_989,,11,44.5,,9,60.3,,9,82.5,,9,90.6
QF_BV/sage/app1/bench_992,,10,46.0,,9,38.3,,9,66.5,,9,150.4
QF_BV/sage/app1/bench_994,,9,58.8,,9,63.4,,8,83.9,,8,119.6
QF_BV/sage/app1/bench_996,,9,58.9,,8,44.9,,8,138.6,,8,123.6
QF_BV/sage/app1/bench_998,,8,43.8,,8,37.7,,8,89.4,,7,104.0
QF_BV/sage/app1/bench_1000,,9,28.9,,7,39.9,,7,47.9,,7,96.7
QF_BV/sage/app1/bench_1004,,8,55.4,,7,44.8,,7,50.1,,7,96.4
QF_BV/sage/app1/bench_1006,,8,35.0,,7,45.1,,7,43.0,,7,98.7
