Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,73,560.9,,71,445.3,,62,579.5,,60,739.6
QF_BV/RWS/Example_8.txt,,21,79.5,,21,63.6,,20,100.2,,20,162.0
QF_BV/RWS/Example_9.txt,,36,785.3,,34,976.9,,33,1434.1,,31,1190.9
QF_BV/RWS/Example_10.txt,,89,1573.5,,84,1694.8,,78,2357.2,,75,3041.5
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,78,3282.1,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,62,454.6,,60,422.4,,53,874.4,,51,658.6
QF_BV/RWS/Example_16.txt,,64,577.5,,60,717.1,,56,756.8,,53,1360.8
QF_BV/RWS/Example_17.txt,,55,420.6,,51,432.0,,48,952.9,,46,1614.8
QF_BV/sage/app1/bench_4,,7,229.6,,7,324.1,,6,673.9,,7,356.9
QF_BV/sage/app1/bench_29,,9,131.2,,9,150.3,,8,165.7,,9,254.4
QF_BV/sage/app1/bench_32,,9,104.4,,8,157.3,,8,168.7,,8,211.7
QF_BV/sage/app1/bench_37,,7,270.7,,7,526.5,,7,540.9,,7,426.9
QF_BV/sage/app1/bench_47,,9,97.0,,9,78.8,,9,161.5,,9,124.7
QF_BV/sage/app1/bench_52,,9,110.2,,9,136.1,,8,154.1,,9,209.2
QF_BV/sage/app1/bench_53,,8,115.0,,8,129.5,,9,144.9,,9,124.2
QF_BV/sage/app1/bench_54,,9,107.9,,9,136.5,,9,167.2,,8,197.1
QF_BV/sage/app1/bench_55,,9,97.3,,9,122.6,,8,184.4,,8,211.0
QF_BV/sage/app1/bench_60,,9,116.0,,8,124.5,,9,114.7,,9,132.4
QF_BV/sage/app1/bench_61,,9,153.0,,9,102.7,,8,146.8,,9,139.5
QF_BV/sage/app1/bench_62,,8,101.6,,9,87.6,,8,275.7,,9,140.3
QF_BV/sage/app1/bench_63,,9,83.9,,9,94.0,,8,121.5,,9,380.3
QF_BV/sage/app1/bench_66,,9,172.1,,8,87.6,,8,152.3,,9,222.2
QF_BV/sage/app1/bench_69,,10,96.5,,9,120.6,,9,168.5,,8,183.2
QF_BV/sage/app1/bench_99,,9,92.2,,8,100.0,,8,129.9,,9,193.8
QF_BV/sage/app1/bench_134,,9,104.7,,8,107.9,,9,161.4,,9,212.0
QF_BV/sage/app1/bench_169,,9,82.8,,9,73.8,,9,154.7,,8,167.3
QF_BV/sage/app1/bench_174,,9,92.2,,9,69.2,,9,142.6,,9,187.3
QF_BV/sage/app1/bench_175,,9,100.7,,9,115.0,,9,148.9,,8,185.2
QF_BV/sage/app1/bench_176,,10,86.3,,9,102.0,,9,128.9,,9,292.4
QF_BV/sage/app1/bench_177,,9,96.8,,9,78.5,,9,153.0,,8,173.8
QF_BV/sage/app1/bench_181,,7,230.3,,7,370.9,,6,360.6,,7,507.2
QF_BV/sage/app1/bench_182,,10,83.3,,9,102.3,,9,84.5,,9,288.4
QF_BV/sage/app1/bench_183,,9,91.4,,9,104.9,,8,128.5,,9,131.7
QF_BV/sage/app1/bench_184,,9,58.4,,9,107.8,,8,138.8,,9,300.4
QF_BV/sage/app1/bench_185,,9,89.0,,9,119.6,,9,140.5,,9,187.0
QF_BV/sage/app1/bench_188,,9,56.4,,9,74.5,,9,278.1,,8,162.1
QF_BV/sage/app1/bench_191,,9,63.3,,9,92.6,,9,136.7,,9,108.7
QF_BV/sage/app1/bench_201,,10,96.5,,9,109.0,,9,157.6,,9,127.2
QF_BV/sage/app1/bench_268,,9,83.7,,9,107.6,,9,144.2,,9,184.6
QF_BV/sage/app1/bench_310,,10,108.4,,10,145.7,,9,170.2,,9,225.1
QF_BV/sage/app1/bench_313,,10,118.5,,10,149.3,,9,162.3,,9,208.4
QF_BV/sage/app1/bench_329,,12,131.2,,11,90.4,,11,195.0,,11,247.4
QF_BV/sage/app1/bench_333,,13,143.2,,12,92.2,,11,192.5,,12,257.0
QF_BV/sage/app1/bench_334,,12,166.8,,12,161.1,,12,195.5,,12,257.5
QF_BV/sage/app1/bench_335,,12,156.5,,12,146.4,,12,202.2,,11,215.6
QF_BV/sage/app1/bench_338,,10,138.9,,9,79.9,,9,162.2,,9,196.4
QF_BV/sage/app1/bench_342,,12,191.8,,11,143.1,,11,176.5,,11,225.9
QF_BV/sage/app1/bench_343,,12,95.9,,11,126.0,,11,188.9,,11,222.1
QF_BV/sage/app1/bench_344,,12,141.4,,11,147.1,,11,163.2,,11,223.2
QF_BV/sage/app1/bench_345,,10,94.7,,9,113.8,,9,141.5,,9,189.8
QF_BV/sage/app1/bench_349,,9,108.1,,9,123.3,,8,137.8,,9,200.7
QF_BV/sage/app1/bench_352,,12,90.5,,12,146.7,,10,157.2,,12,244.9
QF_BV/sage/app1/bench_356,,12,79.5,,11,194.3,,11,148.0,,11,231.8
QF_BV/sage/app1/bench_372,,11,119.4,,11,181.0,,12,196.2,,11,258.3
QF_BV/sage/app1/bench_407,,12,107.7,,11,137.5,,10,177.2,,11,217.9
QF_BV/sage/app1/bench_411,,11,111.8,,12,143.9,,11,179.2,,11,231.3
QF_BV/sage/app1/bench_412,,11,123.8,,11,125.8,,10,150.8,,11,202.6
QF_BV/sage/app1/bench_413,,11,115.2,,11,123.5,,11,171.7,,11,223.3
QF_BV/sage/app1/bench_415,,12,108.8,,11,137.3,,11,169.4,,11,140.4
QF_BV/sage/app1/bench_419,,11,72.3,,11,161.1,,11,141.5,,11,308.9
QF_BV/sage/app1/bench_420,,11,117.5,,11,164.4,,11,205.2,,11,223.3
QF_BV/sage/app1/bench_421,,11,116.4,,11,132.2,,11,194.3,,11,225.4
QF_BV/sage/app1/bench_422,,11,117.6,,11,126.5,,11,177.8,,10,137.1
QF_BV/sage/app1/bench_426,,9,73.4,,9,107.6,,8,107.0,,8,168.8
QF_BV/sage/app1/bench_429,,11,77.4,,11,83.6,,10,129.2,,11,143.3
QF_BV/sage/app1/bench_443,,11,72.2,,11,144.1,,11,288.3,,11,234.3
QF_BV/sage/app1/bench_511,,15,93.8,,13,135.8,,13,110.7,,13,241.8
QF_BV/sage/app1/bench_512,,12,92.0,,11,131.6,,12,127.6,,12,203.9
QF_BV/sage/app1/bench_517,,13,99.8,,13,146.1,,13,152.3,,12,254.8
QF_BV/sage/app1/bench_531,,18,131.6,,17,185.8,,12,148.7,,12,234.2
QF_BV/sage/app1/bench_535,,12,83.1,,13,144.8,,12,125.2,,12,230.2
QF_BV/sage/app1/bench_537,,12,88.9,,14,157.3,,12,129.0,,12,221.4
QF_BV/sage/app1/bench_539,,15,87.5,,15,188.7,,12,129.9,,12,230.1
QF_BV/sage/app1/bench_542,,21,133.7,,19,174.2,,13,140.4,,12,196.2
QF_BV/sage/app1/bench_545,,16,124.0,,14,158.1,,12,133.8,,12,208.0
QF_BV/sage/app1/bench_552,,13,84.6,,13,109.5,,13,178.1,,13,240.0
QF_BV/sage/app1/bench_556,,12,151.5,,12,189.2,,11,178.6,,11,210.7
QF_BV/sage/app1/bench_562,,11,97.6,,11,110.9,,11,145.9,,10,189.0
QF_BV/sage/app1/bench_564,,11,98.2,,10,75.9,,10,150.5,,10,274.2
QF_BV/sage/app1/bench_567,,11,103.0,,11,86.5,,10,143.7,,10,221.2
QF_BV/sage/app1/bench_571,,11,60.1,,10,126.3,,10,139.6,,10,130.2
QF_BV/sage/app1/bench_602,,11,122.4,,10,155.2,,10,175.9,,10,227.4
QF_BV/sage/app1/bench_611,,10,114.2,,11,215.4,,10,171.2,,10,221.9
QF_BV/sage/app1/bench_620,,10,183.5,,10,130.9,,10,173.0,,10,235.4
QF_BV/sage/app1/bench_629,,11,92.8,,10,135.0,,10,158.9,,10,197.1
QF_BV/sage/app1/bench_638,,11,137.9,,11,80.9,,10,151.8,,10,202.6
QF_BV/sage/app1/bench_646,,10,89.6,,11,76.0,,10,159.4,,10,143.9
QF_BV/sage/app1/bench_655,,11,110.5,,11,83.9,,10,149.6,,10,216.3
QF_BV/sage/app1/bench_664,,11,112.7,,11,135.8,,10,145.0,,11,356.1
QF_BV/sage/app1/bench_674,,11,93.8,,11,92.8,,10,166.1,,10,361.9
QF_BV/sage/app1/bench_681,,7,325.1,,7,344.1,,7,461.5,,7,561.2
QF_BV/sage/app1/bench_683,,11,104.9,,10,105.8,,10,142.9,,11,131.0
QF_BV/sage/app1/bench_691,,11,106.0,,11,86.5,,10,128.6,,11,202.8
QF_BV/sage/app1/bench_692,,7,271.2,,7,321.5,,6,370.3,,7,573.8
QF_BV/sage/app1/bench_699,,11,104.7,,11,75.3,,10,144.1,,10,176.9
QF_BV/sage/app1/bench_707,,11,96.8,,11,118.8,,10,128.2,,10,179.4
QF_BV/sage/app1/bench_715,,12,99.8,,11,112.8,,11,145.8,,11,129.7
QF_BV/sage/app1/bench_722,,11,82.0,,11,117.0,,11,158.5,,11,123.3
QF_BV/sage/app1/bench_730,,11,85.8,,11,78.2,,11,151.7,,11,123.7
QF_BV/sage/app1/bench_738,,12,80.2,,11,101.7,,11,115.7,,11,211.7
