Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,73,253.8,,70,552.3,,64,1404.3,,60,744.5
QF_BV/RWS/Example_8.txt,,22,57.9,,22,81.1,,20,96.9,,19,159.9
QF_BV/RWS/Example_9.txt,,36,638.5,,33,944.6,,32,1364.2,,31,1740.3
QF_BV/RWS/Example_10.txt,,87,1519.3,,86,1632.2,,78,2296.1,,75,3204.7
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,62,472.2,,59,426.0,,53,946.5,,51,1240.8
QF_BV/RWS/Example_16.txt,,64,417.4,,61,751.7,,55,980.2,,54,1228.5
QF_BV/RWS/Example_17.txt,,55,355.8,,52,477.8,,47,1157.9,,47,1544.6
QF_BV/sage/app1/bench_4,,7,291.1,,7,282.0,,7,374.6,,7,311.4
QF_BV/sage/app1/bench_29,,9,100.1,,9,89.0,,9,179.2,,9,250.6
QF_BV/sage/app1/bench_32,,9,115.9,,9,100.1,,8,186.9,,9,258.0
QF_BV/sage/app1/bench_37,,7,253.2,,7,194.7,,7,466.4,,7,350.9
QF_BV/sage/app1/bench_47,,8,156.0,,8,148.1,,8,142.4,,9,237.0
QF_BV/sage/app1/bench_52,,9,123.0,,8,112.3,,9,230.2,,9,206.7
QF_BV/sage/app1/bench_53,,9,104.5,,9,95.5,,8,140.3,,8,196.3
QF_BV/sage/app1/bench_54,,9,99.1,,8,121.0,,8,153.8,,9,212.3
QF_BV/sage/app1/bench_55,,9,96.6,,9,157.5,,9,182.4,,9,397.4
QF_BV/sage/app1/bench_60,,9,84.5,,9,137.3,,9,223.1,,8,183.3
QF_BV/sage/app1/bench_61,,9,86.0,,8,122.8,,8,198.7,,9,219.6
QF_BV/sage/app1/bench_62,,9,91.3,,9,121.7,,8,185.0,,9,140.9
QF_BV/sage/app1/bench_63,,9,95.7,,9,125.3,,9,163.6,,8,176.1
QF_BV/sage/app1/bench_66,,9,90.5,,9,64.7,,8,148.4,,9,308.8
QF_BV/sage/app1/bench_69,,9,69.1,,9,115.9,,8,144.5,,9,215.7
QF_BV/sage/app1/bench_99,,9,76.8,,9,82.0,,9,155.9,,9,125.0
QF_BV/sage/app1/bench_134,,9,77.3,,9,92.5,,9,107.7,,8,173.4
QF_BV/sage/app1/bench_169,,9,81.8,,9,103.3,,8,125.8,,9,189.8
QF_BV/sage/app1/bench_174,,9,110.4,,9,104.4,,8,128.6,,9,212.7
QF_BV/sage/app1/bench_175,,9,141.6,,9,67.5,,8,138.8,,9,119.5
QF_BV/sage/app1/bench_176,,8,66.1,,9,120.2,,9,151.0,,9,118.4
QF_BV/sage/app1/bench_177,,9,92.1,,8,103.7,,9,148.9,,9,143.3
QF_BV/sage/app1/bench_181,,7,210.2,,7,211.4,,7,581.5,,7,517.2
QF_BV/sage/app1/bench_182,,9,116.5,,9,66.8,,9,153.7,,9,203.0
QF_BV/sage/app1/bench_183,,9,143.9,,9,146.3,,8,223.3,,9,200.5
QF_BV/sage/app1/bench_184,,9,85.8,,9,62.5,,9,145.7,,9,191.2
QF_BV/sage/app1/bench_185,,9,93.8,,9,65.7,,8,124.4,,9,191.0
QF_BV/sage/app1/bench_188,,9,76.6,,9,93.5,,9,150.9,,9,127.5
QF_BV/sage/app1/bench_191,,9,84.6,,9,132.5,,9,173.8,,9,204.1
QF_BV/sage/app1/bench_201,,9,91.3,,9,91.0,,9,154.1,,9,207.8
QF_BV/sage/app1/bench_268,,10,115.4,,9,111.8,,9,158.7,,8,160.1
QF_BV/sage/app1/bench_310,,10,137.3,,9,95.0,,9,112.1,,9,243.8
QF_BV/sage/app1/bench_313,,10,88.2,,9,127.7,,9,227.1,,9,218.2
QF_BV/sage/app1/bench_329,,12,162.5,,12,131.9,,12,210.7,,11,239.7
QF_BV/sage/app1/bench_333,,13,164.7,,12,148.4,,12,204.0,,11,217.5
QF_BV/sage/app1/bench_334,,12,123.0,,12,151.6,,11,181.7,,11,162.8
QF_BV/sage/app1/bench_335,,13,169.9,,12,156.1,,12,208.4,,12,259.6
QF_BV/sage/app1/bench_338,,9,115.3,,9,124.0,,9,150.5,,9,200.3
QF_BV/sage/app1/bench_342,,12,127.7,,11,144.2,,11,183.1,,11,248.3
QF_BV/sage/app1/bench_343,,12,119.0,,12,173.7,,12,241.1,,12,428.2
QF_BV/sage/app1/bench_344,,12,98.1,,12,146.1,,11,166.6,,12,267.1
QF_BV/sage/app1/bench_345,,9,65.2,,9,116.1,,8,172.9,,8,172.6
QF_BV/sage/app1/bench_349,,9,159.1,,9,114.0,,9,100.0,,8,180.6
QF_BV/sage/app1/bench_352,,12,133.2,,11,136.9,,12,233.9,,11,341.0
QF_BV/sage/app1/bench_356,,12,112.4,,11,132.7,,11,110.6,,11,147.4
QF_BV/sage/app1/bench_372,,12,131.1,,12,104.3,,12,113.1,,11,227.9
QF_BV/sage/app1/bench_407,,12,79.4,,11,126.1,,11,134.5,,11,209.5
QF_BV/sage/app1/bench_411,,11,105.5,,12,90.8,,11,171.4,,10,206.6
QF_BV/sage/app1/bench_412,,11,110.2,,11,125.6,,11,113.2,,11,212.3
QF_BV/sage/app1/bench_413,,12,138.2,,11,179.6,,11,150.1,,11,204.1
QF_BV/sage/app1/bench_415,,11,99.8,,11,132.8,,11,174.5,,11,225.5
QF_BV/sage/app1/bench_419,,11,148.3,,11,94.8,,11,107.0,,10,193.7
