Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,64,553.6,,- -,- -,,- -,- -,,989,2140.1,,176,1808.0,,136,156.0
QF_BV/RWS/Example_8.txt,,20,174.8,,91,753.3,,65,900.0,,53,569.8,,49,569.8,,43,14.6
QF_BV/RWS/Example_9.txt,,31,1957.3,,- -,- -,,- -,- -,,66,2415.4,,66,2415.4,,- -,- -
QF_BV/RWS/Example_10.txt,,77,2234.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,151,965.5
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,54,951.6,,- -,- -,,- -,- -,,253,1352.6,,123,1279.4,,94,261.2
QF_BV/RWS/Example_16.txt,,58,1188.7,,- -,- -,,- -,- -,,125,2238.4,,118,1471.7,,110,192.9
QF_BV/RWS/Example_17.txt,,48,1169.2,,- -,- -,,- -,- -,,109,1988.4,,108,1486.3,,87,838.1
QF_BV/sage/app1/bench_4,,7,453.4,,- -,- -,,- -,- -,,21,425.6,,19,424.5,,- -,- -
QF_BV/sage/app1/bench_29,,8,337.5,,- -,- -,,37,1400.3,,27,455.7,,24,455.7,,- -,- -
QF_BV/sage/app1/bench_32,,9,355.4,,46,1396.1,,25,1378.5,,35,508.9,,29,579.7,,- -,- -
QF_BV/sage/app1/bench_37,,7,443.1,,- -,- -,,- -,- -,,13,337.2,,13,337.2,,- -,- -
QF_BV/sage/app1/bench_47,,9,215.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_52,,9,178.5,,- -,- -,,- -,- -,,74,730.6,,41,882.2,,- -,- -
QF_BV/sage/app1/bench_53,,8,159.5,,- -,- -,,- -,- -,,50,862.8,,35,612.4,,- -,- -
QF_BV/sage/app1/bench_54,,9,182.1,,- -,- -,,- -,- -,,51,634.4,,39,1077.8,,- -,- -
QF_BV/sage/app1/bench_55,,8,146.9,,- -,- -,,- -,- -,,59,718.2,,39,729.6,,- -,- -
QF_BV/sage/app1/bench_60,,8,119.1,,- -,- -,,- -,- -,,95,839.2,,45,839.2,,- -,- -
QF_BV/sage/app1/bench_61,,9,322.4,,- -,- -,,- -,- -,,92,783.6,,43,847.2,,- -,- -
QF_BV/sage/app1/bench_62,,9,159.7,,- -,- -,,- -,- -,,24,320.0,,21,320.0,,- -,- -
QF_BV/sage/app1/bench_63,,9,304.8,,- -,- -,,- -,- -,,104,1002.7,,50,1002.7,,- -,- -
QF_BV/sage/app1/bench_66,,9,129.8,,- -,- -,,- -,- -,,78,820.7,,50,820.7,,- -,- -
QF_BV/sage/app1/bench_69,,9,164.2,,- -,- -,,- -,- -,,66,653.7,,38,875.4,,- -,- -
QF_BV/sage/app1/bench_99,,9,146.3,,- -,- -,,- -,- -,,123,957.0,,44,957.0,,- -,- -
QF_BV/sage/app1/bench_134,,8,132.3,,- -,- -,,- -,- -,,61,658.0,,38,622.5,,- -,- -
QF_BV/sage/app1/bench_169,,8,135.1,,- -,- -,,- -,- -,,81,914.8,,43,623.7,,- -,- -
QF_BV/sage/app1/bench_174,,8,134.4,,- -,- -,,- -,- -,,158,1206.0,,69,1241.3,,- -,- -
QF_BV/sage/app1/bench_175,,9,145.6,,- -,- -,,- -,- -,,48,567.4,,33,633.0,,- -,- -
QF_BV/sage/app1/bench_176,,8,125.1,,- -,- -,,- -,- -,,105,952.4,,47,952.4,,- -,- -
QF_BV/sage/app1/bench_177,,9,156.0,,- -,- -,,- -,- -,,129,990.6,,52,990.6,,- -,- -
QF_BV/sage/app1/bench_181,,7,745.4,,- -,- -,,- -,- -,,49,803.3,,33,1178.8,,- -,- -
QF_BV/sage/app1/bench_182,,8,127.4,,- -,- -,,- -,- -,,36,502.3,,28,425.9,,- -,- -
QF_BV/sage/app1/bench_183,,9,155.7,,- -,- -,,- -,- -,,107,962.2,,52,842.4,,- -,- -
QF_BV/sage/app1/bench_184,,9,275.1,,- -,- -,,- -,- -,,101,762.5,,43,565.9,,- -,- -
QF_BV/sage/app1/bench_185,,9,195.4,,- -,- -,,- -,- -,,37,406.5,,29,775.0,,- -,- -
QF_BV/sage/app1/bench_188,,9,153.1,,- -,- -,,- -,- -,,86,820.8,,51,820.8,,- -,- -
QF_BV/sage/app1/bench_191,,8,122.4,,- -,- -,,- -,- -,,167,1198.1,,79,1189.5,,- -,- -
QF_BV/sage/app1/bench_201,,9,163.0,,495,1256.5,,38,1256.5,,37,518.1,,30,518.1,,- -,- -
QF_BV/sage/app1/bench_268,,9,167.5,,- -,- -,,- -,- -,,51,569.0,,36,569.0,,- -,- -
QF_BV/sage/app1/bench_310,,9,161.7,,- -,- -,,- -,- -,,64,726.0,,44,726.0,,- -,- -
QF_BV/sage/app1/bench_313,,9,154.7,,- -,- -,,- -,- -,,45,667.7,,35,638.3,,- -,- -
QF_BV/sage/app1/bench_329,,10,148.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_333,,12,203.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_334,,12,199.6,,931,1551.9,,38,1551.9,,82,797.6,,44,680.9,,- -,- -
QF_BV/sage/app1/bench_335,,12,136.5,,- -,- -,,- -,- -,,- -,- -,,62,1276.3,,- -,- -
QF_BV/sage/app1/bench_338,,9,153.3,,110,1272.2,,36,1369.2,,52,560.5,,39,560.5,,- -,- -
QF_BV/sage/app1/bench_342,,10,173.0,,- -,- -,,- -,- -,,91,1098.0,,53,879.1,,- -,- -
QF_BV/sage/app1/bench_343,,11,163.0,,- -,- -,,- -,- -,,79,729.3,,40,692.9,,- -,- -
QF_BV/sage/app1/bench_344,,12,194.0,,- -,- -,,- -,- -,,65,715.2,,42,715.2,,- -,- -
QF_BV/sage/app1/bench_345,,9,202.0,,- -,- -,,- -,- -,,111,902.0,,50,1149.0,,- -,- -
QF_BV/sage/app1/bench_349,,8,286.6,,- -,- -,,- -,- -,,68,633.4,,47,633.4,,- -,- -
QF_BV/sage/app1/bench_352,,11,163.4,,- -,- -,,- -,- -,,- -,- -,,65,1274.2,,- -,- -
QF_BV/sage/app1/bench_356,,11,164.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_372,,11,167.4,,- -,- -,,- -,- -,,109,885.8,,47,885.8,,- -,- -
QF_BV/sage/app1/bench_407,,11,145.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_411,,11,167.8,,- -,- -,,- -,- -,,66,600.9,,41,672.9,,- -,- -
QF_BV/sage/app1/bench_412,,10,158.8,,- -,- -,,- -,- -,,69,646.3,,40,646.3,,- -,- -
QF_BV/sage/app1/bench_413,,11,152.6,,- -,- -,,- -,- -,,80,732.5,,52,732.5,,- -,- -
QF_BV/sage/app1/bench_415,,12,335.5,,- -,- -,,- -,- -,,67,718.5,,46,954.2,,- -,- -
QF_BV/sage/app1/bench_419,,11,170.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_420,,11,149.0,,- -,- -,,- -,- -,,88,882.6,,53,882.6,,- -,- -
QF_BV/sage/app1/bench_421,,10,145.7,,- -,- -,,- -,- -,,961,1241.8,,89,1241.8,,- -,- -
QF_BV/sage/app1/bench_422,,11,186.9,,- -,- -,,- -,- -,,73,784.1,,44,888.7,,- -,- -
QF_BV/sage/app1/bench_426,,9,146.7,,- -,- -,,- -,- -,,57,523.1,,38,523.1,,- -,- -
QF_BV/sage/app1/bench_429,,11,161.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_443,,11,172.3,,- -,- -,,- -,- -,,54,592.6,,44,1056.4,,- -,- -
QF_BV/sage/app1/bench_511,,11,126.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_512,,11,96.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_517,,12,102.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_531,,11,117.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_535,,12,96.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_537,,13,109.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_539,,11,90.3,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_542,,12,135.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_545,,12,125.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_552,,11,171.5,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_556,,12,218.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_562,,11,160.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_564,,10,156.8,,- -,- -,,- -,- -,,695,1220.5,,66,1220.5,,- -,- -
QF_BV/sage/app1/bench_567,,10,146.5,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_571,,10,145.5,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_602,,10,184.3,,- -,- -,,- -,- -,,48,561.5,,38,866.3,,- -,- -
QF_BV/sage/app1/bench_611,,10,169.9,,- -,- -,,- -,- -,,59,701.0,,41,664.7,,- -,- -
QF_BV/sage/app1/bench_620,,10,175.2,,- -,- -,,- -,- -,,74,834.6,,48,834.6,,- -,- -
QF_BV/sage/app1/bench_629,,11,252.3,,- -,- -,,- -,- -,,60,579.3,,39,688.9,,- -,- -
QF_BV/sage/app1/bench_638,,10,185.9,,- -,- -,,- -,- -,,74,746.3,,49,1158.5,,- -,- -
QF_BV/sage/app1/bench_646,,10,145.0,,- -,- -,,- -,- -,,51,538.8,,39,605.9,,- -,- -
QF_BV/sage/app1/bench_655,,10,144.5,,- -,- -,,- -,- -,,79,821.1,,47,785.4,,- -,- -
