Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,34,305.3,,34,315.4,,52,306.9,,37,195.6
QF_BV/RWS/Example_8.txt,,12,67.2,,13,57.1,,14,70.8,,13,46.6
QF_BV/RWS/Example_9.txt,,17,838.9,,18,690.7,,21,722.4,,18,520.0
QF_BV/RWS/Example_10.txt,,42,2268.5,,40,928.6,,57,1185.1,,43,662.4
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,26,444.5,,28,326.7,,35,536.4,,28,294.7
QF_BV/RWS/Example_16.txt,,33,621.3,,35,551.7,,57,1303.3,,38,891.0
QF_BV/RWS/Example_17.txt,,25,659.5,,26,476.0,,33,403.3,,27,477.1
QF_BV/sage/app1/bench_4,,5,317.4,,6,263.6,,5,424.2,,5,172.3
QF_BV/sage/app1/bench_29,,5,113.1,,6,64.2,,6,117.5,,6,57.8
QF_BV/sage/app1/bench_32,,5,121.1,,6,84.5,,7,205.2,,7,124.9
QF_BV/sage/app1/bench_37,,5,413.6,,6,244.0,,5,435.4,,5,141.1
QF_BV/sage/app1/bench_47,,5,106.0,,6,102.8,,6,95.7,,6,56.5
QF_BV/sage/app1/bench_52,,6,73.8,,7,92.8,,6,56.9,,6,53.5
QF_BV/sage/app1/bench_53,,5,75.1,,6,49.4,,6,54.7,,6,57.0
QF_BV/sage/app1/bench_54,,5,168.2,,6,78.8,,6,76.0,,6,50.0
QF_BV/sage/app1/bench_55,,6,76.9,,6,81.0,,6,124.0,,6,60.2
QF_BV/sage/app1/bench_60,,6,79.6,,6,150.5,,6,90.1,,6,52.9
QF_BV/sage/app1/bench_61,,5,105.7,,6,76.6,,6,89.8,,6,52.3
QF_BV/sage/app1/bench_62,,5,128.1,,6,77.9,,6,71.5,,6,53.3
QF_BV/sage/app1/bench_63,,6,222.9,,7,138.7,,6,93.5,,7,57.9
QF_BV/sage/app1/bench_66,,5,99.9,,7,57.7,,6,91.3,,6,52.2
QF_BV/sage/app1/bench_69,,5,101.4,,7,119.6,,6,83.3,,6,47.5
QF_BV/sage/app1/bench_99,,5,84.1,,6,113.3,,6,58.9,,6,44.9
QF_BV/sage/app1/bench_134,,6,119.1,,7,88.2,,6,46.5,,6,53.5
QF_BV/sage/app1/bench_169,,5,91.3,,7,68.3,,6,75.7,,6,47.9
QF_BV/sage/app1/bench_174,,5,92.9,,7,82.9,,6,113.5,,6,47.9
QF_BV/sage/app1/bench_175,,5,138.8,,6,65.1,,6,142.2,,6,47.7
QF_BV/sage/app1/bench_176,,5,88.3,,7,81.8,,6,83.4,,6,49.1
QF_BV/sage/app1/bench_177,,6,122.1,,7,93.6,,6,82.9,,7,51.5
QF_BV/sage/app1/bench_181,,5,423.8,,7,489.2,,5,280.4,,5,159.5
QF_BV/sage/app1/bench_182,,5,88.3,,6,74.2,,7,107.9,,6,41.3
QF_BV/sage/app1/bench_183,,5,158.2,,7,79.0,,5,59.7,,6,47.7
QF_BV/sage/app1/bench_184,,6,186.9,,7,104.1,,6,45.4,,6,48.1
QF_BV/sage/app1/bench_185,,5,86.2,,6,64.7,,6,59.9,,6,50.4
QF_BV/sage/app1/bench_188,,6,190.7,,7,85.6,,7,89.1,,6,44.2
QF_BV/sage/app1/bench_191,,6,102.2,,7,79.9,,6,134.9,,7,52.3
QF_BV/sage/app1/bench_201,,6,202.6,,7,89.4,,6,57.1,,6,44.7
QF_BV/sage/app1/bench_268,,5,154.0,,7,70.6,,6,75.2,,6,43.8
QF_BV/sage/app1/bench_310,,6,243.1,,7,188.9,,6,141.1,,6,48.8
QF_BV/sage/app1/bench_313,,6,130.8,,7,82.6,,7,102.1,,6,54.3
QF_BV/sage/app1/bench_329,,6,125.3,,8,79.7,,7,169.0,,7,60.4
QF_BV/sage/app1/bench_333,,6,90.4,,8,67.0,,7,73.0,,7,51.0
QF_BV/sage/app1/bench_334,,6,111.6,,7,76.4,,7,93.7,,6,53.7
QF_BV/sage/app1/bench_335,,6,116.9,,7,90.2,,6,75.3,,7,53.6
QF_BV/sage/app1/bench_338,,6,114.5,,7,78.2,,7,57.8,,7,111.0
QF_BV/sage/app1/bench_342,,6,113.9,,9,111.2,,6,91.5,,7,52.6
QF_BV/sage/app1/bench_343,,6,112.4,,7,104.8,,6,57.6,,6,49.6
QF_BV/sage/app1/bench_344,,6,121.3,,8,83.5,,7,93.8,,7,59.6
QF_BV/sage/app1/bench_345,,5,90.2,,7,135.7,,6,80.3,,7,53.5
QF_BV/sage/app1/bench_349,,6,116.0,,7,67.2,,6,87.2,,7,51.9
QF_BV/sage/app1/bench_352,,6,116.8,,7,81.2,,7,87.1,,7,55.2
QF_BV/sage/app1/bench_356,,6,102.3,,7,103.4,,7,77.9,,7,55.8
QF_BV/sage/app1/bench_372,,6,108.3,,8,92.5,,6,95.2,,7,49.2
QF_BV/sage/app1/bench_407,,6,105.4,,7,75.8,,7,79.8,,7,82.1
QF_BV/sage/app1/bench_411,,6,99.9,,7,84.2,,7,96.6,,7,32.1
QF_BV/sage/app1/bench_412,,6,72.3,,7,70.8,,7,117.9,,6,47.2
QF_BV/sage/app1/bench_413,,6,98.2,,7,163.9,,7,75.0,,6,50.2
QF_BV/sage/app1/bench_415,,6,162.1,,7,77.6,,7,85.2,,8,101.7
QF_BV/sage/app1/bench_419,,6,64.5,,7,85.3,,6,77.1,,7,51.4
QF_BV/sage/app1/bench_420,,6,73.2,,8,124.8,,6,189.2,,6,45.0
QF_BV/sage/app1/bench_421,,6,103.4,,7,166.0,,7,88.5,,7,50.4
QF_BV/sage/app1/bench_422,,6,106.6,,7,86.5,,6,85.1,,7,52.4
QF_BV/sage/app1/bench_426,,6,89.4,,6,74.4,,6,73.9,,6,46.0
QF_BV/sage/app1/bench_429,,6,174.5,,7,64.6,,7,70.4,,6,44.7
QF_BV/sage/app1/bench_443,,6,107.2,,8,82.0,,7,84.7,,7,58.8
QF_BV/sage/app1/bench_511,,6,56.4,,8,52.6,,7,82.3,,7,51.4
QF_BV/sage/app1/bench_512,,6,76.4,,10,100.4,,8,93.5,,7,54.4
QF_BV/sage/app1/bench_517,,6,82.3,,8,46.9,,7,84.3,,8,59.3
QF_BV/sage/app1/bench_531,,6,70.1,,7,69.2,,8,96.9,,7,53.3
QF_BV/sage/app1/bench_535,,6,75.6,,9,90.3,,7,82.5,,7,52.9
QF_BV/sage/app1/bench_537,,6,74.1,,9,81.5,,8,93.1,,7,48.2
QF_BV/sage/app1/bench_539,,6,54.9,,8,71.0,,8,91.0,,7,46.3
QF_BV/sage/app1/bench_542,,8,93.8,,9,65.7,,9,94.2,,8,51.1
QF_BV/sage/app1/bench_545,,6,80.0,,8,67.5,,7,82.8,,7,51.1
QF_BV/sage/app1/bench_552,,7,104.2,,9,86.0,,8,93.9,,11,70.8
QF_BV/sage/app1/bench_556,,6,140.9,,8,76.6,,8,89.2,,7,57.6
QF_BV/sage/app1/bench_562,,6,101.7,,7,84.1,,8,63.5,,7,42.8
QF_BV/sage/app1/bench_564,,6,64.5,,7,79.3,,7,183.4,,7,52.2
QF_BV/sage/app1/bench_567,,6,84.9,,6,105.0,,7,74.3,,7,53.1
QF_BV/sage/app1/bench_571,,6,87.7,,7,45.2,,6,77.6,,7,52.7
QF_BV/sage/app1/bench_602,,6,152.8,,7,85.1,,6,114.2,,6,50.7
QF_BV/sage/app1/bench_611,,6,121.5,,7,78.3,,6,83.2,,6,46.7
QF_BV/sage/app1/bench_620,,6,117.4,,7,89.2,,7,137.7,,6,51.1
QF_BV/sage/app1/bench_629,,6,108.7,,7,84.9,,6,48.4,,7,52.9
QF_BV/sage/app1/bench_638,,6,118.1,,7,77.9,,7,167.7,,7,33.9
QF_BV/sage/app1/bench_646,,6,120.0,,7,71.1,,7,88.7,,7,70.2
QF_BV/sage/app1/bench_655,,6,192.5,,7,147.6,,7,77.0,,6,42.5
