Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,5,0.1,,5,0.1,,5,0.1,,5,0.1,,2,0.0
QF_BV/bench_ab/a403test0043,,3,0.0,,12,0.1,,12,0.1,,12,0.1,,12,0.1,,4,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,19,0.2,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,4,0.0
QF_BV/bench_ab/a651test0090,,18,0.1,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a655test0003,,30,0.2,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,3,0.0
QF_BV/bench_ab/a659test0071,,22,0.2,,9,0.1,,9,0.1,,9,0.1,,8,0.1,,2,0.0
QF_BV/bench_ab/a668test0098,,2,0.0,,7,0.1,,7,0.1,,9,0.1,,9,0.1,,3,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,3.2,,61,43.8,,57,43.8,,74,149.9,,68,138.9,,7,0.5
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,5.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,5,0.8
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,13.6,,6,31.4,,6,31.4,,12,128.6,,11,128.6,,- -,- -
QF_BV/bmc-bv/graycode,,1,1.5,,1,0.1,,1,0.1,,1,0.2,,1,0.2,,1,0.1
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bmc-bv/magic,,1,6.5,,1,0.9,,1,0.9,,1,8.1,,1,8.1,,1,0.7
QF_BV/bmc-bv/queens,,2,6.5,,4,0.9,,4,0.9,,4,1.4,,4,1.4,,2,0.6
QF_BV/bmc-bv/sudoku,,1,45.9,,1,1.1,,1,1.1,,1,8.3,,1,8.3,,1,253.3
QF_BV/brummayerbiere2/smulov4bw0256,,4,1282.1,,6,484.4,,6,484.4,,5,246.9,,5,246.9,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,4,14.3,,57,19.5,,57,19.5,,57,18.5,,57,18.5,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0128,,4,99.9,,113,190.6,,113,190.6,,113,206.0,,113,206.0,,- -,- -
