Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,3,42.4,,4,82.1,,4,82.1,,4,54.2,,4,54.2,,4,3.0
QF_BV/RWS/Example_8.txt,,3,25.3,,3,14.9,,3,14.9,,4,21.0,,4,21.0,,3,0.7
QF_BV/RWS/Example_9.txt,,3,123.0,,4,1816.9,,4,1816.9,,4,151.6,,4,151.6,,3,389.3
QF_BV/RWS/Example_10.txt,,4,107.2,,4,316.5,,4,316.5,,4,88.1,,4,88.1,,4,36.6
QF_BV/RWS/Example_11.txt,,3,3480.0,,4,2659.9,,4,2659.9,,4,139.2,,4,139.2,,- -,- -
QF_BV/RWS/Example_12.txt,,3,899.7,,3,499.4,,3,499.4,,3,106.7,,3,106.7,,3,591.0
QF_BV/RWS/Example_13.txt,,3,65.0,,4,166.4,,4,166.4,,3,128.9,,3,128.9,,3,10.9
QF_BV/RWS/Example_16.txt,,3,92.3,,4,333.1,,4,333.1,,4,100.6,,4,100.6,,4,11.0
QF_BV/RWS/Example_17.txt,,3,142.1,,3,387.5,,3,387.5,,3,89.7,,3,89.7,,3,17.4
QF_BV/sage/app1/bench_4,,1,101.3,,1,304.6,,1,304.6,,1,94.8,,1,94.8,,- -,- -
QF_BV/sage/app1/bench_29,,1,39.2,,1,164.2,,1,164.2,,1,21.6,,1,21.6,,- -,- -
QF_BV/sage/app1/bench_32,,1,33.9,,1,203.6,,1,203.6,,1,75.2,,1,75.2,,- -,- -
QF_BV/sage/app1/bench_37,,1,92.8,,1,245.6,,1,245.6,,1,82.8,,1,82.8,,- -,- -
QF_BV/sage/app1/bench_47,,1,30.3,,1,257.4,,1,257.4,,1,72.5,,1,72.5,,- -,- -
QF_BV/sage/app1/bench_52,,1,26.1,,1,291.9,,1,291.9,,1,75.0,,1,75.0,,- -,- -
