Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,2,0.6,,2,0.0,,2,0.0
QF_BV/bench_ab/a403test0043,,35,0.2,,5,0.0,,4,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bench_ab/a639test0017,,342,2.0,,165,0.7,,8,0.1,,16,0.2
QF_BV/bench_ab/a651test0090,,202,0.5,,78,0.4,,22,0.3,,14,0.1
QF_BV/bench_ab/a655test0003,,16,0.1,,45,0.1,,22,0.2,,11,0.1
QF_BV/bench_ab/a659test0071,,202,0.3,,44,0.1,,22,0.1,,17,0.3
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.3,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.2,,5,6.0,,4,5.9,,4,5.8
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,3.0,,5,3.6,,4,3.6,,4,7.5
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,6,0.8,,6,4.2,,5,9.1,,5,20.2
QF_BV/bmc-bv/graycode,,2,1.3,,2,0.9,,2,3.3,,2,5.7
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.1,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,2,4.2,,2,5.0,,2,13.7,,2,14.1
QF_BV/bmc-bv/queens,,3,3.0,,3,2.6,,3,9.4,,3,14.5
QF_BV/bmc-bv/sudoku,,1,25.4,,1,29.2,,1,46.2,,1,57.8
QF_BV/brummayerbiere2/smulov4bw0256,,5,222.8,,4,678.6,,4,1098.4,,4,1589.4
QF_BV/brummayerbiere2/smulov4bw0064,,4,1.1,,4,2.0,,4,14.9,,4,30.2
QF_BV/brummayerbiere2/smulov4bw0128,,5,19.6,,4,98.8,,4,86.8,,4,118.9
QF_BV/brummayerbiere2/smulov4bw0032,,4,0.3,,4,0.8,,4,2.8,,4,5.8
QF_BV/gulwani-pldi08/fig1d.phx,,15,137.2,,12,102.8,,11,221.1,,12,377.9
QF_BV/gulwani-pldi08/fig5.phx,,9,34.8,,8,40.3,,8,63.5,,8,98.2
QF_BV/gulwani-pldi08/fig6.phx,,17,7.9,,12,14.5,,13,26.8,,12,46.4
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,21.8,,8,87.1,,8,48.9,,7,88.1
QF_BV/RWS/Example_1.txt,,43,51.4,,44,68.1,,39,97.4,,37,166.5
QF_BV/RWS/Example_2.txt,,22,24.9,,23,44.9,,21,69.5,,22,108.8
QF_BV/RWS/Example_4.txt,,13,19.2,,12,22.5,,12,36.3,,12,63.1
QF_BV/RWS/Example_5.txt,,10,17.6,,10,18.1,,9,31.1,,9,29.4
QF_BV/RWS/Example_6.txt,,7,5.9,,7,8.3,,7,13.7,,7,19.5
QF_BV/RWS/Example_14.txt,,48,83.5,,48,126.3,,44,193.1,,41,249.7
QF_BV/sage/app1/bench_1141,,6,6.0,,5,7.2,,4,9.0,,4,13.7
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,7,4.0,,5,4.5,,5,7.7,,5,18.1
QF_BV/sage/app1/bench_1288,,5,1.3,,5,2.5,,4,6.5,,4,12.7
QF_BV/sage/app1/bench_1339,,4,1.0,,4,1.5,,4,4.9,,4,8.4
QF_BV/sage/app1/bench_1346,,4,1.1,,5,1.7,,4,3.4,,4,8.3
QF_BV/sage/app1/bench_1710,,71,0.3,,6,0.1,,4,0.1,,4,0.4
QF_BV/sage/app1/bench_1738,,193,1.4,,5,0.0,,7,0.1,,3,0.1
QF_BV/sage/app1/bench_1742,,6,0.1,,3,0.1,,3,0.1,,3,0.2
QF_BV/sage/app1/bench_1768,,7,0.1,,4,0.1,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_228,,37,0.1,,3,0.0,,3,0.1,,4,0.2
QF_BV/sage/app12/bench_363,,5,0.2,,2,0.5,,3,0.1,,2,0.3
QF_BV/sage/app12/bench_446,,3,0.0,,3,0.1,,3,0.2,,3,0.2
QF_BV/sage/app12/bench_451,,14,0.0,,2,0.0,,4,0.1,,4,0.1
QF_BV/sage/app12/bench_953,,6,0.0,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_1051,,8,12.1,,7,15.5,,6,13.8,,7,42.3
QF_BV/sage/app12/bench_1183,,9,22.1,,8,22.6,,7,31.2,,8,57.6
QF_BV/sage/app12/bench_1353,,643,221.1,,14,7.1,,17,6.9,,15,9.6
QF_BV/sage/app12/bench_2353,,498,1482.2,,48,224.4,,47,250.6,,49,281.4
QF_BV/sage/app12/bench_2428,,514,82.3,,84,23.9,,51,26.3,,43,44.4
QF_BV/sage/app12/bench_2451,,588,105.0,,18,17.2,,30,17.9,,24,37.0
QF_BV/sage/app12/bench_3681,,3,0.0,,2,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,9,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,52,1.8,,- -,- -,,144,2.2,,- -,- -
QF_BV/sage/app12/bench_3957,,96,0.1,,45,0.1,,83,0.2,,48,0.3
QF_BV/sage/app12/bench_4059,,455,1.4,,26,0.1,,18,1.4,,30,0.2
QF_BV/sage/app12/bench_4177,,5,0.0,,5,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_4845,,8,0.0,,3,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_5599,,3,0.1,,3,0.1,,2,0.1,,2,0.2
QF_BV/sage/app2/bench_48,,- -,- -,,42,10.0,,29,10.4,,35,17.8
QF_BV/sage/app2/bench_225,,13,12.5,,8,12.4,,7,8.6,,7,17.5
QF_BV/sage/app2/bench_278,,6,1.2,,5,3.0,,4,9.3,,4,14.7
QF_BV/sage/app2/bench_282,,6,1.8,,4,2.3,,4,9.0,,3,12.8
QF_BV/sage/app2/bench_458,,391,3.4,,246,2.7,,111,3.8,,104,7.4
QF_BV/sage/app2/bench_642,,- -,- -,,15,7.8,,16,20.4,,16,32.2
QF_BV/sage/app2/bench_645,,7,1.5,,6,1.6,,5,3.4,,5,5.3
QF_BV/sage/app2/bench_664,,- -,- -,,11,8.7,,12,15.3,,15,27.2
QF_BV/sage/app2/bench_719,,- -,- -,,15,11.2,,15,18.9,,17,30.4
QF_BV/sage/app2/bench_830,,- -,- -,,13,8.2,,19,20.1,,18,19.2
QF_BV/sage/app2/bench_863,,8,6.8,,5,4.9,,5,7.0,,5,13.6
QF_BV/sage/app2/bench_1196,,8,10.7,,6,6.6,,6,10.6,,6,15.8
QF_BV/sage/app2/bench_1387,,117,1734.9,,34,205.1,,27,263.0,,23,388.6
QF_BV/sage/app5/bench_42,,12,2.2,,6,3.0,,5,6.7,,5,8.1
QF_BV/sage/app5/bench_349,,7,4.8,,4,6.6,,5,15.1,,4,15.6
QF_BV/sage/app5/bench_357,,7,6.6,,5,5.0,,5,11.9,,4,20.9
QF_BV/sage/app5/bench_575,,135,1.1,,4,0.3,,4,0.1,,4,0.3
QF_BV/sage/app5/bench_742,,9,0.1,,3,0.1,,3,0.3,,3,0.4
QF_BV/sage/app5/bench_794,,3,0.1,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app5/bench_931,,14,0.5,,4,0.2,,5,1.0,,4,1.2
QF_BV/sage/app5/bench_959,,6,0.2,,5,0.3,,4,0.7,,5,1.6
QF_BV/sage/app5/bench_960,,210,2.1,,4,0.0,,5,0.1,,5,0.3
QF_BV/sage/app5/bench_1163,,25,0.6,,7,0.5,,6,1.8,,6,2.6
QF_BV/sage/app5/bench_1170,,21,0.7,,8,0.6,,6,0.9,,6,3.0
QF_BV/sage/app5/bench_1182,,6,2.0,,5,3.3,,5,8.7,,5,20.0
QF_BV/sage/app5/bench_1262,,5,0.0,,4,0.1,,4,0.3,,4,0.5
QF_BV/sage/app8/bench_23,,4,1.3,,4,1.4,,4,3.4,,4,6.3
QF_BV/sage/app8/bench_49,,5,0.4,,5,0.7,,4,1.1,,4,2.4
QF_BV/sage/app8/bench_400,,6,15.1,,5,20.3,,5,33.4,,5,50.3
QF_BV/sage/app8/bench_443,,6,16.8,,5,16.9,,5,25.1,,5,45.1
QF_BV/sage/app8/bench_498,,6,19.6,,6,23.9,,5,34.3,,5,45.6
QF_BV/sage/app8/bench_525,,7,0.1,,10,0.3,,5,0.3,,9,1.1
QF_BV/sage/app8/bench_828,,7,14.8,,7,18.5,,6,24.5,,6,33.6
QF_BV/sage/app8/bench_1892,,5,0.5,,4,0.4,,4,1.0,,4,1.6
QF_BV/sage/app8/bench_2006,,8,0.7,,5,0.5,,6,2.1,,5,2.2
QF_BV/sage/app8/bench_2310,,6,0.2,,5,0.2,,4,0.6,,5,1.4
QF_BV/sage/app8/bench_2647,,8,0.6,,7,1.0,,6,2.8,,7,5.1
QF_BV/sage/app8/bench_2880,,8,0.5,,6,0.8,,5,1.9,,10,4.0
QF_BV/sage/app8/bench_3177,,5,1.2,,7,1.7,,5,3.2,,5,5.0
QF_BV/sage/app8/bench_3314,,5,0.7,,5,0.7,,5,1.7,,5,3.8
QF_BV/sage/app8/bench_3368,,6,0.7,,4,0.9,,4,2.2,,4,3.1
QF_BV/sage/app8/bench_3424,,6,0.3,,5,0.5,,4,1.2,,4,2.2
QF_BV/sage/app8/bench_3448,,5,0.2,,4,0.2,,4,0.5,,4,0.7
QF_BV/sage/app8/bench_3677,,8,0.1,,5,0.1,,5,0.4,,4,0.6
QF_BV/sage/app8/bench_3814,,5,0.5,,5,0.7,,5,1.8,,5,2.6
QF_BV/sage/app8/bench_3836,,3,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app8/bench_3842,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_885,,6,1.4,,5,2.8,,6,8.2,,6,13.2
QF_BV/sage/app9/bench_919,,35,0.3,,5,0.1,,5,0.2,,17,1.1
QF_BV/sage/app9/bench_979,,4,0.0,,4,0.1,,4,0.2,,4,0.2
QF_BV/sage/app9/bench_1203,,5,0.4,,5,0.8,,4,1.4,,4,2.3
QF_BV/sage/app9/bench_1269,,6,0.2,,5,0.8,,5,1.0,,5,1.6
