Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,3,42.6,,3,16.5,,3,84.8,,3,101.4
QF_BV/RWS/Example_8.txt,,3,9.6,,3,15.5,,3,34.7,,3,30.0
QF_BV/RWS/Example_9.txt,,3,98.0,,3,70.8,,3,173.6,,3,157.3
QF_BV/RWS/Example_10.txt,,4,55.5,,4,84.2,,4,137.9,,4,211.3
QF_BV/RWS/Example_11.txt,,3,572.0,,4,684.7,,3,1479.5,,3,2053.0
QF_BV/RWS/Example_12.txt,,3,134.4,,3,323.6,,3,657.7,,3,624.8
QF_BV/RWS/Example_13.txt,,3,21.9,,3,31.7,,3,73.1,,3,89.6
QF_BV/RWS/Example_16.txt,,3,41.2,,3,93.0,,3,81.0,,3,73.5
QF_BV/RWS/Example_17.txt,,3,30.7,,3,58.0,,3,108.6,,3,270.2
QF_BV/sage/app1/bench_4,,1,82.9,,1,51.5,,1,158.7,,1,120.5
QF_BV/sage/app1/bench_29,,1,18.8,,1,18.2,,1,58.9,,1,41.8
QF_BV/sage/app1/bench_32,,1,18.8,,1,22.3,,1,22.5,,1,77.2
QF_BV/sage/app1/bench_37,,1,58.9,,1,110.3,,1,92.8,,1,125.1
QF_BV/sage/app1/bench_47,,1,19.5,,1,19.5,,1,32.4,,1,37.5
QF_BV/sage/app1/bench_52,,1,17.4,,1,14.3,,1,53.0,,1,35.9
QF_BV/sage/app1/bench_53,,1,20.9,,1,20.5,,1,31.7,,1,36.5
QF_BV/sage/app1/bench_54,,1,18.2,,1,20.8,,1,39.9,,1,38.0
QF_BV/sage/app1/bench_55,,1,32.0,,1,12.0,,1,64.3,,1,44.0
QF_BV/sage/app1/bench_60,,1,21.1,,1,22.9,,1,43.2,,1,32.7
QF_BV/sage/app1/bench_61,,1,19.6,,1,21.0,,1,33.5,,1,34.9
QF_BV/sage/app1/bench_62,,1,20.0,,1,24.6,,1,55.5,,1,38.8
QF_BV/sage/app1/bench_63,,1,17.1,,1,18.9,,1,33.9,,1,32.5
QF_BV/sage/app1/bench_66,,1,19.1,,1,18.0,,1,29.6,,1,39.8
QF_BV/sage/app1/bench_69,,1,16.3,,1,17.5,,1,29.9,,1,19.8
QF_BV/sage/app1/bench_99,,1,15.4,,1,17.7,,1,57.0,,1,33.2
QF_BV/sage/app1/bench_134,,1,16.8,,1,19.2,,1,28.9,,1,40.5
QF_BV/sage/app1/bench_169,,1,15.2,,1,14.1,,1,26.9,,1,19.3
QF_BV/sage/app1/bench_174,,1,10.2,,1,18.7,,1,28.0,,1,37.7
QF_BV/sage/app1/bench_175,,1,13.1,,1,14.2,,1,28.2,,1,24.4
QF_BV/sage/app1/bench_176,,1,14.9,,1,17.9,,1,31.3,,1,32.8
QF_BV/sage/app1/bench_177,,1,17.2,,1,35.2,,1,29.3,,1,21.4
QF_BV/sage/app1/bench_181,,1,60.1,,1,64.2,,1,175.1,,1,114.9
QF_BV/sage/app1/bench_182,,1,18.3,,1,14.9,,1,42.0,,1,29.5
QF_BV/sage/app1/bench_183,,1,16.7,,1,15.5,,1,32.2,,1,34.1
QF_BV/sage/app1/bench_184,,1,11.8,,1,17.5,,1,46.4,,1,33.9
QF_BV/sage/app1/bench_185,,1,21.7,,1,16.0,,1,28.8,,1,30.2
QF_BV/sage/app1/bench_188,,1,13.7,,1,16.4,,1,25.9,,1,19.8
QF_BV/sage/app1/bench_191,,1,15.7,,1,13.1,,1,26.7,,1,17.5
QF_BV/sage/app1/bench_201,,1,19.6,,1,19.2,,1,33.0,,1,23.0
QF_BV/sage/app1/bench_268,,1,15.3,,1,17.8,,1,29.0,,1,31.6
QF_BV/sage/app1/bench_310,,1,22.1,,1,19.6,,1,19.3,,1,73.8
QF_BV/sage/app1/bench_313,,1,21.8,,1,18.4,,1,31.1,,1,38.0
QF_BV/sage/app1/bench_329,,1,16.8,,1,20.3,,1,28.1,,1,36.5
QF_BV/sage/app1/bench_333,,1,19.1,,1,18.4,,1,27.1,,1,36.0
QF_BV/sage/app1/bench_334,,1,15.7,,1,20.0,,1,29.5,,1,35.9
QF_BV/sage/app1/bench_335,,1,20.8,,1,16.8,,1,25.5,,1,65.1
QF_BV/sage/app1/bench_338,,1,26.9,,1,18.5,,1,36.3,,1,38.5
QF_BV/sage/app1/bench_342,,1,15.3,,1,25.9,,1,50.3,,1,21.5
QF_BV/sage/app1/bench_343,,1,16.4,,1,20.8,,1,26.9,,1,19.1
QF_BV/sage/app1/bench_344,,1,14.8,,1,19.6,,1,30.5,,1,36.1
QF_BV/sage/app1/bench_345,,1,32.7,,1,17.5,,1,25.8,,1,65.2
QF_BV/sage/app1/bench_349,,1,15.5,,1,20.5,,1,18.3,,1,40.2
QF_BV/sage/app1/bench_352,,1,17.0,,1,17.4,,1,41.5,,1,32.0
QF_BV/sage/app1/bench_356,,1,15.1,,1,21.6,,1,20.8,,1,35.7
QF_BV/sage/app1/bench_372,,2,36.4,,2,37.7,,2,50.0,,2,58.1
QF_BV/sage/app1/bench_407,,1,13.4,,1,22.5,,1,45.3,,1,30.7
QF_BV/sage/app1/bench_411,,1,14.3,,1,13.6,,1,33.0,,1,33.1
QF_BV/sage/app1/bench_412,,2,32.0,,2,36.9,,2,52.7,,2,59.8
QF_BV/sage/app1/bench_413,,2,27.2,,2,21.3,,2,48.7,,2,43.1
QF_BV/sage/app1/bench_415,,2,55.2,,2,20.4,,2,78.3,,2,33.0
QF_BV/sage/app1/bench_419,,2,32.6,,2,32.1,,2,51.1,,2,57.2
QF_BV/sage/app1/bench_420,,2,34.2,,2,30.1,,2,46.8,,2,55.1
QF_BV/sage/app1/bench_421,,2,24.1,,2,42.1,,2,52.3,,2,67.4
QF_BV/sage/app1/bench_422,,2,27.2,,2,31.5,,2,97.9,,2,33.3
QF_BV/sage/app1/bench_426,,2,29.3,,2,18.1,,2,53.9,,2,29.8
QF_BV/sage/app1/bench_429,,2,29.9,,2,35.4,,2,53.9,,2,53.8
QF_BV/sage/app1/bench_443,,2,32.7,,2,35.3,,2,45.9,,2,60.9
QF_BV/sage/app1/bench_511,,2,18.3,,2,28.6,,2,21.8,,2,52.3
QF_BV/sage/app1/bench_512,,2,21.7,,2,28.3,,2,22.0,,2,50.8
QF_BV/sage/app1/bench_517,,2,22.3,,2,31.1,,2,23.5,,2,62.2
QF_BV/sage/app1/bench_531,,2,16.9,,2,34.0,,2,21.5,,2,55.8
QF_BV/sage/app1/bench_535,,2,43.8,,2,25.5,,2,32.5,,2,61.0
QF_BV/sage/app1/bench_537,,2,23.7,,2,29.3,,2,30.4,,2,50.1
QF_BV/sage/app1/bench_539,,2,22.5,,2,26.5,,2,25.4,,2,54.1
QF_BV/sage/app1/bench_542,,2,18.2,,2,27.4,,2,38.0,,2,50.8
QF_BV/sage/app1/bench_545,,2,18.1,,2,34.4,,2,21.4,,2,47.4
QF_BV/sage/app1/bench_552,,2,24.8,,2,30.1,,2,43.5,,2,53.4
QF_BV/sage/app1/bench_556,,2,28.2,,2,45.0,,2,45.8,,2,32.9
QF_BV/sage/app1/bench_562,,2,27.8,,2,28.7,,2,41.4,,2,54.0
QF_BV/sage/app1/bench_564,,2,25.8,,2,47.7,,2,43.0,,2,59.6
QF_BV/sage/app1/bench_567,,2,17.7,,2,27.7,,2,74.4,,2,59.4
QF_BV/sage/app1/bench_571,,2,26.2,,2,17.6,,2,46.5,,2,32.0
QF_BV/sage/app1/bench_602,,2,26.8,,2,36.8,,2,46.3,,2,65.9
QF_BV/sage/app1/bench_611,,2,33.5,,2,35.7,,2,57.6,,2,62.7
QF_BV/sage/app1/bench_620,,2,38.2,,2,30.9,,2,33.3,,2,34.8
QF_BV/sage/app1/bench_629,,2,26.2,,2,40.0,,2,105.2,,2,53.6
QF_BV/sage/app1/bench_638,,2,55.3,,2,19.0,,2,26.2,,2,37.1
QF_BV/sage/app1/bench_646,,2,29.6,,2,22.6,,2,48.3,,2,36.0
QF_BV/sage/app1/bench_655,,2,24.8,,2,44.3,,2,45.8,,2,44.9
QF_BV/sage/app1/bench_664,,2,29.2,,2,28.4,,2,47.6,,2,64.2
QF_BV/sage/app1/bench_674,,2,16.6,,2,29.1,,2,41.5,,2,56.4
QF_BV/sage/app1/bench_681,,1,111.5,,1,68.5,,1,85.4,,1,111.8
QF_BV/sage/app1/bench_683,,2,24.2,,2,31.2,,2,62.9,,2,49.9
QF_BV/sage/app1/bench_691,,2,28.0,,2,27.6,,2,24.7,,2,49.4
QF_BV/sage/app1/bench_692,,1,56.2,,1,77.4,,1,79.9,,1,104.4
