Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,3,31.3,,3,15.2,,3,44.3,,3,40.8
QF_BV/RWS/Example_8.txt,,3,14.5,,3,12.7,,3,31.5,,3,27.0
QF_BV/RWS/Example_9.txt,,3,102.7,,3,114.1,,3,198.3,,3,165.0
QF_BV/RWS/Example_10.txt,,4,50.2,,4,148.3,,3,112.7,,4,228.8
QF_BV/RWS/Example_11.txt,,3,391.9,,4,1467.7,,3,3119.9,,3,3262.8
QF_BV/RWS/Example_12.txt,,2,117.4,,3,356.8,,3,742.7,,2,819.6
QF_BV/RWS/Example_13.txt,,3,15.0,,3,42.2,,3,109.4,,3,183.8
QF_BV/RWS/Example_16.txt,,3,30.7,,3,53.8,,3,159.2,,3,110.0
QF_BV/RWS/Example_17.txt,,3,28.7,,3,31.7,,3,98.9,,3,138.9
QF_BV/sage/app1/bench_4,,1,67.9,,1,49.0,,1,52.7,,1,94.5
QF_BV/sage/app1/bench_29,,1,35.6,,1,21.5,,1,30.4,,1,29.7
QF_BV/sage/app1/bench_32,,1,21.4,,1,21.3,,1,34.9,,1,27.7
QF_BV/sage/app1/bench_37,,1,64.6,,1,51.1,,1,100.6,,1,134.2
QF_BV/sage/app1/bench_47,,1,17.0,,1,11.9,,1,30.9,,1,43.2
QF_BV/sage/app1/bench_52,,1,11.2,,1,18.3,,1,18.4,,1,40.4
QF_BV/sage/app1/bench_53,,1,15.3,,1,14.9,,1,62.8,,1,63.4
QF_BV/sage/app1/bench_54,,1,16.4,,1,15.4,,1,33.8,,1,33.6
QF_BV/sage/app1/bench_55,,1,20.8,,1,21.6,,1,33.8,,1,42.4
QF_BV/sage/app1/bench_60,,1,16.6,,1,12.0,,1,29.8,,1,21.1
QF_BV/sage/app1/bench_61,,1,21.9,,1,19.1,,1,31.6,,1,40.2
QF_BV/sage/app1/bench_62,,1,17.2,,1,18.1,,1,20.3,,1,38.0
QF_BV/sage/app1/bench_63,,1,14.2,,1,17.4,,1,35.1,,1,35.5
QF_BV/sage/app1/bench_66,,1,38.0,,1,30.9,,1,52.6,,1,32.2
QF_BV/sage/app1/bench_69,,1,35.6,,1,15.8,,1,19.3,,1,36.5
QF_BV/sage/app1/bench_99,,1,9.5,,1,19.7,,1,24.8,,1,31.9
QF_BV/sage/app1/bench_134,,1,16.9,,1,19.6,,1,29.6,,1,42.5
QF_BV/sage/app1/bench_169,,1,24.0,,1,18.3,,1,26.9,,1,33.7
QF_BV/sage/app1/bench_174,,1,14.4,,1,11.6,,1,29.1,,1,29.1
QF_BV/sage/app1/bench_175,,1,19.1,,1,19.4,,1,29.2,,1,36.7
QF_BV/sage/app1/bench_176,,1,13.9,,1,13.4,,1,26.9,,1,31.9
QF_BV/sage/app1/bench_177,,1,16.4,,1,19.0,,1,30.6,,1,37.1
QF_BV/sage/app1/bench_181,,1,54.1,,1,59.8,,1,106.3,,1,128.4
QF_BV/sage/app1/bench_182,,1,29.2,,1,25.9,,1,57.7,,1,31.9
QF_BV/sage/app1/bench_183,,1,14.1,,1,17.6,,1,26.5,,1,33.4
QF_BV/sage/app1/bench_184,,1,10.5,,1,15.5,,1,15.7,,1,66.5
QF_BV/sage/app1/bench_185,,1,15.2,,1,12.1,,1,15.9,,1,31.0
QF_BV/sage/app1/bench_188,,1,16.6,,1,28.9,,1,26.6,,1,22.2
QF_BV/sage/app1/bench_191,,1,9.1,,1,15.7,,1,39.6,,1,41.5
QF_BV/sage/app1/bench_201,,1,17.0,,1,15.7,,1,33.2,,1,42.6
QF_BV/sage/app1/bench_268,,1,17.8,,1,10.3,,1,26.4,,1,33.1
QF_BV/sage/app1/bench_310,,1,18.6,,1,20.2,,1,43.8,,1,40.9
QF_BV/sage/app1/bench_313,,1,16.2,,1,21.9,,1,53.5,,1,41.2
QF_BV/sage/app1/bench_329,,1,12.3,,1,26.8,,1,27.5,,1,34.9
QF_BV/sage/app1/bench_333,,1,11.3,,1,19.4,,1,28.7,,1,32.8
QF_BV/sage/app1/bench_334,,1,19.8,,1,17.1,,1,31.7,,1,34.2
QF_BV/sage/app1/bench_335,,1,18.5,,1,14.2,,1,19.7,,1,37.2
QF_BV/sage/app1/bench_338,,1,16.1,,1,18.3,,1,35.2,,1,40.7
QF_BV/sage/app1/bench_342,,1,16.2,,1,20.7,,1,32.6,,1,55.9
QF_BV/sage/app1/bench_343,,1,13.8,,1,18.5,,1,52.5,,1,20.3
QF_BV/sage/app1/bench_344,,1,13.9,,1,20.9,,1,27.8,,1,33.3
QF_BV/sage/app1/bench_345,,1,17.6,,1,19.3,,1,53.9,,1,32.4
QF_BV/sage/app1/bench_349,,1,15.0,,1,16.8,,1,29.5,,1,37.2
QF_BV/sage/app1/bench_352,,1,11.8,,1,18.4,,1,27.1,,1,39.7
QF_BV/sage/app1/bench_356,,1,16.3,,1,19.0,,1,23.0,,1,60.3
QF_BV/sage/app1/bench_372,,2,24.7,,2,40.6,,2,47.6,,2,39.7
QF_BV/sage/app1/bench_407,,1,18.6,,1,16.9,,1,17.7,,1,19.4
QF_BV/sage/app1/bench_411,,1,11.3,,1,17.2,,1,21.2,,1,35.5
QF_BV/sage/app1/bench_412,,2,27.1,,2,44.4,,2,47.9,,2,34.1
QF_BV/sage/app1/bench_413,,2,25.7,,2,33.9,,2,51.0,,2,56.8
QF_BV/sage/app1/bench_415,,2,32.3,,2,35.0,,2,30.5,,2,60.1
QF_BV/sage/app1/bench_419,,2,30.4,,2,19.6,,2,44.3,,2,86.3
QF_BV/sage/app1/bench_420,,2,19.6,,2,37.9,,2,45.9,,2,57.0
QF_BV/sage/app1/bench_421,,2,40.9,,2,19.7,,2,63.2,,2,56.0
QF_BV/sage/app1/bench_422,,2,55.9,,2,34.3,,2,49.2,,2,61.6
QF_BV/sage/app1/bench_426,,2,19.4,,2,33.1,,2,45.5,,2,58.7
QF_BV/sage/app1/bench_429,,2,16.0,,2,46.7,,2,44.6,,2,52.6
QF_BV/sage/app1/bench_443,,2,30.6,,2,33.6,,2,50.5,,2,57.3
QF_BV/sage/app1/bench_511,,2,22.2,,2,24.6,,2,35.9,,2,50.7
QF_BV/sage/app1/bench_512,,2,22.6,,2,30.5,,2,29.3,,2,50.0
QF_BV/sage/app1/bench_517,,2,24.1,,2,27.2,,2,22.8,,2,55.0
QF_BV/sage/app1/bench_531,,2,17.4,,2,29.9,,2,31.2,,2,52.0
QF_BV/sage/app1/bench_535,,2,24.2,,2,26.6,,2,31.0,,2,55.9
QF_BV/sage/app1/bench_537,,2,47.5,,2,26.3,,2,23.4,,2,50.8
QF_BV/sage/app1/bench_539,,2,17.5,,2,28.0,,2,29.7,,2,50.3
QF_BV/sage/app1/bench_542,,2,26.0,,2,25.8,,2,32.0,,2,49.9
QF_BV/sage/app1/bench_545,,2,15.9,,2,27.0,,2,29.0,,2,44.6
QF_BV/sage/app1/bench_552,,2,25.1,,2,30.6,,2,46.4,,2,59.0
QF_BV/sage/app1/bench_556,,2,22.6,,2,42.1,,2,62.7,,2,54.7
QF_BV/sage/app1/bench_562,,2,47.2,,2,21.6,,2,37.1,,2,52.2
QF_BV/sage/app1/bench_564,,2,54.7,,2,30.3,,2,44.3,,2,35.1
QF_BV/sage/app1/bench_567,,2,37.8,,2,19.1,,2,68.8,,2,59.4
QF_BV/sage/app1/bench_571,,2,16.1,,2,41.7,,2,80.0,,2,56.3
QF_BV/sage/app1/bench_602,,2,30.4,,2,39.9,,2,28.9,,2,61.7
QF_BV/sage/app1/bench_611,,2,21.6,,2,49.0,,2,53.3,,2,59.8
QF_BV/sage/app1/bench_620,,2,24.2,,2,38.4,,2,46.5,,2,58.4
QF_BV/sage/app1/bench_629,,2,24.0,,2,35.5,,2,44.5,,2,61.7
QF_BV/sage/app1/bench_638,,2,20.0,,2,25.6,,2,49.7,,2,32.6
QF_BV/sage/app1/bench_646,,2,23.8,,2,30.1,,2,70.6,,2,36.5
QF_BV/sage/app1/bench_655,,2,32.1,,2,30.2,,2,53.3,,2,51.9
QF_BV/sage/app1/bench_664,,2,18.2,,2,41.0,,2,45.5,,2,60.1
QF_BV/sage/app1/bench_674,,2,51.8,,2,30.9,,2,75.2,,2,55.5
QF_BV/sage/app1/bench_681,,1,59.2,,1,67.7,,1,95.8,,1,83.0
QF_BV/sage/app1/bench_683,,2,31.3,,2,30.3,,2,47.3,,2,100.9
QF_BV/sage/app1/bench_691,,2,31.1,,2,27.8,,2,40.0,,2,52.0
QF_BV/sage/app1/bench_692,,1,61.4,,1,83.8,,1,92.3,,1,64.8
QF_BV/sage/app1/bench_699,,2,57.3,,2,16.2,,2,37.3,,2,30.6
QF_BV/sage/app1/bench_707,,2,22.1,,2,30.0,,2,36.1,,2,28.0
QF_BV/sage/app1/bench_715,,2,25.5,,2,23.9,,2,40.4,,2,78.5
QF_BV/sage/app1/bench_722,,2,26.0,,2,24.6,,2,66.1,,2,43.4
QF_BV/sage/app1/bench_730,,2,24.5,,2,22.6,,2,40.2,,2,83.5
QF_BV/sage/app1/bench_738,,2,27.3,,2,26.2,,2,40.0,,2,44.9
QF_BV/sage/app1/bench_745,,2,13.3,,2,34.1,,2,35.5,,2,43.6
QF_BV/sage/app1/bench_753,,2,12.3,,2,21.3,,2,35.9,,2,59.9
QF_BV/sage/app1/bench_761,,2,13.1,,2,21.8,,2,30.9,,2,43.0
QF_BV/sage/app1/bench_836,,1,103.3,,1,40.8,,1,94.1,,1,121.8
QF_BV/sage/app1/bench_847,,1,108.0,,1,60.0,,1,94.3,,1,132.4
QF_BV/sage/app1/bench_858,,1,97.1,,1,75.1,,1,94.5,,1,85.2
QF_BV/sage/app1/bench_869,,1,97.3,,1,56.5,,1,104.9,,1,118.1
QF_BV/sage/app1/bench_880,,1,66.0,,1,63.0,,1,159.1,,1,121.3
QF_BV/sage/app1/bench_914,,1,45.8,,1,34.0,,1,82.5,,1,104.0
QF_BV/sage/app1/bench_926,,2,22.5,,2,19.3,,2,24.9,,2,42.1
QF_BV/sage/app1/bench_947,,1,49.0,,1,50.0,,1,74.0,,1,154.7
QF_BV/sage/app1/bench_983,,2,17.7,,2,16.4,,2,23.4,,2,37.2
QF_BV/sage/app1/bench_985,,2,16.6,,2,14.5,,2,27.9,,2,36.0
QF_BV/sage/app1/bench_987,,2,13.5,,2,16.9,,2,25.1,,2,34.5
QF_BV/sage/app1/bench_989,,2,23.0,,2,19.7,,2,25.4,,2,26.2
QF_BV/sage/app1/bench_992,,2,17.4,,2,17.6,,2,27.9,,2,35.4
QF_BV/sage/app1/bench_994,,2,16.1,,2,14.4,,2,38.1,,2,42.0
QF_BV/sage/app1/bench_996,,2,17.4,,2,19.7,,2,26.6,,2,33.2
QF_BV/sage/app1/bench_998,,2,18.3,,2,14.1,,2,27.3,,2,34.6
QF_BV/sage/app1/bench_1000,,2,9.3,,2,15.5,,2,19.5,,2,34.0
QF_BV/sage/app1/bench_1004,,2,10.3,,2,16.0,,2,16.2,,2,27.8
QF_BV/sage/app1/bench_1006,,2,12.4,,2,16.0,,2,13.0,,2,29.6
QF_BV/sage/app1/bench_1008,,2,12.6,,2,15.8,,2,16.8,,2,31.8
QF_BV/sage/app1/bench_1010,,2,8.9,,2,15.2,,2,18.2,,2,37.1
QF_BV/sage/app1/bench_1012,,2,26.8,,2,14.9,,2,18.5,,2,30.0
QF_BV/sage/app1/bench_1015,,2,25.8,,2,14.8,,2,18.8,,2,29.8
QF_BV/sage/app1/bench_1017,,2,8.9,,2,14.4,,2,16.8,,2,30.0
QF_BV/sage/app1/bench_1019,,2,13.3,,2,15.1,,2,16.4,,2,32.3
QF_BV/sage/app1/bench_1021,,2,14.1,,2,16.0,,2,15.9,,2,31.3
QF_BV/sage/app1/bench_1023,,2,14.5,,2,15.1,,2,18.6,,2,35.2
QF_BV/sage/app1/bench_1027,,2,12.9,,2,15.1,,2,14.2,,2,35.9
QF_BV/sage/app1/bench_1035,,2,10.4,,2,16.7,,2,19.0,,2,35.7
QF_BV/sage/app1/bench_1109,,2,16.7,,2,16.2,,2,14.2,,2,32.7
QF_BV/sage/app1/bench_1110,,2,13.8,,2,19.7,,2,15.7,,2,34.5
QF_BV/sage/app1/bench_1126,,1,52.6,,1,54.8,,1,101.6,,1,123.5
QF_BV/sage/app1/bench_1128,,2,10.4,,2,16.1,,2,21.8,,2,34.8
QF_BV/sage/app1/bench_1448,,1,74.2,,1,92.6,,1,95.2,,1,97.4
QF_BV/sage/app1/bench_1459,,1,58.1,,1,34.3,,1,99.2,,1,104.2
QF_BV/sage/app1/bench_1470,,1,46.4,,1,63.0,,1,56.3,,1,119.2
QF_BV/sage/app1/bench_1481,,1,47.6,,1,61.4,,1,158.5,,1,116.3
QF_BV/sage/app1/bench_1492,,1,70.2,,1,61.9,,1,165.7,,1,94.6
QF_BV/sage/app1/bench_1525,,1,54.2,,1,33.7,,1,157.7,,1,98.1
QF_BV/sage/app1/bench_1559,,1,59.0,,1,41.9,,1,117.5,,1,95.3
QF_BV/sage/app1/bench_1873,,1,80.3,,1,50.0,,1,89.6,,1,95.7
QF_BV/sage/app1/bench_1877,,1,40.5,,1,41.2,,1,98.5,,1,177.6
QF_BV/sage/app1/bench_1913,,1,80.0,,1,56.5,,1,140.7,,1,143.8
QF_BV/sage/app1/bench_1914,,1,58.2,,1,63.9,,1,82.7,,1,122.5
QF_BV/sage/app1/bench_1915,,1,49.7,,1,42.9,,1,64.2,,1,104.1
QF_BV/sage/app1/bench_1916,,1,45.9,,1,65.5,,1,95.0,,1,60.6
QF_BV/sage/app1/bench_1917,,1,49.6,,1,45.6,,1,102.3,,1,98.7
QF_BV/sage/app1/bench_1920,,1,51.5,,1,65.0,,1,78.2,,1,102.0
QF_BV/sage/app1/bench_1924,,1,52.5,,1,49.2,,1,110.0,,1,93.4
QF_BV/sage/app1/bench_1950,,1,54.8,,1,58.2,,1,68.3,,1,103.0
QF_BV/sage/app1/bench_2004,,1,53.3,,1,58.0,,1,73.1,,1,57.2
QF_BV/sage/app1/bench_2005,,1,69.9,,1,46.2,,1,72.2,,1,81.9
QF_BV/sage/app1/bench_2020,,1,39.8,,1,52.1,,1,92.5,,1,83.5
QF_BV/sage/app1/bench_2021,,1,55.5,,1,85.5,,1,82.3,,1,74.4
QF_BV/sage/app1/bench_2022,,1,63.2,,1,57.5,,1,62.1,,1,62.9
QF_BV/sage/app1/bench_2024,,1,47.6,,1,25.8,,1,59.8,,1,88.5
QF_BV/sage/app1/bench_2025,,1,65.3,,1,61.6,,1,73.3,,1,43.5
QF_BV/sage/app1/bench_2028,,1,57.5,,1,45.4,,1,63.3,,1,79.0
QF_BV/sage/app1/bench_2031,,1,73.1,,1,63.0,,1,76.9,,1,123.2
QF_BV/sage/app1/bench_2088,,1,72.3,,1,42.1,,1,71.9,,1,77.7
QF_BV/sage/app1/bench_2089,,1,97.1,,1,96.6,,1,86.0,,1,235.7
QF_BV/sage/app1/bench_2124,,1,29.1,,1,34.0,,1,93.7,,1,112.1
QF_BV/sage/app1/bench_2128,,1,44.4,,1,61.8,,1,75.5,,1,76.0
QF_BV/sage/app1/bench_2129,,1,64.2,,1,43.8,,1,137.7,,1,148.5
QF_BV/sage/app1/bench_2133,,1,38.8,,1,36.2,,1,60.6,,1,74.8
QF_BV/sage/app1/bench_2135,,1,46.4,,1,33.0,,1,63.5,,1,95.9
QF_BV/sage/app1/bench_2138,,1,83.0,,1,80.3,,1,110.0,,1,105.1
QF_BV/sage/app1/bench_2141,,1,41.2,,1,39.0,,1,59.3,,1,69.2
QF_BV/sage/app1/bench_2173,,1,84.7,,1,47.0,,1,100.5,,1,122.5
QF_BV/sage/app1/bench_2219,,1,53.2,,1,45.5,,1,154.1,,1,61.7
QF_BV/sage/app1/bench_2252,,1,33.0,,1,40.0,,1,51.4,,1,68.0
QF_BV/sage/app1/bench_2257,,1,25.4,,1,25.9,,1,27.5,,1,60.0
QF_BV/sage/app1/bench_2258,,1,48.7,,1,45.6,,1,62.8,,1,74.0
QF_BV/sage/app1/bench_2262,,1,34.1,,1,32.6,,1,48.9,,1,56.3
QF_BV/sage/app1/bench_2263,,1,44.7,,1,31.4,,1,55.1,,1,69.5
QF_BV/sage/app1/bench_2266,,1,34.9,,1,27.3,,1,53.4,,1,52.6
QF_BV/sage/app1/bench_2270,,1,30.9,,1,28.5,,1,46.6,,1,59.0
QF_BV/sage/app1/bench_2293,,1,25.3,,1,35.5,,1,113.5,,1,70.0
QF_BV/sage/app1/bench_2322,,1,57.8,,1,53.3,,1,89.1,,1,224.2
QF_BV/sage/app1/bench_2330,,1,59.4,,1,26.2,,1,40.5,,1,59.1
QF_BV/sage/app1/bench_2365,,1,18.4,,1,21.9,,1,37.9,,1,49.2
QF_BV/sage/app1/bench_2367,,1,56.0,,1,48.3,,1,198.3,,1,126.1
QF_BV/sage/app1/bench_2370,,1,22.5,,1,24.1,,1,38.9,,1,47.3
QF_BV/sage/app1/bench_2371,,1,21.0,,1,27.0,,1,44.9,,1,54.7
QF_BV/sage/app1/bench_2375,,1,21.0,,1,17.6,,1,35.4,,1,45.2
QF_BV/sage/app1/bench_2376,,1,33.2,,1,20.5,,1,44.3,,1,60.3
QF_BV/sage/app1/bench_2380,,1,31.4,,1,26.1,,1,29.8,,1,42.9
QF_BV/sage/app1/bench_2383,,1,38.3,,1,19.9,,1,43.8,,1,47.3
QF_BV/sage/app1/bench_2405,,1,28.4,,1,35.5,,1,47.4,,1,50.4
QF_BV/sage/app1/bench_2428,,1,35.9,,1,28.7,,1,53.2,,1,49.6
QF_BV/sage/app1/bench_2461,,1,20.0,,1,24.5,,1,34.3,,1,37.6
QF_BV/sage/app1/bench_2465,,1,22.2,,1,29.1,,1,33.2,,1,34.6
QF_BV/sage/app1/bench_2466,,1,15.7,,1,12.3,,1,36.3,,1,39.8
QF_BV/sage/app1/bench_2468,,1,25.5,,1,16.1,,1,36.6,,1,84.8
QF_BV/sage/app1/bench_2472,,1,14.5,,1,32.7,,1,31.9,,1,43.5
QF_BV/sage/app1/bench_2473,,1,21.1,,1,27.0,,1,16.4,,1,41.6
QF_BV/sage/app1/bench_2474,,1,19.3,,1,17.4,,1,24.7,,1,24.4
QF_BV/sage/app1/bench_2477,,1,18.0,,1,11.4,,1,21.3,,1,22.6
QF_BV/sage/app1/bench_2481,,1,38.1,,1,20.4,,1,30.6,,1,18.6
QF_BV/sage/app1/bench_2525,,1,16.2,,1,19.5,,1,31.4,,1,43.8
QF_BV/sage/app1/bench_2529,,1,19.1,,1,36.8,,1,19.4,,1,35.2
QF_BV/sage/app1/bench_2547,,1,17.8,,1,21.6,,1,30.7,,1,36.4
QF_BV/sage/app1/bench_2582,,1,20.9,,1,20.4,,1,30.9,,1,33.4
QF_BV/sage/app1/bench_2586,,1,13.1,,1,16.3,,1,31.4,,1,59.4
QF_BV/sage/app1/bench_2587,,1,32.9,,1,19.0,,1,28.8,,1,68.5
QF_BV/sage/app1/bench_2588,,1,16.3,,1,36.6,,1,26.5,,1,22.7
QF_BV/sage/app1/bench_2593,,1,13.1,,1,22.8,,1,30.8,,1,36.2
QF_BV/sage/app1/bench_2594,,1,18.0,,1,19.6,,1,19.4,,1,36.0
QF_BV/sage/app1/bench_2595,,1,11.3,,1,21.4,,1,27.7,,1,35.5
QF_BV/sage/app1/bench_2598,,1,13.9,,1,23.4,,1,24.6,,1,37.1
QF_BV/sage/app1/bench_2602,,1,11.7,,1,24.6,,1,29.5,,1,36.2
QF_BV/sage/app1/bench_2634,,1,17.9,,1,17.5,,1,19.8,,1,20.9
QF_BV/sage/app1/bench_2644,,1,78.8,,1,51.8,,1,61.2,,1,123.9
QF_BV/sage/app1/bench_2660,,1,16.4,,1,16.4,,1,19.8,,1,35.3
QF_BV/sage/app12/bench_1570,,1,4.4,,1,4.7,,1,7.4,,1,6.0
QF_BV/sage/app12/bench_1592,,1,4.0,,1,5.6,,1,7.0,,1,8.2
