Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,3,27.2,,3,54.7,,3,48.2,,3,58.6
QF_BV/RWS/Example_8.txt,,3,17.7,,3,10.9,,3,24.9,,3,20.1
QF_BV/RWS/Example_9.txt,,3,92.3,,3,164.8,,3,305.0,,3,278.9
QF_BV/RWS/Example_10.txt,,4,92.4,,4,90.3,,4,138.7,,4,372.3
QF_BV/RWS/Example_11.txt,,3,758.6,,4,1350.2,,3,1376.0,,3,2471.5
QF_BV/RWS/Example_12.txt,,3,272.6,,3,303.0,,2,471.6,,3,1088.2
QF_BV/RWS/Example_13.txt,,3,52.7,,3,35.9,,3,156.3,,3,60.7
QF_BV/RWS/Example_16.txt,,3,35.9,,3,24.8,,3,77.9,,3,146.1
QF_BV/RWS/Example_17.txt,,3,37.6,,3,80.8,,3,159.1,,3,167.2
QF_BV/sage/app1/bench_4,,1,42.9,,1,82.1,,1,90.3,,1,107.7
QF_BV/sage/app1/bench_29,,1,18.4,,1,18.8,,1,68.3,,1,52.0
QF_BV/sage/app1/bench_32,,1,21.4,,1,19.6,,1,50.0,,1,48.3
QF_BV/sage/app1/bench_37,,1,43.0,,1,56.7,,1,96.7,,1,128.2
QF_BV/sage/app1/bench_47,,1,18.0,,1,20.3,,1,22.6,,1,23.5
QF_BV/sage/app1/bench_52,,1,16.4,,1,12.2,,1,31.5,,1,38.5
QF_BV/sage/app1/bench_53,,1,12.0,,1,20.6,,1,27.4,,1,34.7
QF_BV/sage/app1/bench_54,,1,36.4,,1,29.0,,1,28.8,,1,42.3
QF_BV/sage/app1/bench_55,,1,19.9,,1,12.0,,1,30.8,,1,47.5
QF_BV/sage/app1/bench_60,,1,28.9,,1,21.3,,1,20.1,,1,36.3
QF_BV/sage/app1/bench_61,,1,16.3,,1,25.1,,1,42.7,,1,45.0
QF_BV/sage/app1/bench_62,,1,19.4,,1,22.8,,1,63.0,,1,66.4
QF_BV/sage/app1/bench_63,,1,16.3,,1,21.0,,1,31.1,,1,40.9
QF_BV/sage/app1/bench_66,,1,17.9,,1,21.0,,1,31.6,,1,39.0
QF_BV/sage/app1/bench_69,,1,16.2,,1,14.1,,1,28.5,,1,39.8
QF_BV/sage/app1/bench_99,,1,15.7,,1,16.8,,1,25.1,,1,20.6
QF_BV/sage/app1/bench_134,,1,13.7,,1,17.9,,1,31.5,,1,38.7
QF_BV/sage/app1/bench_169,,1,15.8,,1,16.9,,1,25.0,,1,35.9
