Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,3,28.7,,3,27.1,,3,42.4,,3,35.8
QF_BV/RWS/Example_8.txt,,3,14.8,,3,15.2,,3,25.3,,3,35.6
QF_BV/RWS/Example_9.txt,,3,70.3,,3,122.8,,3,123.0,,3,254.2
QF_BV/RWS/Example_10.txt,,4,57.4,,4,111.1,,4,107.2,,4,126.8
QF_BV/RWS/Example_11.txt,,3,642.6,,4,2262.1,,3,3480.0,,3,3169.1
QF_BV/RWS/Example_12.txt,,3,131.6,,3,773.4,,3,899.7,,3,1274.7
QF_BV/RWS/Example_13.txt,,3,33.8,,3,35.1,,3,65.0,,3,97.9
QF_BV/RWS/Example_16.txt,,3,29.6,,3,49.2,,3,92.3,,3,221.3
QF_BV/RWS/Example_17.txt,,3,64.2,,3,55.8,,3,142.1,,3,130.9
QF_BV/sage/app1/bench_4,,1,67.3,,1,60.7,,1,101.3,,1,105.8
QF_BV/sage/app1/bench_29,,1,19.5,,1,21.3,,1,39.2,,1,48.0
QF_BV/sage/app1/bench_32,,1,24.9,,1,23.8,,1,33.9,,1,38.6
QF_BV/sage/app1/bench_37,,1,57.9,,1,58.9,,1,92.8,,1,219.9
QF_BV/sage/app1/bench_47,,1,25.2,,1,18.9,,1,30.3,,1,19.0
QF_BV/sage/app1/bench_52,,1,15.2,,1,28.6,,1,26.1,,1,39.9
QF_BV/sage/app1/bench_53,,1,17.5,,1,13.2,,1,33.2,,1,21.6
QF_BV/sage/app1/bench_54,,1,16.3,,1,12.5,,1,35.2,,1,46.5
QF_BV/sage/app1/bench_55,,1,14.4,,1,22.5,,1,29.1,,1,78.8
QF_BV/sage/app1/bench_60,,1,16.7,,1,18.0,,1,37.2,,1,34.8
QF_BV/sage/app1/bench_61,,1,16.7,,1,18.1,,1,54.2,,1,33.8
QF_BV/sage/app1/bench_62,,1,37.4,,1,19.3,,1,32.5,,1,24.1
QF_BV/sage/app1/bench_63,,1,18.7,,1,20.3,,1,26.3,,1,33.8
QF_BV/sage/app1/bench_66,,1,14.3,,1,20.3,,1,32.7,,1,20.9
QF_BV/sage/app1/bench_69,,1,15.9,,1,17.1,,1,25.7,,1,34.4
QF_BV/sage/app1/bench_99,,1,21.6,,1,21.8,,1,25.1,,1,17.5
QF_BV/sage/app1/bench_134,,1,23.0,,1,9.3,,1,33.4,,1,35.1
QF_BV/sage/app1/bench_169,,1,11.0,,1,16.4,,1,24.6,,1,35.9
QF_BV/sage/app1/bench_174,,1,15.9,,1,17.2,,1,45.0,,1,34.2
QF_BV/sage/app1/bench_175,,1,15.2,,1,14.0,,1,32.5,,1,32.5
QF_BV/sage/app1/bench_176,,1,11.7,,1,15.1,,1,52.3,,1,35.5
QF_BV/sage/app1/bench_177,,1,16.6,,1,17.5,,1,31.8,,1,34.9
QF_BV/sage/app1/bench_181,,1,63.5,,1,65.4,,1,82.1,,1,133.4
QF_BV/sage/app1/bench_182,,1,19.4,,1,15.4,,1,16.0,,1,31.6
QF_BV/sage/app1/bench_183,,1,30.9,,1,18.7,,1,15.9,,1,30.0
QF_BV/sage/app1/bench_184,,1,18.9,,1,17.6,,1,28.6,,1,36.5
QF_BV/sage/app1/bench_185,,1,14.8,,1,32.8,,1,32.0,,1,64.6
QF_BV/sage/app1/bench_188,,1,14.9,,1,15.8,,1,25.6,,1,32.5
QF_BV/sage/app1/bench_191,,1,14.1,,1,22.7,,1,27.0,,1,28.4
QF_BV/sage/app1/bench_201,,1,15.7,,1,17.4,,1,28.8,,1,37.9
QF_BV/sage/app1/bench_268,,1,16.3,,1,15.8,,1,46.6,,1,37.8
QF_BV/sage/app1/bench_310,,1,23.6,,1,14.4,,1,65.7,,1,37.6
QF_BV/sage/app1/bench_313,,1,20.1,,1,21.6,,1,32.3,,1,37.6
QF_BV/sage/app1/bench_329,,1,16.8,,1,18.8,,1,34.9,,1,36.4
QF_BV/sage/app1/bench_333,,1,16.6,,1,17.0,,1,17.2,,1,60.4
QF_BV/sage/app1/bench_334,,1,20.6,,1,17.9,,1,30.5,,1,35.3
