Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,8,0.1,,8,0.1,,8,0.1,,8,0.1,,4,0.0
QF_BV/bench_ab/a403test0043,,3,0.1,,13,0.1,,13,0.1,,13,0.1,,13,0.1,,4,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,33,0.3,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,6,0.0
QF_BV/bench_ab/a651test0090,,22,0.3,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,7,0.0
QF_BV/bench_ab/a655test0003,,41,0.2,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a659test0071,,28,0.2,,9,0.1,,9,0.1,,9,0.1,,8,0.1,,5,0.0
QF_BV/bench_ab/a668test0098,,3,0.0,,8,0.1,,7,0.1,,9,0.1,,9,0.1,,5,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.7,,67,108.7,,60,128.9,,- -,- -,,- -,- -,,13,0.8
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,8.3,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,8,1.1
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,13.2,,9,56.4,,8,95.0,,37,99.7,,12,99.7,,- -,- -
QF_BV/bmc-bv/graycode,,3,4.8,,9,3.4,,8,3.4,,9,5.3,,8,5.3,,5,0.3
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bmc-bv/magic,,3,14.7,,4,8.2,,4,8.2,,5,68.0,,5,68.0,,4,20.1
QF_BV/bmc-bv/queens,,4,10.1,,8,4.3,,8,4.3,,8,11.1,,8,11.1,,5,0.6
QF_BV/bmc-bv/sudoku,,1,45.9,,1,1.1,,1,1.1,,1,8.3,,1,8.3,,1,253.3
QF_BV/brummayerbiere2/smulov4bw0256,,5,1401.8,,10,730.9,,10,845.2,,9,1021.7,,9,1021.7,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,5,25.0,,62,20.5,,62,20.5,,62,20.3,,62,20.3,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0128,,5,119.1,,123,201.5,,123,201.5,,123,220.4,,123,220.4,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.9,,30,1.9,,30,1.9,,30,1.2,,30,1.2,,8,1.3
QF_BV/gulwani-pldi08/fig1d.phx,,14,283.5,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/gulwani-pldi08/fig5.phx,,9,70.0,,824,1077.9,,242,1140.7,,264,981.6,,181,1158.9,,16,290.1
QF_BV/gulwani-pldi08/fig6.phx,,15,30.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,241,84.8
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,8,63.8,,207,915.4,,131,914.8,,191,972.7,,111,972.7,,39,217.7
QF_BV/RWS/Example_1.txt,,55,160.8,,846,1179.2,,168,1193.6,,511,3416.7,,149,2528.2,,228,27.1
QF_BV/RWS/Example_2.txt,,30,106.9,,85,891.8,,75,630.0,,79,900.8,,69,900.8,,61,6.8
QF_BV/RWS/Example_4.txt,,13,46.8,,66,784.7,,46,346.9,,75,900.1,,47,986.5,,35,3.9
QF_BV/RWS/Example_5.txt,,12,36.8,,39,253.8,,33,289.3,,37,337.6,,32,337.6,,27,4.2
QF_BV/RWS/Example_6.txt,,8,14.2,,29,266.4,,23,307.0,,27,261.8,,21,206.7,,33,2.3
QF_BV/RWS/Example_14.txt,,68,192.4,,- -,- -,,- -,- -,,267,2826.2,,145,2622.8,,310,230.2
QF_BV/sage/app1/bench_1141,,5,11.2,,96,170.1,,87,171.6,,96,211.9,,88,257.4,,10,1.7
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,- -,- -
QF_BV/sage/app1/bench_1262,,6,8.9,,213,243.8,,162,243.8,,222,283.6,,162,249.7,,8,2.3
QF_BV/sage/app1/bench_1288,,5,10.9,,99,87.2,,69,159.3,,101,96.5,,72,139.0,,7,2.0
QF_BV/sage/app1/bench_1339,,5,8.0,,73,65.4,,52,103.1,,66,70.9,,48,77.5,,10,2.3
QF_BV/sage/app1/bench_1346,,4,4.8,,79,58.1,,70,58.1,,82,141.4,,75,60.2,,11,1.9
QF_BV/sage/app1/bench_1710,,5,0.1,,26,0.2,,25,0.4,,26,0.4,,25,0.4,,5,0.0
QF_BV/sage/app1/bench_1738,,5,0.1,,33,0.3,,33,0.3,,33,0.8,,33,0.8,,5,0.0
QF_BV/sage/app1/bench_1742,,3,0.2,,21,0.3,,17,0.3,,21,0.3,,19,0.3,,6,0.0
QF_BV/sage/app1/bench_1768,,4,0.1,,20,0.3,,15,0.3,,20,0.3,,15,0.2,,7,0.0
QF_BV/sage/app12/bench_228,,4,0.1,,65,1.9,,65,1.9,,65,2.8,,65,2.8,,7,0.0
QF_BV/sage/app12/bench_363,,3,0.3,,10,0.2,,10,0.2,,10,1.7,,10,1.7,,7,0.1
QF_BV/sage/app12/bench_446,,3,0.1,,65,1.9,,65,1.9,,65,2.8,,65,2.8,,8,0.1
QF_BV/sage/app12/bench_451,,4,0.1,,32,0.5,,32,0.5,,32,0.5,,32,0.5,,10,0.0
QF_BV/sage/app12/bench_953,,3,0.1,,10,0.1,,10,0.1,,10,0.2,,10,0.2,,18,0.1
QF_BV/sage/app12/bench_1051,,10,33.4,,270,676.5,,94,664.4,,219,853.7,,80,908.9,,22,7.4
QF_BV/sage/app12/bench_1183,,16,71.1,,303,729.9,,143,578.6,,229,787.5,,101,883.7,,79,37.0
QF_BV/sage/app12/bench_1353,,36,22.4,,334,20.1,,334,20.1,,334,12.3,,334,12.3,,- -,- -
QF_BV/sage/app12/bench_2353,,48,263.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app12/bench_2428,,39,35.9,,539,45.3,,539,45.3,,539,28.4,,539,28.4,,- -,- -
QF_BV/sage/app12/bench_2451,,39,34.6,,465,35.8,,465,35.8,,465,21.8,,465,21.8,,- -,- -
QF_BV/sage/app12/bench_3681,,2,0.3,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,10,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,16,0.1,,16,0.1,,16,0.1,,16,0.1,,5,0.0
QF_BV/sage/app12/bench_3921,,436,11.2,,15,0.2,,15,0.2,,15,0.4,,15,0.4,,50,0.1
QF_BV/sage/app12/bench_3957,,592,10.6,,303,0.3,,18,0.2,,31,0.2,,18,0.2,,41,0.0
QF_BV/sage/app12/bench_4059,,442,11.2,,785,0.4,,18,0.2,,19,0.2,,18,0.2,,38,0.0
QF_BV/sage/app12/bench_4177,,3,0.1,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,6,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,11,0.1,,11,0.1,,11,0.2,,11,0.1,,6,0.0
QF_BV/sage/app12/bench_5599,,2,0.2,,32,1.0,,32,1.0,,32,5.0,,32,5.0,,7,0.1
QF_BV/sage/app2/bench_48,,40,17.1,,489,33.4,,489,33.4,,489,44.8,,489,44.8,,8,0.1
QF_BV/sage/app2/bench_225,,9,10.8,,419,52.1,,388,31.4,,421,53.6,,392,54.6,,8,3.3
QF_BV/sage/app2/bench_278,,5,11.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,16,3.5
QF_BV/sage/app2/bench_282,,5,10.3,,51,13.1,,49,21.8,,50,22.2,,49,22.2,,19,3.8
QF_BV/sage/app2/bench_458,,126,3.9,,33,0.8,,33,0.8,,33,1.6,,33,1.6,,8,0.1
QF_BV/sage/app2/bench_642,,18,24.3,,445,54.6,,425,30.6,,444,51.2,,417,65.7,,8,1.4
QF_BV/sage/app2/bench_645,,7,4.3,,50,8.7,,40,5.7,,- -,- -,,- -,- -,,45,1.6
QF_BV/sage/app2/bench_664,,23,27.4,,446,51.7,,430,43.7,,445,51.1,,425,49.9,,8,1.6
QF_BV/sage/app2/bench_719,,22,26.0,,445,28.7,,429,28.4,,447,49.1,,427,52.6,,8,1.1
QF_BV/sage/app2/bench_830,,25,27.8,,469,40.3,,454,30.3,,477,37.3,,464,51.0,,8,0.6
QF_BV/sage/app2/bench_863,,6,10.7,,441,42.2,,407,36.5,,438,63.4,,390,58.6,,9,5.4
QF_BV/sage/app2/bench_1196,,8,10.8,,422,34.3,,397,54.2,,420,42.0,,386,57.3,,9,3.4
QF_BV/sage/app2/bench_1387,,39,502.2,,709,230.5,,709,185.5,,710,263.6,,709,310.4,,6,1.9
QF_BV/sage/app5/bench_42,,5,6.9,,35,3.3,,35,3.3,,35,6.7,,35,6.7,,26,0.7
QF_BV/sage/app5/bench_349,,5,15.1,,203,57.3,,196,37.2,,200,60.5,,190,62.2,,21,2.6
QF_BV/sage/app5/bench_357,,5,12.3,,194,65.7,,187,39.9,,196,67.2,,184,60.9,,17,2.7
QF_BV/sage/app5/bench_575,,4,0.1,,65,1.3,,63,2.2,,65,2.8,,65,2.7,,15,0.1
QF_BV/sage/app5/bench_742,,3,0.3,,17,2.5,,17,2.5,,17,3.1,,17,2.4,,5,0.1
QF_BV/sage/app5/bench_794,,2,0.0,,33,0.3,,33,0.3,,33,0.8,,33,0.8,,9,0.0
QF_BV/sage/app5/bench_931,,5,0.8,,118,11.4,,88,11.9,,121,7.4,,98,11.8,,8,0.1
QF_BV/sage/app5/bench_959,,5,0.7,,110,11.3,,82,6.7,,108,11.3,,85,11.0,,21,0.3
QF_BV/sage/app5/bench_960,,6,0.2,,33,0.4,,33,0.4,,33,0.7,,33,0.7,,11,0.0
