Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,8,0.0,,8,0.0,,8,0.1,,8,0.1,,4,0.0
QF_BV/bench_ab/a403test0043,,4,0.0,,12,0.1,,12,0.1,,13,0.1,,13,0.1,,8,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,33,0.3,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,6,0.0
QF_BV/bench_ab/a651test0090,,34,0.2,,9,0.1,,8,0.1,,9,0.1,,8,0.1,,6,0.0
QF_BV/bench_ab/a655test0003,,25,0.2,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a659test0071,,23,0.2,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,7,0.0
QF_BV/bench_ab/a668test0098,,3,0.0,,9,0.1,,9,0.1,,8,0.1,,7,0.1,,7,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,11,0.7
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,8.8,,73,146.6,,65,76.7,,73,111.5,,68,314.9,,13,2.2
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,9.1,,61,114.3,,12,158.5,,33,122.7,,12,174.3,,- -,- -
QF_BV/bmc-bv/graycode,,3,4.8,,9,5.8,,8,5.8,,9,5.5,,8,5.5,,4,0.4
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.1,,1,0.1,,1,0.0
QF_BV/bmc-bv/magic,,3,10.6,,4,13.1,,4,13.1,,4,22.0,,4,22.0,,3,22.6
QF_BV/bmc-bv/queens,,4,7.9,,8,4.4,,8,4.4,,8,7.8,,8,7.8,,6,1.1
QF_BV/bmc-bv/sudoku,,1,41.9,,1,1.7,,1,1.7,,1,14.5,,1,14.5,,1,385.0
QF_BV/brummayerbiere2/smulov4bw0256,,5,1185.7,,11,762.2,,11,762.2,,10,461.2,,10,461.2,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,5,13.5,,62,20.5,,62,20.5,,62,16.2,,62,16.2,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0128,,5,70.3,,106,276.5,,57,231.4,,123,287.8,,123,287.8,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.8,,30,1.9,,30,1.9,,30,1.7,,30,1.7,,7,0.8
QF_BV/gulwani-pldi08/fig1d.phx,,14,249.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/gulwani-pldi08/fig5.phx,,9,97.9,,469,1140.7,,172,1204.0,,292,1057.6,,212,1068.2,,16,372.1
QF_BV/gulwani-pldi08/fig6.phx,,15,37.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,240,77.4
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,64.9,,511,1144.7,,134,1144.7,,185,682.8,,106,763.6,,51,307.5
QF_BV/RWS/Example_1.txt,,57,172.6,,402,1196.5,,148,1186.4,,- -,- -,,- -,- -,,232,24.9
QF_BV/RWS/Example_2.txt,,30,92.8,,84,859.9,,73,863.3,,90,900.5,,79,909.9,,63,7.4
QF_BV/RWS/Example_4.txt,,13,33.3,,70,629.9,,49,629.9,,62,795.4,,43,457.1,,31,4.3
QF_BV/RWS/Example_5.txt,,12,39.0,,38,263.3,,32,261.7,,33,297.4,,29,297.4,,29,4.4
QF_BV/RWS/Example_6.txt,,9,16.4,,27,255.9,,21,208.6,,36,1179.2,,23,389.8,,22,1.0
QF_BV/RWS/Example_14.txt,,67,291.2,,- -,- -,,- -,- -,,321,2622.8,,171,2826.2,,302,298.8
QF_BV/sage/app1/bench_1141,,5,8.0,,97,212.2,,90,249.9,,103,314.8,,90,195.9,,10,1.7
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,- -,- -
QF_BV/sage/app1/bench_1262,,6,8.8,,207,284.8,,158,270.5,,191,212.0,,149,273.4,,8,2.4
QF_BV/sage/app1/bench_1288,,5,10.0,,109,119.9,,71,87.2,,105,90.0,,73,90.0,,8,2.0
QF_BV/sage/app1/bench_1339,,5,6.6,,69,79.6,,51,79.6,,88,77.5,,55,141.9,,7,1.5
QF_BV/sage/app1/bench_1346,,5,5.7,,84,62.5,,76,72.2,,87,65.0,,77,65.0,,12,1.5
QF_BV/sage/app1/bench_1710,,4,0.1,,26,0.4,,26,0.4,,26,0.7,,24,0.7,,9,0.0
QF_BV/sage/app1/bench_1738,,4,0.0,,33,0.4,,33,0.4,,33,0.4,,33,0.4,,11,0.0
QF_BV/sage/app1/bench_1742,,3,0.1,,21,0.2,,17,0.3,,21,0.4,,17,0.3,,5,0.0
QF_BV/sage/app1/bench_1768,,4,0.1,,20,0.3,,15,0.3,,20,0.3,,16,0.3,,8,0.1
QF_BV/sage/app12/bench_228,,4,0.1,,65,1.9,,65,1.9,,65,2.8,,65,2.8,,9,0.0
QF_BV/sage/app12/bench_363,,3,0.5,,10,0.3,,10,0.3,,10,1.9,,10,1.9,,5,0.1
QF_BV/sage/app12/bench_446,,4,0.4,,65,2.1,,65,2.1,,65,2.8,,65,2.8,,7,0.1
QF_BV/sage/app12/bench_451,,4,0.0,,32,0.6,,32,0.6,,32,0.8,,32,0.8,,6,0.0
QF_BV/sage/app12/bench_953,,3,0.2,,10,0.1,,10,0.1,,10,0.2,,10,0.2,,6,0.1
QF_BV/sage/app12/bench_1051,,11,32.7,,280,537.0,,103,666.9,,97,589.3,,60,589.3,,22,7.2
QF_BV/sage/app12/bench_1183,,16,49.5,,298,591.4,,141,729.9,,187,882.8,,81,787.7,,64,34.6
QF_BV/sage/app12/bench_1353,,31,20.8,,334,18.8,,334,18.8,,334,13.4,,334,13.4,,- -,- -
QF_BV/sage/app12/bench_2353,,50,267.5,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app12/bench_2428,,28,21.6,,539,48.1,,539,48.1,,539,29.4,,539,29.4,,- -,- -
QF_BV/sage/app12/bench_2451,,79,25.6,,465,33.5,,465,33.5,,465,36.2,,465,36.2,,- -,- -
QF_BV/sage/app12/bench_3681,,2,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,11,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,16,0.1,,16,0.1,,16,0.1,,16,0.1,,6,0.0
QF_BV/sage/app12/bench_3921,,405,11.3,,15,0.1,,15,0.1,,98,0.4,,16,0.4,,47,0.1
QF_BV/sage/app12/bench_3957,,390,4.4,,17,0.1,,17,0.1,,452,0.3,,18,0.2,,39,0.0
QF_BV/sage/app12/bench_4059,,401,4.8,,295,0.3,,18,0.3,,17,0.2,,17,0.2,,40,0.0
QF_BV/sage/app12/bench_4177,,2,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,5,0.0
QF_BV/sage/app12/bench_4845,,4,0.1,,11,0.1,,11,0.1,,11,0.2,,10,0.1,,5,0.0
QF_BV/sage/app12/bench_5599,,2,0.1,,32,1.5,,32,1.5,,32,5.7,,32,5.7,,6,0.1
QF_BV/sage/app2/bench_48,,41,19.7,,489,43.6,,489,43.6,,489,29.3,,489,29.3,,8,0.1
QF_BV/sage/app2/bench_225,,9,13.7,,422,32.4,,393,51.5,,422,54.8,,396,54.8,,9,3.6
QF_BV/sage/app2/bench_278,,5,9.1,,- -,- -,,- -,- -,,69,12.0,,67,12.0,,12,2.8
QF_BV/sage/app2/bench_282,,4,7.7,,- -,- -,,52,33.2,,51,26.9,,50,23.5,,13,2.7
QF_BV/sage/app2/bench_458,,20,0.5,,33,0.5,,33,0.5,,33,1.6,,33,1.6,,5,0.0
QF_BV/sage/app2/bench_642,,19,25.1,,446,48.1,,426,48.6,,445,51.5,,424,50.4,,8,1.1
QF_BV/sage/app2/bench_645,,7,4.2,,- -,- -,,- -,- -,,675,10.5,,45,10.0,,47,1.4
QF_BV/sage/app2/bench_664,,21,21.1,,446,33.2,,429,51.7,,448,51.6,,425,47.9,,8,1.3
QF_BV/sage/app2/bench_719,,21,25.4,,450,47.8,,433,40.5,,448,48.2,,431,47.6,,7,1.0
QF_BV/sage/app2/bench_830,,28,30.0,,464,30.4,,448,32.6,,471,49.4,,458,56.8,,8,0.9
QF_BV/sage/app2/bench_863,,6,7.2,,445,67.0,,413,36.7,,440,41.9,,406,56.5,,9,4.3
QF_BV/sage/app2/bench_1196,,8,11.5,,419,42.5,,386,42.5,,425,53.4,,400,56.1,,9,2.6
QF_BV/sage/app2/bench_1387,,39,485.6,,709,282.0,,708,235.1,,709,305.4,,707,305.4,,6,2.1
QF_BV/sage/app5/bench_42,,5,6.6,,35,3.4,,35,3.4,,35,6.5,,35,6.5,,28,0.8
QF_BV/sage/app5/bench_349,,5,13.8,,203,57.1,,194,57.4,,201,58.1,,196,60.5,,24,3.7
