Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,8,0.1,,8,0.1,,8,0.0,,8,0.0,,4,0.0
QF_BV/bench_ab/a403test0043,,4,0.0,,13,0.1,,13,0.1,,13,0.1,,13,0.1,,7,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,61,0.7,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,9,0.0
QF_BV/bench_ab/a651test0090,,36,0.6,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,7,0.0
QF_BV/bench_ab/a655test0003,,11,0.0,,9,0.0,,9,0.0,,8,0.0,,8,0.0,,5,0.0
QF_BV/bench_ab/a659test0071,,35,0.3,,9,0.1,,8,0.1,,9,0.1,,9,0.1,,12,0.0
QF_BV/bench_ab/a668test0098,,3,0.0,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,9,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,5,6.5,,70,75.5,,63,75.5,,- -,- -,,- -,- -,,15,1.3
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,7.1,,67,104.2,,59,168.0,,- -,- -,,- -,- -,,12,2.0
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,11.4,,10,67.3,,9,67.3,,8,82.8,,8,72.7,,- -,- -
QF_BV/bmc-bv/graycode,,3,4.5,,9,5.5,,8,5.5,,9,7.3,,8,7.3,,6,0.3
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.1,,1,0.1,,1,0.0
QF_BV/bmc-bv/magic,,3,13.5,,3,13.8,,3,13.8,,5,55.8,,5,55.8,,3,2.6
QF_BV/bmc-bv/queens,,4,9.0,,8,4.1,,8,4.1,,8,11.9,,8,11.9,,6,1.0
QF_BV/bmc-bv/sudoku,,1,44.0,,1,1.2,,1,1.2,,1,8.2,,1,8.2,,1,202.5
QF_BV/brummayerbiere2/smulov4bw0256,,5,1288.8,,10,684.8,,10,684.8,,22,1049.2,,14,1049.2,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,4,13.9,,62,20.3,,62,20.3,,62,15.8,,62,15.8,,6,1904.3
QF_BV/brummayerbiere2/smulov4bw0128,,5,132.9,,123,203.1,,123,203.1,,123,293.6,,123,293.6,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.2,,30,1.2,,30,1.2,,30,1.5,,30,1.5,,6,0.9
QF_BV/gulwani-pldi08/fig1d.phx,,14,274.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,159,2958.3
QF_BV/gulwani-pldi08/fig5.phx,,10,95.9,,- -,- -,,- -,- -,,265,976.0,,182,925.0,,19,388.6
QF_BV/gulwani-pldi08/fig6.phx,,12,33.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,238,63.6
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,64.7,,- -,- -,,140,1047.2,,206,812.7,,119,1198.2,,53,247.1
QF_BV/RWS/Example_1.txt,,56,173.8,,696,1186.4,,163,1179.2,,452,2528.2,,146,2571.4,,230,31.6
QF_BV/RWS/Example_2.txt,,30,97.6,,82,833.5,,72,833.5,,78,889.6,,67,889.6,,65,6.2
QF_BV/RWS/Example_4.txt,,13,37.2,,84,1009.9,,50,712.0,,60,457.1,,42,701.2,,54,6.1
QF_BV/RWS/Example_5.txt,,12,36.6,,36,167.3,,32,410.5,,38,281.4,,34,258.2,,28,4.2
QF_BV/RWS/Example_6.txt,,9,15.9,,25,208.6,,20,122.9,,24,271.5,,19,384.4,,23,1.7
QF_BV/RWS/Example_14.txt,,66,294.1,,- -,- -,,- -,- -,,326,3165.7,,172,3311.5,,300,310.2
QF_BV/sage/app1/bench_1141,,5,8.3,,97,160.7,,88,284.6,,- -,- -,,91,284.9,,8,1.0
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,- -,- -
QF_BV/sage/app1/bench_1262,,6,9.3,,206,259.3,,157,263.4,,206,273.4,,157,224.8,,9,2.7
QF_BV/sage/app1/bench_1288,,5,9.0,,123,159.3,,76,154.9,,108,102.4,,74,126.4,,13,3.0
QF_BV/sage/app1/bench_1339,,5,6.7,,87,109.5,,54,65.4,,70,91.2,,52,120.0,,8,1.2
QF_BV/sage/app1/bench_1346,,5,6.2,,82,59.2,,74,44.1,,84,111.9,,76,111.9,,14,2.6
QF_BV/sage/app1/bench_1710,,4,0.1,,26,0.2,,25,0.4,,26,0.4,,24,0.4,,7,0.0
QF_BV/sage/app1/bench_1738,,6,0.1,,33,0.4,,33,0.4,,33,0.6,,33,0.6,,9,0.0
QF_BV/sage/app1/bench_1742,,4,0.2,,21,0.4,,17,0.3,,21,0.3,,18,0.3,,10,0.1
QF_BV/sage/app1/bench_1768,,4,0.9,,20,0.3,,20,0.2,,20,0.3,,15,0.3,,12,0.1
QF_BV/sage/app12/bench_228,,4,0.1,,65,1.8,,65,1.8,,65,1.7,,65,1.7,,7,0.0
QF_BV/sage/app12/bench_363,,2,0.2,,10,0.3,,10,0.3,,10,1.6,,10,1.6,,4,0.1
QF_BV/sage/app12/bench_446,,4,0.1,,65,1.3,,65,1.3,,65,1.6,,65,1.6,,8,0.1
QF_BV/sage/app12/bench_451,,4,0.1,,32,0.5,,32,0.5,,32,0.8,,32,0.8,,7,0.0
QF_BV/sage/app12/bench_953,,3,0.1,,10,0.1,,10,0.1,,10,0.3,,10,0.3,,6,0.1
QF_BV/sage/app12/bench_1051,,10,22.8,,255,671.0,,86,641.5,,275,908.9,,141,546.5,,25,8.2
QF_BV/sage/app12/bench_1183,,17,54.6,,292,590.5,,134,621.7,,267,973.9,,110,787.5,,81,41.0
QF_BV/sage/app12/bench_1353,,24,15.5,,334,19.3,,334,19.3,,334,18.3,,334,18.3,,- -,- -
QF_BV/sage/app12/bench_2353,,41,226.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app12/bench_2428,,105,52.2,,539,48.8,,539,48.8,,539,49.3,,539,49.3,,- -,- -
QF_BV/sage/app12/bench_2451,,64,39.5,,465,34.7,,465,34.7,,465,36.3,,465,36.3,,- -,- -
QF_BV/sage/app12/bench_3681,,3,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,10,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,16,0.1,,16,0.1,,16,0.2,,16,0.2,,7,0.0
QF_BV/sage/app12/bench_3921,,15,0.2,,15,0.2,,15,0.2,,15,0.4,,15,0.4,,49,0.1
QF_BV/sage/app12/bench_3957,,147,0.5,,785,0.4,,18,0.2,,303,0.2,,18,0.2,,46,0.0
QF_BV/sage/app12/bench_4059,,151,2.8,,708,0.3,,18,0.3,,785,0.2,,18,0.2,,45,0.0
QF_BV/sage/app12/bench_4177,,3,0.1,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,10,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,11,0.1,,11,0.1,,11,0.1,,11,0.1,,6,0.0
QF_BV/sage/app12/bench_5599,,3,0.2,,32,1.5,,32,1.5,,32,6.5,,32,6.5,,6,0.1
QF_BV/sage/app2/bench_48,,40,19.2,,489,27.1,,489,27.1,,489,43.8,,489,43.8,,7,0.1
QF_BV/sage/app2/bench_225,,9,14.5,,418,32.0,,385,47.8,,423,32.3,,397,50.8,,7,2.1
QF_BV/sage/app2/bench_278,,5,8.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,10,1.7
QF_BV/sage/app2/bench_282,,5,10.4,,49,13.7,,48,13.7,,- -,- -,,- -,- -,,13,2.5
QF_BV/sage/app2/bench_458,,92,2.6,,33,0.8,,33,0.8,,33,1.9,,33,1.9,,10,0.0
QF_BV/sage/app2/bench_642,,22,25.6,,443,38.8,,421,48.1,,444,65.7,,418,47.9,,9,1.5
QF_BV/sage/app2/bench_645,,7,4.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,46,1.1
QF_BV/sage/app2/bench_664,,19,24.4,,443,30.9,,419,34.3,,447,29.7,,425,29.7,,10,1.7
QF_BV/sage/app2/bench_719,,20,21.4,,450,28.7,,437,38.9,,450,50.1,,434,48.6,,7,0.6
QF_BV/sage/app2/bench_830,,26,17.4,,471,32.6,,455,30.6,,472,51.0,,461,49.9,,9,0.9
QF_BV/sage/app2/bench_863,,6,10.3,,438,42.3,,401,36.6,,445,76.4,,418,61.2,,8,3.2
QF_BV/sage/app2/bench_1196,,8,14.3,,421,54.9,,394,51.4,,418,56.5,,383,76.8,,7,2.4
QF_BV/sage/app2/bench_1387,,40,381.6,,709,250.8,,708,282.0,,709,326.2,,708,266.8,,6,2.1
QF_BV/sage/app5/bench_42,,5,6.0,,35,5.3,,35,5.3,,35,4.5,,35,4.5,,25,0.8
QF_BV/sage/app5/bench_349,,5,13.4,,198,46.9,,186,38.1,,201,44.0,,194,62.7,,24,4.2
QF_BV/sage/app5/bench_357,,5,15.1,,202,48.5,,195,63.1,,201,63.0,,194,78.9,,18,3.4
QF_BV/sage/app5/bench_575,,4,0.1,,65,2.1,,64,1.3,,65,2.8,,65,2.2,,16,0.1
QF_BV/sage/app5/bench_742,,3,0.3,,17,1.8,,17,1.8,,17,2.6,,17,1.5,,4,0.1
QF_BV/sage/app5/bench_794,,3,0.0,,33,0.3,,33,0.3,,33,0.8,,33,0.8,,10,0.0
QF_BV/sage/app5/bench_931,,5,0.6,,121,11.2,,99,11.8,,134,12.2,,108,8.0,,8,0.1
QF_BV/sage/app5/bench_959,,5,0.9,,110,10.9,,82,9.3,,107,11.7,,84,11.3,,22,0.3
QF_BV/sage/app5/bench_960,,5,0.1,,33,0.4,,33,0.4,,33,0.8,,33,0.8,,13,0.1
QF_BV/sage/app5/bench_1163,,12,2.0,,164,10.6,,116,16.9,,172,20.0,,116,20.0,,13,0.2
QF_BV/sage/app5/bench_1170,,7,1.8,,181,19.9,,150,20.6,,183,14.1,,147,22.7,,10,0.1
QF_BV/sage/app5/bench_1182,,6,12.6,,161,29.9,,157,20.3,,160,31.5,,157,30.9,,19,1.3
QF_BV/sage/app5/bench_1262,,4,0.3,,50,0.9,,42,1.5,,45,1.7,,39,1.3,,7,0.1
QF_BV/sage/app8/bench_23,,4,3.0,,16,7.9,,16,6.7,,15,8.0,,15,8.0,,9,1.3
QF_BV/sage/app8/bench_49,,5,1.8,,38,5.4,,33,5.6,,37,5.9,,33,3.7,,9,0.3
QF_BV/sage/app8/bench_400,,7,39.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,10,159.3
QF_BV/sage/app8/bench_443,,7,43.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,10,164.4
QF_BV/sage/app8/bench_498,,7,39.0,,- -,- -,,- -,- -,,- -,- -,,104,866.6,,12,190.6
QF_BV/sage/app8/bench_525,,5,0.3,,- -,- -,,35,0.5,,518,0.7,,36,0.6,,35,0.2
QF_BV/sage/app8/bench_828,,9,24.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,15,171.9
QF_BV/sage/app8/bench_1892,,5,1.3,,41,9.9,,36,11.3,,41,13.4,,36,13.4,,32,0.7
QF_BV/sage/app8/bench_2006,,7,1.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,14,0.3
QF_BV/sage/app8/bench_2310,,5,0.8,,- -,- -,,- -,- -,,345,1.6,,43,2.1,,10,0.1
QF_BV/sage/app8/bench_2647,,10,5.2,,- -,- -,,53,9.2,,- -,- -,,- -,- -,,14,0.8
QF_BV/sage/app8/bench_2880,,6,2.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,11,0.7
QF_BV/sage/app8/bench_3177,,14,8.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,46,2.3
QF_BV/sage/app8/bench_3314,,6,2.5,,844,4.0,,40,8.7,,622,7.0,,39,6.5,,8,0.4
QF_BV/sage/app8/bench_3368,,4,2.0,,17,2.3,,17,2.3,,17,1.9,,17,1.9,,30,1.6
QF_BV/sage/app8/bench_3424,,5,1.6,,52,3.9,,43,2.4,,51,3.8,,41,4.3,,15,0.7
QF_BV/sage/app8/bench_3448,,4,0.5,,41,1.2,,32,0.8,,44,1.4,,33,1.0,,6,0.2
QF_BV/sage/app8/bench_3677,,4,0.3,,- -,- -,,35,0.6,,518,0.7,,35,0.7,,9,0.1
QF_BV/sage/app8/bench_3814,,5,1.5,,33,3.9,,30,5.3,,32,5.5,,29,6.9,,10,0.3
