Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,8,0.1,,8,0.1,,8,0.1,,8,0.1,,3,0.0
QF_BV/bench_ab/a403test0043,,3,0.0,,13,0.1,,13,0.1,,13,0.1,,13,0.1,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a639test0017,,52,0.5,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,4,0.0
QF_BV/bench_ab/a651test0090,,27,0.3,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,5,0.0
QF_BV/bench_ab/a655test0003,,38,0.3,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a659test0071,,36,0.1,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,9,0.0
QF_BV/bench_ab/a668test0098,,3,0.0,,8,0.1,,7,0.1,,8,0.1,,8,0.0,,8,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,3.9,,77,85.1,,69,54.5,,71,98.2,,65,98.2,,12,1.1
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,5.8,,68,116.3,,61,104.2,,- -,- -,,- -,- -,,10,1.6
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,9.8,,28,120.8,,11,96.2,,28,174.3,,11,179.1,,- -,- -
QF_BV/bmc-bv/graycode,,3,4.0,,9,6.0,,8,6.0,,9,5.8,,8,5.8,,3,0.2
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.1,,1,0.1,,1,0.0
QF_BV/bmc-bv/magic,,3,10.3,,4,9.4,,4,9.4,,4,39.4,,4,39.4,,3,12.2
QF_BV/bmc-bv/queens,,4,10.8,,8,4.3,,8,4.3,,8,6.8,,8,6.8,,5,0.6
QF_BV/bmc-bv/sudoku,,1,45.0,,1,1.8,,1,1.8,,1,17.0,,1,17.0,,1,512.0
QF_BV/brummayerbiere2/smulov4bw0256,,5,1136.6,,11,694.7,,11,694.7,,9,388.8,,9,388.8,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,4,14.8,,62,20.3,,62,20.3,,62,20.0,,62,20.0,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0128,,5,94.4,,102,268.1,,50,268.1,,123,239.4,,123,239.4,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0032,,4,3.1,,30,2.0,,30,2.0,,30,2.0,,30,2.0,,7,0.7
QF_BV/gulwani-pldi08/fig1d.phx,,13,248.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/gulwani-pldi08/fig5.phx,,9,94.6,,559,1116.0,,176,1116.0,,253,925.0,,173,976.0,,17,367.5
QF_BV/gulwani-pldi08/fig6.phx,,12,37.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,242,91.5
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,69.5,,205,651.0,,129,915.4,,198,1081.1,,117,681.3,,37,203.8
QF_BV/RWS/Example_1.txt,,58,164.6,,664,1179.1,,160,1179.1,,604,2767.0,,156,3416.7,,231,40.9
QF_BV/RWS/Example_2.txt,,29,86.9,,88,863.3,,76,891.8,,89,880.1,,77,964.4,,64,8.2
QF_BV/RWS/Example_4.txt,,13,45.9,,49,285.1,,35,499.4,,58,541.0,,39,463.8,,57,4.5
QF_BV/RWS/Example_5.txt,,12,37.9,,40,410.5,,34,253.8,,38,290.0,,33,276.1,,25,4.2
QF_BV/RWS/Example_6.txt,,9,15.7,,20,128.5,,17,128.5,,26,384.4,,20,180.5,,34,2.6
QF_BV/RWS/Example_14.txt,,69,311.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,303,290.0
QF_BV/sage/app1/bench_1141,,5,11.1,,103,245.7,,90,212.2,,- -,- -,,92,278.1,,8,1.1
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,- -,- -
QF_BV/sage/app1/bench_1262,,5,10.1,,202,262.8,,152,251.0,,196,193.7,,149,295.9,,9,2.6
QF_BV/sage/app1/bench_1288,,5,6.5,,120,154.9,,73,119.9,,95,133.8,,67,139.2,,12,3.6
QF_BV/sage/app1/bench_1339,,5,6.5,,76,103.1,,53,109.5,,72,120.0,,52,70.9,,9,1.4
QF_BV/sage/app1/bench_1346,,5,6.3,,85,42.1,,77,59.2,,82,60.7,,75,76.2,,11,2.1
QF_BV/sage/app1/bench_1710,,4,0.1,,26,0.4,,25,0.3,,26,0.2,,25,0.4,,6,0.0
QF_BV/sage/app1/bench_1738,,5,0.1,,33,0.3,,33,0.3,,33,0.4,,33,0.4,,6,0.0
QF_BV/sage/app1/bench_1742,,4,0.1,,21,0.3,,17,0.2,,21,0.3,,16,0.4,,7,0.1
QF_BV/sage/app1/bench_1768,,3,0.1,,20,0.3,,17,0.3,,20,0.5,,15,0.3,,6,0.0
QF_BV/sage/app12/bench_228,,4,0.1,,65,1.9,,65,1.9,,65,1.7,,65,1.7,,10,0.0
QF_BV/sage/app12/bench_363,,3,0.2,,10,0.2,,10,0.2,,10,1.6,,10,1.6,,3,0.1
QF_BV/sage/app12/bench_446,,3,0.1,,65,1.2,,65,1.2,,65,2.8,,65,2.8,,7,0.1
QF_BV/sage/app12/bench_451,,4,0.0,,32,0.5,,32,0.5,,32,0.5,,32,0.5,,9,0.0
QF_BV/sage/app12/bench_953,,3,0.0,,10,0.1,,10,0.1,,10,0.3,,10,0.3,,9,0.1
QF_BV/sage/app12/bench_1051,,10,22.4,,254,664.4,,82,666.1,,120,708.4,,69,708.4,,21,6.8
QF_BV/sage/app12/bench_1183,,17,82.5,,269,615.3,,121,779.2,,225,883.7,,93,973.9,,80,36.4
QF_BV/sage/app12/bench_1353,,32,18.8,,334,17.3,,334,17.3,,334,17.7,,334,17.7,,- -,- -
QF_BV/sage/app12/bench_2353,,71,355.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app12/bench_2428,,75,31.6,,539,48.2,,539,48.2,,539,48.5,,539,48.5,,- -,- -
QF_BV/sage/app12/bench_2451,,95,34.6,,465,35.1,,465,35.1,,465,21.5,,465,21.5,,- -,- -
QF_BV/sage/app12/bench_3681,,4,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,7,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,16,0.1,,16,0.1,,16,0.2,,16,0.2,,7,0.0
QF_BV/sage/app12/bench_3921,,88,1.3,,15,0.2,,15,0.2,,15,0.4,,15,0.4,,45,0.1
QF_BV/sage/app12/bench_3957,,854,16.8,,19,0.2,,18,0.3,,722,0.3,,18,0.3,,42,0.0
QF_BV/sage/app12/bench_4059,,128,0.6,,452,0.3,,18,0.2,,295,0.2,,18,0.2,,42,0.0
QF_BV/sage/app12/bench_4177,,3,0.1,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,13,0.0
QF_BV/sage/app12/bench_4845,,3,0.0,,11,0.1,,11,0.1,,11,0.2,,11,0.2,,6,0.0
QF_BV/sage/app12/bench_5599,,2,0.1,,32,1.7,,32,1.7,,32,3.8,,32,3.8,,6,0.1
QF_BV/sage/app2/bench_48,,41,18.6,,489,46.2,,489,46.2,,489,44.6,,489,44.6,,7,0.1
QF_BV/sage/app2/bench_225,,9,14.7,,425,58.0,,397,58.0,,422,74.6,,394,53.6,,8,3.4
QF_BV/sage/app2/bench_278,,5,10.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,15,3.2
QF_BV/sage/app2/bench_282,,5,8.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,18,2.4
QF_BV/sage/app2/bench_458,,125,4.4,,33,0.8,,33,0.8,,33,1.0,,33,1.0,,6,0.0
QF_BV/sage/app2/bench_642,,23,25.0,,443,30.6,,420,38.8,,441,50.2,,412,48.7,,9,1.6
QF_BV/sage/app2/bench_645,,7,4.1,,- -,- -,,48,10.9,,- -,- -,,50,10.7,,48,1.9
QF_BV/sage/app2/bench_664,,19,22.7,,444,48.3,,425,30.9,,446,47.9,,425,56.9,,8,1.0
QF_BV/sage/app2/bench_719,,23,26.8,,445,28.5,,427,46.0,,448,46.7,,432,49.1,,8,0.8
QF_BV/sage/app2/bench_830,,23,24.9,,470,30.8,,455,52.2,,474,64.1,,462,49.4,,8,0.8
QF_BV/sage/app2/bench_863,,6,11.4,,441,36.6,,406,42.3,,443,61.2,,415,62.6,,8,4.5
QF_BV/sage/app2/bench_1196,,8,11.3,,420,51.4,,387,34.4,,419,58.7,,386,52.3,,9,3.2
QF_BV/sage/app2/bench_1387,,35,334.9,,709,185.5,,707,302.7,,709,304.2,,707,263.6,,6,1.9
QF_BV/sage/app5/bench_42,,5,6.6,,35,5.5,,35,5.5,,35,6.5,,35,6.5,,24,0.7
QF_BV/sage/app5/bench_349,,5,15.9,,212,38.1,,198,63.6,,209,62.2,,199,62.1,,23,3.2
QF_BV/sage/app5/bench_357,,5,13.1,,197,38.8,,191,65.7,,198,78.9,,191,62.5,,23,3.9
QF_BV/sage/app5/bench_575,,5,0.2,,65,1.9,,65,2.1,,64,2.4,,61,2.0,,17,0.1
QF_BV/sage/app5/bench_742,,4,0.4,,17,1.5,,17,1.5,,17,1.5,,17,3.1,,4,0.1
QF_BV/sage/app5/bench_794,,3,0.0,,33,0.4,,33,0.4,,33,0.8,,33,0.8,,7,0.0
QF_BV/sage/app5/bench_931,,5,0.6,,121,11.7,,98,11.4,,122,7.3,,99,11.8,,9,0.2
QF_BV/sage/app5/bench_959,,6,1.1,,113,11.6,,85,7.3,,109,11.2,,86,11.4,,7,0.1
QF_BV/sage/app5/bench_960,,5,0.1,,33,0.4,,33,0.4,,33,0.4,,33,0.4,,12,0.0
QF_BV/sage/app5/bench_1163,,13,2.9,,169,16.9,,120,10.5,,173,19.3,,117,16.8,,11,0.1
QF_BV/sage/app5/bench_1170,,8,1.9,,183,13.8,,154,13.1,,194,12.0,,163,20.1,,12,0.1
QF_BV/sage/app5/bench_1182,,5,9.9,,162,30.8,,158,18.5,,161,29.4,,158,31.5,,15,0.7
QF_BV/sage/app5/bench_1262,,5,0.6,,48,1.5,,42,1.4,,48,1.4,,41,1.7,,6,0.1
QF_BV/sage/app8/bench_23,,5,4.1,,16,8.1,,16,5.6,,15,8.8,,15,8.8,,12,2.2
QF_BV/sage/app8/bench_49,,5,1.9,,37,5.1,,33,5.1,,41,5.9,,34,5.9,,5,0.2
QF_BV/sage/app8/bench_400,,7,45.0,,- -,- -,,- -,- -,,- -,- -,,127,512.5,,9,89.9
QF_BV/sage/app8/bench_443,,7,32.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,11,171.6
QF_BV/sage/app8/bench_498,,7,47.0,,- -,- -,,144,484.1,,- -,- -,,- -,- -,,12,171.4
QF_BV/sage/app8/bench_525,,8,0.6,,- -,- -,,35,0.7,,- -,- -,,- -,- -,,34,0.2
QF_BV/sage/app8/bench_828,,9,31.6,,- -,- -,,- -,- -,,- -,- -,,131,637.3,,13,159.4
QF_BV/sage/app8/bench_1892,,5,1.4,,39,11.3,,35,4.6,,38,15.3,,34,14.6,,6,0.1
QF_BV/sage/app8/bench_2006,,6,1.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,14,0.3
QF_BV/sage/app8/bench_2310,,5,0.7,,- -,- -,,- -,- -,,40,1.8,,37,1.8,,9,0.1
QF_BV/sage/app8/bench_2647,,13,3.8,,659,9.1,,47,9.4,,- -,- -,,- -,- -,,17,0.9
QF_BV/sage/app8/bench_2880,,6,2.0,,- -,- -,,55,6.1,,- -,- -,,- -,- -,,13,0.8
QF_BV/sage/app8/bench_3177,,8,5.1,,- -,- -,,- -,- -,,- -,- -,,46,32.0,,43,3.3
QF_BV/sage/app8/bench_3314,,6,2.4,,- -,- -,,43,6.0,,- -,- -,,41,5.5,,15,0.6
