Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,8,0.1,,8,0.1,,8,0.1,,8,0.1,,4,0.0
QF_BV/bench_ab/a403test0043,,4,0.0,,13,0.1,,13,0.1,,13,0.1,,13,0.1,,5,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.0,,1,0.1,,1,0.1,,1,0.0
QF_BV/bench_ab/a639test0017,,34,0.4,,17,0.1,,17,0.1,,17,0.1,,17,0.1,,8,0.0
QF_BV/bench_ab/a651test0090,,11,0.2,,9,0.1,,9,0.1,,9,0.1,,9,0.1,,4,0.0
QF_BV/bench_ab/a655test0003,,21,0.1,,9,0.0,,9,0.0,,9,0.1,,9,0.1,,6,0.0
QF_BV/bench_ab/a659test0071,,19,0.1,,9,0.1,,9,0.0,,9,0.1,,9,0.1,,11,0.0
QF_BV/bench_ab/a668test0098,,3,0.0,,8,0.1,,7,0.1,,8,0.0,,7,0.1,,6,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,5,6.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,17,2.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,3.6,,66,102.3,,58,165.2,,- -,- -,,69,111.5,,10,1.7
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,6,13.2,,26,158.5,,10,51.3,,9,79.4,,9,77.4,,- -,- -
QF_BV/bmc-bv/graycode,,3,4.9,,9,3.4,,8,3.4,,9,5.8,,8,5.8,,4,0.3
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.0,,1,0.1,,1,0.1,,1,0.0
QF_BV/bmc-bv/magic,,3,9.1,,3,11.9,,3,11.9,,4,50.7,,4,50.7,,3,10.0
QF_BV/bmc-bv/queens,,4,11.9,,8,4.3,,8,4.3,,8,10.0,,8,10.0,,7,1.1
QF_BV/bmc-bv/sudoku,,1,59.2,,1,1.1,,1,1.1,,1,8.6,,1,8.6,,1,688.4
QF_BV/brummayerbiere2/smulov4bw0256,,5,1281.6,,10,533.9,,9,674.8,,9,327.4,,9,327.4,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0064,,5,17.6,,62,22.6,,62,22.6,,62,18.9,,62,18.9,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0128,,5,102.1,,121,212.1,,82,212.1,,123,311.4,,123,311.4,,- -,- -
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.5,,30,1.2,,30,1.2,,30,2.1,,30,2.1,,9,1.4
QF_BV/gulwani-pldi08/fig1d.phx,,15,306.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/gulwani-pldi08/fig5.phx,,9,93.3,,- -,- -,,- -,- -,,220,787.1,,92,787.1,,18,297.2
QF_BV/gulwani-pldi08/fig6.phx,,15,44.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,245,70.6
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,67.8,,212,1025.0,,132,1025.0,,206,984.5,,118,682.8,,40,156.9
QF_BV/RWS/Example_1.txt,,58,161.5,,439,1196.6,,149,1196.5,,554,3116.3,,150,3092.7,,235,32.2
QF_BV/RWS/Example_2.txt,,29,76.3,,101,885.5,,84,933.5,,86,909.9,,75,900.5,,63,4.6
QF_BV/RWS/Example_4.txt,,13,33.3,,59,346.9,,39,351.2,,77,823.1,,47,900.1,,56,4.5
QF_BV/RWS/Example_5.txt,,12,43.8,,28,170.3,,25,170.3,,28,237.1,,25,237.1,,31,3.2
QF_BV/RWS/Example_6.txt,,9,15.8,,27,114.3,,21,255.9,,26,389.8,,20,1179.2,,17,1.2
QF_BV/RWS/Example_14.txt,,66,251.5,,- -,- -,,- -,- -,,469,3311.5,,172,3165.7,,301,292.3
QF_BV/sage/app1/bench_1141,,5,8.5,,95,284.6,,85,170.1,,100,195.9,,90,279.4,,9,1.6
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,- -,- -
QF_BV/sage/app1/bench_1262,,6,9.5,,196,251.0,,149,259.3,,213,249.7,,162,223.5,,8,2.4
QF_BV/sage/app1/bench_1288,,5,11.8,,113,175.5,,73,177.6,,103,111.1,,72,111.1,,13,4.2
QF_BV/sage/app1/bench_1339,,5,4.3,,77,63.8,,53,64.8,,69,100.9,,50,77.5,,14,3.0
QF_BV/sage/app1/bench_1346,,5,6.3,,82,41.4,,75,67.8,,83,90.0,,76,70.6,,12,2.1
QF_BV/sage/app1/bench_1710,,5,0.1,,26,0.2,,25,0.3,,26,0.3,,24,0.2,,5,0.0
QF_BV/sage/app1/bench_1738,,8,0.1,,33,0.4,,33,0.4,,33,0.8,,33,0.8,,9,0.0
QF_BV/sage/app1/bench_1742,,3,0.1,,21,0.3,,17,0.3,,21,0.3,,19,0.4,,8,0.0
QF_BV/sage/app1/bench_1768,,3,0.1,,20,0.2,,15,0.3,,20,0.2,,15,0.2,,9,0.1
QF_BV/sage/app12/bench_228,,4,0.1,,65,2.0,,65,2.0,,65,2.8,,65,2.8,,6,0.0
QF_BV/sage/app12/bench_363,,3,0.3,,10,0.3,,10,0.3,,10,0.3,,10,0.3,,6,0.1
QF_BV/sage/app12/bench_446,,3,0.1,,65,1.2,,65,1.2,,65,3.5,,65,3.5,,8,0.1
QF_BV/sage/app12/bench_451,,4,1.2,,32,0.6,,32,0.6,,32,0.8,,32,0.8,,10,0.0
QF_BV/sage/app12/bench_953,,3,0.1,,10,0.1,,10,0.1,,10,0.3,,9,0.2,,5,0.0
QF_BV/sage/app12/bench_1051,,10,31.5,,231,641.5,,69,676.5,,212,660.2,,77,538.3,,23,7.7
QF_BV/sage/app12/bench_1183,,16,70.0,,299,659.8,,142,591.4,,233,707.6,,105,707.6,,63,29.4
QF_BV/sage/app12/bench_1353,,26,16.2,,334,20.1,,334,20.1,,334,18.4,,334,18.4,,- -,- -
QF_BV/sage/app12/bench_2353,,71,374.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app12/bench_2428,,42,26.0,,539,44.6,,539,44.6,,539,48.4,,539,48.4,,- -,- -
QF_BV/sage/app12/bench_2451,,95,26.8,,465,32.4,,465,32.4,,465,21.1,,465,21.1,,- -,- -
QF_BV/sage/app12/bench_3681,,3,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,10,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,16,0.1,,16,0.1,,16,0.2,,16,0.2,,6,0.0
QF_BV/sage/app12/bench_3921,,239,5.8,,15,0.2,,15,0.2,,15,0.4,,15,0.4,,42,0.1
QF_BV/sage/app12/bench_3957,,425,7.6,,31,0.2,,18,0.3,,19,0.2,,18,0.1,,38,0.0
QF_BV/sage/app12/bench_4059,,342,5.2,,303,0.3,,18,0.2,,303,0.2,,18,0.2,,39,0.0
QF_BV/sage/app12/bench_4177,,2,0.0,,17,0.1,,17,0.1,,17,0.2,,17,0.2,,12,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,11,0.1,,11,0.1,,11,0.1,,11,0.1,,8,0.0
QF_BV/sage/app12/bench_5599,,2,0.1,,32,1.7,,32,1.7,,32,8.9,,32,8.9,,7,0.1
QF_BV/sage/app2/bench_48,,42,11.5,,489,25.9,,489,25.9,,489,45.1,,489,45.1,,7,0.1
QF_BV/sage/app2/bench_225,,8,12.3,,422,47.8,,395,39.5,,424,52.3,,399,53.1,,7,3.0
QF_BV/sage/app2/bench_278,,4,9.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,11,2.5
QF_BV/sage/app2/bench_282,,4,7.5,,602,26.3,,51,22.0,,- -,- -,,- -,- -,,17,3.1
QF_BV/sage/app2/bench_458,,111,3.4,,33,0.5,,33,0.5,,33,0.8,,33,1.5,,5,0.0
QF_BV/sage/app2/bench_642,,22,28.1,,447,48.6,,426,30.0,,445,47.7,,427,47.7,,8,0.8
QF_BV/sage/app2/bench_645,,8,4.9,,50,5.7,,45,7.3,,51,10.0,,43,10.5,,52,2.2
QF_BV/sage/app2/bench_664,,24,31.4,,446,29.9,,430,32.9,,441,50.5,,415,51.1,,9,1.6
QF_BV/sage/app2/bench_719,,21,24.4,,449,38.9,,431,28.7,,447,47.6,,431,46.2,,8,0.7
QF_BV/sage/app2/bench_830,,25,26.5,,469,30.2,,453,30.4,,469,52.1,,455,52.1,,7,0.7
QF_BV/sage/app2/bench_863,,6,9.5,,439,57.5,,401,42.2,,439,58.6,,406,57.6,,9,3.6
QF_BV/sage/app2/bench_1196,,7,11.8,,416,34.6,,382,34.7,,416,57.3,,378,60.1,,10,4.9
QF_BV/sage/app2/bench_1387,,41,420.6,,709,181.8,,708,181.8,,710,310.4,,708,326.2,,6,1.9
QF_BV/sage/app5/bench_42,,6,9.1,,35,5.3,,35,5.3,,35,6.5,,35,6.5,,31,0.6
QF_BV/sage/app5/bench_349,,5,12.4,,204,47.2,,196,57.3,,201,62.4,,190,53.5,,20,3.2
QF_BV/sage/app5/bench_357,,5,11.7,,197,64.8,,191,38.8,,196,46.9,,188,46.9,,19,2.2
QF_BV/sage/app5/bench_575,,4,0.1,,66,2.2,,65,2.1,,68,2.0,,65,2.8,,7,0.1
QF_BV/sage/app5/bench_742,,3,0.2,,17,1.6,,17,1.6,,16,1.6,,16,1.6,,3,0.1
QF_BV/sage/app5/bench_794,,2,0.0,,33,0.2,,33,0.2,,33,0.8,,33,0.8,,8,0.0
QF_BV/sage/app5/bench_931,,5,0.6,,124,11.9,,103,10.8,,131,11.8,,106,11.8,,8,0.1
QF_BV/sage/app5/bench_959,,5,0.9,,110,9.3,,82,11.6,,98,11.0,,75,11.9,,8,0.1
QF_BV/sage/app5/bench_960,,3,0.1,,33,0.4,,33,0.4,,33,0.8,,33,0.8,,12,0.1
