Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,11,123.4,,11,177.0,,13,121.0,,12,77.1
QF_BV/RWS/Example_8.txt,,7,42.5,,8,34.2,,8,32.2,,8,24.3
QF_BV/RWS/Example_9.txt,,9,556.9,,9,231.0,,10,325.8,,9,317.0
QF_BV/RWS/Example_10.txt,,13,682.1,,13,265.2,,15,321.4,,13,225.6
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,8,1766.3,,8,935.2,,8,3079.2,,8,1207.1
QF_BV/RWS/Example_13.txt,,10,407.9,,10,137.8,,10,147.0,,10,117.9
QF_BV/RWS/Example_16.txt,,18,341.2,,19,183.6,,24,314.0,,19,228.1
QF_BV/RWS/Example_17.txt,,8,218.6,,9,152.4,,9,214.8,,9,377.0
QF_BV/sage/app1/bench_4,,3,206.0,,3,167.6,,3,183.3,,3,115.2
QF_BV/sage/app1/bench_29,,3,124.5,,3,59.5,,4,58.1,,4,44.7
QF_BV/sage/app1/bench_32,,3,77.1,,3,35.4,,3,56.8,,4,48.0
QF_BV/sage/app1/bench_37,,3,208.6,,3,126.8,,3,216.0,,3,79.1
QF_BV/sage/app1/bench_47,,3,84.8,,4,58.0,,3,41.5,,4,36.1
QF_BV/sage/app1/bench_52,,3,69.0,,4,59.9,,3,48.8,,4,67.8
QF_BV/sage/app1/bench_53,,3,71.8,,3,44.1,,3,83.6,,4,36.5
QF_BV/sage/app1/bench_54,,3,74.1,,4,57.2,,3,51.2,,4,43.9
QF_BV/sage/app1/bench_55,,3,70.3,,3,100.3,,3,53.3,,4,42.6
QF_BV/sage/app1/bench_60,,3,57.4,,3,48.3,,4,119.7,,4,43.6
QF_BV/sage/app1/bench_61,,3,99.8,,4,64.7,,3,31.4,,4,43.4
QF_BV/sage/app1/bench_62,,3,64.6,,3,61.9,,3,45.0,,4,39.8
QF_BV/sage/app1/bench_63,,3,72.0,,4,44.5,,4,60.7,,4,38.0
QF_BV/sage/app1/bench_66,,3,64.0,,4,51.6,,4,57.0,,4,38.2
QF_BV/sage/app1/bench_69,,3,113.0,,4,60.2,,3,50.5,,4,36.6
QF_BV/sage/app1/bench_99,,3,63.8,,4,77.2,,3,79.5,,4,34.4
QF_BV/sage/app1/bench_134,,3,59.0,,4,47.2,,4,93.3,,4,37.7
QF_BV/sage/app1/bench_169,,3,62.8,,4,33.0,,3,106.9,,4,34.1
QF_BV/sage/app1/bench_174,,3,53.6,,4,35.0,,4,45.7,,4,32.0
QF_BV/sage/app1/bench_175,,3,67.9,,3,45.3,,3,72.7,,4,22.1
QF_BV/sage/app1/bench_176,,3,85.6,,4,89.8,,3,39.3,,4,33.5
QF_BV/sage/app1/bench_177,,4,89.8,,4,108.0,,4,53.5,,4,39.2
QF_BV/sage/app1/bench_181,,3,307.9,,3,314.5,,3,215.0,,3,103.0
QF_BV/sage/app1/bench_182,,3,57.3,,4,43.6,,4,45.1,,4,32.9
QF_BV/sage/app1/bench_183,,3,113.1,,4,47.9,,3,50.6,,4,37.1
QF_BV/sage/app1/bench_184,,3,62.0,,4,43.4,,3,43.6,,4,37.1
QF_BV/sage/app1/bench_185,,3,55.5,,4,51.2,,4,47.6,,4,36.5
QF_BV/sage/app1/bench_188,,3,63.8,,4,54.7,,4,49.9,,4,35.8
QF_BV/sage/app1/bench_191,,3,64.9,,4,49.6,,4,47.6,,4,19.7
QF_BV/sage/app1/bench_201,,3,68.9,,4,56.9,,4,42.6,,4,37.0
QF_BV/sage/app1/bench_268,,3,65.7,,4,40.3,,3,26.8,,4,33.5
QF_BV/sage/app1/bench_310,,3,66.1,,4,129.2,,4,64.2,,4,38.2
QF_BV/sage/app1/bench_313,,4,95.0,,4,67.0,,3,71.2,,4,45.2
QF_BV/sage/app1/bench_329,,4,170.8,,4,58.0,,4,67.4,,4,35.7
QF_BV/sage/app1/bench_333,,4,91.2,,4,56.7,,4,55.3,,4,32.6
QF_BV/sage/app1/bench_334,,4,82.4,,4,55.7,,4,117.0,,4,40.2
QF_BV/sage/app1/bench_335,,4,88.7,,4,81.2,,3,35.0,,4,42.1
QF_BV/sage/app1/bench_338,,4,55.1,,4,39.6,,4,96.7,,4,35.2
QF_BV/sage/app1/bench_342,,4,176.6,,4,59.0,,4,46.5,,4,36.8
QF_BV/sage/app1/bench_343,,4,86.2,,4,56.2,,4,57.8,,4,36.5
QF_BV/sage/app1/bench_344,,4,82.2,,4,36.6,,3,75.7,,4,36.6
QF_BV/sage/app1/bench_345,,4,86.5,,4,56.0,,3,28.8,,4,34.6
QF_BV/sage/app1/bench_349,,4,175.5,,4,62.1,,4,59.0,,4,38.0
QF_BV/sage/app1/bench_352,,4,72.4,,4,55.9,,4,80.0,,4,34.9
QF_BV/sage/app1/bench_356,,4,61.2,,4,47.5,,4,52.1,,4,28.5
QF_BV/sage/app1/bench_372,,4,81.5,,4,37.8,,4,63.7,,4,40.4
QF_BV/sage/app1/bench_407,,3,61.8,,4,85.7,,4,104.1,,4,30.1
QF_BV/sage/app1/bench_411,,4,78.0,,4,51.2,,4,57.5,,4,32.8
