Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,11,233.5,,11,71.5,,12,218.8,,12,70.1
QF_BV/RWS/Example_8.txt,,7,43.8,,8,82.9,,7,18.1,,8,34.7
QF_BV/RWS/Example_9.txt,,9,442.2,,9,329.2,,10,303.2,,9,319.1
QF_BV/RWS/Example_10.txt,,13,419.6,,13,611.5,,13,652.1,,14,240.2
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,8,3122.7,,8,2272.3,,8,2181.6,,8,1240.5
QF_BV/RWS/Example_13.txt,,10,197.8,,10,143.8,,10,165.7,,10,122.3
QF_BV/RWS/Example_16.txt,,18,451.9,,19,263.6,,25,370.9,,19,224.9
QF_BV/RWS/Example_17.txt,,8,190.5,,9,174.9,,9,203.2,,9,139.3
QF_BV/sage/app1/bench_4,,3,372.8,,3,161.2,,3,192.6,,3,87.9
QF_BV/sage/app1/bench_29,,3,88.7,,3,57.5,,4,53.5,,4,46.9
QF_BV/sage/app1/bench_32,,3,84.5,,3,54.9,,3,64.0,,4,44.7
QF_BV/sage/app1/bench_37,,3,256.0,,3,147.8,,3,165.6,,3,102.8
QF_BV/sage/app1/bench_47,,3,75.3,,4,90.8,,3,51.4,,4,46.3
QF_BV/sage/app1/bench_52,,3,77.8,,4,60.3,,3,28.4,,4,25.9
QF_BV/sage/app1/bench_53,,3,75.8,,3,40.1,,4,59.6,,3,29.7
QF_BV/sage/app1/bench_54,,3,72.9,,4,43.3,,4,123.4,,4,24.8
QF_BV/sage/app1/bench_55,,3,164.5,,3,57.6,,3,100.3,,4,25.1
QF_BV/sage/app1/bench_60,,3,62.0,,3,36.9,,3,54.4,,4,36.3
QF_BV/sage/app1/bench_61,,3,72.0,,4,44.5,,3,52.4,,4,42.1
QF_BV/sage/app1/bench_62,,3,47.5,,3,50.5,,3,50.5,,4,90.1
QF_BV/sage/app1/bench_63,,3,74.7,,4,48.9,,4,113.8,,4,37.8
QF_BV/sage/app1/bench_66,,3,41.1,,4,105.7,,3,28.4,,4,40.0
QF_BV/sage/app1/bench_69,,3,65.9,,4,61.5,,3,42.6,,4,36.4
QF_BV/sage/app1/bench_99,,3,67.4,,4,58.5,,3,26.8,,4,51.1
QF_BV/sage/app1/bench_134,,3,62.9,,4,104.3,,4,64.1,,4,44.2
QF_BV/sage/app1/bench_169,,3,60.3,,4,52.6,,4,57.0,,4,36.8
QF_BV/sage/app1/bench_174,,3,59.8,,4,113.5,,3,44.5,,4,36.4
