Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,11,108.8,,11,100.7,,12,93.7,,12,49.9
QF_BV/RWS/Example_8.txt,,7,84.0,,8,51.4,,7,29.8,,8,31.6
QF_BV/RWS/Example_9.txt,,9,970.8,,9,348.3,,10,358.4,,9,296.6
QF_BV/RWS/Example_10.txt,,13,308.6,,13,295.9,,15,364.0,,13,301.9
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,8,1200.9,,8,1288.5,,8,1638.4,,9,1118.5
QF_BV/RWS/Example_13.txt,,10,393.1,,10,72.0,,11,109.2,,10,116.8
QF_BV/RWS/Example_16.txt,,18,327.1,,19,205.2,,22,521.1,,19,223.9
QF_BV/RWS/Example_17.txt,,8,223.4,,9,309.6,,9,207.6,,9,177.4
QF_BV/sage/app1/bench_4,,3,216.4,,3,266.9,,3,170.2,,3,106.8
QF_BV/sage/app1/bench_29,,3,95.6,,3,95.5,,3,63.5,,4,101.4
QF_BV/sage/app1/bench_32,,3,83.1,,3,35.9,,3,58.0,,4,44.5
QF_BV/sage/app1/bench_37,,3,222.8,,3,128.8,,3,181.2,,3,98.0
QF_BV/sage/app1/bench_47,,3,70.9,,4,58.3,,3,71.3,,4,40.5
QF_BV/sage/app1/bench_52,,3,65.5,,4,58.6,,3,56.0,,4,37.6
QF_BV/sage/app1/bench_53,,3,76.2,,3,48.9,,3,30.4,,3,31.6
QF_BV/sage/app1/bench_54,,3,67.0,,4,62.0,,3,49.5,,4,40.7
QF_BV/sage/app1/bench_55,,3,60.5,,3,57.8,,4,73.1,,4,47.1
QF_BV/sage/app1/bench_60,,3,66.1,,3,51.9,,4,72.5,,4,38.3
QF_BV/sage/app1/bench_61,,3,62.5,,4,56.1,,3,54.0,,4,37.9
QF_BV/sage/app1/bench_62,,3,66.9,,3,30.3,,3,101.8,,4,38.7
QF_BV/sage/app1/bench_63,,3,71.5,,4,63.6,,4,66.7,,4,42.5
QF_BV/sage/app1/bench_66,,3,80.3,,4,55.8,,4,52.0,,4,43.0
QF_BV/sage/app1/bench_69,,3,63.4,,4,59.6,,3,42.2,,4,34.8
QF_BV/sage/app1/bench_99,,3,62.4,,4,57.9,,4,58.2,,4,32.6
QF_BV/sage/app1/bench_134,,3,70.9,,4,60.7,,4,64.2,,4,39.9
QF_BV/sage/app1/bench_169,,3,65.4,,4,55.6,,4,56.5,,4,30.3
QF_BV/sage/app1/bench_174,,3,66.1,,4,44.8,,4,81.7,,4,34.5
QF_BV/sage/app1/bench_175,,3,61.3,,3,28.6,,4,59.2,,4,38.5
QF_BV/sage/app1/bench_176,,3,61.0,,4,29.8,,4,45.1,,4,33.5
QF_BV/sage/app1/bench_177,,3,63.9,,4,52.5,,4,127.7,,4,41.3
QF_BV/sage/app1/bench_181,,3,248.7,,3,148.6,,3,182.5,,3,99.1
QF_BV/sage/app1/bench_182,,3,71.2,,4,53.0,,4,41.4,,4,34.9
QF_BV/sage/app1/bench_183,,3,101.3,,4,55.2,,3,41.1,,4,36.6
QF_BV/sage/app1/bench_184,,3,65.8,,4,56.0,,4,54.4,,4,33.8
QF_BV/sage/app1/bench_185,,3,63.0,,4,55.3,,3,105.6,,4,38.0
QF_BV/sage/app1/bench_188,,3,62.2,,4,84.5,,4,71.8,,4,33.4
QF_BV/sage/app1/bench_191,,3,54.3,,4,75.5,,4,47.8,,4,31.5
QF_BV/sage/app1/bench_201,,3,61.2,,4,53.0,,3,39.9,,4,39.1
QF_BV/sage/app1/bench_268,,3,108.8,,4,52.5,,4,53.5,,4,31.9
QF_BV/sage/app1/bench_310,,4,110.5,,4,49.9,,4,56.7,,4,27.2
QF_BV/sage/app1/bench_313,,4,93.4,,4,109.1,,3,74.9,,4,46.0
QF_BV/sage/app1/bench_329,,4,83.3,,4,117.8,,4,124.4,,4,39.3
QF_BV/sage/app1/bench_333,,4,86.2,,4,54.0,,4,34.0,,4,34.0
QF_BV/sage/app1/bench_334,,3,69.2,,4,40.0,,4,58.9,,4,36.2
QF_BV/sage/app1/bench_335,,4,69.4,,4,60.6,,4,56.5,,4,37.6
QF_BV/sage/app1/bench_338,,4,183.0,,4,63.6,,4,85.4,,4,38.8
QF_BV/sage/app1/bench_342,,4,79.8,,4,82.3,,4,38.6,,4,35.9
QF_BV/sage/app1/bench_343,,3,65.0,,4,35.4,,4,49.3,,4,35.9
QF_BV/sage/app1/bench_344,,4,120.0,,4,57.8,,4,59.8,,4,45.2
