Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a403test0043,,5,0.0,,3,0.0,,3,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,292,1.9,,71,0.3,,31,0.4,,9,0.1
QF_BV/bench_ab/a651test0090,,239,1.1,,40,0.1,,16,0.2,,16,0.1
QF_BV/bench_ab/a655test0003,,32,0.1,,78,0.4,,35,0.2,,4,0.0
QF_BV/bench_ab/a659test0071,,249,0.6,,163,0.4,,22,0.2,,9,0.1
QF_BV/bench_ab/a668test0098,,3,0.0,,2,0.0,,2,1.3,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,4.2,,3,6.2,,3,2.9,,3,5.1
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,4.4,,3,5.3,,3,4.2,,3,7.4
QF_BV/bmc-bv/ex19,,8,50.8,,4,36.7,,4,55.2,,4,198.7
QF_BV/bmc-bv/fermat,,5,0.6,,4,2.0,,4,9.5,,4,24.1
QF_BV/bmc-bv/graycode,,1,0.5,,1,2.3,,1,1.5,,1,3.0
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,1,2.1,,1,3.1,,1,6.1,,1,8.8
QF_BV/bmc-bv/queens,,1,1.3,,1,1.6,,1,2.5,,1,6.8
QF_BV/bmc-bv/sudoku,,1,19.2,,1,26.6,,1,33.5,,1,55.7
QF_BV/brummayerbiere2/smulov4bw0256,,2,243.3,,2,1035.0,,3,901.6,,3,724.1
QF_BV/brummayerbiere2/smulov4bw0064,,3,1.4,,3,2.1,,3,8.4,,3,32.8
QF_BV/brummayerbiere2/smulov4bw0128,,3,18.0,,3,32.4,,3,75.6,,3,94.1
QF_BV/brummayerbiere2/smulov4bw0032,,3,0.2,,3,2.5,,3,1.9,,3,3.6
QF_BV/gulwani-pldi08/fig1d.phx,,6,71.8,,5,90.9,,5,114.0,,5,174.4
QF_BV/gulwani-pldi08/fig5.phx,,5,27.6,,5,62.7,,5,60.3,,5,80.7
QF_BV/gulwani-pldi08/fig6.phx,,6,3.0,,6,7.4,,6,17.1,,6,29.8
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,4,18.3,,4,31.1,,4,40.3,,4,53.8
QF_BV/RWS/Example_1.txt,,10,14.5,,9,18.6,,8,24.0,,9,40.0
QF_BV/RWS/Example_2.txt,,8,16.0,,8,12.3,,8,27.3,,8,27.1
QF_BV/RWS/Example_4.txt,,7,11.5,,6,12.2,,6,20.8,,6,35.9
QF_BV/RWS/Example_5.txt,,5,10.3,,5,9.9,,5,20.0,,5,26.3
QF_BV/RWS/Example_6.txt,,5,5.3,,5,6.2,,5,10.3,,5,20.3
QF_BV/RWS/Example_14.txt,,10,14.3,,10,22.6,,9,46.2,,9,66.4
QF_BV/sage/app1/bench_1141,,3,3.0,,3,2.7,,3,7.2,,3,10.6
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,3,1.3,,3,2.7,,3,4.9,,3,11.1
QF_BV/sage/app1/bench_1288,,3,1.5,,3,1.9,,3,6.0,,3,7.3
QF_BV/sage/app1/bench_1339,,2,0.7,,2,1.1,,2,2.1,,2,5.1
QF_BV/sage/app1/bench_1346,,3,1.1,,2,1.3,,3,2.8,,2,4.0
QF_BV/sage/app1/bench_1710,,15,0.1,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1738,,167,1.0,,2,0.0,,4,0.0,,4,0.1
QF_BV/sage/app1/bench_1742,,4,0.0,,3,0.1,,2,0.1,,2,0.1
QF_BV/sage/app1/bench_1768,,4,0.0,,2,0.0,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_228,,309,1.9,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/sage/app12/bench_446,,2,0.0,,2,0.0,,2,0.1,,2,0.2
QF_BV/sage/app12/bench_451,,48,0.1,,2,0.0,,3,1.2,,3,0.1
QF_BV/sage/app12/bench_953,,3,0.0,,2,0.0,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_1051,,3,6.7,,3,8.6,,3,8.3,,3,18.4
QF_BV/sage/app12/bench_1183,,3,9.0,,3,15.7,,3,18.6,,3,23.4
QF_BV/sage/app12/bench_1353,,8,4.7,,3,1.7,,3,1.5,,3,3.3
QF_BV/sage/app12/bench_2353,,9,62.7,,9,51.9,,12,57.2,,12,83.2
QF_BV/sage/app12/bench_2428,,25,13.5,,5,6.1,,4,6.2,,4,7.0
QF_BV/sage/app12/bench_2451,,6,5.8,,4,4.2,,4,2.9,,3,4.6
QF_BV/sage/app12/bench_3681,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3852,,9,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,46,0.7,,- -,- -,,14,0.2,,- -,- -
QF_BV/sage/app12/bench_3957,,39,0.1,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,24,0.1,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4177,,3,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4845,,3,0.0,,3,0.0,,2,0.0,,2,0.1
