Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a403test0043,,5,0.0,,3,0.0,,3,0.0,,3,0.1
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.2
QF_BV/bench_ab/a639test0017,,219,1.3,,166,0.5,,33,0.3,,20,0.3
QF_BV/bench_ab/a651test0090,,42,0.1,,106,0.5,,18,0.2,,17,0.2
QF_BV/bench_ab/a655test0003,,33,0.1,,106,0.5,,25,0.2,,12,0.1
QF_BV/bench_ab/a659test0071,,149,0.3,,116,0.4,,28,0.2,,17,0.1
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,4.2,,3,3.8,,3,5.3,,3,6.9
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,5.1,,3,7.3,,3,5.0,,3,7.0
QF_BV/bmc-bv/ex19,,23,87.0,,4,43.5,,4,79.4,,4,172.8
QF_BV/bmc-bv/fermat,,4,0.7,,4,2.5,,4,11.1,,4,12.4
QF_BV/bmc-bv/graycode,,1,0.7,,1,0.8,,1,1.4,,1,3.2
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bmc-bv/magic,,1,1.9,,1,3.2,,1,5.1,,1,8.9
QF_BV/bmc-bv/queens,,1,1.4,,1,4.1,,1,2.4,,1,4.4
QF_BV/bmc-bv/sudoku,,1,20.5,,1,13.7,,1,45.0,,1,78.4
QF_BV/brummayerbiere2/smulov4bw0256,,2,260.6,,3,655.0,,3,895.6,,3,1171.9
QF_BV/brummayerbiere2/smulov4bw0064,,3,0.4,,3,2.8,,3,10.7,,3,23.3
QF_BV/brummayerbiere2/smulov4bw0128,,3,27.9,,3,53.5,,3,75.2,,3,110.0
QF_BV/brummayerbiere2/smulov4bw0032,,3,0.3,,3,0.4,,3,2.4,,3,4.1
QF_BV/gulwani-pldi08/fig1d.phx,,6,71.7,,5,54.5,,5,92.4,,5,193.8
QF_BV/gulwani-pldi08/fig5.phx,,5,24.3,,5,91.1,,5,78.6,,5,120.0
QF_BV/gulwani-pldi08/fig6.phx,,6,2.7,,6,9.6,,6,11.3,,6,22.1
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,5,21.2,,4,24.7,,4,38.8,,4,56.2
QF_BV/RWS/Example_1.txt,,10,11.6,,9,17.8,,9,27.7,,9,43.1
QF_BV/RWS/Example_2.txt,,8,14.5,,8,12.2,,8,29.4,,8,41.8
QF_BV/RWS/Example_4.txt,,7,7.9,,6,12.7,,6,22.7,,6,33.2
QF_BV/RWS/Example_5.txt,,6,6.6,,5,13.5,,5,20.8,,5,30.4
QF_BV/RWS/Example_6.txt,,4,4.3,,5,4.6,,5,10.2,,5,9.4
QF_BV/RWS/Example_14.txt,,10,24.6,,10,64.7,,10,57.6,,9,65.6
QF_BV/sage/app1/bench_1141,,3,3.3,,3,2.5,,3,6.9,,3,10.0
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,4,2.5,,3,3.2,,3,4.9,,3,12.1
QF_BV/sage/app1/bench_1288,,3,1.5,,2,1.8,,3,6.1,,2,7.0
QF_BV/sage/app1/bench_1339,,2,1.0,,2,1.3,,2,2.8,,2,4.7
QF_BV/sage/app1/bench_1346,,2,1.1,,3,1.7,,3,3.9,,2,5.4
QF_BV/sage/app1/bench_1710,,4,0.1,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1738,,52,0.1,,5,0.0,,4,0.1,,4,0.1
QF_BV/sage/app1/bench_1742,,3,0.0,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,3,0.1,,3,0.2,,2,0.0,,2,0.1
QF_BV/sage/app12/bench_228,,57,0.3,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/sage/app12/bench_446,,2,0.1,,2,0.6,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_451,,24,0.1,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_953,,3,0.0,,2,0.0,,2,0.0,,2,0.1
QF_BV/sage/app12/bench_1051,,3,5.4,,3,9.0,,3,10.8,,3,18.5
QF_BV/sage/app12/bench_1183,,3,11.6,,3,8.6,,3,17.7,,3,15.4
QF_BV/sage/app12/bench_1353,,9,6.5,,3,1.7,,3,1.6,,3,2.8
QF_BV/sage/app12/bench_2353,,7,39.4,,9,49.6,,13,84.6,,14,57.8
QF_BV/sage/app12/bench_2428,,3,4.0,,5,6.4,,5,3.4,,4,7.9
QF_BV/sage/app12/bench_2451,,5,5.0,,5,5.2,,5,3.0,,4,7.0
QF_BV/sage/app12/bench_3681,,2,0.0,,2,0.0,,3,0.0,,2,0.0
QF_BV/sage/app12/bench_3852,,3,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,29,0.6,,- -,- -,,16,0.2,,- -,- -
QF_BV/sage/app12/bench_3957,,11,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,28,0.0,,2,0.0,,2,1.4,,2,0.0
QF_BV/sage/app12/bench_4177,,3,0.0,,3,0.0,,2,0.0,,2,0.1
QF_BV/sage/app12/bench_4845,,3,0.0,,3,0.0,,2,0.0,,2,0.1
