Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.0,,1,0.1
QF_BV/bench_ab/a403test0043,,4,0.0,,4,0.0,,2,0.0,,2,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bench_ab/a639test0017,,192,0.5,,173,0.6,,19,0.2,,20,0.5
QF_BV/bench_ab/a651test0090,,227,0.4,,64,0.2,,18,0.1,,7,0.1
QF_BV/bench_ab/a655test0003,,34,0.4,,101,0.3,,30,0.2,,11,0.1
QF_BV/bench_ab/a659test0071,,143,0.4,,125,0.3,,22,0.2,,17,0.1
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.3,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,1.9,,3,3.8,,3,3.8,,3,5.7
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,4.7,,3,2.2,,3,6.4,,3,6.0
QF_BV/bmc-bv/ex19,,6,29.2,,4,43.0,,4,65.9,,5,105.5
QF_BV/bmc-bv/fermat,,5,0.3,,4,3.0,,4,12.7,,4,16.3
QF_BV/bmc-bv/graycode,,1,0.5,,1,0.8,,1,1.5,,1,3.1
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.1,,1,0.1,,1,0.2
QF_BV/bmc-bv/magic,,1,2.7,,1,3.4,,1,6.5,,1,9.8
QF_BV/bmc-bv/queens,,1,1.0,,1,0.9,,1,3.6,,1,4.7
QF_BV/bmc-bv/sudoku,,1,21.1,,1,13.3,,1,45.9,,1,57.6
QF_BV/brummayerbiere2/smulov4bw0256,,3,196.2,,3,931.7,,3,1153.2,,3,1395.8
QF_BV/brummayerbiere2/smulov4bw0064,,3,0.5,,3,1.6,,3,5.4,,3,24.7
QF_BV/brummayerbiere2/smulov4bw0128,,3,27.3,,3,39.6,,3,85.0,,3,96.9
QF_BV/brummayerbiere2/smulov4bw0032,,3,0.2,,3,0.7,,3,2.1,,3,4.2
QF_BV/gulwani-pldi08/fig1d.phx,,6,64.2,,5,61.6,,5,105.5,,5,117.7
QF_BV/gulwani-pldi08/fig5.phx,,5,35.2,,5,49.8,,4,41.2,,5,72.5
QF_BV/gulwani-pldi08/fig6.phx,,6,2.8,,7,8.4,,6,17.2,,6,31.3
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,5,24.6,,5,36.5,,4,40.1,,4,51.5
QF_BV/RWS/Example_1.txt,,9,14.4,,9,19.0,,9,35.8,,9,41.5
QF_BV/RWS/Example_2.txt,,8,13.7,,8,15.3,,8,27.8,,8,41.8
QF_BV/RWS/Example_4.txt,,6,5.6,,6,12.8,,6,23.0,,6,31.9
QF_BV/RWS/Example_5.txt,,6,10.1,,5,13.1,,5,13.4,,5,25.6
QF_BV/RWS/Example_6.txt,,5,3.2,,5,3.6,,4,7.4,,4,12.9
QF_BV/RWS/Example_14.txt,,10,21.3,,9,33.1,,10,53.1,,9,36.9
QF_BV/sage/app1/bench_1141,,3,3.1,,3,4.4,,3,7.2,,3,10.5
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,4,3.4,,3,2.8,,3,4.8,,3,11.2
QF_BV/sage/app1/bench_1288,,3,1.5,,2,1.9,,2,3.8,,2,6.9
QF_BV/sage/app1/bench_1339,,2,1.2,,2,1.4,,2,2.9,,2,4.2
QF_BV/sage/app1/bench_1346,,3,0.8,,2,1.0,,2,3.7,,3,6.5
QF_BV/sage/app1/bench_1710,,26,0.1,,5,0.1,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1738,,168,1.1,,5,0.1,,3,0.0,,4,0.1
QF_BV/sage/app1/bench_1742,,3,0.1,,2,0.0,,2,0.1,,2,0.1
QF_BV/sage/app1/bench_1768,,2,0.0,,3,0.1,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_228,,30,0.1,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.1,,1,0.5,,1,0.1,,1,0.2
QF_BV/sage/app12/bench_446,,2,0.1,,2,0.0,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_451,,13,0.0,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_953,,2,0.0,,2,0.0,,2,0.1,,2,0.1
QF_BV/sage/app12/bench_1051,,3,6.8,,3,8.8,,3,8.1,,3,18.2
QF_BV/sage/app12/bench_1183,,3,10.2,,3,13.1,,3,11.4,,3,21.2
QF_BV/sage/app12/bench_1353,,10,5.9,,3,1.6,,3,1.5,,3,2.3
QF_BV/sage/app12/bench_2353,,8,31.6,,9,53.9,,10,64.0,,11,40.0
QF_BV/sage/app12/bench_2428,,3,4.0,,4,5.0,,4,3.5,,4,7.5
QF_BV/sage/app12/bench_2451,,62,12.9,,4,4.4,,4,3.4,,4,5.7
QF_BV/sage/app12/bench_3681,,4,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3852,,13,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,34,0.5,,- -,- -,,75,1.0,,- -,- -
QF_BV/sage/app12/bench_3957,,10,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,10,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4177,,3,0.0,,3,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4845,,3,0.0,,3,0.0,,2,0.0,,2,0.1
QF_BV/sage/app12/bench_5599,,5,0.1,,2,0.1,,2,0.1,,2,0.2
QF_BV/sage/app2/bench_48,,204,46.3,,15,4.0,,14,7.8,,12,7.1
QF_BV/sage/app2/bench_225,,5,5.3,,4,4.5,,4,7.1,,4,10.1
QF_BV/sage/app2/bench_278,,3,1.6,,3,3.2,,3,6.2,,3,12.1
QF_BV/sage/app2/bench_282,,2,0.5,,2,1.8,,2,4.9,,2,8.6
QF_BV/sage/app2/bench_458,,4,0.0,,5,0.0,,4,0.1,,4,0.1
QF_BV/sage/app2/bench_642,,6,5.8,,5,3.2,,5,7.1,,5,11.0
QF_BV/sage/app2/bench_645,,2,0.3,,3,0.5,,3,1.8,,2,2.2
QF_BV/sage/app2/bench_664,,7,11.4,,5,4.3,,5,6.9,,5,9.9
QF_BV/sage/app2/bench_719,,9,7.3,,5,4.2,,6,7.9,,5,8.7
QF_BV/sage/app2/bench_830,,13,8.6,,7,3.3,,6,6.6,,6,9.3
QF_BV/sage/app2/bench_863,,4,2.7,,4,7.9,,4,6.9,,3,8.7
QF_BV/sage/app2/bench_1196,,4,3.5,,4,3.2,,4,7.5,,4,12.4
QF_BV/sage/app2/bench_1387,,4,43.1,,4,41.7,,4,43.7,,4,65.8
QF_BV/sage/app5/bench_42,,4,1.3,,3,1.2,,3,4.5,,3,8.8
QF_BV/sage/app5/bench_349,,4,4.8,,3,3.0,,3,9.3,,3,17.6
QF_BV/sage/app5/bench_357,,3,3.5,,3,3.2,,3,9.3,,3,16.0
QF_BV/sage/app5/bench_575,,21,0.5,,3,0.1,,3,0.1,,3,0.2
QF_BV/sage/app5/bench_742,,1,0.1,,1,0.1,,1,0.2,,1,0.1
QF_BV/sage/app5/bench_794,,2,0.1,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app5/bench_931,,4,0.1,,2,0.1,,3,0.5,,3,0.8
QF_BV/sage/app5/bench_959,,3,0.3,,3,0.3,,3,0.7,,3,1.1
QF_BV/sage/app5/bench_960,,12,0.1,,3,0.0,,4,0.1,,4,0.1
QF_BV/sage/app5/bench_1163,,5,0.1,,4,0.3,,4,0.9,,4,1.5
QF_BV/sage/app5/bench_1170,,7,0.3,,4,0.5,,4,1.0,,4,1.9
QF_BV/sage/app5/bench_1182,,3,1.0,,3,2.1,,3,6.3,,3,12.4
QF_BV/sage/app5/bench_1262,,3,0.0,,3,0.1,,3,0.2,,3,0.3
QF_BV/sage/app8/bench_23,,3,1.2,,3,0.8,,3,2.6,,3,4.4
QF_BV/sage/app8/bench_49,,3,0.2,,3,0.4,,3,1.1,,3,1.8
QF_BV/sage/app8/bench_400,,3,9.7,,3,12.6,,3,29.8,,3,32.7
QF_BV/sage/app8/bench_443,,3,9.6,,3,7.3,,3,19.7,,3,29.6
QF_BV/sage/app8/bench_498,,3,9.5,,3,8.5,,3,26.1,,3,27.0
QF_BV/sage/app8/bench_525,,6,0.0,,5,0.1,,4,0.4,,4,0.4
QF_BV/sage/app8/bench_828,,3,7.1,,3,5.2,,3,14.3,,3,18.0
QF_BV/sage/app8/bench_1892,,3,0.2,,3,0.2,,3,0.7,,3,2.4
QF_BV/sage/app8/bench_2006,,4,0.5,,3,0.3,,3,0.8,,3,1.4
QF_BV/sage/app8/bench_2310,,4,0.3,,3,0.1,,3,0.4,,3,0.6
QF_BV/sage/app8/bench_2647,,4,0.4,,3,0.4,,3,1.2,,3,2.5
QF_BV/sage/app8/bench_2880,,4,0.2,,4,0.7,,4,1.6,,3,2.2
QF_BV/sage/app8/bench_3177,,3,1.2,,3,1.0,,3,1.9,,3,3.5
QF_BV/sage/app8/bench_3314,,3,0.3,,3,0.6,,3,1.1,,3,2.4
QF_BV/sage/app8/bench_3368,,3,0.6,,3,0.5,,3,1.7,,3,3.4
QF_BV/sage/app8/bench_3424,,3,0.1,,3,0.5,,3,1.2,,3,1.6
QF_BV/sage/app8/bench_3448,,2,0.2,,2,0.3,,2,0.2,,2,0.4
QF_BV/sage/app8/bench_3677,,5,0.1,,4,0.1,,4,0.4,,4,0.5
QF_BV/sage/app8/bench_3814,,3,0.3,,3,0.4,,3,1.1,,3,1.7
QF_BV/sage/app8/bench_3836,,2,0.0,,2,0.0,,2,0.1,,2,0.0
QF_BV/sage/app8/bench_3842,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_885,,4,0.8,,3,2.1,,4,4.2,,4,6.6
QF_BV/sage/app9/bench_919,,5,0.1,,3,0.1,,3,0.1,,3,0.2
QF_BV/sage/app9/bench_979,,3,0.0,,3,0.1,,2,0.1,,3,0.2
QF_BV/sage/app9/bench_1203,,3,0.2,,3,0.3,,3,1.1,,3,1.9
QF_BV/sage/app9/bench_1269,,4,0.4,,3,0.3,,3,0.5,,3,1.1
QF_BV/sage/app9/bench_1323,,4,0.2,,4,0.2,,3,0.5,,3,0.7
QF_BV/sage/app9/bench_1384,,4,0.7,,4,1.2,,4,4.4,,4,6.9
QF_BV/sage/app9/bench_1400,,4,1.2,,4,0.7,,4,3.0,,4,6.4
QF_BV/sage/app9/bench_1552,,4,0.4,,3,0.6,,3,1.6,,3,2.9
QF_BV/sage/app9/bench_1659,,4,0.6,,4,1.1,,4,1.8,,4,3.7
QF_BV/sage/app9/bench_1969,,2,0.1,,2,0.1,,2,0.2,,2,0.5
QF_BV/sage/app9/bench_2061,,3,0.0,,2,0.0,,2,0.1,,3,0.1
QF_BV/sage/app9/bench_2358,,4,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_2518,,3,0.3,,3,0.3,,3,0.6,,3,0.8
QF_BV/sage/app9/bench_2940,,3,0.3,,3,0.6,,3,1.2,,3,2.2
QF_BV/sage/app9/bench_3094,,7,0.0,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app9/bench_3134,,3,9.6,,3,7.7,,3,21.7,,3,32.6
QF_BV/sage/app9/bench_3261,,4,0.0,,2,0.0,,2,0.0,,2,0.2
QF_BV/sage/app9/bench_3278,,3,9.3,,3,12.9,,3,18.1,,3,30.7
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,3,1.1,,3,4.4,,2,12.8,,3,34.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,3,1.3,,3,3.6,,3,18.4,,3,33.6
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,3,1.2,,3,5.0,,3,17.4,,3,33.7
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,4,24.8,,4,60.7,,5,75.5,,4,122.5
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,5,28.0,,4,35.0,,4,80.0,,4,110.6
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,5,27.7,,4,57.3,,4,74.5,,4,105.9
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,5,34.9,,4,59.9,,4,91.4,,5,143.7
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,5,34.0,,5,127.0,,4,93.5,,4,116.4
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,5,34.3,,5,53.1,,4,88.2,,5,141.5
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,7,0.7,,4,0.8,,4,1.1,,4,0.9
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,10,1.6,,4,0.9,,4,1.0,,4,1.5
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,8,1.4,,5,2.0,,5,2.3,,4,3.0
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,11,6.1,,6,2.9,,5,3.5,,4,3.2
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,7,1.7,,5,1.6,,5,3.2,,4,1.9
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,9,5.3,,6,2.2,,5,4.0,,5,5.4
QF_BV/stp_samples/run_03230.trace.cond_012217_0x4182b4_00,,14,6.6,,6,3.6,,5,2.1,,4,4.4
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,4,0.4,,4,1.0,,3,1.4,,4,2.6
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,4,0.9,,4,1.8,,3,1.3,,4,1.8
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,4,1.4,,4,1.2,,4,2.3,,4,3.9
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,4,2.5,,4,2.0,,4,2.8,,4,4.8
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,13,6.4,,5,2.9,,5,3.9,,4,4.5
QF_BV/stp_samples/run_03230.trace.cond_025424_0x41820e_00,,5,3.1,,4,2.6,,3,1.8,,3,3.4
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,3,1.4,,3,1.7,,2,2.2,,2,2.7
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,2,1.1,,3,1.1,,2,1.3,,2,2.4
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,2,1.3,,2,1.4,,2,1.1,,2,2.7
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,2,0.8,,2,1.8,,2,2.0,,2,2.5
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,1.8,,1,1.3,,1,2.8,,1,4.2
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,6,2.0,,5,2.1,,6,3.5,,6,4.7
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,5,4.2,,4,3.1,,5,5.0,,5,4.6
QF_BV/tacas07/s-40-50-bv,,5,37.1,,5,65.9,,5,172.4,,5,203.0
,,,,,,,,,,,,
QF_ABV/bench_ab/a84test0002,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_ABV/bench_ab/a271test0009,,2,0.0,,2,0.0,,2,0.1,,2,0.1
QF_ABV/bench_ab/a283test0002,,3,0.0,,5,0.1,,3,0.0,,3,0.1
QF_ABV/bench_ab/a288test0004,,3,0.0,,2,0.0,,2,0.1,,2,0.1
QF_ABV/bench_ab/a296test0002,,1,0.7,,1,1.0,,1,2.3,,1,2.7
QF_ABV/bench_ab/b264test0001,,2,0.0,,2,0.0,,2,0.1,,2,0.2
QF_ABV/bmc-arrays/ex6,,7,0.4,,13,0.8,,9,1.2,,9,2.4
QF_ABV/bmc-arrays/ex20,,7,49.9,,5,44.9,,4,56.7,,3,66.8
QF_ABV/bmc-arrays/inf4,,1,0.2,,1,0.3,,1,0.6,,1,1.1
QF_ABV/bmc-arrays/simple_control_on_input,,4,2.1,,4,3.9,,4,8.8,,3,11.2
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,403,69.3,,10,0.5,,7,0.4,,72,7.0
