Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,6,48.5,,6,91.2,,6,59.1,,6,114.2
QF_BV/RWS/Example_8.txt,,5,20.1,,5,22.5,,5,35.5,,5,45.4
QF_BV/RWS/Example_9.txt,,6,137.4,,6,202.0,,5,241.8,,5,347.2
QF_BV/RWS/Example_10.txt,,7,160.7,,7,128.7,,7,472.1,,7,404.7
QF_BV/RWS/Example_11.txt,,10,1655.4,,10,3341.9,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,5,203.8,,5,380.9,,4,1669.7,,4,1481.5
QF_BV/RWS/Example_13.txt,,5,37.8,,5,39.8,,5,80.5,,5,151.3
QF_BV/RWS/Example_16.txt,,8,120.1,,8,108.3,,8,178.1,,8,280.4
QF_BV/RWS/Example_17.txt,,5,32.4,,5,94.2,,5,154.0,,5,216.9
QF_BV/sage/app1/bench_4,,2,102.6,,2,93.7,,2,160.5,,2,191.1
QF_BV/sage/app1/bench_29,,2,32.2,,2,33.9,,2,97.4,,2,75.6
QF_BV/sage/app1/bench_32,,2,35.3,,2,55.0,,2,63.0,,2,79.9
QF_BV/sage/app1/bench_37,,2,106.9,,2,66.1,,2,154.4,,2,195.7
QF_BV/sage/app1/bench_47,,2,36.1,,2,27.9,,2,50.2,,2,59.8
QF_BV/sage/app1/bench_52,,2,36.8,,2,46.7,,2,53.6,,2,61.2
QF_BV/sage/app1/bench_53,,2,32.4,,2,37.1,,2,51.0,,2,41.2
QF_BV/sage/app1/bench_54,,2,35.3,,2,37.4,,2,85.8,,2,62.2
QF_BV/sage/app1/bench_55,,2,20.2,,2,42.5,,2,64.8,,2,73.2
QF_BV/sage/app1/bench_60,,2,30.5,,2,35.5,,2,52.7,,2,66.3
QF_BV/sage/app1/bench_61,,2,20.4,,2,36.0,,2,53.9,,2,59.6
QF_BV/sage/app1/bench_62,,2,31.1,,2,36.0,,2,45.9,,2,61.1
QF_BV/sage/app1/bench_63,,2,31.2,,2,25.6,,2,51.3,,2,138.1
QF_BV/sage/app1/bench_66,,2,35.0,,2,22.8,,2,51.0,,2,56.9
QF_BV/sage/app1/bench_69,,2,27.0,,2,36.1,,2,57.7,,2,57.8
QF_BV/sage/app1/bench_99,,2,31.8,,2,31.1,,2,44.9,,2,61.7
QF_BV/sage/app1/bench_134,,2,33.5,,2,33.7,,2,52.7,,2,63.0
QF_BV/sage/app1/bench_169,,2,29.9,,2,31.0,,2,28.8,,2,57.1
QF_BV/sage/app1/bench_174,,2,31.5,,2,32.0,,2,29.6,,2,102.9
QF_BV/sage/app1/bench_175,,2,30.1,,2,31.4,,2,74.2,,2,56.9
QF_BV/sage/app1/bench_176,,2,30.8,,2,33.0,,2,45.7,,2,58.6
QF_BV/sage/app1/bench_177,,2,30.8,,2,46.7,,2,50.5,,2,105.5
QF_BV/sage/app1/bench_181,,2,143.2,,2,174.5,,2,213.6,,2,183.4
QF_BV/sage/app1/bench_182,,2,23.6,,2,24.7,,2,47.0,,2,55.8
QF_BV/sage/app1/bench_183,,2,23.3,,2,33.6,,2,88.6,,2,109.2
QF_BV/sage/app1/bench_184,,2,28.3,,2,38.6,,2,49.9,,2,55.9
QF_BV/sage/app1/bench_185,,2,31.5,,2,33.7,,2,45.1,,2,55.8
QF_BV/sage/app1/bench_188,,2,16.8,,2,35.5,,2,27.2,,2,55.3
QF_BV/sage/app1/bench_191,,2,26.9,,2,33.7,,2,48.2,,2,54.6
QF_BV/sage/app1/bench_201,,2,25.2,,2,23.5,,2,27.5,,2,59.2
QF_BV/sage/app1/bench_268,,2,48.7,,2,31.4,,2,52.0,,2,58.7
QF_BV/sage/app1/bench_310,,2,33.8,,2,44.2,,2,49.3,,2,66.6
QF_BV/sage/app1/bench_313,,2,37.3,,2,39.4,,2,55.8,,2,70.5
QF_BV/sage/app1/bench_329,,2,33.1,,2,36.2,,2,47.4,,2,62.9
QF_BV/sage/app1/bench_333,,2,30.4,,2,21.4,,2,45.3,,2,64.5
QF_BV/sage/app1/bench_334,,2,52.8,,2,33.2,,2,51.5,,2,56.7
QF_BV/sage/app1/bench_335,,2,37.0,,2,38.9,,2,59.1,,2,60.9
QF_BV/sage/app1/bench_338,,2,34.0,,2,36.6,,2,84.4,,2,63.6
QF_BV/sage/app1/bench_342,,2,32.7,,2,37.9,,2,48.7,,2,37.8
QF_BV/sage/app1/bench_343,,2,46.1,,2,37.9,,2,51.4,,2,58.0
QF_BV/sage/app1/bench_344,,2,29.1,,2,20.5,,2,51.9,,2,67.3
QF_BV/sage/app1/bench_345,,2,27.2,,2,35.8,,2,58.6,,2,37.6
QF_BV/sage/app1/bench_349,,2,27.2,,2,33.8,,2,52.2,,2,64.5
QF_BV/sage/app1/bench_352,,2,26.4,,2,50.8,,2,48.4,,2,64.5
QF_BV/sage/app1/bench_356,,2,39.5,,2,34.0,,2,45.8,,2,58.1
QF_BV/sage/app1/bench_372,,2,31.1,,2,46.2,,2,37.7,,2,55.0
QF_BV/sage/app1/bench_407,,2,30.3,,2,35.5,,2,43.7,,2,58.3
QF_BV/sage/app1/bench_411,,2,22.8,,2,33.5,,2,45.2,,2,35.0
QF_BV/sage/app1/bench_412,,2,32.0,,2,34.3,,2,46.1,,2,55.7
QF_BV/sage/app1/bench_413,,2,32.6,,2,45.8,,2,45.3,,2,53.6
QF_BV/sage/app1/bench_415,,2,36.2,,2,34.2,,2,42.4,,2,62.7
QF_BV/sage/app1/bench_419,,3,42.8,,2,52.4,,2,28.1,,2,33.4
QF_BV/sage/app1/bench_420,,2,33.0,,2,30.1,,2,46.8,,2,54.9
QF_BV/sage/app1/bench_421,,2,25.2,,2,36.1,,2,49.9,,2,100.4
QF_BV/sage/app1/bench_422,,2,38.4,,2,38.0,,2,64.6,,2,32.0
QF_BV/sage/app1/bench_426,,2,29.9,,2,33.1,,2,44.7,,2,53.7
QF_BV/sage/app1/bench_429,,2,25.5,,2,34.0,,2,44.4,,2,35.6
QF_BV/sage/app1/bench_443,,3,42.6,,3,31.5,,3,62.8,,2,58.0
QF_BV/sage/app1/bench_511,,3,25.4,,3,40.3,,3,31.1,,3,76.5
QF_BV/sage/app1/bench_512,,3,35.0,,3,43.4,,3,40.9,,3,65.8
QF_BV/sage/app1/bench_517,,3,25.5,,3,42.0,,3,46.1,,2,48.8
QF_BV/sage/app1/bench_531,,3,30.4,,2,34.0,,3,42.7,,3,72.0
QF_BV/sage/app1/bench_535,,3,33.9,,3,41.5,,3,43.2,,3,67.0
QF_BV/sage/app1/bench_537,,3,30.0,,3,39.0,,3,49.6,,3,68.4
QF_BV/sage/app1/bench_539,,3,31.3,,3,40.7,,3,30.4,,3,71.3
QF_BV/sage/app1/bench_542,,3,25.9,,3,49.3,,3,25.8,,3,68.4
QF_BV/sage/app1/bench_545,,3,60.2,,3,38.6,,2,29.0,,2,42.6
QF_BV/sage/app1/bench_552,,3,24.1,,3,43.2,,3,93.5,,3,84.3
QF_BV/sage/app1/bench_556,,3,54.4,,3,51.4,,3,36.5,,3,136.9
QF_BV/sage/app1/bench_562,,3,41.4,,3,44.0,,3,57.0,,3,109.7
QF_BV/sage/app1/bench_564,,3,42.6,,3,43.2,,2,42.7,,3,83.6
QF_BV/sage/app1/bench_567,,3,39.0,,3,45.2,,2,45.4,,2,33.5
QF_BV/sage/app1/bench_571,,3,39.6,,2,30.9,,3,59.3,,3,71.8
QF_BV/sage/app1/bench_602,,2,35.5,,2,35.2,,3,69.9,,2,40.9
QF_BV/sage/app1/bench_611,,2,22.2,,3,54.9,,3,65.1,,2,63.2
QF_BV/sage/app1/bench_620,,3,36.0,,2,33.3,,3,66.7,,2,65.8
QF_BV/sage/app1/bench_629,,2,27.5,,3,50.4,,2,46.6,,2,45.8
QF_BV/sage/app1/bench_638,,3,27.4,,3,37.7,,3,35.7,,3,89.7
QF_BV/sage/app1/bench_646,,3,40.2,,2,30.1,,2,46.6,,3,151.5
QF_BV/sage/app1/bench_655,,3,25.7,,3,41.8,,2,27.1,,2,57.1
QF_BV/sage/app1/bench_664,,3,35.4,,3,56.8,,3,61.3,,3,48.6
QF_BV/sage/app1/bench_674,,3,34.8,,3,47.8,,3,54.9,,3,73.1
QF_BV/sage/app1/bench_681,,2,125.3,,2,110.4,,2,152.1,,2,189.0
