Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,6,31.6,,6,41.8,,6,79.0,,6,60.2
QF_BV/RWS/Example_8.txt,,5,20.8,,5,22.6,,5,36.6,,5,50.5
QF_BV/RWS/Example_9.txt,,6,108.7,,6,237.6,,5,292.8,,5,400.0
QF_BV/RWS/Example_10.txt,,7,88.7,,7,188.3,,7,270.2,,7,221.4
QF_BV/RWS/Example_11.txt,,10,1303.7,,10,2953.5,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,5,346.5,,5,526.0,,4,665.5,,4,1800.6
QF_BV/RWS/Example_13.txt,,5,39.5,,5,60.3,,5,102.1,,5,145.8
QF_BV/RWS/Example_16.txt,,8,105.9,,8,101.2,,8,195.9,,8,526.9
QF_BV/RWS/Example_17.txt,,5,92.7,,5,89.7,,4,100.5,,5,388.1
QF_BV/sage/app1/bench_4,,2,96.8,,2,111.0,,2,170.8,,2,193.8
QF_BV/sage/app1/bench_29,,2,39.0,,2,42.0,,2,62.0,,2,76.5
QF_BV/sage/app1/bench_32,,2,42.8,,2,52.9,,2,60.2,,2,69.9
QF_BV/sage/app1/bench_37,,2,87.0,,2,93.5,,2,161.2,,2,356.8
QF_BV/sage/app1/bench_47,,2,45.6,,2,47.0,,2,51.7,,2,34.8
QF_BV/sage/app1/bench_52,,2,28.6,,2,55.3,,2,51.8,,2,62.9
QF_BV/sage/app1/bench_53,,2,32.8,,2,26.6,,2,54.7,,2,35.7
QF_BV/sage/app1/bench_54,,2,31.1,,2,24.3,,2,58.4,,2,75.2
QF_BV/sage/app1/bench_55,,2,26.9,,2,44.7,,2,53.9,,2,119.1
QF_BV/sage/app1/bench_60,,2,28.0,,2,42.7,,2,55.0,,2,61.0
QF_BV/sage/app1/bench_61,,2,31.6,,2,37.0,,2,102.6,,2,61.6
QF_BV/sage/app1/bench_62,,2,67.8,,2,38.8,,2,52.5,,2,40.1
QF_BV/sage/app1/bench_63,,2,35.3,,2,37.5,,2,48.7,,2,64.3
QF_BV/sage/app1/bench_66,,2,23.9,,2,39.5,,2,52.6,,2,38.0
QF_BV/sage/app1/bench_69,,2,28.3,,2,30.8,,2,43.9,,2,61.2
QF_BV/sage/app1/bench_99,,2,37.3,,2,41.6,,2,46.4,,2,29.2
QF_BV/sage/app1/bench_134,,2,35.5,,2,19.6,,2,54.8,,2,58.3
QF_BV/sage/app1/bench_169,,2,20.7,,2,34.6,,2,44.8,,2,60.1
QF_BV/sage/app1/bench_174,,2,26.9,,2,33.1,,2,75.1,,2,57.7
QF_BV/sage/app1/bench_175,,2,29.0,,2,24.2,,2,55.4,,2,57.0
QF_BV/sage/app1/bench_176,,2,22.6,,2,29.2,,2,83.0,,2,62.2
QF_BV/sage/app1/bench_177,,2,29.5,,2,34.9,,2,52.3,,2,58.8
QF_BV/sage/app1/bench_181,,2,91.9,,2,112.6,,2,147.3,,2,231.2
QF_BV/sage/app1/bench_182,,2,32.7,,2,33.8,,2,27.8,,2,55.8
QF_BV/sage/app1/bench_183,,2,55.4,,2,37.9,,2,28.0,,2,54.1
QF_BV/sage/app1/bench_184,,2,31.0,,2,37.2,,2,48.7,,2,60.5
QF_BV/sage/app1/bench_185,,2,28.2,,2,59.5,,2,55.5,,2,100.3
QF_BV/sage/app1/bench_188,,2,26.7,,2,31.5,,2,47.6,,2,55.3
QF_BV/sage/app1/bench_191,,2,30.7,,2,43.5,,2,44.2,,2,50.1
QF_BV/sage/app1/bench_201,,2,30.6,,2,33.2,,2,52.6,,2,64.3
QF_BV/sage/app1/bench_268,,2,28.8,,2,31.8,,2,74.0,,2,64.0
QF_BV/sage/app1/bench_310,,2,62.0,,2,27.8,,2,108.2,,2,65.4
QF_BV/sage/app1/bench_313,,2,35.7,,2,41.0,,2,56.7,,2,65.0
QF_BV/sage/app1/bench_329,,2,29.0,,2,38.2,,2,61.9,,2,59.4
QF_BV/sage/app1/bench_333,,2,59.0,,2,33.6,,2,30.8,,2,95.6
QF_BV/sage/app1/bench_334,,2,44.7,,2,33.8,,2,51.2,,2,61.6
QF_BV/sage/app1/bench_335,,2,18.2,,2,24.3,,2,100.3,,2,58.8
QF_BV/sage/app1/bench_338,,2,41.5,,2,35.6,,2,61.5,,2,63.4
QF_BV/sage/app1/bench_342,,2,26.7,,2,27.2,,2,49.3,,2,57.6
