Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,2,0.0,,2,0.0,,2,0.2
QF_BV/bench_ab/a403test0043,,9,0.0,,4,0.0,,4,0.0,,4,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,342,2.0,,138,0.8,,36,0.3,,12,0.2
QF_BV/bench_ab/a651test0090,,326,0.5,,52,0.2,,18,0.2,,17,0.1
QF_BV/bench_ab/a655test0003,,41,0.1,,132,0.6,,41,0.2,,11,0.2
QF_BV/bench_ab/a659test0071,,361,1.4,,184,0.9,,30,0.2,,9,0.1
QF_BV/bench_ab/a668test0098,,933,0.8,,3,0.0,,2,0.0,,3,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,5,5.7,,5,6.2,,5,6.9,,5,9.4
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,5.8,,5,4.2,,5,5.1,,5,10.4
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,7,0.9,,6,7.4,,5,9.4,,5,22.7
QF_BV/bmc-bv/graycode,,3,0.8,,3,1.9,,3,5.4,,3,10.3
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,3,5.3,,3,6.6,,3,14.8,,3,19.9
QF_BV/bmc-bv/queens,,5,3.6,,4,4.3,,4,8.9,,4,19.8
QF_BV/bmc-bv/sudoku,,1,19.2,,1,26.6,,1,33.5,,1,55.7
QF_BV/brummayerbiere2/smulov4bw0256,,5,308.6,,5,806.1,,5,1156.1,,5,919.7
QF_BV/brummayerbiere2/smulov4bw0064,,5,2.0,,4,2.0,,4,11.4,,4,37.6
QF_BV/brummayerbiere2/smulov4bw0128,,5,19.1,,5,80.5,,5,110.2,,5,155.4
QF_BV/brummayerbiere2/smulov4bw0032,,5,0.2,,4,0.8,,4,2.3,,4,4.7
QF_BV/gulwani-pldi08/fig1d.phx,,17,111.8,,15,194.8,,15,357.4,,14,403.9
QF_BV/gulwani-pldi08/fig5.phx,,11,44.3,,10,45.9,,9,90.6,,9,125.6
QF_BV/gulwani-pldi08/fig6.phx,,16,7.5,,12,13.7,,14,40.2,,13,63.4
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,10,30.2,,9,35.3,,9,52.6,,9,84.2
QF_BV/RWS/Example_1.txt,,67,84.0,,65,71.0,,54,203.0,,55,249.1
QF_BV/RWS/Example_2.txt,,32,39.6,,31,37.2,,29,92.7,,29,147.2
QF_BV/RWS/Example_4.txt,,15,20.7,,14,25.6,,13,40.9,,13,72.6
QF_BV/RWS/Example_5.txt,,12,11.6,,13,27.2,,12,39.5,,12,44.3
QF_BV/RWS/Example_6.txt,,10,7.8,,10,10.5,,9,17.8,,9,24.6
QF_BV/RWS/Example_14.txt,,78,121.5,,76,211.5,,67,296.3,,64,420.9
QF_BV/sage/app1/bench_1141,,9,7.4,,5,5.0,,5,11.6,,5,17.5
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,8,4.2,,6,5.1,,6,8.7,,6,22.6
QF_BV/sage/app1/bench_1288,,7,3.4,,6,4.8,,5,7.9,,5,15.8
QF_BV/sage/app1/bench_1339,,6,2.0,,5,2.3,,5,6.2,,5,11.4
QF_BV/sage/app1/bench_1346,,6,2.1,,5,2.6,,5,5.8,,5,10.2
QF_BV/sage/app1/bench_1710,,32,0.3,,5,0.1,,4,0.1,,4,0.2
QF_BV/sage/app1/bench_1738,,453,7.4,,3,0.0,,6,0.1,,6,0.2
QF_BV/sage/app1/bench_1742,,23,0.5,,4,0.1,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,15,0.1,,3,0.0,,3,0.1,,3,0.2
QF_BV/sage/app12/bench_228,,- -,- -,,3,0.0,,4,0.1,,4,0.2
QF_BV/sage/app12/bench_363,,3,0.1,,2,0.1,,3,0.2,,3,0.4
QF_BV/sage/app12/bench_446,,4,0.0,,3,0.0,,3,0.2,,3,0.2
QF_BV/sage/app12/bench_451,,565,5.6,,3,0.0,,4,0.1,,4,0.1
QF_BV/sage/app12/bench_953,,9,0.1,,3,0.0,,3,0.1,,3,0.2
QF_BV/sage/app12/bench_1051,,12,17.3,,12,23.0,,10,28.4,,10,57.3
QF_BV/sage/app12/bench_1183,,19,25.8,,17,82.9,,17,105.6,,16,97.1
QF_BV/sage/app12/bench_1353,,705,215.2,,38,10.8,,38,15.6,,20,16.6
QF_BV/sage/app12/bench_2353,,- -,- -,,59,147.1,,58,298.5,,60,298.5
QF_BV/sage/app12/bench_2428,,- -,- -,,147,38.1,,22,29.8,,30,48.7
QF_BV/sage/app12/bench_2451,,819,172.8,,146,38.4,,85,26.6,,33,50.4
QF_BV/sage/app12/bench_3681,,3,0.0,,2,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,27,0.1,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,211,2.6,,- -,- -,,41,0.5,,- -,- -
QF_BV/sage/app12/bench_3957,,- -,- -,,511,3.0,,313,3.8,,500,24.9
QF_BV/sage/app12/bench_4059,,253,0.9,,- -,- -,,401,4.4,,383,15.2
QF_BV/sage/app12/bench_4177,,3,0.0,,3,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_4845,,5,0.0,,6,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_5599,,5,0.1,,3,0.1,,3,0.2,,3,0.3
QF_BV/sage/app2/bench_48,,- -,- -,,32,6.9,,39,16.3,,- -,- -
QF_BV/sage/app2/bench_225,,14,8.3,,10,8.8,,10,9.0,,9,20.1
QF_BV/sage/app2/bench_278,,6,1.9,,6,4.6,,5,11.2,,5,22.9
QF_BV/sage/app2/bench_282,,11,3.2,,5,3.0,,4,6.5,,4,18.5
QF_BV/sage/app2/bench_458,,387,1.5,,360,6.8,,140,6.4,,107,5.4
QF_BV/sage/app2/bench_642,,- -,- -,,23,16.8,,23,22.6,,18,33.3
QF_BV/sage/app2/bench_645,,11,1.5,,8,2.0,,8,5.0,,7,7.4
QF_BV/sage/app2/bench_664,,- -,- -,,23,26.1,,20,24.5,,22,42.3
QF_BV/sage/app2/bench_719,,- -,- -,,26,18.2,,21,20.9,,18,31.6
QF_BV/sage/app2/bench_830,,- -,- -,,34,21.1,,28,28.4,,24,37.0
QF_BV/sage/app2/bench_863,,10,9.3,,7,7.9,,6,8.1,,6,18.5
QF_BV/sage/app2/bench_1196,,12,10.3,,8,8.2,,8,12.2,,7,18.4
QF_BV/sage/app2/bench_1387,,466,3535.4,,31,301.8,,40,519.5,,35,350.2
QF_BV/sage/app5/bench_42,,20,3.1,,5,2.7,,5,6.6,,5,13.3
