Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,4,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/bench_ab/a403test0043,,15,0.0,,4,0.0,,4,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.0,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.3
QF_BV/bench_ab/a639test0017,,305,0.8,,59,0.4,,61,0.7,,11,0.1
QF_BV/bench_ab/a651test0090,,251,0.4,,40,0.1,,36,0.6,,15,0.1
QF_BV/bench_ab/a655test0003,,33,0.1,,134,0.6,,11,0.0,,20,0.2
QF_BV/bench_ab/a659test0071,,322,0.5,,127,0.4,,35,0.3,,15,0.2
QF_BV/bench_ab/a668test0098,,180,0.2,,3,0.0,,3,0.0,,3,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,5,4.7,,5,2.7,,5,6.5,,5,7.1
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,5.8,,5,3.6,,4,7.1,,5,9.8
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,7,0.6,,6,3.7,,5,11.4,,5,16.1
QF_BV/bmc-bv/graycode,,4,0.6,,3,1.6,,3,4.5,,3,7.7
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bmc-bv/magic,,3,3.0,,3,13.1,,3,13.5,,3,20.0
QF_BV/bmc-bv/queens,,4,2.9,,4,3.4,,4,9.0,,4,13.8
QF_BV/bmc-bv/sudoku,,1,25.7,,1,27.4,,1,44.0,,1,55.2
QF_BV/brummayerbiere2/smulov4bw0256,,5,309.7,,5,1019.0,,5,1288.8,,5,1658.7
QF_BV/brummayerbiere2/smulov4bw0064,,4,0.8,,4,2.8,,4,13.9,,4,31.6
QF_BV/brummayerbiere2/smulov4bw0128,,5,33.9,,5,94.9,,5,132.9,,5,141.6
QF_BV/brummayerbiere2/smulov4bw0032,,5,0.3,,4,0.9,,4,2.2,,4,5.7
QF_BV/gulwani-pldi08/fig1d.phx,,16,170.6,,15,192.8,,14,274.1,,14,450.3
QF_BV/gulwani-pldi08/fig5.phx,,10,29.9,,10,42.7,,10,95.9,,9,107.2
QF_BV/gulwani-pldi08/fig6.phx,,25,14.0,,12,9.4,,12,33.4,,12,62.0
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,11,33.2,,10,96.6,,9,64.7,,9,109.9
QF_BV/RWS/Example_1.txt,,68,40.6,,65,99.0,,56,173.8,,56,266.7
QF_BV/RWS/Example_2.txt,,31,37.8,,33,60.2,,30,97.6,,29,139.5
QF_BV/RWS/Example_4.txt,,14,16.6,,14,20.2,,13,37.2,,13,71.0
QF_BV/RWS/Example_5.txt,,13,17.2,,12,26.4,,12,36.6,,11,54.3
QF_BV/RWS/Example_6.txt,,10,7.5,,9,9.2,,9,15.9,,9,35.9
QF_BV/RWS/Example_14.txt,,75,94.6,,79,210.2,,66,294.1,,64,441.3
QF_BV/sage/app1/bench_1141,,6,6.1,,6,4.8,,5,8.3,,5,17.3
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,9,4.9,,6,5.8,,6,9.3,,6,21.6
QF_BV/sage/app1/bench_1288,,6,2.0,,5,2.5,,5,9.0,,5,16.7
QF_BV/sage/app1/bench_1339,,5,1.4,,5,4.6,,5,6.7,,5,11.0
QF_BV/sage/app1/bench_1346,,7,1.2,,5,2.1,,5,6.2,,5,9.9
QF_BV/sage/app1/bench_1710,,15,0.1,,4,0.1,,4,0.1,,4,0.1
QF_BV/sage/app1/bench_1738,,207,1.5,,4,0.0,,6,0.1,,5,0.1
QF_BV/sage/app1/bench_1742,,11,0.1,,4,0.1,,4,0.2,,3,0.1
QF_BV/sage/app1/bench_1768,,6,0.1,,4,0.1,,4,0.9,,3,0.2
QF_BV/sage/app12/bench_228,,25,0.1,,3,0.0,,4,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,5,0.3,,3,0.1,,2,0.2,,3,0.4
QF_BV/sage/app12/bench_446,,4,0.0,,3,0.0,,4,0.1,,3,0.1
QF_BV/sage/app12/bench_451,,- -,- -,,3,0.0,,4,0.1,,5,0.1
QF_BV/sage/app12/bench_953,,6,0.0,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_1051,,14,14.2,,11,23.5,,10,22.8,,9,52.0
QF_BV/sage/app12/bench_1183,,20,25.6,,18,35.7,,17,54.6,,16,102.6
QF_BV/sage/app12/bench_1353,,640,298.6,,28,16.5,,24,15.5,,29,21.6
QF_BV/sage/app12/bench_2353,,814,3413.9,,57,259.3,,41,226.7,,67,407.3
QF_BV/sage/app12/bench_2428,,923,193.4,,109,38.1,,105,52.2,,29,49.9
QF_BV/sage/app12/bench_2451,,- -,- -,,167,41.1,,64,39.5,,40,45.6
QF_BV/sage/app12/bench_3681,,3,0.0,,2,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,10,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,198,3.3,,- -,- -,,15,0.2,,- -,- -
QF_BV/sage/app12/bench_3957,,545,2.7,,590,3.6,,147,0.5,,351,12.1
QF_BV/sage/app12/bench_4059,,455,1.4,,416,3.1,,151,2.8,,305,9.9
QF_BV/sage/app12/bench_4177,,4,0.0,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_4845,,12,0.0,,4,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_5599,,6,0.1,,2,0.1,,3,0.2,,3,0.3
QF_BV/sage/app2/bench_48,,- -,- -,,50,11.7,,40,19.2,,36,31.6
QF_BV/sage/app2/bench_225,,142,63.3,,9,5.2,,9,14.5,,9,21.6
QF_BV/sage/app2/bench_278,,7,1.9,,6,4.5,,5,8.7,,4,17.7
QF_BV/sage/app2/bench_282,,10,3.9,,5,3.8,,5,10.4,,4,16.6
QF_BV/sage/app2/bench_458,,335,2.1,,406,4.3,,92,2.6,,65,3.7
QF_BV/sage/app2/bench_642,,- -,- -,,26,28.5,,22,25.6,,20,25.2
QF_BV/sage/app2/bench_645,,13,2.3,,9,1.5,,7,4.4,,7,4.8
QF_BV/sage/app2/bench_664,,- -,- -,,19,15.4,,19,24.4,,21,39.6
QF_BV/sage/app2/bench_719,,- -,- -,,14,6.5,,20,21.4,,23,39.5
QF_BV/sage/app2/bench_830,,- -,- -,,27,17.2,,26,17.4,,24,26.4
QF_BV/sage/app2/bench_863,,8,6.2,,6,4.0,,6,10.3,,6,10.3
QF_BV/sage/app2/bench_1196,,11,5.3,,8,8.6,,8,14.3,,7,19.6
QF_BV/sage/app2/bench_1387,,415,3583.9,,46,236.4,,40,381.6,,33,533.3
QF_BV/sage/app5/bench_42,,13,2.8,,7,3.6,,5,6.0,,5,13.6
QF_BV/sage/app5/bench_349,,14,8.6,,6,12.2,,5,13.4,,5,16.0
QF_BV/sage/app5/bench_357,,10,7.3,,6,6.2,,5,15.1,,5,27.9
QF_BV/sage/app5/bench_575,,91,0.4,,5,0.1,,4,0.1,,4,0.4
QF_BV/sage/app5/bench_742,,14,0.4,,6,0.4,,3,0.3,,4,0.9
QF_BV/sage/app5/bench_794,,3,0.1,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app5/bench_931,,6,0.2,,5,0.3,,5,0.6,,5,1.5
QF_BV/sage/app5/bench_959,,6,0.4,,6,0.3,,5,0.9,,6,1.8
QF_BV/sage/app5/bench_960,,134,0.7,,5,0.0,,5,0.1,,4,0.1
QF_BV/sage/app5/bench_1163,,16,0.7,,15,0.7,,12,2.0,,11,5.2
QF_BV/sage/app5/bench_1170,,24,0.9,,10,0.8,,7,1.8,,8,3.7
QF_BV/sage/app5/bench_1182,,9,3.9,,6,8.4,,6,12.6,,6,23.2
QF_BV/sage/app5/bench_1262,,5,0.1,,4,0.1,,4,0.3,,4,0.3
QF_BV/sage/app8/bench_23,,5,1.1,,5,1.3,,4,3.0,,4,5.3
QF_BV/sage/app8/bench_49,,6,0.3,,5,0.7,,5,1.8,,6,4.2
QF_BV/sage/app8/bench_400,,9,20.5,,8,28.6,,7,39.1,,7,69.9
QF_BV/sage/app8/bench_443,,9,20.9,,7,24.3,,7,43.6,,7,63.9
QF_BV/sage/app8/bench_498,,7,22.8,,7,25.2,,7,39.0,,7,63.0
QF_BV/sage/app8/bench_525,,8,0.1,,5,0.1,,5,0.3,,5,0.8
QF_BV/sage/app8/bench_828,,11,22.4,,9,38.8,,9,24.1,,9,53.8
QF_BV/sage/app8/bench_1892,,5,0.5,,5,0.4,,5,1.3,,5,1.6
QF_BV/sage/app8/bench_2006,,9,0.2,,7,0.7,,7,1.8,,6,3.0
QF_BV/sage/app8/bench_2310,,7,0.2,,5,0.9,,5,0.8,,5,1.3
QF_BV/sage/app8/bench_2647,,23,1.1,,23,3.0,,10,5.2,,35,30.3
QF_BV/sage/app8/bench_2880,,9,0.6,,7,0.9,,6,2.2,,13,7.5
QF_BV/sage/app8/bench_3177,,25,3.6,,22,6.1,,14,8.2,,7,7.2
QF_BV/sage/app8/bench_3314,,7,0.6,,6,0.8,,6,2.5,,6,4.5
QF_BV/sage/app8/bench_3368,,6,0.6,,5,0.8,,4,2.0,,4,4.5
QF_BV/sage/app8/bench_3424,,6,0.7,,5,0.5,,5,1.6,,5,2.8
QF_BV/sage/app8/bench_3448,,6,0.5,,5,0.3,,4,0.5,,4,0.8
QF_BV/sage/app8/bench_3677,,6,0.1,,6,0.1,,4,0.3,,5,0.7
QF_BV/sage/app8/bench_3814,,6,0.4,,6,0.8,,5,1.5,,5,2.9
QF_BV/sage/app8/bench_3836,,3,0.1,,2,0.1,,2,0.0,,2,0.0
QF_BV/sage/app8/bench_3842,,216,0.5,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_885,,7,1.8,,6,3.6,,7,6.2,,8,18.4
QF_BV/sage/app9/bench_919,,18,0.1,,5,1.3,,4,0.2,,15,1.0
QF_BV/sage/app9/bench_979,,6,0.1,,5,0.2,,4,0.2,,4,0.3
QF_BV/sage/app9/bench_1203,,6,0.4,,5,0.8,,5,1.6,,5,2.9
QF_BV/sage/app9/bench_1269,,9,0.3,,6,0.4,,6,1.2,,5,1.9
QF_BV/sage/app9/bench_1323,,10,0.3,,6,0.3,,5,0.8,,5,1.1
QF_BV/sage/app9/bench_1384,,15,2.1,,10,4.2,,8,9.8,,9,14.1
QF_BV/sage/app9/bench_1400,,11,2.1,,11,4.1,,8,9.3,,9,10.6
QF_BV/sage/app9/bench_1552,,19,2.5,,7,1.3,,7,3.6,,7,6.6
QF_BV/sage/app9/bench_1659,,11,2.3,,10,2.4,,10,5.4,,9,5.6
QF_BV/sage/app9/bench_1969,,5,0.2,,5,0.3,,4,0.5,,4,0.9
QF_BV/sage/app9/bench_2061,,5,0.0,,3,0.1,,2,0.1,,4,0.2
QF_BV/sage/app9/bench_2358,,7,0.0,,2,0.0,,2,0.0,,2,0.1
QF_BV/sage/app9/bench_2518,,7,0.5,,5,0.3,,4,0.9,,5,1.9
QF_BV/sage/app9/bench_2940,,7,0.9,,6,1.0,,6,2.5,,6,4.3
QF_BV/sage/app9/bench_3094,,64,0.3,,3,0.0,,4,0.1,,4,0.2
QF_BV/sage/app9/bench_3134,,10,20.7,,7,25.4,,7,47.3,,7,68.5
QF_BV/sage/app9/bench_3261,,16,0.1,,3,0.1,,2,0.0,,2,0.1
QF_BV/sage/app9/bench_3278,,9,21.8,,7,44.5,,7,39.2,,7,39.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,6,2.0,,5,8.3,,5,17.0,,5,33.1
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,5,1.6,,5,6.5,,4,23.0,,4,46.9
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,6,2.0,,5,7.8,,5,25.0,,5,53.5
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,13,60.3,,9,110.6,,8,150.7,,9,379.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,13,68.2,,8,104.9,,8,153.2,,8,201.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,10,50.8,,9,110.0,,8,156.9,,9,233.8
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,9,46.6,,8,107.2,,7,125.3,,8,234.0
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,9,46.9,,9,202.5,,7,106.6,,9,235.5
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,10,71.8,,9,107.1,,8,177.5,,8,199.5
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,486,58.5,,17,2.6,,195,39.7,,13,4.1
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,- -,- -,,31,5.5,,10,2.9,,254,97.8
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,562,107.9,,12,3.2,,10,4.9,,10,6.6
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,632,141.2,,14,4.5,,10,5.0,,10,4.0
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,314,115.5,,15,5.8,,10,4.0,,10,4.7
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,624,251.8,,13,6.4,,9,6.5,,9,8.6
QF_BV/stp_samples/run_03230.trace.cond_012217_0x4182b4_00,,566,51.8,,14,7.1,,10,5.3,,10,8.7
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,9,1.3,,9,3.4,,8,3.1,,8,4.8
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,11,1.8,,11,2.3,,9,3.4,,9,6.8
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,14,3.1,,12,3.5,,12,6.1,,12,10.1
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,14,2.7,,14,3.5,,13,8.5,,12,11.4
