Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,38,289.4,,38,234.4,,34,305.7,,32,285.9
QF_BV/RWS/Example_8.txt,,13,35.2,,13,31.4,,12,120.6,,12,101.7
QF_BV/RWS/Example_9.txt,,18,329.2,,18,533.7,,17,1636.0,,16,935.9
QF_BV/RWS/Example_10.txt,,46,713.0,,44,839.2,,41,1334.5,,39,1853.0
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,27,1863.4,,26,2549.7,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,29,193.9,,28,205.6,,27,472.6,,26,691.0
QF_BV/RWS/Example_16.txt,,36,348.1,,36,436.5,,34,1381.9,,33,756.9
QF_BV/RWS/Example_17.txt,,28,278.7,,26,512.2,,24,634.8,,24,860.4
QF_BV/sage/app1/bench_4,,5,225.1,,5,210.3,,5,361.2,,5,434.6
QF_BV/sage/app1/bench_29,,6,135.4,,5,89.5,,5,111.1,,5,100.6
QF_BV/sage/app1/bench_32,,5,104.0,,5,92.8,,5,128.5,,5,153.5
QF_BV/sage/app1/bench_37,,5,200.5,,5,286.6,,5,339.4,,5,758.7
QF_BV/sage/app1/bench_47,,5,76.2,,5,73.2,,6,121.5,,5,119.3
QF_BV/sage/app1/bench_52,,6,74.2,,6,97.6,,5,98.1,,6,107.4
QF_BV/sage/app1/bench_53,,5,55.2,,5,84.2,,5,202.7,,5,129.2
QF_BV/sage/app1/bench_54,,6,119.9,,5,77.9,,5,60.5,,6,161.9
QF_BV/sage/app1/bench_55,,6,47.6,,5,79.7,,5,98.2,,6,164.7
QF_BV/sage/app1/bench_60,,5,56.5,,5,59.9,,5,148.4,,5,124.0
QF_BV/sage/app1/bench_61,,6,64.1,,5,78.6,,5,104.2,,5,127.3
QF_BV/sage/app1/bench_62,,5,59.1,,6,90.6,,5,93.9,,6,99.6
QF_BV/sage/app1/bench_63,,6,71.9,,6,88.4,,6,121.0,,6,141.5
QF_BV/sage/app1/bench_66,,6,130.8,,5,70.2,,5,106.0,,6,137.6
QF_BV/sage/app1/bench_69,,6,125.5,,6,58.5,,5,94.1,,5,116.7
QF_BV/sage/app1/bench_99,,5,100.1,,5,71.9,,5,89.2,,5,122.7
QF_BV/sage/app1/bench_134,,6,60.1,,5,73.2,,6,80.0,,5,116.7
QF_BV/sage/app1/bench_169,,6,64.5,,5,66.5,,5,88.2,,5,106.8
QF_BV/sage/app1/bench_174,,6,60.4,,6,82.0,,6,106.6,,6,87.0
QF_BV/sage/app1/bench_175,,5,76.4,,5,73.7,,5,150.9,,5,195.7
QF_BV/sage/app1/bench_176,,6,69.8,,6,48.6,,5,85.5,,6,99.5
QF_BV/sage/app1/bench_177,,6,75.4,,6,85.7,,6,133.3,,6,136.6
QF_BV/sage/app1/bench_181,,5,142.4,,5,156.9,,5,355.7,,5,456.1
QF_BV/sage/app1/bench_182,,6,100.5,,5,71.8,,5,93.7,,6,133.7
QF_BV/sage/app1/bench_183,,6,43.9,,6,54.3,,5,96.3,,5,118.3
QF_BV/sage/app1/bench_184,,6,42.7,,6,72.6,,5,75.4,,5,72.6
QF_BV/sage/app1/bench_185,,6,61.8,,6,94.7,,6,98.0,,6,135.9
QF_BV/sage/app1/bench_188,,6,64.0,,6,98.9,,6,108.7,,5,118.7
QF_BV/sage/app1/bench_191,,6,64.6,,6,68.3,,5,92.7,,6,77.4
QF_BV/sage/app1/bench_201,,6,97.2,,6,87.2,,5,102.7,,6,146.3
QF_BV/sage/app1/bench_268,,6,65.5,,6,83.3,,6,109.9,,5,110.3
QF_BV/sage/app1/bench_310,,6,89.6,,6,93.0,,6,119.3,,6,164.0
QF_BV/sage/app1/bench_313,,6,64.0,,6,95.1,,5,98.4,,6,114.3
QF_BV/sage/app1/bench_329,,6,73.9,,6,106.6,,6,96.7,,6,142.3
QF_BV/sage/app1/bench_333,,6,63.8,,6,92.5,,6,114.6,,6,134.5
QF_BV/sage/app1/bench_334,,6,84.7,,6,85.5,,6,115.3,,6,139.6
QF_BV/sage/app1/bench_335,,6,73.7,,6,66.2,,6,76.8,,6,141.2
QF_BV/sage/app1/bench_338,,6,86.6,,6,91.2,,6,123.6,,6,153.9
QF_BV/sage/app1/bench_342,,6,63.0,,6,90.8,,6,112.3,,6,207.7
QF_BV/sage/app1/bench_343,,6,48.2,,6,80.2,,6,159.3,,6,76.1
QF_BV/sage/app1/bench_344,,6,93.7,,6,85.1,,6,113.6,,6,139.1
QF_BV/sage/app1/bench_345,,6,85.8,,6,86.7,,5,129.7,,6,139.8
QF_BV/sage/app1/bench_349,,6,71.9,,6,81.9,,6,233.3,,6,237.5
