Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,38,230.6,,36,226.4,,34,305.3,,33,269.4
QF_BV/RWS/Example_8.txt,,13,56.6,,13,49.8,,12,67.2,,12,101.5
QF_BV/RWS/Example_9.txt,,18,546.3,,18,619.0,,17,838.9,,17,1052.9
QF_BV/RWS/Example_10.txt,,43,650.6,,44,848.7,,42,2268.5,,40,1629.3
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,29,1543.1,,26,2616.5,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,29,239.6,,28,297.9,,26,444.5,,26,667.9
QF_BV/RWS/Example_16.txt,,38,246.9,,36,441.6,,33,621.3,,33,924.4
QF_BV/RWS/Example_17.txt,,28,169.4,,27,244.4,,25,659.5,,25,891.5
QF_BV/sage/app1/bench_4,,5,182.7,,4,190.4,,5,317.4,,5,262.1
QF_BV/sage/app1/bench_29,,6,75.0,,5,121.8,,5,113.1,,6,190.6
QF_BV/sage/app1/bench_32,,5,76.7,,5,91.8,,5,121.1,,5,154.6
QF_BV/sage/app1/bench_37,,5,197.2,,5,405.9,,5,413.6,,4,288.3
QF_BV/sage/app1/bench_47,,5,63.6,,5,55.4,,5,106.0,,5,143.7
QF_BV/sage/app1/bench_52,,6,84.1,,5,81.7,,6,73.8,,5,115.6
QF_BV/sage/app1/bench_53,,5,92.3,,5,77.8,,5,75.1,,5,83.2
QF_BV/sage/app1/bench_54,,6,56.5,,5,138.0,,5,168.2,,5,140.3
QF_BV/sage/app1/bench_55,,5,68.2,,6,112.9,,6,76.9,,6,281.5
QF_BV/sage/app1/bench_60,,5,54.6,,5,82.8,,6,79.6,,5,130.9
QF_BV/sage/app1/bench_61,,5,64.6,,5,97.4,,5,105.7,,5,132.9
QF_BV/sage/app1/bench_62,,5,84.2,,6,60.7,,5,128.1,,5,137.7
QF_BV/sage/app1/bench_63,,5,73.2,,6,94.1,,6,222.9,,5,118.9
QF_BV/sage/app1/bench_66,,6,80.4,,5,77.2,,5,99.9,,6,229.6
QF_BV/sage/app1/bench_69,,6,60.6,,6,144.3,,5,101.4,,6,84.4
QF_BV/sage/app1/bench_99,,6,41.6,,5,48.8,,5,84.1,,5,83.0
QF_BV/sage/app1/bench_134,,5,61.3,,6,55.2,,6,119.1,,5,118.0
QF_BV/sage/app1/bench_169,,6,57.7,,6,83.9,,5,91.3,,6,126.0
QF_BV/sage/app1/bench_174,,6,72.7,,6,82.7,,5,92.9,,5,113.6
QF_BV/sage/app1/bench_175,,6,63.0,,5,49.7,,5,138.8,,5,79.0
QF_BV/sage/app1/bench_176,,5,45.5,,6,84.4,,5,88.3,,5,109.2
QF_BV/sage/app1/bench_177,,6,67.8,,5,73.4,,6,122.1,,6,151.2
QF_BV/sage/app1/bench_181,,5,276.5,,4,200.4,,5,423.8,,5,389.8
QF_BV/sage/app1/bench_182,,6,50.0,,5,62.5,,5,88.3,,6,129.6
QF_BV/sage/app1/bench_183,,6,53.0,,5,68.1,,5,158.2,,5,129.3
QF_BV/sage/app1/bench_184,,6,62.8,,6,50.4,,6,186.9,,5,112.0
QF_BV/sage/app1/bench_185,,6,59.1,,6,124.7,,5,86.2,,6,122.5
QF_BV/sage/app1/bench_188,,6,59.5,,6,66.8,,6,190.7,,6,88.7
QF_BV/sage/app1/bench_191,,5,56.3,,5,63.7,,6,102.2,,5,112.3
QF_BV/sage/app1/bench_201,,6,48.0,,6,137.0,,6,202.6,,6,137.4
QF_BV/sage/app1/bench_268,,6,84.1,,6,81.2,,5,154.0,,5,116.6
QF_BV/sage/app1/bench_310,,6,84.9,,6,99.1,,6,243.1,,6,110.8
QF_BV/sage/app1/bench_313,,6,95.9,,6,88.2,,6,130.8,,6,153.0
QF_BV/sage/app1/bench_329,,6,91.3,,6,85.0,,6,125.3,,6,148.7
QF_BV/sage/app1/bench_333,,6,70.0,,6,52.3,,6,90.4,,6,148.9
QF_BV/sage/app1/bench_334,,6,66.1,,6,79.7,,6,111.6,,6,139.1
QF_BV/sage/app1/bench_335,,6,69.8,,6,91.7,,6,116.9,,6,138.1
QF_BV/sage/app1/bench_338,,6,81.0,,6,83.9,,6,114.5,,6,144.4
QF_BV/sage/app1/bench_342,,6,67.0,,6,64.3,,6,113.9,,6,91.3
QF_BV/sage/app1/bench_343,,6,125.4,,6,91.6,,6,112.4,,6,135.5
QF_BV/sage/app1/bench_344,,6,55.7,,6,90.9,,6,121.3,,6,145.1
QF_BV/sage/app1/bench_345,,6,64.3,,6,52.9,,5,90.2,,6,92.0
QF_BV/sage/app1/bench_349,,6,57.4,,6,88.9,,6,116.0,,6,85.3
QF_BV/sage/app1/bench_352,,7,76.3,,6,109.3,,6,116.8,,6,93.3
QF_BV/sage/app1/bench_356,,6,72.0,,6,80.1,,6,102.3,,6,132.4
QF_BV/sage/app1/bench_372,,6,115.6,,6,83.6,,6,108.3,,6,132.8
QF_BV/sage/app1/bench_407,,6,82.1,,6,80.6,,6,105.4,,6,217.1
QF_BV/sage/app1/bench_411,,6,73.6,,6,73.8,,6,99.9,,6,81.3
QF_BV/sage/app1/bench_412,,6,56.5,,6,75.5,,6,72.3,,6,123.5
QF_BV/sage/app1/bench_413,,6,68.5,,6,88.3,,6,98.2,,6,126.1
