Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,37,206.8,,38,240.8,,34,294.8,,33,403.8
QF_BV/RWS/Example_8.txt,,13,37.3,,13,61.7,,12,67.8,,12,92.3
QF_BV/RWS/Example_9.txt,,19,347.3,,18,360.6,,17,794.4,,17,1120.5
QF_BV/RWS/Example_10.txt,,46,496.0,,45,769.6,,41,1279.7,,40,1841.1
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,29,1207.5,,28,3517.4,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,29,279.1,,29,313.5,,26,444.4,,24,676.0
QF_BV/RWS/Example_16.txt,,38,252.0,,35,431.2,,33,641.6,,33,870.7
QF_BV/RWS/Example_17.txt,,28,312.6,,26,330.3,,25,549.2,,24,484.8
QF_BV/sage/app1/bench_4,,5,183.5,,5,227.5,,5,317.5,,5,455.5
QF_BV/sage/app1/bench_29,,6,64.1,,5,90.4,,5,116.8,,6,192.0
QF_BV/sage/app1/bench_32,,5,76.9,,6,105.5,,5,202.8,,5,153.0
QF_BV/sage/app1/bench_37,,5,227.9,,4,176.0,,5,325.8,,4,353.7
QF_BV/sage/app1/bench_47,,5,62.4,,5,82.3,,6,123.3,,5,127.3
QF_BV/sage/app1/bench_52,,6,103.5,,6,124.2,,5,110.4,,5,141.2
QF_BV/sage/app1/bench_53,,6,71.8,,5,74.1,,5,99.3,,5,130.0
QF_BV/sage/app1/bench_54,,6,66.5,,5,83.4,,5,109.8,,5,77.3
QF_BV/sage/app1/bench_55,,6,66.2,,6,99.9,,5,101.0,,5,143.3
QF_BV/sage/app1/bench_60,,6,110.1,,5,60.2,,5,120.9,,5,124.1
QF_BV/sage/app1/bench_61,,5,41.6,,5,76.3,,5,71.0,,5,128.6
QF_BV/sage/app1/bench_62,,5,63.1,,6,50.2,,6,116.5,,6,99.6
QF_BV/sage/app1/bench_63,,6,109.6,,6,51.4,,5,94.8,,5,124.4
QF_BV/sage/app1/bench_66,,6,65.4,,6,47.5,,5,101.4,,5,120.5
QF_BV/sage/app1/bench_69,,6,86.6,,6,70.7,,6,132.2,,5,117.8
QF_BV/sage/app1/bench_99,,6,61.8,,5,69.5,,5,92.8,,5,104.8
QF_BV/sage/app1/bench_134,,6,75.0,,6,100.4,,6,108.5,,5,122.5
QF_BV/sage/app1/bench_169,,5,61.4,,6,138.4,,6,109.3,,6,79.5
QF_BV/sage/app1/bench_174,,6,71.6,,6,61.3,,6,102.2,,6,225.2
QF_BV/sage/app1/bench_175,,6,61.5,,5,86.5,,5,225.3,,5,126.3
QF_BV/sage/app1/bench_176,,6,47.8,,6,82.5,,5,91.5,,6,140.8
QF_BV/sage/app1/bench_177,,6,66.1,,6,86.4,,6,71.7,,6,89.0
QF_BV/sage/app1/bench_181,,5,162.5,,5,166.4,,5,342.8,,5,397.8
QF_BV/sage/app1/bench_182,,6,63.6,,6,48.9,,6,127.2,,6,209.4
QF_BV/sage/app1/bench_183,,6,61.7,,5,43.4,,5,144.6,,5,106.6
QF_BV/sage/app1/bench_184,,6,73.7,,6,87.5,,5,78.8,,5,107.2
QF_BV/sage/app1/bench_185,,6,45.9,,6,52.7,,6,194.2,,5,218.2
QF_BV/sage/app1/bench_188,,6,68.8,,6,85.7,,6,108.6,,6,135.9
QF_BV/sage/app1/bench_191,,6,99.0,,6,53.5,,6,98.0,,6,141.0
QF_BV/sage/app1/bench_201,,6,72.7,,6,67.2,,6,119.8,,6,137.7
QF_BV/sage/app1/bench_268,,6,55.4,,6,99.8,,5,94.5,,5,115.6
QF_BV/sage/app1/bench_310,,6,76.5,,6,168.8,,6,243.8,,6,147.5
QF_BV/sage/app1/bench_313,,6,71.5,,6,66.5,,6,116.3,,5,131.7
QF_BV/sage/app1/bench_329,,6,88.1,,6,53.9,,6,113.2,,6,158.1
QF_BV/sage/app1/bench_333,,6,76.6,,6,89.8,,6,167.1,,6,80.0
