Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.2,,1,0.0
QF_BV/bench_ab/a403test0043,,3,0.0,,61,1.1,,5,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.2,,1,0.3,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,33,0.3,,221,1.8,,7,0.1,,43,0.6
QF_BV/bench_ab/a651test0090,,22,0.3,,39,0.2,,9,0.1,,46,0.2
QF_BV/bench_ab/a655test0003,,17,0.1,,39,0.4,,51,0.6,,36,0.2
QF_BV/bench_ab/a659test0071,,11,0.1,,39,0.2,,51,0.1,,29,0.1
QF_BV/bench_ab/a668test0098,,2,0.0,,19,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,4.8,,3,2.6,,4,1.3,,3,1.2
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,5.9,,3,6.9,,4,2.7,,3,1.6
QF_BV/bmc-bv/ex19,,4,135.7,,134,1697.4,,11,248.1,,5,75.7
QF_BV/bmc-bv/fermat,,4,8.8,,5,0.6,,5,12.9,,4,10.2
QF_BV/bmc-bv/graycode,,1,1.8,,1,0.7,,1,1.4,,1,1.6
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.4,,1,0.1
QF_BV/bmc-bv/magic,,1,6.1,,1,4.3,,1,6.2,,1,3.6
QF_BV/bmc-bv/queens,,1,3.4,,1,1.9,,1,3.0,,1,2.7
QF_BV/bmc-bv/sudoku,,1,44.1,,1,47.5,,1,15.8,,1,28.2
QF_BV/brummayerbiere2/smulov4bw0256,,3,864.2,,- -,- -,,3,1149.3,,3,1312.2
QF_BV/brummayerbiere2/smulov4bw0064,,3,6.7,,- -,- -,,3,8.2,,3,9.5
QF_BV/brummayerbiere2/smulov4bw0128,,3,74.6,,- -,- -,,3,88.8,,3,91.5
QF_BV/brummayerbiere2/smulov4bw0032,,3,1.9,,7,1.7,,3,1.3,,3,2.3
QF_BV/gulwani-pldi08/fig1d.phx,,5,104.7,,8,73.0,,5,168.7,,6,95.4
QF_BV/gulwani-pldi08/fig5.phx,,5,62.2,,5,26.9,,6,58.5,,5,45.6
QF_BV/gulwani-pldi08/fig6.phx,,6,17.8,,7,5.4,,11,22.1,,6,14.9
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,4,29.0,,6,17.5,,5,40.3,,5,68.3
QF_BV/RWS/Example_1.txt,,9,18.2,,9,23.8,,10,22.0,,10,13.0
QF_BV/RWS/Example_2.txt,,7,16.8,,8,25.9,,9,23.4,,8,17.1
QF_BV/RWS/Example_4.txt,,6,16.3,,7,29.2,,7,20.7,,6,15.1
QF_BV/RWS/Example_5.txt,,5,19.1,,6,19.7,,5,9.4,,5,13.4
QF_BV/RWS/Example_6.txt,,5,12.6,,5,5.1,,5,7.8,,5,7.9
QF_BV/RWS/Example_14.txt,,10,32.3,,10,44.1,,11,27.4,,10,37.2
QF_BV/sage/app1/bench_1141,,3,5.8,,9,10.7,,3,4.6,,3,4.6
QF_BV/sage/app1/bench_1258,,1,0.0,,- -,- -,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,3,5.1,,4,1.7,,3,5.6,,3,4.8
QF_BV/sage/app1/bench_1288,,2,3.1,,3,1.9,,3,4.8,,3,4.8
QF_BV/sage/app1/bench_1339,,2,3.0,,2,1.2,,3,3.4,,2,2.3
QF_BV/sage/app1/bench_1346,,3,3.2,,3,1.4,,3,3.3,,3,3.2
QF_BV/sage/app1/bench_1710,,3,0.1,,- -,- -,,4,0.1,,6,0.4
QF_BV/sage/app1/bench_1738,,4,0.1,,- -,- -,,5,0.1,,112,2.2
QF_BV/sage/app1/bench_1742,,2,0.1,,621,82.2,,2,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,2,0.1,,712,48.7,,3,0.0,,2,0.1
QF_BV/sage/app12/bench_228,,3,0.0,,- -,- -,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/sage/app12/bench_446,,2,0.1,,- -,- -,,3,0.1,,2,0.1
QF_BV/sage/app12/bench_451,,3,0.0,,- -,- -,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_953,,2,0.1,,12,0.2,,3,0.1,,2,0.1
QF_BV/sage/app12/bench_1051,,3,11.9,,3,4.1,,3,10.0,,3,8.7
QF_BV/sage/app12/bench_1183,,3,12.6,,3,13.7,,3,8.1,,3,10.7
QF_BV/sage/app12/bench_1353,,3,2.6,,- -,- -,,3,0.2,,2,0.6
QF_BV/sage/app12/bench_2353,,14,85.0,,- -,- -,,5,2.5,,2,1.5
QF_BV/sage/app12/bench_2428,,5,5.8,,- -,- -,,3,0.5,,3,1.7
QF_BV/sage/app12/bench_2451,,4,3.7,,- -,- -,,4,0.6,,3,1.5
QF_BV/sage/app12/bench_3681,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,26,0.3,,- -,- -,,25,0.3,,- -,- -
QF_BV/sage/app12/bench_3957,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4177,,2,0.0,,- -,- -,,3,0.0,,2,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,15,0.1,,3,0.1,,2,0.0
QF_BV/sage/app12/bench_5599,,2,0.6,,- -,- -,,2,0.9,,2,0.1
QF_BV/sage/app2/bench_48,,13,5.4,,- -,- -,,23,2.2,,12,2.2
QF_BV/sage/app2/bench_225,,4,7.1,,24,35.5,,4,4.4,,4,3.4
