Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.0,,1,0.1
QF_BV/bench_ab/a403test0043,,2,0.0,,61,0.3,,3,0.1,,4,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,8,0.1,,221,3.6,,6,0.2,,49,0.3
QF_BV/bench_ab/a651test0090,,13,0.1,,39,0.6,,48,0.3,,31,0.1
QF_BV/bench_ab/a655test0003,,10,0.0,,39,0.3,,4,0.0,,34,0.2
QF_BV/bench_ab/a659test0071,,16,0.1,,39,0.4,,59,0.7,,29,0.1
QF_BV/bench_ab/a668test0098,,2,0.0,,19,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,2.4,,3,4.8,,4,2.6,,3,1.5
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,6.5,,3,6.2,,6,1.8,,3,1.2
QF_BV/bmc-bv/ex19,,4,69.6,,134,1076.3,,17,448.7,,5,77.0
QF_BV/bmc-bv/fermat,,4,8.5,,5,2.2,,4,7.4,,4,11.6
QF_BV/bmc-bv/graycode,,1,1.7,,1,0.7,,1,1.7,,1,1.6
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,1,6.0,,1,5.0,,1,10.7,,1,9.0
QF_BV/bmc-bv/queens,,1,3.3,,1,2.5,,1,3.2,,1,2.6
QF_BV/bmc-bv/sudoku,,1,40.9,,1,26.6,,1,30.7,,1,18.9
QF_BV/brummayerbiere2/smulov4bw0256,,3,1083.3,,- -,- -,,3,1371.7,,3,1027.8
QF_BV/brummayerbiere2/smulov4bw0064,,3,6.9,,- -,- -,,3,12.5,,3,9.7
QF_BV/brummayerbiere2/smulov4bw0128,,3,85.8,,- -,- -,,3,57.0,,3,71.7
QF_BV/brummayerbiere2/smulov4bw0032,,3,2.3,,7,0.4,,2,1.1,,3,2.0
QF_BV/gulwani-pldi08/fig1d.phx,,5,122.9,,8,64.6,,7,120.1,,6,96.3
QF_BV/gulwani-pldi08/fig5.phx,,4,54.9,,5,28.1,,6,91.4,,5,43.3
QF_BV/gulwani-pldi08/fig6.phx,,6,16.9,,7,5.5,,13,42.8,,6,14.3
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,4,43.6,,6,15.2,,5,47.9,,5,35.7
QF_BV/RWS/Example_1.txt,,9,25.2,,9,25.6,,10,26.0,,10,18.9
QF_BV/RWS/Example_2.txt,,7,28.5,,8,25.2,,8,23.0,,8,19.4
QF_BV/RWS/Example_4.txt,,6,22.2,,7,28.9,,6,12.9,,6,16.8
QF_BV/RWS/Example_5.txt,,5,19.0,,6,18.8,,5,15.5,,5,14.6
QF_BV/RWS/Example_6.txt,,5,10.5,,5,14.3,,5,8.1,,5,7.5
QF_BV/RWS/Example_14.txt,,9,44.8,,10,44.1,,10,38.1,,10,28.5
QF_BV/sage/app1/bench_1141,,3,7.6,,9,19.4,,3,3.9,,3,2.9
QF_BV/sage/app1/bench_1258,,1,0.0,,- -,- -,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,3,4.6,,4,3.7,,3,6.0,,3,4.0
QF_BV/sage/app1/bench_1288,,2,4.1,,3,2.0,,3,7.3,,3,4.6
QF_BV/sage/app1/bench_1339,,2,2.5,,2,1.2,,2,4.3,,2,2.0
QF_BV/sage/app1/bench_1346,,2,2.8,,3,1.4,,3,3.3,,3,2.9
QF_BV/sage/app1/bench_1710,,3,0.1,,- -,- -,,6,0.1,,4,0.1
QF_BV/sage/app1/bench_1738,,4,0.0,,- -,- -,,4,0.1,,52,0.7
QF_BV/sage/app1/bench_1742,,2,0.1,,621,40.7,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,2,0.1,,712,40.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_228,,3,0.1,,- -,- -,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.1,,1,0.1,,1,0.1,,1,0.1
QF_BV/sage/app12/bench_446,,2,0.1,,- -,- -,,3,1.2,,2,0.1
QF_BV/sage/app12/bench_451,,3,0.0,,- -,- -,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_953,,2,0.0,,12,0.1,,2,0.0,,2,0.1
QF_BV/sage/app12/bench_1051,,3,7.9,,3,4.5,,3,8.8,,3,9.2
QF_BV/sage/app12/bench_1183,,3,17.8,,3,9.0,,3,12.1,,3,9.4
QF_BV/sage/app12/bench_1353,,3,1.4,,- -,- -,,3,0.4,,2,0.7
QF_BV/sage/app12/bench_2353,,12,78.7,,- -,- -,,5,3.4,,4,4.5
QF_BV/sage/app12/bench_2428,,4,4.1,,- -,- -,,3,0.7,,2,1.3
QF_BV/sage/app12/bench_2451,,4,3.6,,- -,- -,,5,0.8,,2,1.0
QF_BV/sage/app12/bench_3681,,2,0.0,,- -,- -,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,27,0.3,,- -,- -,,16,0.1,,- -,- -
QF_BV/sage/app12/bench_3957,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4177,,2,0.0,,- -,- -,,2,0.1,,3,0.0
QF_BV/sage/app12/bench_4845,,2,0.1,,15,0.1,,3,0.0,,2,0.0
QF_BV/sage/app12/bench_5599,,2,0.1,,- -,- -,,2,0.2,,2,0.1
QF_BV/sage/app2/bench_48,,13,6.1,,- -,- -,,17,1.7,,14,1.7
QF_BV/sage/app2/bench_225,,4,3.9,,24,24.2,,4,4.5,,4,4.4
QF_BV/sage/app2/bench_278,,3,7.1,,- -,- -,,3,5.7,,3,7.0
QF_BV/sage/app2/bench_282,,2,5.1,,4,3.5,,2,5.3,,2,5.0
QF_BV/sage/app2/bench_458,,4,0.1,,384,23.3,,5,0.3,,4,0.1
QF_BV/sage/app2/bench_642,,5,6.5,,- -,- -,,5,5.6,,6,4.8
QF_BV/sage/app2/bench_645,,2,1.2,,4,1.9,,3,2.0,,3,0.9
QF_BV/sage/app2/bench_664,,5,6.9,,- -,- -,,6,3.9,,6,4.7
QF_BV/sage/app2/bench_719,,5,6.5,,- -,- -,,7,4.3,,6,3.8
QF_BV/sage/app2/bench_830,,7,8.7,,- -,- -,,8,5.3,,7,4.4
QF_BV/sage/app2/bench_863,,3,6.5,,650,734.9,,3,4.0,,4,5.1
QF_BV/sage/app2/bench_1196,,4,7.3,,- -,- -,,4,3.5,,4,4.8
QF_BV/sage/app2/bench_1387,,4,58.6,,- -,- -,,5,30.2,,4,21.8
QF_BV/sage/app5/bench_42,,3,4.6,,34,8.7,,3,3.8,,4,5.4
QF_BV/sage/app5/bench_349,,3,8.0,,104,145.8,,3,9.4,,3,6.5
QF_BV/sage/app5/bench_357,,3,6.2,,- -,- -,,3,8.1,,3,7.1
QF_BV/sage/app5/bench_575,,3,0.1,,- -,- -,,3,0.2,,3,0.1
QF_BV/sage/app5/bench_742,,1,0.2,,1,0.1,,1,0.1,,1,0.1
QF_BV/sage/app5/bench_794,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app5/bench_931,,3,0.5,,207,15.4,,3,0.6,,3,0.5
QF_BV/sage/app5/bench_959,,3,0.5,,166,26.0,,3,0.3,,3,0.7
QF_BV/sage/app5/bench_960,,3,0.1,,- -,- -,,3,0.0,,258,2.5
QF_BV/sage/app5/bench_1163,,4,0.9,,401,81.4,,4,0.8,,4,0.7
QF_BV/sage/app5/bench_1170,,4,1.1,,678,187.7,,4,0.7,,4,0.8
QF_BV/sage/app5/bench_1182,,4,7.4,,- -,- -,,4,6.0,,3,6.1
QF_BV/sage/app5/bench_1262,,3,0.3,,- -,- -,,3,0.2,,3,0.2
QF_BV/sage/app8/bench_23,,3,2.8,,3,0.6,,3,1.4,,3,2.4
QF_BV/sage/app8/bench_49,,3,0.8,,4,0.2,,3,0.8,,3,1.1
QF_BV/sage/app8/bench_400,,3,17.2,,4,10.9,,4,26.3,,3,15.9
QF_BV/sage/app8/bench_443,,3,17.0,,4,13.8,,3,14.5,,3,11.5
QF_BV/sage/app8/bench_498,,3,17.3,,3,19.4,,3,10.2,,3,11.9
QF_BV/sage/app8/bench_525,,4,0.3,,- -,- -,,6,0.7,,4,0.3
QF_BV/sage/app8/bench_828,,3,13.2,,4,8.0,,3,5.1,,3,6.3
QF_BV/sage/app8/bench_1892,,3,0.8,,3,0.4,,3,0.8,,3,0.6
QF_BV/sage/app8/bench_2006,,3,0.9,,4,0.5,,4,1.1,,3,0.6
QF_BV/sage/app8/bench_2310,,3,0.5,,880,73.0,,3,0.3,,3,0.4
QF_BV/sage/app8/bench_2647,,3,0.9,,6,0.8,,4,1.5,,3,0.9
QF_BV/sage/app8/bench_2880,,4,1.5,,7,0.9,,4,2.1,,4,1.1
QF_BV/sage/app8/bench_3177,,3,2.1,,4,0.8,,3,1.8,,3,1.8
QF_BV/sage/app8/bench_3314,,3,1.5,,5,1.3,,3,1.4,,3,1.3
QF_BV/sage/app8/bench_3368,,3,1.6,,3,0.7,,4,2.2,,3,1.2
QF_BV/sage/app8/bench_3424,,3,1.0,,7,0.4,,3,1.0,,3,0.8
QF_BV/sage/app8/bench_3448,,2,0.2,,3,0.1,,2,0.2,,2,0.4
QF_BV/sage/app8/bench_3677,,4,0.3,,- -,- -,,5,0.6,,4,0.3
QF_BV/sage/app8/bench_3814,,3,1.2,,4,0.6,,3,1.0,,3,1.1
QF_BV/sage/app8/bench_3836,,2,0.0,,265,5.1,,2,0.5,,2,0.0
QF_BV/sage/app8/bench_3842,,2,0.0,,467,13.3,,2,0.0,,3,0.0
QF_BV/sage/app9/bench_885,,3,4.2,,16,10.3,,4,5.0,,4,4.4
QF_BV/sage/app9/bench_919,,3,0.1,,- -,- -,,4,0.1,,3,0.1
QF_BV/sage/app9/bench_979,,2,0.1,,3,0.3,,3,0.2,,3,0.1
QF_BV/sage/app9/bench_1203,,3,1.4,,3,0.6,,4,1.7,,3,0.9
QF_BV/sage/app9/bench_1269,,3,0.5,,130,20.0,,3,1.0,,3,0.5
QF_BV/sage/app9/bench_1323,,3,0.5,,298,15.3,,4,0.8,,3,0.4
QF_BV/sage/app9/bench_1384,,4,4.4,,7,2.4,,4,3.7,,4,3.3
QF_BV/sage/app9/bench_1400,,4,4.0,,4,1.2,,4,5.2,,4,2.5
QF_BV/sage/app9/bench_1552,,4,2.3,,6,1.6,,4,2.4,,4,2.0
QF_BV/sage/app9/bench_1659,,4,2.4,,5,0.6,,4,3.5,,4,1.9
QF_BV/sage/app9/bench_1969,,2,0.2,,3,0.1,,2,0.2,,2,0.2
QF_BV/sage/app9/bench_2061,,3,0.1,,- -,- -,,3,0.1,,3,0.1
QF_BV/sage/app9/bench_2358,,2,0.0,,- -,- -,,2,0.1,,2,0.0
QF_BV/sage/app9/bench_2518,,3,0.6,,4,0.2,,3,0.5,,3,0.6
QF_BV/sage/app9/bench_2940,,3,1.1,,5,0.9,,4,2.9,,3,1.0
QF_BV/sage/app9/bench_3094,,3,0.1,,965,18.7,,3,0.1,,3,0.1
QF_BV/sage/app9/bench_3134,,3,21.0,,3,7.0,,3,14.1,,3,10.8
QF_BV/sage/app9/bench_3261,,2,0.0,,702,121.1,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_3278,,3,17.8,,3,17.2,,3,9.8,,3,11.1
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,3,17.4,,3,4.9,,3,13.4,,3,16.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,3,15.1,,3,1.6,,2,13.6,,3,16.9
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,3,10.4,,3,1.5,,3,17.1,,3,16.4
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,4,94.0,,6,22.6,,5,124.8,,6,170.0
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,4,89.6,,6,17.3,,4,102.4,,6,60.6
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,4,74.8,,7,24.7,,5,83.0,,6,66.6
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,4,61.5,,8,33.6,,4,92.4,,6,68.8
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,4,84.2,,8,31.3,,4,104.4,,6,57.6
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,4,89.8,,8,75.5,,4,49.0,,7,78.2
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,4,1.1,,- -,- -,,6,0.8,,5,0.8
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,4,1.3,,- -,- -,,5,0.8,,5,1.0
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,5,2.3,,- -,- -,,5,1.2,,6,1.9
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,5,3.6,,- -,- -,,5,1.2,,5,1.4
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,5,3.1,,- -,- -,,5,1.8,,5,1.6
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,5,3.9,,- -,- -,,5,1.6,,5,1.7
QF_BV/stp_samples/run_03230.trace.cond_012217_0x4182b4_00,,5,2.1,,- -,- -,,6,1.9,,5,2.1
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,3,1.4,,4,0.7,,4,1.5,,4,1.3
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,3,1.1,,4,1.1,,4,1.4,,4,1.3
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,3,1.6,,5,4.4,,4,1.6,,4,1.7
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,4,3.0,,5,2.0,,4,2.4,,4,2.4
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,4,3.5,,- -,- -,,5,1.7,,5,2.2
QF_BV/stp_samples/run_03230.trace.cond_025424_0x41820e_00,,4,1.9,,- -,- -,,4,1.3,,4,2.1
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,2,2.3,,20,19.8,,3,0.9,,2,1.2
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,2,2.0,,15,9.3,,2,0.8,,2,1.2
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,2,1.5,,8,7.0,,2,0.9,,2,1.2
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,2,2.0,,2,1.2,,2,0.9,,2,1.4
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,1.8,,1,3.3,,1,1.3,,1,2.3
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,5,2.9,,- -,- -,,6,2.2,,6,2.0
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,5,4.3,,- -,- -,,7,2.7,,5,1.3
QF_BV/tacas07/s-40-50-bv,,4,144.7,,6,60.3,,4,74.6,,5,81.0
,,,,,,,,,,,,
QF_ABV/bench_ab/a84test0002,,2,0.0,,3,0.3,,2,0.0,,2,0.0
QF_ABV/bench_ab/a271test0009,,2,0.1,,2,0.2,,2,0.1,,2,0.1
QF_ABV/bench_ab/a283test0002,,3,0.0,,5,0.2,,4,0.0,,3,0.0
QF_ABV/bench_ab/a288test0004,,2,0.1,,4,0.2,,5,0.2,,2,0.1
QF_ABV/bench_ab/a296test0002,,1,2.2,,1,92.9,,1,2.0,,1,2.0
QF_ABV/bench_ab/b264test0001,,2,0.1,,2,0.0,,2,0.1,,2,0.1
QF_ABV/bmc-arrays/ex6,,8,0.9,,16,1.8,,18,2.3,,8,0.8
QF_ABV/bmc-arrays/ex20,,3,46.7,,- -,- -,,7,62.7,,4,47.1
QF_ABV/bmc-arrays/inf4,,1,0.6,,1,0.2,,1,0.6,,1,0.6
QF_ABV/bmc-arrays/simple_control_on_input,,3,9.0,,- -,- -,,13,20.3,,4,7.5
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,13,0.8,,7,35.1,,11,0.4,,- -,- -
