Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/bench_ab/a403test0043,,3,0.0,,61,0.6,,3,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,19,0.2,,221,2.0,,41,0.2,,36,0.3
QF_BV/bench_ab/a651test0090,,22,0.1,,39,0.4,,68,0.7,,36,0.2
QF_BV/bench_ab/a655test0003,,21,0.1,,39,0.2,,48,0.3,,52,0.7
QF_BV/bench_ab/a659test0071,,20,0.1,,39,0.4,,16,0.1,,29,0.5
QF_BV/bench_ab/a668test0098,,2,0.0,,19,0.1,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,3.4,,3,6.1,,3,1.8,,3,1.1
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,3.6,,3,4.4,,4,2.8,,3,1.4
QF_BV/bmc-bv/ex19,,4,168.8,,134,1041.3,,21,429.3,,5,137.6
QF_BV/bmc-bv/fermat,,4,10.1,,5,0.6,,4,10.9,,4,9.9
QF_BV/bmc-bv/graycode,,1,1.8,,1,0.5,,1,1.7,,1,1.6
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,1,4.8,,1,2.7,,1,7.9,,1,5.2
QF_BV/bmc-bv/queens,,1,3.1,,1,2.8,,1,2.3,,1,3.4
QF_BV/bmc-bv/sudoku,,1,41.9,,1,15.9,,1,35.7,,1,24.7
QF_BV/brummayerbiere2/smulov4bw0256,,3,954.3,,- -,- -,,3,1000.3,,3,960.8
QF_BV/brummayerbiere2/smulov4bw0064,,3,7.3,,- -,- -,,3,9.2,,3,8.8
QF_BV/brummayerbiere2/smulov4bw0128,,3,50.4,,- -,- -,,3,89.9,,3,88.2
QF_BV/brummayerbiere2/smulov4bw0032,,3,2.1,,7,0.6,,3,2.3,,3,1.7
QF_BV/gulwani-pldi08/fig1d.phx,,5,122.5,,8,60.4,,6,74.7,,6,104.2
QF_BV/gulwani-pldi08/fig5.phx,,5,58.5,,5,32.6,,5,108.1,,5,55.0
QF_BV/gulwani-pldi08/fig6.phx,,6,17.9,,7,5.0,,13,50.6,,6,14.5
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,4,42.0,,6,13.0,,5,48.9,,5,32.5
QF_BV/RWS/Example_1.txt,,9,28.2,,9,25.1,,10,21.3,,9,17.8
QF_BV/RWS/Example_2.txt,,8,27.8,,8,25.6,,8,14.1,,8,18.9
QF_BV/RWS/Example_4.txt,,6,20.3,,7,15.1,,7,14.3,,6,17.2
QF_BV/RWS/Example_5.txt,,5,18.9,,6,15.5,,6,10.8,,5,15.2
QF_BV/RWS/Example_6.txt,,5,8.3,,5,8.1,,4,6.6,,5,7.1
QF_BV/RWS/Example_14.txt,,9,46.6,,10,44.4,,10,43.3,,10,37.8
QF_BV/sage/app1/bench_1141,,3,7.7,,9,13.6,,3,4.4,,3,3.8
QF_BV/sage/app1/bench_1258,,1,0.0,,- -,- -,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,3,4.9,,4,3.0,,3,5.1,,3,5.5
QF_BV/sage/app1/bench_1288,,3,7.0,,3,1.8,,3,5.1,,3,4.8
QF_BV/sage/app1/bench_1339,,2,2.8,,2,1.1,,2,1.4,,2,2.1
QF_BV/sage/app1/bench_1346,,3,3.9,,3,0.8,,3,4.0,,3,3.0
QF_BV/sage/app1/bench_1710,,3,0.1,,- -,- -,,4,0.1,,6,0.1
QF_BV/sage/app1/bench_1738,,3,0.0,,- -,- -,,6,0.1,,56,0.7
QF_BV/sage/app1/bench_1742,,2,0.1,,621,39.2,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,2,0.1,,712,50.3,,3,0.0,,2,0.1
QF_BV/sage/app12/bench_228,,3,0.1,,- -,- -,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,1,0.2,,1,0.1,,1,1.3,,1,0.1
QF_BV/sage/app12/bench_446,,3,0.4,,- -,- -,,2,0.1,,3,0.1
QF_BV/sage/app12/bench_451,,3,0.0,,- -,- -,,2,0.0,,3,0.0
QF_BV/sage/app12/bench_953,,2,0.2,,12,0.2,,3,0.1,,2,0.0
QF_BV/sage/app12/bench_1051,,3,7.4,,3,4.7,,3,9.2,,3,8.1
QF_BV/sage/app12/bench_1183,,3,17.2,,3,10.3,,3,34.4,,3,9.4
QF_BV/sage/app12/bench_1353,,3,1.6,,- -,- -,,4,0.4,,2,0.5
QF_BV/sage/app12/bench_2353,,11,63.6,,- -,- -,,6,3.0,,2,2.4
QF_BV/sage/app12/bench_2428,,4,4.2,,- -,- -,,4,0.8,,2,1.3
QF_BV/sage/app12/bench_2451,,4,2.6,,- -,- -,,5,0.8,,2,1.1
QF_BV/sage/app12/bench_3681,,2,0.0,,- -,- -,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,- -,- -,,2,0.0,,3,0.0
QF_BV/sage/app12/bench_3921,,57,0.7,,- -,- -,,19,0.2,,- -,- -
QF_BV/sage/app12/bench_3957,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4059,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4177,,2,0.0,,- -,- -,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,15,0.1,,2,0.0,,2,0.0
