Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,12,78.7,,12,55.0,,11,132.6,,11,150.1
QF_BV/RWS/Example_8.txt,,8,29.1,,8,34.1,,7,64.4,,7,42.1
QF_BV/RWS/Example_9.txt,,9,186.8,,9,200.5,,9,751.4,,9,667.0
QF_BV/RWS/Example_10.txt,,14,179.0,,13,237.8,,13,572.7,,13,375.9
QF_BV/RWS/Example_11.txt,,24,3420.4,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,9,705.6,,8,832.8,,7,1502.2,,8,2586.4
QF_BV/RWS/Example_13.txt,,10,93.9,,10,57.0,,10,200.2,,9,270.8
QF_BV/RWS/Example_16.txt,,20,127.1,,19,242.9,,19,439.4,,18,502.7
QF_BV/RWS/Example_17.txt,,8,86.9,,9,147.5,,8,225.3,,8,397.0
QF_BV/sage/app1/bench_4,,3,81.0,,3,224.2,,3,209.3,,3,282.3
QF_BV/sage/app1/bench_29,,3,90.3,,3,52.1,,3,164.4,,3,98.2
QF_BV/sage/app1/bench_32,,3,54.6,,3,61.8,,3,64.6,,3,108.1
QF_BV/sage/app1/bench_37,,3,77.5,,3,146.1,,3,197.8,,3,269.0
QF_BV/sage/app1/bench_47,,3,29.9,,3,51.4,,3,79.1,,3,57.2
QF_BV/sage/app1/bench_52,,3,56.9,,3,54.5,,3,72.0,,3,89.2
QF_BV/sage/app1/bench_53,,3,29.9,,3,50.1,,3,60.7,,3,80.3
QF_BV/sage/app1/bench_54,,3,43.7,,3,40.9,,3,61.0,,3,56.1
QF_BV/sage/app1/bench_55,,3,45.9,,3,58.4,,3,73.1,,3,96.5
QF_BV/sage/app1/bench_60,,3,49.6,,3,55.3,,3,96.1,,3,83.3
QF_BV/sage/app1/bench_61,,3,38.9,,3,70.1,,3,71.1,,3,96.9
QF_BV/sage/app1/bench_62,,3,46.0,,3,52.4,,3,55.7,,3,86.5
QF_BV/sage/app1/bench_63,,3,44.8,,3,49.2,,3,58.5,,3,90.8
QF_BV/sage/app1/bench_66,,3,56.5,,3,50.0,,3,71.5,,3,93.1
QF_BV/sage/app1/bench_69,,4,49.2,,3,46.8,,3,57.1,,3,83.0
QF_BV/sage/app1/bench_99,,3,37.3,,3,41.8,,3,57.3,,3,81.8
QF_BV/sage/app1/bench_134,,3,40.7,,3,48.1,,3,72.8,,3,88.6
QF_BV/sage/app1/bench_169,,3,37.5,,3,48.6,,3,58.9,,3,72.8
QF_BV/sage/app1/bench_174,,4,31.3,,3,36.0,,3,62.8,,3,79.7
QF_BV/sage/app1/bench_175,,3,38.3,,3,86.9,,3,79.5,,3,46.4
