Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,12,84.8,,12,55.2,,11,127.2,,11,114.1
QF_BV/RWS/Example_8.txt,,8,26.4,,7,34.2,,7,47.4,,7,56.6
QF_BV/RWS/Example_9.txt,,9,211.9,,9,229.7,,9,495.0,,9,407.0
QF_BV/RWS/Example_10.txt,,13,239.1,,13,250.1,,12,439.9,,12,502.4
QF_BV/RWS/Example_11.txt,,24,3244.1,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,8,363.9,,8,881.2,,8,1961.2,,7,1451.4
QF_BV/RWS/Example_13.txt,,10,57.9,,10,118.1,,10,189.2,,9,266.5
QF_BV/RWS/Example_16.txt,,19,211.8,,19,224.4,,19,696.5,,19,307.2
QF_BV/RWS/Example_17.txt,,9,71.5,,9,135.1,,8,228.2,,8,316.9
QF_BV/sage/app1/bench_4,,3,154.2,,3,115.9,,3,119.2,,3,233.1
QF_BV/sage/app1/bench_29,,3,52.5,,3,60.5,,3,78.0,,3,66.7
QF_BV/sage/app1/bench_32,,3,55.8,,3,57.9,,3,102.6,,3,103.7
QF_BV/sage/app1/bench_37,,3,139.4,,3,134.2,,3,218.9,,3,274.6
QF_BV/sage/app1/bench_47,,3,84.1,,3,36.9,,3,70.3,,3,156.7
QF_BV/sage/app1/bench_52,,3,81.1,,3,51.4,,3,74.8,,3,86.3
QF_BV/sage/app1/bench_53,,3,43.5,,3,56.1,,3,135.9,,3,129.5
QF_BV/sage/app1/bench_54,,3,44.9,,3,57.3,,3,76.3,,3,85.7
QF_BV/sage/app1/bench_55,,3,76.4,,3,63.9,,3,74.0,,3,98.0
QF_BV/sage/app1/bench_60,,3,40.3,,3,37.1,,3,105.2,,3,51.7
QF_BV/sage/app1/bench_61,,3,48.3,,3,43.6,,3,108.8,,3,85.2
QF_BV/sage/app1/bench_62,,3,26.0,,3,49.7,,3,135.2,,3,93.5
QF_BV/sage/app1/bench_63,,3,51.9,,3,48.1,,3,64.2,,3,52.8
QF_BV/sage/app1/bench_66,,4,35.0,,3,53.2,,3,79.5,,3,81.6
QF_BV/sage/app1/bench_69,,4,61.9,,3,37.1,,3,45.4,,3,80.1
QF_BV/sage/app1/bench_99,,3,24.4,,3,44.0,,3,62.7,,3,81.6
QF_BV/sage/app1/bench_134,,3,43.9,,3,45.3,,3,75.7,,3,82.0
QF_BV/sage/app1/bench_169,,3,35.0,,3,41.8,,3,62.3,,3,109.9
QF_BV/sage/app1/bench_174,,3,34.1,,3,47.0,,3,55.8,,3,72.8
QF_BV/sage/app1/bench_175,,3,25.2,,3,51.8,,3,67.6,,3,82.0
QF_BV/sage/app1/bench_176,,3,30.0,,3,41.8,,3,61.8,,3,69.7
QF_BV/sage/app1/bench_177,,3,37.4,,4,60.2,,4,166.5,,3,74.5
QF_BV/sage/app1/bench_181,,3,100.4,,3,150.0,,3,216.5,,3,307.2
QF_BV/sage/app1/bench_182,,4,48.5,,3,44.7,,3,129.5,,4,94.7
QF_BV/sage/app1/bench_183,,3,45.1,,3,49.4,,3,65.9,,3,75.1
QF_BV/sage/app1/bench_184,,3,47.6,,4,96.1,,3,134.8,,3,82.0
QF_BV/sage/app1/bench_185,,4,48.4,,3,48.4,,3,39.6,,4,95.9
QF_BV/sage/app1/bench_188,,4,43.4,,3,47.4,,3,46.9,,3,48.4
QF_BV/sage/app1/bench_191,,3,30.4,,4,57.0,,3,95.0,,3,85.3
QF_BV/sage/app1/bench_201,,4,48.6,,4,64.6,,3,87.4,,3,80.0
QF_BV/sage/app1/bench_268,,3,36.1,,3,43.2,,3,64.2,,3,80.7
QF_BV/sage/app1/bench_310,,4,53.5,,4,77.2,,4,60.0,,4,169.7
QF_BV/sage/app1/bench_313,,3,47.9,,3,46.8,,3,80.9,,4,83.6
QF_BV/sage/app1/bench_329,,4,42.0,,4,78.7,,4,86.6,,4,98.0
QF_BV/sage/app1/bench_333,,4,53.0,,4,77.2,,4,85.4,,4,97.4
QF_BV/sage/app1/bench_334,,4,31.8,,3,48.6,,3,74.7,,4,99.5
QF_BV/sage/app1/bench_335,,4,51.8,,4,93.6,,4,81.2,,4,101.1
QF_BV/sage/app1/bench_338,,4,58.0,,4,63.8,,4,93.1,,3,94.6
QF_BV/sage/app1/bench_342,,4,50.8,,4,93.8,,4,83.7,,4,106.0
QF_BV/sage/app1/bench_343,,4,49.8,,4,61.9,,4,51.3,,3,81.0
QF_BV/sage/app1/bench_344,,4,41.0,,4,61.2,,4,96.6,,4,98.5
QF_BV/sage/app1/bench_345,,4,56.0,,4,38.8,,3,96.0,,4,93.8
QF_BV/sage/app1/bench_349,,3,38.1,,4,72.0,,4,86.0,,4,176.1
QF_BV/sage/app1/bench_352,,4,31.8,,4,57.1,,4,78.0,,4,68.3
QF_BV/sage/app1/bench_356,,4,35.8,,4,73.9,,3,44.3,,4,98.8
QF_BV/sage/app1/bench_372,,4,43.0,,4,67.1,,4,73.0,,4,67.3
QF_BV/sage/app1/bench_407,,4,56.7,,4,59.1,,4,90.5,,4,62.9
QF_BV/sage/app1/bench_411,,4,39.9,,4,59.0,,4,95.0,,4,105.2
QF_BV/sage/app1/bench_412,,4,46.2,,4,72.7,,4,85.3,,3,67.4
QF_BV/sage/app1/bench_413,,4,46.8,,4,84.3,,4,72.8,,4,182.7
QF_BV/sage/app1/bench_415,,4,56.0,,4,63.0,,4,83.8,,4,98.2
QF_BV/sage/app1/bench_419,,4,51.5,,4,36.0,,4,72.8,,4,139.6
QF_BV/sage/app1/bench_420,,4,31.0,,4,42.3,,4,76.1,,4,97.7
QF_BV/sage/app1/bench_421,,4,58.9,,4,70.9,,3,59.3,,4,96.3
QF_BV/sage/app1/bench_422,,4,82.8,,4,56.5,,4,117.2,,4,96.8
QF_BV/sage/app1/bench_426,,4,32.0,,4,44.2,,4,87.9,,4,103.8
QF_BV/sage/app1/bench_429,,3,30.4,,4,76.9,,4,75.2,,4,89.6
QF_BV/sage/app1/bench_443,,4,59.1,,4,58.2,,4,80.2,,4,96.5
QF_BV/sage/app1/bench_511,,4,39.0,,4,47.4,,4,61.8,,4,89.0
QF_BV/sage/app1/bench_512,,4,42.9,,4,57.7,,4,50.9,,4,87.0
QF_BV/sage/app1/bench_517,,4,38.9,,4,53.1,,4,39.0,,4,91.2
QF_BV/sage/app1/bench_531,,4,29.5,,4,57.0,,4,51.2,,4,87.2
QF_BV/sage/app1/bench_535,,4,32.0,,4,55.7,,4,53.4,,4,92.5
QF_BV/sage/app1/bench_537,,4,72.4,,4,50.5,,4,38.3,,4,88.6
QF_BV/sage/app1/bench_539,,4,31.4,,4,50.7,,4,50.4,,4,84.9
QF_BV/sage/app1/bench_542,,4,30.3,,4,47.1,,4,48.2,,5,96.7
QF_BV/sage/app1/bench_545,,4,31.9,,4,49.1,,4,51.5,,4,80.7
QF_BV/sage/app1/bench_552,,4,54.7,,4,52.3,,4,77.8,,4,92.8
QF_BV/sage/app1/bench_556,,4,36.0,,4,67.2,,4,103.0,,4,91.9
QF_BV/sage/app1/bench_562,,4,76.0,,4,37.9,,4,65.8,,4,86.7
QF_BV/sage/app1/bench_564,,4,88.3,,4,55.6,,4,76.8,,4,60.5
QF_BV/sage/app1/bench_567,,4,60.3,,4,32.8,,4,134.7,,4,57.5
