Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,12,84.7,,12,88.7,,11,123.4,,11,160.4
QF_BV/RWS/Example_8.txt,,8,22.0,,7,28.1,,7,42.5,,7,65.8
QF_BV/RWS/Example_9.txt,,9,285.6,,9,347.0,,9,556.9,,9,583.8
QF_BV/RWS/Example_10.txt,,13,215.6,,14,284.7,,13,682.1,,13,598.9
QF_BV/RWS/Example_11.txt,,23,3551.5,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,9,564.5,,8,877.6,,8,1766.3,,8,3012.7
QF_BV/RWS/Example_13.txt,,10,72.2,,10,300.9,,10,407.9,,9,239.4
QF_BV/RWS/Example_16.txt,,20,188.6,,19,249.7,,18,341.2,,18,274.6
QF_BV/RWS/Example_17.txt,,9,50.6,,9,145.7,,8,218.6,,8,290.8
QF_BV/sage/app1/bench_4,,3,114.3,,3,132.1,,3,206.0,,3,135.8
QF_BV/sage/app1/bench_29,,3,61.6,,3,37.1,,3,124.5,,3,68.2
QF_BV/sage/app1/bench_32,,3,62.0,,3,44.1,,3,77.1,,3,160.9
QF_BV/sage/app1/bench_37,,3,125.4,,3,108.6,,3,208.6,,3,269.8
QF_BV/sage/app1/bench_47,,3,48.7,,3,81.5,,3,84.8,,3,90.7
QF_BV/sage/app1/bench_52,,4,48.4,,3,32.1,,3,69.0,,3,84.2
QF_BV/sage/app1/bench_53,,3,26.9,,3,97.7,,3,71.8,,3,87.1
QF_BV/sage/app1/bench_54,,3,36.4,,3,51.4,,3,74.1,,3,83.4
QF_BV/sage/app1/bench_55,,3,35.0,,3,34.6,,3,70.3,,3,91.1
QF_BV/sage/app1/bench_60,,3,36.8,,3,58.1,,3,57.4,,3,82.1
QF_BV/sage/app1/bench_61,,3,37.6,,3,65.3,,3,99.8,,3,57.4
QF_BV/sage/app1/bench_62,,3,47.9,,3,53.4,,3,64.6,,3,55.4
QF_BV/sage/app1/bench_63,,3,47.9,,3,42.7,,3,72.0,,3,84.9
QF_BV/sage/app1/bench_66,,4,57.4,,3,39.6,,3,64.0,,3,96.1
QF_BV/sage/app1/bench_69,,3,43.4,,3,63.6,,3,113.0,,3,87.0
QF_BV/sage/app1/bench_99,,3,39.1,,3,33.8,,3,63.8,,3,88.0
QF_BV/sage/app1/bench_134,,3,41.9,,3,51.9,,3,59.0,,3,55.0
QF_BV/sage/app1/bench_169,,3,36.4,,3,46.0,,3,62.8,,3,75.6
QF_BV/sage/app1/bench_174,,4,36.1,,3,25.4,,3,53.6,,3,44.9
QF_BV/sage/app1/bench_175,,3,32.2,,3,49.0,,3,67.9,,3,89.0
QF_BV/sage/app1/bench_176,,4,38.4,,3,44.2,,3,85.6,,3,81.7
QF_BV/sage/app1/bench_177,,4,35.4,,3,48.9,,4,89.8,,3,75.7
QF_BV/sage/app1/bench_181,,3,199.3,,3,145.1,,3,307.9,,3,291.8
QF_BV/sage/app1/bench_182,,3,38.1,,3,46.9,,3,57.3,,3,75.4
QF_BV/sage/app1/bench_183,,3,41.6,,3,45.4,,3,113.1,,3,83.4
QF_BV/sage/app1/bench_184,,3,38.2,,3,42.1,,3,62.0,,3,48.5
QF_BV/sage/app1/bench_185,,3,45.2,,3,35.1,,3,55.5,,4,62.7
QF_BV/sage/app1/bench_188,,4,44.6,,4,95.9,,3,63.8,,4,65.8
QF_BV/sage/app1/bench_191,,4,48.1,,3,45.0,,3,64.9,,3,78.2
QF_BV/sage/app1/bench_201,,4,83.2,,3,39.2,,3,68.9,,4,66.1
QF_BV/sage/app1/bench_268,,4,57.3,,3,33.7,,3,65.7,,3,74.9
QF_BV/sage/app1/bench_310,,4,57.4,,4,119.0,,3,66.1,,3,95.0
QF_BV/sage/app1/bench_313,,4,52.8,,4,43.7,,4,95.0,,4,127.2
QF_BV/sage/app1/bench_329,,4,47.7,,4,54.5,,4,170.8,,4,108.0
QF_BV/sage/app1/bench_333,,4,93.2,,4,84.8,,4,91.2,,4,101.2
QF_BV/sage/app1/bench_334,,3,36.6,,3,50.1,,4,82.4,,3,83.8
QF_BV/sage/app1/bench_335,,4,44.4,,4,61.4,,4,88.7,,4,103.0
QF_BV/sage/app1/bench_338,,4,56.1,,4,81.1,,4,55.1,,3,91.6
