Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,12,81.3,,12,82.6,,11,106.5,,11,161.3
QF_BV/RWS/Example_8.txt,,8,28.2,,8,18.8,,7,47.7,,7,38.9
QF_BV/RWS/Example_9.txt,,10,267.4,,9,294.3,,9,444.2,,9,630.7
QF_BV/RWS/Example_10.txt,,14,176.1,,14,191.2,,13,794.3,,12,565.6
QF_BV/RWS/Example_11.txt,,24,3413.9,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,8,348.8,,8,781.3,,8,1782.1,,8,1726.2
QF_BV/RWS/Example_13.txt,,10,101.5,,10,73.4,,10,139.0,,9,258.1
QF_BV/RWS/Example_16.txt,,20,137.6,,19,243.6,,18,329.5,,18,512.5
QF_BV/RWS/Example_17.txt,,9,78.5,,9,146.5,,8,233.5,,8,329.5
QF_BV/sage/app1/bench_4,,3,206.4,,3,149.9,,3,184.4,,3,267.6
QF_BV/sage/app1/bench_29,,3,49.2,,3,68.2,,3,47.9,,3,99.2
QF_BV/sage/app1/bench_32,,3,88.9,,3,57.1,,3,98.6,,3,94.9
QF_BV/sage/app1/bench_37,,3,130.7,,3,134.9,,3,131.3,,3,245.2
QF_BV/sage/app1/bench_47,,3,30.9,,3,52.6,,3,72.2,,3,89.4
QF_BV/sage/app1/bench_52,,3,43.0,,3,52.2,,3,72.5,,3,91.2
QF_BV/sage/app1/bench_53,,3,49.5,,3,49.6,,3,41.5,,3,86.0
QF_BV/sage/app1/bench_54,,3,46.4,,3,54.2,,3,79.0,,3,102.5
QF_BV/sage/app1/bench_55,,3,42.7,,3,51.8,,3,84.3,,3,94.1
QF_BV/sage/app1/bench_60,,3,50.7,,3,59.5,,3,67.9,,3,83.0
QF_BV/sage/app1/bench_61,,3,71.0,,3,56.1,,3,68.0,,3,56.8
QF_BV/sage/app1/bench_62,,3,50.0,,3,48.7,,3,64.3,,3,83.4
QF_BV/sage/app1/bench_63,,3,52.3,,3,51.4,,3,134.4,,3,87.4
QF_BV/sage/app1/bench_66,,4,56.7,,3,55.3,,3,54.3,,3,49.6
QF_BV/sage/app1/bench_69,,4,64.9,,3,83.7,,3,71.3,,3,53.0
QF_BV/sage/app1/bench_99,,3,42.2,,3,35.3,,3,60.0,,3,79.2
QF_BV/sage/app1/bench_134,,4,48.5,,3,45.5,,3,64.1,,3,84.9
QF_BV/sage/app1/bench_169,,3,60.5,,3,44.4,,3,48.1,,3,80.5
QF_BV/sage/app1/bench_174,,4,43.3,,3,51.3,,3,56.3,,3,81.3
QF_BV/sage/app1/bench_175,,3,41.8,,3,42.9,,3,155.6,,3,78.4
QF_BV/sage/app1/bench_176,,4,51.3,,3,48.3,,3,58.2,,3,56.3
QF_BV/sage/app1/bench_177,,4,53.1,,3,48.6,,3,62.2,,3,87.0
QF_BV/sage/app1/bench_181,,3,129.0,,3,171.0,,3,141.7,,3,479.0
QF_BV/sage/app1/bench_182,,3,31.0,,4,34.2,,3,63.0,,3,67.3
QF_BV/sage/app1/bench_183,,3,44.2,,3,30.6,,3,78.8,,3,50.4
QF_BV/sage/app1/bench_184,,3,43.9,,3,43.8,,3,59.5,,3,48.0
QF_BV/sage/app1/bench_185,,4,44.5,,3,57.9,,3,89.1,,3,76.2
QF_BV/sage/app1/bench_188,,4,43.7,,4,35.8,,3,69.7,,4,110.4
QF_BV/sage/app1/bench_191,,3,43.6,,4,58.1,,3,58.9,,3,73.3
QF_BV/sage/app1/bench_201,,4,47.8,,3,45.7,,4,89.0,,4,109.4
QF_BV/sage/app1/bench_268,,3,36.1,,3,46.0,,3,64.5,,3,77.7
QF_BV/sage/app1/bench_310,,4,94.5,,3,55.9,,3,70.0,,3,95.3
QF_BV/sage/app1/bench_313,,4,48.6,,4,68.5,,3,71.7,,4,69.9
QF_BV/sage/app1/bench_329,,4,44.5,,4,73.6,,3,61.7,,4,64.0
QF_BV/sage/app1/bench_333,,4,48.3,,4,64.1,,4,86.1,,4,104.0
QF_BV/sage/app1/bench_334,,4,59.9,,3,47.6,,4,53.5,,4,97.4
QF_BV/sage/app1/bench_335,,4,47.7,,4,67.4,,4,56.5,,4,61.0
QF_BV/sage/app1/bench_338,,3,54.7,,3,54.4,,4,103.4,,3,89.6
QF_BV/sage/app1/bench_342,,4,62.2,,4,45.9,,4,80.9,,4,66.5
QF_BV/sage/app1/bench_343,,3,30.8,,4,64.0,,4,83.7,,3,81.5
QF_BV/sage/app1/bench_344,,4,56.6,,4,65.5,,4,82.1,,4,100.4
QF_BV/sage/app1/bench_345,,4,50.7,,4,62.9,,4,150.2,,4,102.0
QF_BV/sage/app1/bench_349,,4,92.4,,4,67.4,,4,52.6,,4,102.8
QF_BV/sage/app1/bench_352,,4,87.9,,4,62.4,,4,52.1,,4,97.5
QF_BV/sage/app1/bench_356,,3,37.0,,4,56.9,,4,101.5,,4,94.7
QF_BV/sage/app1/bench_372,,4,34.6,,4,63.9,,3,69.0,,4,97.5
QF_BV/sage/app1/bench_407,,4,49.7,,4,75.3,,3,56.9,,4,99.8
QF_BV/sage/app1/bench_411,,4,49.2,,4,51.3,,4,82.9,,4,104.4
QF_BV/sage/app1/bench_412,,4,29.8,,4,39.1,,4,52.5,,4,90.7
QF_BV/sage/app1/bench_413,,4,46.4,,4,41.7,,3,57.5,,4,99.8
QF_BV/sage/app1/bench_415,,4,47.5,,4,65.2,,4,121.5,,4,99.8
QF_BV/sage/app1/bench_419,,4,46.2,,4,57.4,,4,84.8,,4,96.3
QF_BV/sage/app1/bench_420,,4,57.0,,4,36.7,,4,125.6,,4,55.3
QF_BV/sage/app1/bench_421,,3,40.9,,4,59.0,,4,97.2,,4,59.7
QF_BV/sage/app1/bench_422,,4,50.0,,4,61.2,,4,109.2,,4,166.0
QF_BV/sage/app1/bench_426,,4,47.2,,4,34.3,,4,70.3,,4,93.9
QF_BV/sage/app1/bench_429,,4,46.2,,4,61.8,,4,79.7,,4,98.6
QF_BV/sage/app1/bench_443,,4,53.7,,4,38.5,,4,169.4,,4,143.0
QF_BV/sage/app1/bench_511,,4,43.3,,4,51.4,,4,40.2,,4,91.2
QF_BV/sage/app1/bench_512,,4,27.2,,4,53.2,,4,39.2,,4,93.5
QF_BV/sage/app1/bench_517,,4,30.3,,4,59.2,,4,60.9,,4,90.3
QF_BV/sage/app1/bench_531,,4,72.5,,4,54.0,,4,62.9,,4,90.4
QF_BV/sage/app1/bench_535,,5,47.8,,4,54.8,,4,51.2,,4,91.1
QF_BV/sage/app1/bench_537,,4,29.7,,4,59.5,,4,39.4,,4,87.2
QF_BV/sage/app1/bench_539,,4,36.1,,4,59.7,,4,40.8,,4,90.8
QF_BV/sage/app1/bench_542,,4,30.9,,4,50.3,,4,38.1,,4,89.9
QF_BV/sage/app1/bench_545,,4,39.5,,4,47.7,,4,60.1,,4,80.4
QF_BV/sage/app1/bench_552,,5,60.5,,4,55.0,,4,49.5,,4,92.5
QF_BV/sage/app1/bench_556,,4,37.2,,4,65.1,,4,156.0,,4,94.5
QF_BV/sage/app1/bench_562,,4,42.2,,4,78.1,,4,44.0,,4,52.0
QF_BV/sage/app1/bench_564,,4,49.0,,4,54.8,,4,91.1,,4,105.0
QF_BV/sage/app1/bench_567,,4,52.4,,4,55.4,,4,85.8,,4,103.8
QF_BV/sage/app1/bench_571,,4,43.3,,4,33.8,,3,52.2,,4,113.3
QF_BV/sage/app1/bench_602,,4,51.3,,4,71.1,,3,69.2,,4,118.8
QF_BV/sage/app1/bench_611,,4,61.3,,4,67.8,,3,72.5,,4,189.9
QF_BV/sage/app1/bench_620,,4,42.1,,4,68.6,,4,140.4,,4,105.1
QF_BV/sage/app1/bench_629,,4,62.7,,4,60.1,,4,85.8,,4,75.3
QF_BV/sage/app1/bench_638,,4,73.6,,4,63.3,,4,122.1,,4,95.9
QF_BV/sage/app1/bench_646,,4,88.3,,4,61.2,,4,80.3,,4,95.3
QF_BV/sage/app1/bench_655,,4,47.0,,4,55.1,,4,47.0,,4,136.1
QF_BV/sage/app1/bench_664,,4,40.2,,4,68.8,,4,50.0,,4,60.9
QF_BV/sage/app1/bench_674,,4,42.5,,4,61.6,,4,100.1,,4,94.8
QF_BV/sage/app1/bench_681,,3,86.4,,3,181.4,,3,248.8,,3,270.7
QF_BV/sage/app1/bench_683,,4,47.0,,4,53.3,,4,131.3,,4,93.1
QF_BV/sage/app1/bench_691,,4,42.9,,4,39.5,,4,74.6,,4,84.8
QF_BV/sage/app1/bench_692,,3,140.5,,3,150.5,,3,202.0,,3,323.8
QF_BV/sage/app1/bench_699,,4,36.9,,4,52.7,,4,77.1,,4,79.7
QF_BV/sage/app1/bench_707,,4,34.4,,4,71.5,,4,61.5,,4,77.8
QF_BV/sage/app1/bench_715,,4,41.4,,4,50.1,,4,61.8,,4,73.1
QF_BV/sage/app1/bench_722,,4,41.9,,4,34.4,,4,62.8,,4,48.8
QF_BV/sage/app1/bench_730,,4,41.3,,4,50.6,,4,35.7,,4,85.1
QF_BV/sage/app1/bench_738,,4,36.6,,4,26.8,,4,99.7,,4,41.6
QF_BV/sage/app1/bench_745,,4,22.5,,4,42.0,,4,58.1,,4,68.4
QF_BV/sage/app1/bench_753,,4,34.4,,4,21.1,,4,55.0,,4,70.8
QF_BV/sage/app1/bench_761,,4,21.8,,4,43.8,,4,44.4,,4,71.8
QF_BV/sage/app1/bench_836,,3,140.5,,3,191.1,,3,153.3,,3,294.9
QF_BV/sage/app1/bench_847,,3,137.7,,3,247.8,,3,206.5,,3,280.4
QF_BV/sage/app1/bench_858,,3,119.6,,3,209.9,,3,274.2,,3,588.0
QF_BV/sage/app1/bench_869,,3,92.2,,3,201.8,,3,417.3,,3,312.2
QF_BV/sage/app1/bench_880,,3,209.7,,3,156.9,,3,240.2,,3,330.4
QF_BV/sage/app1/bench_914,,3,100.7,,3,143.4,,3,121.2,,3,444.3
QF_BV/sage/app1/bench_926,,5,34.8,,4,33.2,,4,35.4,,4,66.0
QF_BV/sage/app1/bench_947,,3,151.9,,3,88.2,,3,203.9,,3,268.9
QF_BV/sage/app1/bench_983,,5,19.4,,4,30.7,,4,46.2,,4,67.0
QF_BV/sage/app1/bench_985,,5,37.7,,4,40.9,,4,67.7,,4,47.9
QF_BV/sage/app1/bench_987,,4,30.6,,4,40.0,,4,48.6,,4,53.0
QF_BV/sage/app1/bench_989,,4,23.5,,4,50.0,,4,47.7,,4,64.7
QF_BV/sage/app1/bench_992,,4,23.6,,4,33.5,,4,50.7,,4,89.3
QF_BV/sage/app1/bench_994,,4,24.7,,4,27.7,,4,49.6,,4,63.9
QF_BV/sage/app1/bench_996,,4,39.3,,4,30.2,,4,43.4,,4,69.3
QF_BV/sage/app1/bench_998,,4,29.9,,4,31.5,,4,45.6,,4,67.2
QF_BV/sage/app1/bench_1000,,4,15.7,,4,25.3,,4,24.3,,4,62.1
QF_BV/sage/app1/bench_1004,,4,20.7,,4,27.3,,4,29.2,,4,61.0
QF_BV/sage/app1/bench_1006,,4,18.8,,4,26.4,,4,25.3,,4,60.6
QF_BV/sage/app1/bench_1008,,4,17.5,,4,31.4,,4,25.5,,4,66.3
QF_BV/sage/app1/bench_1010,,4,20.6,,4,25.9,,4,26.4,,4,56.4
QF_BV/sage/app1/bench_1012,,4,19.9,,4,26.5,,4,29.0,,4,63.9
QF_BV/sage/app1/bench_1015,,4,20.9,,4,27.1,,4,36.0,,4,58.0
QF_BV/sage/app1/bench_1017,,4,40.8,,3,21.8,,4,26.7,,4,58.6
QF_BV/sage/app1/bench_1019,,4,42.6,,4,26.3,,4,38.8,,4,55.6
QF_BV/sage/app1/bench_1021,,4,21.4,,4,27.8,,4,34.2,,4,64.3
QF_BV/sage/app1/bench_1023,,4,17.4,,4,32.4,,4,39.3,,4,62.0
QF_BV/sage/app1/bench_1027,,4,20.8,,3,24.1,,4,27.5,,4,70.1
QF_BV/sage/app1/bench_1035,,4,16.2,,3,20.5,,4,26.6,,4,66.4
QF_BV/sage/app1/bench_1109,,4,25.8,,4,29.4,,4,40.3,,4,67.6
QF_BV/sage/app1/bench_1110,,4,26.3,,4,29.3,,4,38.5,,4,71.6
QF_BV/sage/app1/bench_1126,,3,119.0,,3,152.2,,3,208.6,,3,264.1
QF_BV/sage/app1/bench_1128,,4,23.9,,4,32.0,,4,37.5,,4,72.2
QF_BV/sage/app1/bench_1448,,3,118.0,,3,175.2,,3,395.4,,3,564.3
