Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,4,0.0,,2,0.0,,2,0.0,,2,0.2
QF_BV/bench_ab/a403test0043,,6,0.0,,3,0.0,,3,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.0,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.3
QF_BV/bench_ab/a639test0017,,257,0.5,,46,0.1,,42,0.5,,7,0.1
QF_BV/bench_ab/a651test0090,,202,0.3,,28,0.1,,24,0.1,,12,0.1
QF_BV/bench_ab/a655test0003,,27,0.1,,78,0.1,,6,0.0,,13,0.2
QF_BV/bench_ab/a659test0071,,227,0.5,,100,0.2,,23,0.2,,13,0.2
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.9,,4,2.6,,4,5.5,,3,4.8
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,6.0,,3,2.8,,3,3.6,,3,6.0
QF_BV/bmc-bv/ex19,,670,1931.1,,383,2893.7,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,6,0.7,,5,3.4,,5,12.4,,5,15.6
QF_BV/bmc-bv/graycode,,1,0.3,,1,0.5,,1,2.4,,1,3.5
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bmc-bv/magic,,1,1.1,,1,5.5,,1,6.3,,1,9.7
QF_BV/bmc-bv/queens,,2,1.2,,2,1.8,,2,6.1,,2,9.1
QF_BV/bmc-bv/sudoku,,1,25.7,,1,27.4,,1,44.0,,1,55.2
QF_BV/brummayerbiere2/smulov4bw0256,,4,307.9,,4,1167.8,,4,1166.1,,4,1486.0
QF_BV/brummayerbiere2/smulov4bw0064,,3,0.9,,3,2.6,,4,10.9,,4,35.4
QF_BV/brummayerbiere2/smulov4bw0128,,4,42.9,,4,50.8,,4,112.5,,4,113.9
QF_BV/brummayerbiere2/smulov4bw0032,,4,0.3,,4,0.8,,3,1.7,,3,4.4
QF_BV/gulwani-pldi08/fig1d.phx,,10,80.0,,9,154.9,,9,169.6,,8,246.6
QF_BV/gulwani-pldi08/fig5.phx,,6,23.4,,7,34.2,,7,69.6,,6,89.3
QF_BV/gulwani-pldi08/fig6.phx,,11,5.1,,9,10.4,,9,19.2,,8,45.9
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,7,18.6,,7,25.0,,6,38.2,,6,70.2
QF_BV/RWS/Example_1.txt,,25,31.1,,25,41.5,,23,89.4,,23,98.9
QF_BV/RWS/Example_2.txt,,15,22.2,,15,31.6,,14,44.7,,14,69.8
QF_BV/RWS/Example_4.txt,,10,14.9,,10,19.9,,10,36.6,,10,37.9
QF_BV/RWS/Example_5.txt,,8,12.7,,7,18.6,,7,25.0,,7,39.2
QF_BV/RWS/Example_6.txt,,7,6.5,,7,6.0,,6,11.6,,6,16.8
QF_BV/RWS/Example_14.txt,,24,42.5,,25,56.5,,22,96.4,,23,159.5
QF_BV/sage/app1/bench_1141,,4,4.3,,4,5.0,,4,8.8,,4,13.7
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,6,3.4,,4,3.6,,4,7.3,,4,15.8
QF_BV/sage/app1/bench_1288,,4,2.1,,4,1.9,,3,5.1,,3,9.7
QF_BV/sage/app1/bench_1339,,3,0.8,,3,3.2,,3,3.5,,3,6.3
QF_BV/sage/app1/bench_1346,,4,1.1,,4,4.0,,4,5.2,,4,7.6
QF_BV/sage/app1/bench_1710,,10,0.1,,3,0.0,,4,0.1,,3,0.1
QF_BV/sage/app1/bench_1738,,142,0.7,,3,0.0,,6,0.1,,5,0.1
QF_BV/sage/app1/bench_1742,,5,0.0,,3,0.1,,3,0.1,,3,0.1
QF_BV/sage/app1/bench_1768,,4,0.1,,3,0.1,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_228,,16,0.1,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,3,0.3,,2,0.1,,2,0.6,,2,0.3
QF_BV/sage/app12/bench_446,,3,0.0,,2,0.6,,3,0.2,,2,0.2
QF_BV/sage/app12/bench_451,,534,3.1,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_953,,3,0.0,,2,0.1,,3,0.1,,2,0.1
QF_BV/sage/app12/bench_1051,,5,7.1,,5,11.8,,5,12.5,,4,24.6
QF_BV/sage/app12/bench_1183,,5,11.5,,5,17.8,,5,18.2,,5,36.3
QF_BV/sage/app12/bench_1353,,209,108.8,,8,4.3,,8,5.6,,12,5.5
QF_BV/sage/app12/bench_2353,,295,1307.5,,22,112.0,,20,123.0,,35,218.6
QF_BV/sage/app12/bench_2428,,289,44.3,,12,12.8,,18,17.5,,13,22.1
QF_BV/sage/app12/bench_2451,,397,70.8,,19,19.1,,12,7.4,,17,26.4
QF_BV/sage/app12/bench_3681,,3,0.0,,2,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,9,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,63,0.8,,- -,- -,,15,0.2,,- -,- -
QF_BV/sage/app12/bench_3957,,125,0.2,,20,0.1,,3,0.0,,16,0.1
QF_BV/sage/app12/bench_4059,,125,0.3,,5,0.0,,11,0.0,,15,0.1
QF_BV/sage/app12/bench_4177,,3,0.0,,3,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_4845,,7,0.0,,4,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_5599,,6,0.1,,2,0.5,,2,0.1,,3,0.3
QF_BV/sage/app2/bench_48,,- -,- -,,31,19.9,,28,12.5,,26,23.9
QF_BV/sage/app2/bench_225,,8,8.2,,5,5.0,,5,8.4,,5,13.1
QF_BV/sage/app2/bench_278,,4,1.2,,4,3.2,,4,7.8,,3,13.0
QF_BV/sage/app2/bench_282,,4,1.6,,3,2.0,,3,6.2,,3,12.8
QF_BV/sage/app2/bench_458,,92,0.4,,14,0.1,,5,0.1,,5,0.1
QF_BV/sage/app2/bench_642,,20,7.5,,10,6.0,,10,13.6,,9,17.9
QF_BV/sage/app2/bench_645,,5,1.3,,4,1.0,,4,2.6,,4,4.4
QF_BV/sage/app2/bench_664,,77,67.6,,8,6.3,,9,11.4,,9,17.3
QF_BV/sage/app2/bench_719,,169,140.8,,7,3.7,,9,11.4,,11,18.4
QF_BV/sage/app2/bench_830,,219,189.8,,14,9.3,,14,13.9,,12,18.8
QF_BV/sage/app2/bench_863,,5,5.5,,4,2.8,,5,9.0,,4,11.2
QF_BV/sage/app2/bench_1196,,6,6.8,,5,3.6,,5,9.1,,5,12.0
QF_BV/sage/app2/bench_1387,,40,400.4,,15,77.4,,16,135.4,,13,226.1
QF_BV/sage/app5/bench_42,,7,1.5,,5,2.1,,4,5.1,,4,9.8
QF_BV/sage/app5/bench_349,,5,4.0,,4,6.6,,4,11.1,,4,12.6
QF_BV/sage/app5/bench_357,,5,4.0,,4,4.1,,4,12.0,,4,22.8
QF_BV/sage/app5/bench_575,,85,1.3,,4,0.3,,4,0.1,,4,0.2
QF_BV/sage/app5/bench_742,,2,0.2,,2,0.4,,2,0.2,,2,0.6
QF_BV/sage/app5/bench_794,,2,0.1,,2,0.0,,2,0.0,,3,0.1
QF_BV/sage/app5/bench_931,,5,0.1,,3,0.2,,4,0.5,,4,1.2
QF_BV/sage/app5/bench_959,,4,0.3,,4,0.4,,4,0.7,,4,1.2
QF_BV/sage/app5/bench_960,,100,0.5,,4,0.0,,5,0.1,,4,0.1
QF_BV/sage/app5/bench_1163,,8,0.2,,6,0.3,,5,1.5,,5,2.0
QF_BV/sage/app5/bench_1170,,10,0.4,,5,0.4,,5,1.3,,5,2.1
QF_BV/sage/app5/bench_1182,,5,1.8,,4,2.9,,4,8.8,,5,12.2
QF_BV/sage/app5/bench_1262,,4,0.1,,3,0.1,,3,0.2,,4,0.5
QF_BV/sage/app8/bench_23,,4,0.7,,4,1.1,,3,2.5,,3,4.2
QF_BV/sage/app8/bench_49,,4,0.2,,4,0.5,,4,0.8,,4,3.0
QF_BV/sage/app8/bench_400,,4,10.0,,4,10.1,,4,23.8,,4,40.7
QF_BV/sage/app8/bench_443,,5,14.4,,4,16.7,,4,22.9,,4,40.2
QF_BV/sage/app8/bench_498,,4,8.6,,4,16.7,,4,23.0,,4,39.4
QF_BV/sage/app8/bench_525,,5,0.1,,4,0.1,,5,0.4,,4,0.6
QF_BV/sage/app8/bench_828,,5,12.4,,5,14.3,,5,21.1,,5,30.6
QF_BV/sage/app8/bench_1892,,4,0.4,,4,0.3,,4,1.1,,3,1.4
QF_BV/sage/app8/bench_2006,,5,0.3,,5,0.5,,5,1.4,,4,2.1
QF_BV/sage/app8/bench_2310,,5,0.1,,4,0.1,,4,0.6,,4,0.8
QF_BV/sage/app8/bench_2647,,6,0.4,,5,0.8,,5,1.6,,5,4.1
QF_BV/sage/app8/bench_2880,,6,0.3,,5,0.8,,5,1.8,,5,3.4
QF_BV/sage/app8/bench_3177,,5,0.7,,5,2.4,,5,3.2,,4,4.4
QF_BV/sage/app8/bench_3314,,5,0.3,,4,0.5,,4,1.6,,4,3.0
QF_BV/sage/app8/bench_3368,,4,0.4,,4,1.4,,3,1.7,,4,4.1
QF_BV/sage/app8/bench_3424,,4,0.3,,4,0.4,,4,1.3,,4,2.3
QF_BV/sage/app8/bench_3448,,4,0.1,,3,0.2,,3,0.3,,3,0.9
QF_BV/sage/app8/bench_3677,,5,0.1,,5,0.1,,4,0.2,,4,0.6
QF_BV/sage/app8/bench_3814,,4,0.3,,4,1.0,,4,1.2,,4,2.5
QF_BV/sage/app8/bench_3836,,3,0.1,,2,0.0,,2,0.0,,2,0.5
QF_BV/sage/app8/bench_3842,,40,0.1,,2,0.0,,2,0.0,,2,0.0
