Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,2,0.6,,2,0.0,,2,0.0
QF_BV/bench_ab/a403test0043,,14,0.1,,4,0.0,,3,0.0,,3,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bench_ab/a639test0017,,342,2.0,,165,0.7,,6,0.0,,15,0.2
QF_BV/bench_ab/a651test0090,,202,0.5,,78,0.4,,22,0.3,,14,0.1
QF_BV/bench_ab/a655test0003,,16,0.1,,45,0.1,,22,0.2,,11,0.1
QF_BV/bench_ab/a659test0071,,202,0.3,,36,0.1,,22,0.1,,17,0.3
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,3.7,,4,2.2,,4,3.0,,4,7.2
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,3.4,,4,6.6,,3,3.9,,4,9.7
QF_BV/bmc-bv/ex19,,610,1761.7,,386,2581.1,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,1.5,,5,2.5,,5,9.6,,4,18.6
QF_BV/bmc-bv/graycode,,1,0.9,,1,0.5,,1,1.8,,1,3.0
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.1,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,1,2.3,,1,2.8,,1,8.1,,1,8.5
QF_BV/bmc-bv/queens,,2,1.9,,2,2.9,,2,7.1,,2,10.4
QF_BV/bmc-bv/sudoku,,1,25.4,,1,29.2,,1,46.2,,1,57.8
QF_BV/brummayerbiere2/smulov4bw0256,,4,210.6,,4,738.1,,4,733.5,,4,1570.3
QF_BV/brummayerbiere2/smulov4bw0064,,4,0.7,,4,5.9,,4,9.7,,4,34.4
QF_BV/brummayerbiere2/smulov4bw0128,,4,23.8,,4,88.2,,4,86.8,,4,118.9
QF_BV/brummayerbiere2/smulov4bw0032,,3,0.2,,4,0.8,,3,1.9,,3,4.1
QF_BV/gulwani-pldi08/fig1d.phx,,11,116.6,,8,126.8,,8,170.1,,9,300.0
QF_BV/gulwani-pldi08/fig5.phx,,7,30.8,,6,35.2,,7,91.1,,7,92.6
QF_BV/gulwani-pldi08/fig6.phx,,11,5.6,,10,8.7,,10,32.2,,9,50.1
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,7,22.8,,6,41.2,,6,48.3,,6,56.8
QF_BV/RWS/Example_1.txt,,24,16.8,,25,44.3,,23,57.0,,22,95.8
QF_BV/RWS/Example_2.txt,,15,22.5,,15,31.8,,14,49.4,,14,70.2
QF_BV/RWS/Example_4.txt,,10,15.3,,10,20.0,,9,31.7,,10,55.1
QF_BV/RWS/Example_5.txt,,8,10.1,,8,19.3,,7,24.7,,7,35.1
QF_BV/RWS/Example_6.txt,,6,5.4,,6,7.0,,6,10.0,,6,17.6
QF_BV/RWS/Example_14.txt,,24,43.6,,25,76.8,,23,108.2,,22,138.4
QF_BV/sage/app1/bench_1141,,5,4.3,,4,3.4,,4,10.0,,4,8.2
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,6,4.6,,4,3.6,,4,6.2,,4,14.5
QF_BV/sage/app1/bench_1288,,4,1.2,,4,3.3,,3,4.6,,3,10.7
QF_BV/sage/app1/bench_1339,,3,1.2,,4,1.2,,3,3.9,,3,6.9
QF_BV/sage/app1/bench_1346,,3,1.2,,4,2.1,,3,3.9,,4,5.3
QF_BV/sage/app1/bench_1710,,45,0.2,,5,0.1,,4,0.1,,3,0.1
QF_BV/sage/app1/bench_1738,,89,0.5,,4,0.0,,6,0.1,,3,0.1
QF_BV/sage/app1/bench_1742,,5,0.1,,3,0.1,,3,0.2,,3,0.1
QF_BV/sage/app1/bench_1768,,5,0.0,,4,0.1,,3,0.9,,3,0.2
QF_BV/sage/app12/bench_228,,21,0.1,,2,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_363,,4,0.2,,2,0.1,,2,0.1,,2,0.3
QF_BV/sage/app12/bench_446,,3,0.1,,3,0.0,,3,0.1,,3,0.2
QF_BV/sage/app12/bench_451,,14,0.0,,2,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_953,,3,0.0,,3,0.0,,3,0.1,,3,0.1
QF_BV/sage/app12/bench_1051,,5,8.8,,5,11.3,,5,16.3,,5,31.0
QF_BV/sage/app12/bench_1183,,5,18.9,,5,16.1,,5,19.6,,5,32.6
QF_BV/sage/app12/bench_1353,,338,156.2,,7,3.5,,9,6.1,,9,7.2
QF_BV/sage/app12/bench_2353,,280,1389.6,,27,135.4,,29,166.9,,33,106.7
QF_BV/sage/app12/bench_2428,,243,33.2,,25,12.8,,20,15.0,,21,32.8
QF_BV/sage/app12/bench_2451,,290,47.2,,9,8.7,,16,13.9,,12,18.9
QF_BV/sage/app12/bench_3681,,3,0.0,,2,0.0,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,5,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,52,1.8,,- -,- -,,86,1.1,,- -,- -
QF_BV/sage/app12/bench_3957,,77,0.1,,30,0.1,,62,0.3,,48,0.3
QF_BV/sage/app12/bench_4059,,414,1.2,,13,0.0,,14,0.1,,30,0.2
QF_BV/sage/app12/bench_4177,,3,0.0,,4,0.0,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_4845,,5,0.0,,3,0.0,,3,0.0,,3,0.1
QF_BV/sage/app12/bench_5599,,3,0.1,,3,0.1,,2,0.1,,2,0.2
QF_BV/sage/app2/bench_48,,- -,- -,,33,12.6,,23,8.6,,30,18.1
QF_BV/sage/app2/bench_225,,8,6.3,,6,6.3,,5,8.1,,5,12.3
QF_BV/sage/app2/bench_278,,4,1.3,,4,2.4,,4,7.4,,3,13.0
QF_BV/sage/app2/bench_282,,4,1.2,,3,1.7,,3,6.4,,3,14.8
QF_BV/sage/app2/bench_458,,183,0.5,,10,1.2,,5,0.1,,5,0.2
QF_BV/sage/app2/bench_642,,90,68.1,,9,7.1,,10,12.7,,10,19.9
QF_BV/sage/app2/bench_645,,5,0.8,,4,1.0,,4,2.3,,4,4.5
QF_BV/sage/app2/bench_664,,45,47.1,,7,6.0,,8,11.3,,10,18.8
QF_BV/sage/app2/bench_719,,170,80.7,,9,6.8,,9,10.9,,11,19.5
QF_BV/sage/app2/bench_830,,305,184.4,,9,6.0,,13,14.0,,12,12.9
QF_BV/sage/app2/bench_863,,6,5.3,,5,4.0,,5,6.2,,5,14.7
QF_BV/sage/app2/bench_1196,,6,7.9,,5,3.7,,5,8.6,,5,9.3
QF_BV/sage/app2/bench_1387,,26,370.9,,18,110.2,,14,176.2,,12,201.0
QF_BV/sage/app5/bench_42,,8,0.8,,5,2.5,,4,5.3,,4,10.5
QF_BV/sage/app5/bench_349,,5,4.5,,4,4.6,,4,12.5,,4,23.8
QF_BV/sage/app5/bench_357,,5,6.7,,4,4.2,,4,9.8,,4,23.1
QF_BV/sage/app5/bench_575,,93,1.7,,4,0.1,,3,0.1,,4,0.4
QF_BV/sage/app5/bench_742,,2,0.1,,2,0.1,,2,0.2,,2,0.2
QF_BV/sage/app5/bench_794,,3,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app5/bench_931,,10,0.3,,3,0.2,,4,0.5,,4,1.4
QF_BV/sage/app5/bench_959,,5,0.3,,4,0.2,,4,0.7,,4,1.6
QF_BV/sage/app5/bench_960,,139,0.6,,4,0.0,,4,0.1,,4,0.1
QF_BV/sage/app5/bench_1163,,9,0.4,,5,0.3,,5,1.1,,5,2.2
QF_BV/sage/app5/bench_1170,,12,0.7,,6,0.5,,5,1.3,,5,2.6
QF_BV/sage/app5/bench_1182,,5,1.6,,4,3.5,,4,8.8,,4,18.4
QF_BV/sage/app5/bench_1262,,4,0.0,,4,0.1,,3,0.2,,3,0.3
QF_BV/sage/app8/bench_23,,4,1.0,,4,1.4,,3,2.3,,3,5.3
QF_BV/sage/app8/bench_49,,4,0.3,,4,0.6,,4,1.0,,4,2.7
QF_BV/sage/app8/bench_400,,4,9.2,,4,16.3,,4,19.5,,4,41.0
QF_BV/sage/app8/bench_443,,4,11.5,,4,10.2,,4,26.3,,4,25.1
QF_BV/sage/app8/bench_498,,4,11.2,,4,16.8,,4,27.1,,4,36.4
QF_BV/sage/app8/bench_525,,6,0.1,,10,0.3,,5,0.4,,9,1.1
QF_BV/sage/app8/bench_828,,5,9.6,,5,13.8,,5,14.7,,5,29.2
QF_BV/sage/app8/bench_1892,,4,0.2,,4,0.5,,4,0.9,,4,1.1
QF_BV/sage/app8/bench_2006,,6,0.2,,5,0.3,,5,1.3,,4,1.6
QF_BV/sage/app8/bench_2310,,5,0.2,,4,0.2,,4,0.6,,4,1.0
QF_BV/sage/app8/bench_2647,,5,0.3,,5,0.7,,5,2.3,,5,3.9
QF_BV/sage/app8/bench_2880,,6,0.3,,5,1.4,,5,2.1,,5,3.4
QF_BV/sage/app8/bench_3177,,4,1.0,,5,1.5,,4,2.8,,4,4.2
QF_BV/sage/app8/bench_3314,,5,0.5,,4,0.8,,4,1.9,,4,3.0
QF_BV/sage/app8/bench_3368,,4,0.5,,4,0.6,,3,1.7,,3,3.1
QF_BV/sage/app8/bench_3424,,5,0.4,,4,0.5,,4,1.3,,4,2.1
QF_BV/sage/app8/bench_3448,,3,0.1,,3,0.1,,3,0.3,,3,0.6
QF_BV/sage/app8/bench_3677,,8,0.1,,4,0.1,,4,0.3,,4,0.5
QF_BV/sage/app8/bench_3814,,4,0.4,,4,0.6,,4,1.5,,4,2.8
QF_BV/sage/app8/bench_3836,,3,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app8/bench_3842,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_885,,5,1.6,,4,2.4,,5,7.0,,5,11.1
QF_BV/sage/app9/bench_919,,15,0.1,,5,0.1,,5,0.2,,17,1.1
QF_BV/sage/app9/bench_979,,3,0.0,,4,0.1,,3,0.2,,3,0.2
QF_BV/sage/app9/bench_1203,,4,0.4,,4,1.3,,4,1.4,,4,2.7
QF_BV/sage/app9/bench_1269,,4,0.2,,4,0.4,,4,0.8,,4,1.2
