Instance,,lambda=1,,,lambda=10,,,lambda=50,,,lambda=100,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,2,0.0,,2,0.0,,2,0.1
QF_BV/bench_ab/a403test0043,,5,0.0,,4,0.0,,3,0.0,,2,0.0
QF_BV/bench_ab/a481test0001,,1,0.0,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.0,,1,0.0,,1,0.1,,1,0.2
QF_BV/bench_ab/a639test0017,,192,0.5,,173,0.6,,19,0.2,,20,0.5
QF_BV/bench_ab/a651test0090,,227,0.4,,64,0.2,,18,0.1,,7,0.1
QF_BV/bench_ab/a655test0003,,34,0.4,,101,0.3,,30,0.2,,11,0.1
QF_BV/bench_ab/a659test0071,,143,0.4,,125,0.3,,22,0.2,,17,0.1
QF_BV/bench_ab/a668test0098,,2,0.0,,2,0.0,,2,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,3.6,,4,4.5,,3,3.2,,3,4.8
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,3.7,,4,6.5,,4,5.1,,3,5.6
QF_BV/bmc-bv/ex19,,585,1861.2,,383,1630.5,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,6,0.6,,5,3.1,,5,13.6,,5,17.8
QF_BV/bmc-bv/graycode,,1,0.5,,1,0.8,,1,1.5,,1,3.1
QF_BV/bmc-bv/inf1,,1,0.0,,1,0.1,,1,0.1,,1,0.2
QF_BV/bmc-bv/magic,,1,2.7,,1,3.4,,1,6.5,,1,9.8
QF_BV/bmc-bv/queens,,2,1.4,,2,2.6,,2,6.5,,2,8.5
QF_BV/bmc-bv/sudoku,,1,21.1,,1,13.3,,1,45.9,,1,57.6
QF_BV/brummayerbiere2/smulov4bw0256,,4,213.4,,4,1011.9,,4,1282.1,,4,1629.4
QF_BV/brummayerbiere2/smulov4bw0064,,4,0.6,,4,2.0,,4,14.3,,4,16.3
QF_BV/brummayerbiere2/smulov4bw0128,,4,29.8,,4,45.7,,4,99.9,,4,117.0
QF_BV/brummayerbiere2/smulov4bw0032,,4,0.1,,3,0.6,,3,2.1,,3,4.2
QF_BV/gulwani-pldi08/fig1d.phx,,11,113.0,,8,78.0,,9,192.3,,8,250.4
QF_BV/gulwani-pldi08/fig5.phx,,7,27.6,,7,76.3,,6,53.2,,6,89.0
QF_BV/gulwani-pldi08/fig6.phx,,11,4.9,,11,17.8,,10,28.2,,9,47.0
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,7,23.3,,7,25.4,,6,66.9,,6,72.2
QF_BV/RWS/Example_1.txt,,25,27.8,,25,38.1,,22,65.5,,23,116.0
QF_BV/RWS/Example_2.txt,,15,25.7,,15,31.6,,14,45.8,,14,69.8
QF_BV/RWS/Example_4.txt,,10,12.6,,10,19.3,,10,34.5,,10,52.7
QF_BV/RWS/Example_5.txt,,8,14.6,,8,32.8,,7,24.2,,7,35.6
QF_BV/RWS/Example_6.txt,,7,5.8,,6,7.8,,6,11.6,,6,16.4
QF_BV/RWS/Example_14.txt,,25,36.2,,24,69.2,,23,65.1,,22,138.9
QF_BV/sage/app1/bench_1141,,5,5.1,,4,5.6,,3,5.1,,4,13.2
QF_BV/sage/app1/bench_1258,,1,0.0,,1,0.0,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,5,2.1,,4,3.6,,4,8.5,,4,15.3
QF_BV/sage/app1/bench_1288,,4,1.9,,4,3.3,,3,5.9,,3,9.7
