Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,96,866.2,,99,1243.0,,213,1918.0,,108,364.5
QF_BV/RWS/Example_8.txt,,31,266.8,,33,125.2,,46,171.1,,33,121.9
QF_BV/RWS/Example_9.txt,,54,2096.6,,58,2879.0,,- -,- -,,56,1386.5
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,130,1837.6
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,89,1657.6,,94,1699.1,,197,3364.1,,96,987.0
QF_BV/RWS/Example_16.txt,,85,3270.7,,88,1848.6,,- -,- -,,92,866.2
QF_BV/RWS/Example_17.txt,,77,1845.5,,83,1847.7,,- -,- -,,80,1298.8
QF_BV/sage/app1/bench_4,,14,725.3,,35,1463.2,,22,1118.6,,17,332.8
QF_BV/sage/app1/bench_29,,18,362.2,,19,235.6,,100,962.2,,22,190.5
QF_BV/sage/app1/bench_32,,18,442.6,,18,195.7,,76,815.7,,25,341.3
QF_BV/sage/app1/bench_37,,14,1733.2,,35,1192.7,,- -,- -,,17,358.3
QF_BV/sage/app1/bench_47,,17,274.1,,24,260.8,,72,1632.8,,26,268.4
QF_BV/sage/app1/bench_52,,18,301.2,,24,275.9,,81,925.3,,24,173.0
QF_BV/sage/app1/bench_53,,18,189.8,,23,253.6,,84,1559.0,,27,183.8
QF_BV/sage/app1/bench_54,,17,246.6,,28,288.8,,78,769.6,,24,102.2
QF_BV/sage/app1/bench_55,,17,327.0,,24,537.4,,93,956.7,,22,150.6
QF_BV/sage/app1/bench_60,,18,294.9,,21,239.9,,85,1582.6,,26,168.1
QF_BV/sage/app1/bench_61,,18,217.1,,24,238.7,,74,1242.2,,24,104.4
QF_BV/sage/app1/bench_62,,19,319.8,,25,390.2,,78,669.4,,26,166.9
QF_BV/sage/app1/bench_63,,17,276.2,,24,188.1,,161,2157.7,,27,157.8
QF_BV/sage/app1/bench_66,,17,270.3,,24,252.4,,131,2981.2,,26,151.5
QF_BV/sage/app1/bench_69,,16,262.4,,23,248.7,,78,842.4,,28,288.5
QF_BV/sage/app1/bench_99,,17,213.3,,22,288.6,,85,795.1,,25,169.2
QF_BV/sage/app1/bench_134,,17,260.0,,24,205.7,,86,1035.2,,24,227.1
QF_BV/sage/app1/bench_169,,16,243.5,,24,228.6,,84,876.2,,23,139.3
QF_BV/sage/app1/bench_174,,17,261.2,,26,175.2,,103,1124.6,,22,133.5
QF_BV/sage/app1/bench_175,,17,253.4,,24,213.4,,102,1718.7,,23,132.0
QF_BV/sage/app1/bench_176,,18,246.7,,24,224.0,,95,962.6,,24,156.7
QF_BV/sage/app1/bench_177,,17,247.4,,21,392.5,,93,1035.6,,27,155.2
QF_BV/sage/app1/bench_181,,14,801.0,,38,2502.3,,28,1188.9,,17,322.7
QF_BV/sage/app1/bench_182,,17,238.4,,21,169.3,,122,1146.8,,27,160.2
QF_BV/sage/app1/bench_183,,17,160.8,,20,176.5,,107,894.1,,22,141.7
QF_BV/sage/app1/bench_184,,17,196.3,,26,201.5,,107,1473.4,,26,151.9
QF_BV/sage/app1/bench_185,,17,259.5,,21,187.6,,102,1492.8,,24,137.0
QF_BV/sage/app1/bench_188,,17,249.6,,25,254.7,,123,1548.7,,24,141.7
QF_BV/sage/app1/bench_191,,18,248.9,,24,219.6,,134,1290.0,,24,151.9
QF_BV/sage/app1/bench_201,,16,230.9,,24,244.2,,110,1257.2,,24,156.0
QF_BV/sage/app1/bench_268,,17,242.4,,23,172.7,,67,707.2,,26,214.5
QF_BV/sage/app1/bench_310,,18,284.3,,28,281.1,,167,2148.6,,25,154.9
QF_BV/sage/app1/bench_313,,19,345.0,,29,325.3,,103,843.2,,24,169.3
QF_BV/sage/app1/bench_329,,27,425.3,,42,383.0,,- -,- -,,41,244.3
QF_BV/sage/app1/bench_333,,28,429.8,,38,374.2,,- -,- -,,40,181.0
QF_BV/sage/app1/bench_334,,27,544.8,,34,288.8,,- -,- -,,37,224.7
QF_BV/sage/app1/bench_335,,27,388.4,,39,611.1,,347,3074.9,,37,223.4
QF_BV/sage/app1/bench_338,,18,305.0,,26,195.9,,114,1151.9,,24,164.4
QF_BV/sage/app1/bench_342,,25,378.3,,44,467.4,,- -,- -,,37,239.8
QF_BV/sage/app1/bench_343,,26,347.4,,38,386.2,,- -,- -,,44,170.3
QF_BV/sage/app1/bench_344,,26,354.8,,34,213.3,,- -,- -,,47,195.2
QF_BV/sage/app1/bench_345,,17,336.5,,28,261.3,,60,661.0,,23,146.5
QF_BV/sage/app1/bench_349,,16,240.6,,27,294.9,,137,1516.2,,20,127.2
QF_BV/sage/app1/bench_352,,26,365.7,,36,373.6,,- -,- -,,37,229.0
QF_BV/sage/app1/bench_356,,25,351.6,,32,288.4,,- -,- -,,35,257.8
QF_BV/sage/app1/bench_372,,25,343.5,,37,331.9,,- -,- -,,33,171.9
QF_BV/sage/app1/bench_407,,22,246.9,,31,387.0,,- -,- -,,34,196.9
