Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,100,1782.6,,99,1398.4,,212,1719.6,,107,513.1
QF_BV/RWS/Example_8.txt,,28,145.0,,33,181.0,,43,119.4,,35,117.3
QF_BV/RWS/Example_9.txt,,54,2226.2,,58,3120.6,,- -,- -,,57,1806.4
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,130,1233.8
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,89,1409.0,,94,1618.1,,- -,- -,,95,909.1
QF_BV/RWS/Example_16.txt,,85,2685.6,,88,1757.3,,151,2427.6,,92,851.6
QF_BV/RWS/Example_17.txt,,76,1934.4,,83,1401.3,,147,2693.2,,81,1206.1
QF_BV/sage/app1/bench_4,,14,460.0,,35,1313.1,,42,1452.2,,17,409.2
QF_BV/sage/app1/bench_29,,16,330.3,,19,428.7,,87,1615.1,,22,186.9
QF_BV/sage/app1/bench_32,,18,432.9,,18,192.4,,83,1224.0,,24,185.8
QF_BV/sage/app1/bench_37,,14,869.6,,35,1135.3,,39,2044.8,,17,383.7
QF_BV/sage/app1/bench_47,,17,260.6,,24,273.7,,51,375.7,,25,211.6
QF_BV/sage/app1/bench_52,,18,297.9,,24,274.1,,103,1958.0,,27,184.4
QF_BV/sage/app1/bench_53,,17,270.5,,23,253.4,,80,953.9,,23,155.9
QF_BV/sage/app1/bench_54,,19,190.8,,28,307.0,,54,943.0,,28,163.2
QF_BV/sage/app1/bench_55,,18,341.5,,24,283.2,,111,2381.7,,22,166.0
QF_BV/sage/app1/bench_60,,17,289.6,,21,238.8,,120,1057.3,,25,151.4
QF_BV/sage/app1/bench_61,,17,268.9,,24,244.7,,110,1258.5,,25,159.9
QF_BV/sage/app1/bench_62,,18,232.6,,25,194.1,,53,1077.4,,24,157.6
QF_BV/sage/app1/bench_63,,18,258.7,,24,278.2,,101,1423.9,,25,168.3
QF_BV/sage/app1/bench_66,,18,305.2,,24,280.1,,100,1237.5,,24,154.2
QF_BV/sage/app1/bench_69,,18,471.6,,23,254.2,,88,1635.8,,27,170.2
QF_BV/sage/app1/bench_99,,17,222.5,,22,224.9,,105,1102.2,,29,220.6
QF_BV/sage/app1/bench_134,,16,208.6,,24,270.2,,130,1298.3,,24,152.8
QF_BV/sage/app1/bench_169,,16,220.2,,24,233.7,,120,1341.1,,26,158.3
QF_BV/sage/app1/bench_174,,16,192.6,,26,240.0,,76,772.7,,24,134.9
QF_BV/sage/app1/bench_175,,18,268.6,,24,207.5,,106,793.7,,24,142.8
QF_BV/sage/app1/bench_176,,18,272.6,,24,214.9,,125,1543.6,,25,151.6
QF_BV/sage/app1/bench_177,,16,249.8,,21,217.5,,69,1228.0,,24,145.1
QF_BV/sage/app1/bench_181,,14,1317.8,,38,1312.0,,38,2313.3,,17,419.1
QF_BV/sage/app1/bench_182,,16,456.4,,21,211.8,,101,1529.0,,23,120.9
QF_BV/sage/app1/bench_183,,17,243.6,,20,199.6,,98,1097.4,,23,138.4
QF_BV/sage/app1/bench_184,,16,226.5,,26,274.9,,179,1341.4,,26,157.9
QF_BV/sage/app1/bench_185,,17,201.4,,21,208.2,,83,872.1,,27,183.7
QF_BV/sage/app1/bench_188,,17,256.0,,25,243.6,,112,1257.0,,22,247.8
QF_BV/sage/app1/bench_191,,18,267.9,,24,222.5,,127,953.5,,28,145.0
QF_BV/sage/app1/bench_201,,17,162.0,,24,243.3,,89,1042.2,,26,150.5
QF_BV/sage/app1/bench_268,,16,376.7,,23,231.5,,200,2095.5,,26,158.0
QF_BV/sage/app1/bench_310,,19,295.7,,28,293.4,,150,3106.7,,23,104.5
QF_BV/sage/app1/bench_313,,19,403.1,,29,607.8,,106,970.3,,24,157.7
QF_BV/sage/app1/bench_329,,27,319.7,,42,410.7,,197,2161.4,,46,276.3
QF_BV/sage/app1/bench_333,,27,407.6,,38,372.0,,- -,- -,,38,235.0
QF_BV/sage/app1/bench_334,,24,361.4,,34,296.3,,- -,- -,,39,217.7
QF_BV/sage/app1/bench_335,,27,362.2,,39,398.6,,- -,- -,,38,226.3
QF_BV/sage/app1/bench_338,,18,299.0,,26,286.9,,114,1403.0,,24,143.7
QF_BV/sage/app1/bench_342,,26,349.0,,44,775.3,,- -,- -,,38,221.8
QF_BV/sage/app1/bench_343,,25,346.8,,38,283.7,,- -,- -,,42,413.7
QF_BV/sage/app1/bench_344,,27,436.9,,34,338.9,,- -,- -,,38,228.7
QF_BV/sage/app1/bench_345,,16,309.1,,28,293.4,,103,1187.2,,21,132.7
QF_BV/sage/app1/bench_349,,16,273.8,,27,177.4,,121,1427.5,,20,128.8
QF_BV/sage/app1/bench_352,,26,380.9,,36,861.8,,- -,- -,,35,201.1
QF_BV/sage/app1/bench_356,,25,349.3,,32,573.2,,- -,- -,,34,183.5
QF_BV/sage/app1/bench_372,,27,436.2,,37,348.2,,- -,- -,,36,197.3
QF_BV/sage/app1/bench_407,,23,591.6,,31,306.9,,- -,- -,,32,172.6
QF_BV/sage/app1/bench_411,,24,293.4,,29,277.8,,- -,- -,,31,175.4
QF_BV/sage/app1/bench_412,,24,315.9,,30,199.7,,- -,- -,,30,118.6
QF_BV/sage/app1/bench_413,,23,303.7,,28,238.5,,- -,- -,,29,170.7
QF_BV/sage/app1/bench_415,,24,347.4,,32,495.6,,- -,- -,,35,215.5
QF_BV/sage/app1/bench_419,,23,312.7,,29,271.7,,- -,- -,,31,180.9
QF_BV/sage/app1/bench_420,,23,222.7,,33,554.3,,- -,- -,,32,225.1
QF_BV/sage/app1/bench_421,,24,310.9,,28,283.3,,- -,- -,,30,141.8
QF_BV/sage/app1/bench_422,,22,407.8,,32,329.1,,- -,- -,,31,175.1
QF_BV/sage/app1/bench_426,,14,211.4,,19,248.3,,71,1157.1,,18,107.0
