Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,96,890.4,,99,1383.7,,201,3321.1,,111,523.0
QF_BV/RWS/Example_8.txt,,32,196.7,,33,341.7,,42,208.4,,33,173.2
QF_BV/RWS/Example_9.txt,,54,2229.7,,58,2542.7,,96,3490.4,,56,2868.5
QF_BV/RWS/Example_10.txt,,- -,- -,,124,2688.6,,- -,- -,,- -,- -
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,88,1724.0,,94,1687.1,,194,2079.6,,96,963.1
QF_BV/RWS/Example_16.txt,,84,1134.6,,88,1809.1,,- -,- -,,92,652.3
QF_BV/RWS/Example_17.txt,,77,2719.7,,83,1798.9,,- -,- -,,80,898.4
QF_BV/sage/app1/bench_4,,13,762.5,,35,1306.3,,35,2505.8,,17,329.9
QF_BV/sage/app1/bench_29,,17,309.0,,19,237.4,,90,1296.5,,23,112.7
QF_BV/sage/app1/bench_32,,17,359.6,,18,210.8,,83,774.2,,24,182.3
QF_BV/sage/app1/bench_37,,14,718.1,,35,1308.1,,30,1513.0,,17,228.6
QF_BV/sage/app1/bench_47,,18,349.1,,24,485.4,,76,920.0,,25,172.2
QF_BV/sage/app1/bench_52,,16,266.0,,24,264.4,,82,696.3,,24,157.4
QF_BV/sage/app1/bench_53,,18,308.4,,23,221.4,,139,1405.8,,24,173.9
QF_BV/sage/app1/bench_54,,18,289.8,,28,282.0,,89,1029.3,,24,167.0
QF_BV/sage/app1/bench_55,,16,267.0,,24,295.4,,64,728.9,,22,153.2
QF_BV/sage/app1/bench_60,,18,289.8,,21,163.7,,65,642.3,,27,209.1
QF_BV/sage/app1/bench_61,,18,562.4,,24,240.9,,78,574.1,,26,167.4
QF_BV/sage/app1/bench_62,,17,257.1,,25,271.4,,96,940.2,,24,109.2
QF_BV/sage/app1/bench_63,,16,289.7,,24,232.9,,106,1125.4,,25,169.2
QF_BV/sage/app1/bench_66,,16,251.7,,24,501.0,,66,762.7,,28,178.7
QF_BV/sage/app1/bench_69,,17,205.0,,23,244.7,,90,1081.8,,27,103.2
QF_BV/sage/app1/bench_99,,15,207.1,,22,230.1,,87,1369.1,,24,153.8
QF_BV/sage/app1/bench_134,,17,241.2,,24,486.1,,89,983.7,,24,141.2
QF_BV/sage/app1/bench_169,,17,241.3,,24,307.0,,100,1093.1,,25,225.2
QF_BV/sage/app1/bench_174,,17,248.8,,26,634.6,,69,608.3,,28,170.8
QF_BV/sage/app1/bench_175,,17,240.0,,24,215.4,,109,1506.4,,23,142.9
QF_BV/sage/app1/bench_176,,18,266.1,,24,221.6,,99,1283.7,,25,146.4
QF_BV/sage/app1/bench_177,,16,230.5,,21,217.0,,114,1719.0,,24,195.9
QF_BV/sage/app1/bench_181,,14,1451.2,,38,856.6,,30,1560.8,,17,732.1
QF_BV/sage/app1/bench_182,,17,260.1,,21,391.8,,100,1083.7,,23,134.7
QF_BV/sage/app1/bench_183,,16,233.6,,20,335.3,,113,1124.8,,22,138.3
QF_BV/sage/app1/bench_184,,16,154.2,,26,172.4,,73,779.4,,22,131.1
QF_BV/sage/app1/bench_185,,16,224.6,,21,378.0,,98,726.8,,26,139.9
QF_BV/sage/app1/bench_188,,17,303.1,,25,215.8,,93,1000.7,,23,133.6
QF_BV/sage/app1/bench_191,,18,222.3,,24,212.3,,102,1087.5,,24,155.9
QF_BV/sage/app1/bench_201,,17,241.8,,24,243.5,,116,1208.2,,23,139.5
QF_BV/sage/app1/bench_268,,17,259.5,,23,224.2,,62,1001.1,,24,135.2
QF_BV/sage/app1/bench_310,,18,351.4,,28,260.5,,159,2122.7,,25,170.3
QF_BV/sage/app1/bench_313,,18,290.1,,29,323.2,,180,2385.2,,27,121.2
QF_BV/sage/app1/bench_329,,27,408.4,,42,436.0,,- -,- -,,37,203.9
QF_BV/sage/app1/bench_333,,26,287.2,,38,375.8,,224,2955.7,,37,218.9
QF_BV/sage/app1/bench_334,,26,359.8,,34,322.7,,- -,- -,,36,206.8
QF_BV/sage/app1/bench_335,,27,345.0,,39,254.7,,- -,- -,,45,281.2
QF_BV/sage/app1/bench_338,,17,427.2,,26,292.5,,134,2510.2,,22,153.6
QF_BV/sage/app1/bench_342,,26,366.6,,44,491.8,,- -,- -,,46,244.6
QF_BV/sage/app1/bench_343,,24,336.7,,38,357.6,,- -,- -,,38,223.8
QF_BV/sage/app1/bench_344,,26,344.9,,34,285.1,,- -,- -,,44,257.2
QF_BV/sage/app1/bench_345,,16,232.0,,28,259.7,,106,1204.5,,22,133.9
QF_BV/sage/app1/bench_349,,16,353.7,,27,287.5,,81,797.3,,21,216.2
QF_BV/sage/app1/bench_352,,24,332.1,,36,228.9,,- -,- -,,35,204.0
QF_BV/sage/app1/bench_356,,25,289.7,,32,327.6,,- -,- -,,33,194.4
QF_BV/sage/app1/bench_372,,26,365.3,,37,364.9,,- -,- -,,34,196.4
QF_BV/sage/app1/bench_407,,22,207.1,,31,249.1,,- -,- -,,32,189.0
QF_BV/sage/app1/bench_411,,23,336.8,,29,285.2,,- -,- -,,31,177.3
QF_BV/sage/app1/bench_412,,23,351.5,,30,289.4,,- -,- -,,31,163.6
QF_BV/sage/app1/bench_413,,23,292.1,,28,253.2,,- -,- -,,31,144.1
QF_BV/sage/app1/bench_415,,25,532.5,,32,293.5,,- -,- -,,35,208.3
QF_BV/sage/app1/bench_419,,24,364.9,,29,273.8,,- -,- -,,33,190.3
QF_BV/sage/app1/bench_420,,23,322.7,,33,334.7,,- -,- -,,30,163.9
QF_BV/sage/app1/bench_421,,24,315.1,,28,289.0,,- -,- -,,31,168.1
QF_BV/sage/app1/bench_422,,23,334.1,,32,302.5,,249,3099.8,,30,156.0
QF_BV/sage/app1/bench_426,,15,222.6,,19,196.7,,57,490.6,,20,115.5
QF_BV/sage/app1/bench_429,,22,293.4,,31,281.9,,216,2704.6,,30,246.9
QF_BV/sage/app1/bench_443,,22,310.0,,31,269.3,,- -,- -,,31,174.4
QF_BV/sage/app1/bench_511,,26,216.1,,59,467.6,,- -,- -,,33,190.0
QF_BV/sage/app1/bench_512,,25,198.0,,38,227.1,,164,2070.6,,31,193.9
QF_BV/sage/app1/bench_517,,26,205.5,,92,460.2,,- -,- -,,37,221.4
QF_BV/sage/app1/bench_531,,25,241.2,,31,287.9,,181,2286.8,,28,160.4
QF_BV/sage/app1/bench_535,,24,180.2,,35,190.3,,221,2786.8,,29,165.8
QF_BV/sage/app1/bench_537,,24,285.3,,33,280.6,,- -,- -,,36,183.8
QF_BV/sage/app1/bench_539,,26,294.2,,44,257.5,,- -,- -,,29,158.9
QF_BV/sage/app1/bench_542,,27,186.3,,36,167.9,,151,1494.7,,30,151.3
QF_BV/sage/app1/bench_545,,24,260.0,,53,464.2,,- -,- -,,30,162.3
QF_BV/sage/app1/bench_552,,28,346.3,,41,321.5,,257,2541.8,,36,231.3
QF_BV/sage/app1/bench_556,,23,325.2,,32,427.2,,195,1830.1,,35,192.1
QF_BV/sage/app1/bench_562,,22,284.8,,24,197.5,,95,902.0,,26,142.3
QF_BV/sage/app1/bench_564,,21,280.1,,23,197.1,,42,418.1,,26,129.3
QF_BV/sage/app1/bench_567,,21,290.1,,22,203.0,,79,780.9,,25,138.0
