Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,97,903.8,,99,1189.4,,231,2099.4,,108,509.5
QF_BV/RWS/Example_8.txt,,32,175.8,,33,157.3,,46,240.8,,34,130.6
QF_BV/RWS/Example_9.txt,,54,2321.3,,58,2558.1,,- -,- -,,56,805.7
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,132,2005.3
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,88,1466.3,,94,1671.1,,181,3034.9,,95,1122.6
QF_BV/RWS/Example_16.txt,,83,1512.0,,88,1790.1,,166,2477.9,,95,1870.2
QF_BV/RWS/Example_17.txt,,75,1780.9,,83,1867.6,,139,2519.3,,83,1327.8
QF_BV/sage/app1/bench_4,,14,768.0,,35,1499.5,,27,2746.7,,17,369.7
QF_BV/sage/app1/bench_29,,18,215.6,,19,179.1,,75,1313.6,,24,295.6
QF_BV/sage/app1/bench_32,,17,332.1,,18,241.1,,109,1512.7,,24,186.7
QF_BV/sage/app1/bench_37,,15,849.4,,35,1333.6,,29,944.4,,18,407.1
QF_BV/sage/app1/bench_47,,18,284.7,,24,356.2,,95,1177.7,,24,166.4
QF_BV/sage/app1/bench_52,,19,493.3,,24,283.0,,88,1572.8,,26,168.5
QF_BV/sage/app1/bench_53,,18,490.1,,23,165.0,,90,1435.7,,24,168.6
QF_BV/sage/app1/bench_54,,16,323.7,,28,294.6,,135,1406.1,,29,198.3
QF_BV/sage/app1/bench_55,,18,285.2,,24,267.4,,74,1225.6,,23,175.6
QF_BV/sage/app1/bench_60,,19,221.8,,21,491.7,,68,797.3,,24,170.0
QF_BV/sage/app1/bench_61,,17,264.4,,24,249.5,,121,1220.6,,25,176.1
QF_BV/sage/app1/bench_62,,18,500.3,,25,505.8,,82,966.2,,26,173.0
QF_BV/sage/app1/bench_63,,18,289.5,,24,426.5,,66,809.8,,27,171.8
QF_BV/sage/app1/bench_66,,17,260.2,,24,180.7,,78,590.5,,24,161.1
QF_BV/sage/app1/bench_69,,17,195.8,,23,384.2,,102,1148.2,,25,161.2
QF_BV/sage/app1/bench_99,,17,248.2,,22,367.6,,102,1111.3,,26,151.8
QF_BV/sage/app1/bench_134,,17,249.9,,24,265.0,,85,776.8,,24,175.2
QF_BV/sage/app1/bench_169,,17,415.4,,24,196.8,,67,1111.6,,22,137.3
QF_BV/sage/app1/bench_174,,16,216.8,,26,257.2,,55,709.6,,25,143.3
QF_BV/sage/app1/bench_175,,16,224.1,,24,197.6,,77,729.3,,28,169.3
QF_BV/sage/app1/bench_176,,18,319.3,,24,236.9,,114,1250.6,,23,140.8
QF_BV/sage/app1/bench_177,,18,462.7,,21,231.9,,105,1051.6,,25,144.6
QF_BV/sage/app1/bench_181,,14,797.6,,38,2199.8,,31,1370.7,,17,440.1
QF_BV/sage/app1/bench_182,,16,220.8,,21,216.8,,161,2280.7,,25,148.8
QF_BV/sage/app1/bench_183,,16,385.2,,20,205.7,,85,570.2,,23,215.1
QF_BV/sage/app1/bench_184,,18,270.7,,26,340.3,,95,1049.4,,22,84.7
QF_BV/sage/app1/bench_185,,16,249.9,,21,186.4,,100,768.0,,25,140.2
QF_BV/sage/app1/bench_188,,16,163.6,,25,239.6,,127,1543.6,,23,191.4
QF_BV/sage/app1/bench_191,,18,263.3,,24,218.9,,85,884.3,,27,106.8
QF_BV/sage/app1/bench_201,,17,495.8,,24,251.8,,105,2052.5,,24,163.0
QF_BV/sage/app1/bench_268,,17,194.3,,23,201.5,,131,1244.6,,24,135.1
QF_BV/sage/app1/bench_310,,17,288.8,,28,275.9,,126,1342.0,,24,162.3
QF_BV/sage/app1/bench_313,,19,317.3,,29,318.0,,230,2942.5,,25,113.4
QF_BV/sage/app1/bench_329,,27,390.7,,42,388.7,,- -,- -,,39,157.0
QF_BV/sage/app1/bench_333,,27,394.4,,38,279.6,,- -,- -,,41,242.2
QF_BV/sage/app1/bench_334,,26,405.9,,34,307.8,,- -,- -,,39,222.5
QF_BV/sage/app1/bench_335,,27,356.7,,39,397.9,,- -,- -,,40,232.8
QF_BV/sage/app1/bench_338,,18,284.6,,26,255.7,,152,3213.8,,23,158.1
QF_BV/sage/app1/bench_342,,25,377.5,,44,473.7,,362,3411.2,,37,203.8
QF_BV/sage/app1/bench_343,,26,352.5,,38,537.7,,- -,- -,,40,355.8
QF_BV/sage/app1/bench_344,,26,317.5,,34,311.1,,- -,- -,,44,376.0
QF_BV/sage/app1/bench_345,,16,306.7,,28,250.7,,78,605.2,,23,91.5
QF_BV/sage/app1/bench_349,,16,242.1,,27,219.5,,81,982.5,,22,144.8
QF_BV/sage/app1/bench_352,,27,454.7,,36,373.9,,- -,- -,,35,209.3
QF_BV/sage/app1/bench_356,,24,331.4,,32,419.1,,- -,- -,,34,193.6
QF_BV/sage/app1/bench_372,,26,374.9,,37,443.7,,- -,- -,,34,188.7
QF_BV/sage/app1/bench_407,,24,353.4,,31,271.6,,- -,- -,,32,191.1
QF_BV/sage/app1/bench_411,,24,228.3,,29,283.3,,- -,- -,,32,265.4
QF_BV/sage/app1/bench_412,,23,260.8,,30,291.7,,- -,- -,,30,174.4
QF_BV/sage/app1/bench_413,,24,218.4,,28,244.2,,- -,- -,,29,143.0
QF_BV/sage/app1/bench_415,,25,366.8,,32,314.0,,- -,- -,,38,217.3
QF_BV/sage/app1/bench_419,,23,302.1,,29,287.7,,- -,- -,,34,203.8
QF_BV/sage/app1/bench_420,,23,318.3,,33,501.9,,- -,- -,,29,175.3
QF_BV/sage/app1/bench_421,,24,312.1,,28,571.2,,- -,- -,,31,154.4
QF_BV/sage/app1/bench_422,,23,237.8,,32,288.9,,269,2827.1,,33,204.9
QF_BV/sage/app1/bench_426,,15,243.0,,19,200.3,,85,566.0,,18,100.2
QF_BV/sage/app1/bench_429,,23,295.7,,31,264.6,,- -,- -,,29,206.2
QF_BV/sage/app1/bench_443,,23,320.2,,31,287.3,,- -,- -,,30,182.5
