Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,100,684.4,,99,1219.0,,230,1505.5,,107,475.3
QF_BV/RWS/Example_8.txt,,31,251.4,,33,183.1,,50,168.7,,34,159.5
QF_BV/RWS/Example_9.txt,,54,2363.0,,58,2810.3,,78,2212.9,,57,1401.1
QF_BV/RWS/Example_10.txt,,- -,- -,,124,3592.8,,- -,- -,,130,1362.1
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,87,1616.1,,94,1159.7,,190,2749.5,,95,985.3
QF_BV/RWS/Example_16.txt,,81,1515.8,,88,1298.2,,140,3489.6,,92,890.3
QF_BV/RWS/Example_17.txt,,77,1788.9,,83,1680.0,,- -,- -,,81,1209.0
QF_BV/sage/app1/bench_4,,15,1544.0,,35,1397.0,,32,1500.7,,17,225.9
QF_BV/sage/app1/bench_29,,17,323.3,,19,248.8,,77,1130.2,,23,158.7
QF_BV/sage/app1/bench_32,,15,276.7,,18,204.6,,55,755.3,,24,277.0
QF_BV/sage/app1/bench_37,,15,788.7,,35,2741.6,,26,1911.0,,17,364.9
QF_BV/sage/app1/bench_47,,18,296.7,,24,248.7,,84,897.9,,24,167.7
QF_BV/sage/app1/bench_52,,17,295.7,,24,164.0,,90,1099.9,,25,151.5
QF_BV/sage/app1/bench_53,,18,294.9,,23,257.2,,91,1593.2,,24,162.3
QF_BV/sage/app1/bench_54,,18,334.6,,28,286.1,,78,659.1,,25,166.1
QF_BV/sage/app1/bench_55,,18,337.1,,24,288.6,,89,1167.6,,25,163.1
QF_BV/sage/app1/bench_60,,18,443.7,,21,245.6,,100,1907.1,,24,301.7
QF_BV/sage/app1/bench_61,,17,264.6,,24,252.4,,67,801.0,,25,159.7
QF_BV/sage/app1/bench_62,,19,218.0,,25,268.0,,133,1637.2,,27,186.3
QF_BV/sage/app1/bench_63,,18,271.5,,24,270.8,,96,1914.2,,25,158.8
QF_BV/sage/app1/bench_66,,16,170.1,,24,226.7,,93,889.3,,26,284.9
QF_BV/sage/app1/bench_69,,18,289.0,,23,208.9,,112,1185.2,,24,137.6
QF_BV/sage/app1/bench_99,,17,252.1,,22,235.5,,116,985.9,,24,142.4
QF_BV/sage/app1/bench_134,,17,247.8,,24,256.5,,79,1261.5,,23,137.9
QF_BV/sage/app1/bench_169,,18,278.1,,24,210.2,,108,803.8,,25,151.8
QF_BV/sage/app1/bench_174,,17,259.0,,26,272.4,,85,652.9,,23,99.5
QF_BV/sage/app1/bench_175,,17,518.8,,24,218.9,,104,1654.9,,23,125.9
QF_BV/sage/app1/bench_176,,18,265.6,,24,215.7,,84,579.8,,24,209.5
QF_BV/sage/app1/bench_177,,17,172.7,,21,227.3,,74,823.8,,25,144.4
QF_BV/sage/app1/bench_181,,14,796.6,,38,1280.1,,25,757.2,,16,388.7
QF_BV/sage/app1/bench_182,,17,275.6,,21,207.2,,90,1078.2,,26,149.0
QF_BV/sage/app1/bench_183,,17,279.5,,20,127.8,,61,628.7,,23,143.6
QF_BV/sage/app1/bench_184,,17,459.9,,26,256.8,,101,1203.6,,22,131.7
QF_BV/sage/app1/bench_185,,17,229.3,,21,130.2,,107,1156.3,,25,133.2
QF_BV/sage/app1/bench_188,,16,228.2,,25,254.1,,84,636.7,,22,134.3
QF_BV/sage/app1/bench_191,,17,241.5,,24,200.2,,90,1768.5,,25,146.8
QF_BV/sage/app1/bench_201,,17,280.2,,24,177.0,,72,999.5,,24,165.9
QF_BV/sage/app1/bench_268,,17,271.0,,23,331.5,,123,939.3,,25,140.0
QF_BV/sage/app1/bench_310,,19,315.8,,28,310.2,,136,1575.9,,25,176.0
QF_BV/sage/app1/bench_313,,19,305.9,,29,755.4,,110,2125.8,,25,183.7
QF_BV/sage/app1/bench_329,,27,430.7,,42,388.5,,- -,- -,,38,236.2
QF_BV/sage/app1/bench_333,,25,254.1,,38,324.9,,- -,- -,,41,240.5
QF_BV/sage/app1/bench_334,,26,389.8,,34,331.4,,- -,- -,,39,231.8
QF_BV/sage/app1/bench_335,,26,316.4,,39,331.3,,- -,- -,,37,133.4
QF_BV/sage/app1/bench_338,,17,307.6,,26,279.4,,162,1935.5,,24,144.5
QF_BV/sage/app1/bench_342,,25,395.6,,44,648.7,,- -,- -,,36,326.3
QF_BV/sage/app1/bench_343,,26,398.3,,38,567.8,,- -,- -,,37,212.2
QF_BV/sage/app1/bench_344,,25,376.7,,34,339.8,,- -,- -,,38,221.1
QF_BV/sage/app1/bench_345,,17,257.7,,28,267.6,,157,2914.6,,22,143.1
QF_BV/sage/app1/bench_349,,16,243.2,,27,289.1,,126,2773.2,,22,128.8
QF_BV/sage/app1/bench_352,,28,481.8,,36,318.1,,- -,- -,,36,202.5
QF_BV/sage/app1/bench_356,,26,387.4,,32,314.3,,- -,- -,,34,292.4
QF_BV/sage/app1/bench_372,,27,384.0,,37,374.8,,- -,- -,,33,131.1
QF_BV/sage/app1/bench_407,,23,305.3,,31,571.0,,- -,- -,,32,187.0
QF_BV/sage/app1/bench_411,,24,317.6,,29,400.8,,- -,- -,,34,234.8
QF_BV/sage/app1/bench_412,,24,322.0,,30,526.5,,- -,- -,,31,181.5
QF_BV/sage/app1/bench_413,,23,334.9,,28,258.2,,- -,- -,,30,181.1
QF_BV/sage/app1/bench_415,,22,400.6,,32,247.7,,- -,- -,,35,194.4
QF_BV/sage/app1/bench_419,,22,332.4,,29,292.7,,- -,- -,,33,175.9
QF_BV/sage/app1/bench_420,,24,341.3,,33,294.5,,- -,- -,,30,193.2
QF_BV/sage/app1/bench_421,,24,322.9,,28,280.6,,- -,- -,,33,186.9
QF_BV/sage/app1/bench_422,,22,328.9,,32,314.5,,- -,- -,,30,220.1
QF_BV/sage/app1/bench_426,,14,170.5,,19,265.1,,77,821.8,,19,105.4
QF_BV/sage/app1/bench_429,,23,312.1,,31,311.8,,- -,- -,,31,180.7
QF_BV/sage/app1/bench_443,,22,252.0,,31,279.7,,- -,- -,,31,117.2
QF_BV/sage/app1/bench_511,,24,259.3,,59,451.0,,- -,- -,,31,200.0
QF_BV/sage/app1/bench_512,,25,256.4,,38,327.0,,- -,- -,,30,202.5
QF_BV/sage/app1/bench_517,,25,199.4,,92,754.2,,240,3441.2,,30,200.7
QF_BV/sage/app1/bench_531,,24,191.8,,31,261.4,,- -,- -,,33,207.2
QF_BV/sage/app1/bench_535,,26,254.4,,35,177.1,,- -,- -,,34,198.4
QF_BV/sage/app1/bench_537,,27,263.9,,33,190.7,,- -,- -,,31,190.3
QF_BV/sage/app1/bench_539,,23,172.7,,44,242.9,,- -,- -,,30,180.7
QF_BV/sage/app1/bench_542,,27,247.2,,36,302.8,,155,1631.4,,30,161.7
QF_BV/sage/app1/bench_545,,25,271.9,,53,270.4,,232,3128.3,,28,148.9
QF_BV/sage/app1/bench_552,,28,533.5,,41,325.3,,226,2371.8,,35,199.7
QF_BV/sage/app1/bench_556,,24,336.3,,32,307.7,,162,3272.1,,31,185.9
QF_BV/sage/app1/bench_562,,22,322.1,,24,208.1,,87,808.2,,26,138.7
QF_BV/sage/app1/bench_564,,20,267.8,,23,215.4,,78,728.4,,25,139.8
QF_BV/sage/app1/bench_567,,21,226.2,,22,205.7,,80,608.5,,25,151.1
QF_BV/sage/app1/bench_571,,22,315.8,,21,208.3,,78,782.8,,24,144.4
QF_BV/sage/app1/bench_602,,21,362.1,,23,240.5,,115,1464.6,,23,150.0
QF_BV/sage/app1/bench_611,,20,333.2,,23,235.6,,162,3256.7,,23,152.5
QF_BV/sage/app1/bench_620,,20,317.0,,22,215.4,,61,662.7,,24,151.0
QF_BV/sage/app1/bench_629,,20,283.4,,22,212.9,,152,1141.4,,24,81.2
QF_BV/sage/app1/bench_638,,21,328.7,,22,213.7,,129,1518.8,,23,143.7
QF_BV/sage/app1/bench_646,,21,336.7,,21,180.5,,72,649.4,,23,132.8
QF_BV/sage/app1/bench_655,,21,314.1,,20,257.9,,58,861.3,,24,144.9
QF_BV/sage/app1/bench_664,,21,278.9,,22,255.5,,88,1735.7,,24,120.2
QF_BV/sage/app1/bench_674,,21,191.7,,22,134.7,,76,525.1,,24,90.9
