Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,6,66.9,,13,168.4,,13,168.4,,15,151.4,,15,151.4,,8,8.7
QF_BV/RWS/Example_8.txt,,5,34.8,,14,70.2,,14,70.2,,9,74.8,,9,74.8,,8,2.7
QF_BV/RWS/Example_9.txt,,5,195.0,,6,2049.0,,6,2049.0,,7,246.4,,7,246.4,,7,1444.2
QF_BV/RWS/Example_10.txt,,7,238.8,,9,1134.4,,9,1134.4,,9,172.2,,9,172.2,,9,58.0
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,13,448.2,,13,448.2,,- -,- -
QF_BV/RWS/Example_12.txt,,4,936.4,,6,1485.2,,6,1485.2,,6,140.2,,6,140.2,,7,1743.2
QF_BV/RWS/Example_13.txt,,5,105.8,,7,304.9,,7,304.9,,6,107.9,,6,107.9,,6,31.2
QF_BV/RWS/Example_16.txt,,8,224.7,,11,1570.0,,11,1570.0,,10,195.9,,10,195.9,,11,32.0
QF_BV/RWS/Example_17.txt,,5,324.6,,6,901.6,,6,901.6,,6,146.6,,6,146.6,,5,30.3
QF_BV/sage/app1/bench_4,,2,124.7,,7,285.4,,7,285.4,,2,161.6,,2,161.6,,- -,- -
QF_BV/sage/app1/bench_29,,2,34.6,,8,433.9,,8,433.9,,3,150.4,,3,150.4,,- -,- -
QF_BV/sage/app1/bench_32,,2,71.5,,5,331.5,,4,314.6,,3,145.4,,3,145.4,,- -,- -
QF_BV/sage/app1/bench_37,,2,104.0,,4,407.1,,4,407.1,,2,182.6,,2,182.6,,- -,- -
QF_BV/sage/app1/bench_47,,2,58.7,,3,448.5,,3,448.5,,4,145.1,,4,145.1,,- -,- -
QF_BV/sage/app1/bench_52,,2,57.8,,15,491.3,,14,491.3,,2,127.8,,2,127.8,,- -,- -
QF_BV/sage/app1/bench_53,,2,30.6,,3,338.7,,3,338.7,,3,194.6,,3,194.6,,- -,- -
QF_BV/sage/app1/bench_54,,2,51.8,,13,358.6,,13,358.6,,2,146.4,,2,146.4,,- -,- -
QF_BV/sage/app1/bench_55,,2,31.1,,4,292.5,,4,292.5,,6,183.9,,6,183.9,,- -,- -
QF_BV/sage/app1/bench_60,,2,63.0,,16,417.1,,16,417.1,,2,151.3,,2,151.3,,- -,- -
QF_BV/sage/app1/bench_61,,2,67.6,,6,567.1,,6,567.1,,6,148.6,,6,148.6,,- -,- -
QF_BV/sage/app1/bench_62,,2,50.0,,5,507.1,,5,507.1,,5,182.8,,5,182.8,,- -,- -
QF_BV/sage/app1/bench_63,,2,96.3,,13,375.8,,13,375.8,,5,178.2,,5,178.2,,- -,- -
QF_BV/sage/app1/bench_66,,2,93.2,,5,539.3,,5,539.3,,11,177.9,,11,177.9,,- -,- -
QF_BV/sage/app1/bench_69,,2,47.5,,9,337.6,,9,493.7,,4,156.9,,4,156.9,,- -,- -
QF_BV/sage/app1/bench_99,,2,48.8,,15,504.4,,14,504.4,,3,128.1,,3,128.1,,2,3256.5
QF_BV/sage/app1/bench_134,,2,109.0,,10,611.4,,10,611.4,,13,185.6,,12,185.6,,- -,- -
QF_BV/sage/app1/bench_169,,2,46.0,,20,400.7,,19,400.7,,24,272.8,,23,272.8,,- -,- -
QF_BV/sage/app1/bench_174,,2,43.8,,6,597.0,,6,597.0,,8,133.9,,8,133.9,,- -,- -
QF_BV/sage/app1/bench_175,,2,117.1,,68,785.5,,61,785.5,,18,191.8,,18,191.8,,- -,- -
QF_BV/sage/app1/bench_176,,2,46.6,,4,75.9,,4,75.9,,14,162.9,,14,162.9,,- -,- -
QF_BV/sage/app1/bench_177,,2,28.9,,3,463.6,,3,463.6,,4,127.2,,4,127.2,,- -,- -
QF_BV/sage/app1/bench_181,,2,105.8,,4,354.4,,4,354.4,,2,160.5,,2,160.5,,- -,- -
QF_BV/sage/app1/bench_182,,2,46.5,,4,540.8,,4,540.8,,5,183.4,,5,183.4,,- -,- -
QF_BV/sage/app1/bench_183,,2,59.9,,59,581.7,,45,581.7,,9,167.4,,9,167.4,,- -,- -
QF_BV/sage/app1/bench_184,,2,43.8,,18,258.2,,18,258.2,,4,165.4,,4,165.4,,- -,- -
QF_BV/sage/app1/bench_185,,2,93.2,,3,986.8,,3,986.8,,4,157.0,,4,157.0,,- -,- -
QF_BV/sage/app1/bench_188,,2,83.0,,15,413.3,,15,413.3,,3,141.6,,3,141.6,,- -,- -
QF_BV/sage/app1/bench_191,,2,53.4,,28,616.1,,26,616.1,,7,167.4,,6,167.4,,- -,- -
QF_BV/sage/app1/bench_201,,2,48.9,,17,745.6,,17,745.6,,17,165.2,,17,165.2,,- -,- -
QF_BV/sage/app1/bench_268,,2,48.4,,20,211.0,,20,455.3,,16,191.4,,16,191.4,,3,3359.5
QF_BV/sage/app1/bench_310,,2,60.1,,6,613.7,,6,613.7,,8,155.4,,8,155.4,,- -,- -
QF_BV/sage/app1/bench_313,,2,62.3,,4,532.3,,4,532.3,,9,151.1,,9,151.1,,- -,- -
QF_BV/sage/app1/bench_329,,2,54.4,,8,732.1,,8,732.1,,3,139.7,,3,139.7,,- -,- -
QF_BV/sage/app1/bench_333,,2,53.3,,13,300.1,,12,556.0,,14,188.8,,14,188.8,,- -,- -
QF_BV/sage/app1/bench_334,,2,48.9,,8,655.8,,8,655.8,,3,131.5,,3,131.5,,- -,- -
QF_BV/sage/app1/bench_335,,2,45.1,,14,429.4,,14,429.4,,8,176.1,,8,176.1,,- -,- -
QF_BV/sage/app1/bench_338,,2,33.3,,10,492.5,,10,492.5,,6,115.0,,6,115.0,,- -,- -
QF_BV/sage/app1/bench_342,,2,52.1,,54,577.6,,41,577.6,,15,201.7,,14,201.7,,- -,- -
QF_BV/sage/app1/bench_343,,2,49.3,,52,757.9,,42,757.9,,4,149.4,,4,149.4,,- -,- -
QF_BV/sage/app1/bench_344,,2,52.8,,8,562.0,,8,562.0,,3,156.8,,3,156.8,,- -,- -
QF_BV/sage/app1/bench_345,,2,74.8,,6,571.4,,6,571.4,,18,221.3,,18,221.3,,- -,- -
QF_BV/sage/app1/bench_349,,2,117.2,,7,539.2,,7,539.2,,4,170.1,,4,170.1,,- -,- -
QF_BV/sage/app1/bench_352,,2,46.0,,15,544.1,,15,544.1,,3,118.3,,3,118.3,,- -,- -
QF_BV/sage/app1/bench_356,,2,29.0,,3,250.3,,3,250.3,,11,131.5,,11,131.5,,2,2366.4
QF_BV/sage/app1/bench_372,,2,43.8,,5,193.4,,5,193.4,,4,143.8,,4,143.8,,- -,- -
QF_BV/sage/app1/bench_407,,2,47.0,,21,363.2,,20,363.2,,3,169.6,,3,169.6,,3,3056.5
QF_BV/sage/app1/bench_411,,2,49.7,,16,452.2,,16,452.2,,13,147.0,,13,147.0,,- -,- -
QF_BV/sage/app1/bench_412,,2,47.5,,21,643.6,,21,643.6,,3,156.9,,3,156.9,,3,3547.8
QF_BV/sage/app1/bench_413,,2,78.3,,34,785.1,,29,762.6,,10,157.4,,10,157.4,,- -,- -
QF_BV/sage/app1/bench_415,,2,44.0,,8,290.4,,8,290.4,,12,155.9,,12,155.7,,- -,- -
QF_BV/sage/app1/bench_419,,2,53.9,,90,918.9,,79,918.9,,26,445.7,,23,445.7,,- -,- -
