Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,6,79.6,,14,110.5,,14,110.5,,15,154.6,,15,154.6,,8,8.4
QF_BV/RWS/Example_8.txt,,5,24.6,,12,81.1,,12,81.1,,13,61.9,,12,61.9,,6,1.4
QF_BV/RWS/Example_9.txt,,5,592.0,,7,2809.5,,7,2809.5,,7,233.8,,7,233.8,,7,1957.8
QF_BV/RWS/Example_10.txt,,7,245.8,,9,1049.7,,9,1049.7,,9,201.2,,9,201.2,,9,77.6
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,12,403.9,,12,403.9,,- -,- -
QF_BV/RWS/Example_12.txt,,4,905.5,,6,1027.2,,6,1027.2,,5,151.9,,5,151.9,,6,842.9
QF_BV/RWS/Example_13.txt,,5,206.7,,7,250.6,,7,250.6,,7,154.6,,7,154.6,,6,29.7
QF_BV/RWS/Example_16.txt,,8,316.2,,10,920.7,,10,920.7,,11,193.1,,11,168.3,,10,34.0
QF_BV/RWS/Example_17.txt,,5,99.1,,5,775.1,,5,775.1,,6,148.7,,6,148.7,,7,86.1
QF_BV/sage/app1/bench_4,,2,152.1,,2,406.5,,2,406.5,,2,182.0,,2,182.0,,- -,- -
QF_BV/sage/app1/bench_29,,2,61.5,,12,392.5,,12,392.5,,3,155.0,,3,155.0,,- -,- -
QF_BV/sage/app1/bench_32,,2,62.7,,3,263.9,,3,263.9,,5,99.5,,5,99.5,,- -,- -
QF_BV/sage/app1/bench_37,,2,265.0,,2,477.4,,2,477.4,,2,186.4,,2,186.4,,- -,- -
QF_BV/sage/app1/bench_47,,2,54.2,,16,328.1,,16,328.1,,36,446.0,,32,446.0,,- -,- -
QF_BV/sage/app1/bench_52,,2,56.1,,4,384.1,,4,384.1,,5,156.3,,5,156.3,,- -,- -
QF_BV/sage/app1/bench_53,,2,89.2,,5,266.0,,5,266.0,,5,179.2,,5,179.2,,- -,- -
QF_BV/sage/app1/bench_54,,2,28.6,,3,93.9,,3,93.9,,24,307.6,,23,307.6,,- -,- -
QF_BV/sage/app1/bench_55,,2,62.7,,13,497.4,,13,497.4,,5,192.5,,5,192.5,,- -,- -
QF_BV/sage/app1/bench_60,,2,76.8,,10,237.7,,10,237.7,,11,203.2,,11,203.2,,- -,- -
QF_BV/sage/app1/bench_61,,2,53.8,,13,412.4,,13,412.4,,4,161.4,,4,161.4,,- -,- -
QF_BV/sage/app1/bench_62,,2,55.6,,7,333.4,,7,333.4,,25,282.2,,21,361.2,,- -,- -
QF_BV/sage/app1/bench_63,,2,34.0,,18,402.1,,17,402.1,,23,375.6,,23,375.6,,- -,- -
QF_BV/sage/app1/bench_66,,2,48.1,,14,437.2,,14,437.2,,6,168.8,,6,138.3,,- -,- -
QF_BV/sage/app1/bench_69,,2,48.5,,21,383.6,,21,383.6,,59,549.7,,55,607.8,,- -,- -
QF_BV/sage/app1/bench_99,,2,52.4,,14,530.4,,14,530.4,,25,331.5,,23,322.2,,- -,- -
QF_BV/sage/app1/bench_134,,2,51.9,,13,431.8,,13,431.8,,3,151.9,,3,151.9,,- -,- -
QF_BV/sage/app1/bench_169,,2,47.9,,9,465.1,,9,465.1,,11,136.8,,11,136.8,,- -,- -
QF_BV/sage/app1/bench_174,,2,45.2,,8,558.2,,8,558.2,,7,149.6,,7,149.6,,- -,- -
QF_BV/sage/app1/bench_175,,2,45.3,,8,528.7,,8,528.7,,5,186.5,,5,186.5,,- -,- -
QF_BV/sage/app1/bench_176,,2,26.9,,8,391.8,,8,391.8,,6,183.3,,6,183.3,,- -,- -
QF_BV/sage/app1/bench_177,,2,98.3,,26,504.5,,23,504.5,,4,145.7,,4,145.7,,- -,- -
QF_BV/sage/app1/bench_181,,2,139.7,,3,317.4,,3,317.4,,2,186.1,,2,186.1,,- -,- -
