Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,59,0.3,,2,0.0,,2,0.0
QF_BV/bench_ab/a403test0043,,3,0.1,,153,2.3,,4,0.0,,5,0.6
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,33,0.3,,221,3.4,,51,0.3,,41,0.5
QF_BV/bench_ab/a651test0090,,22,0.3,,39,0.2,,68,0.7,,45,0.2
QF_BV/bench_ab/a655test0003,,41,0.2,,39,0.4,,43,0.1,,57,0.2
QF_BV/bench_ab/a659test0071,,28,0.2,,39,0.2,,16,0.1,,35,0.2
QF_BV/bench_ab/a668test0098,,3,0.0,,19,0.0,,3,0.0,,3,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.7,,7,12.8,,10,5.0,,5,1.8
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,8.3,,6,5.1,,16,7.6,,5,2.2
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,13.2,,8,0.8,,8,20.5,,6,12.2
QF_BV/bmc-bv/graycode,,3,4.8,,3,0.8,,6,6.5,,3,4.4
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,3,14.7,,3,10.4,,4,10.4,,3,12.3
QF_BV/bmc-bv/queens,,4,10.1,,4,3.5,,4,7.4,,4,8.8
QF_BV/bmc-bv/sudoku,,1,45.9,,1,44.6,,1,31.0,,1,25.2
QF_BV/brummayerbiere2/smulov4bw0256,,5,1401.8,,- -,- -,,- -,- -,,5,1328.3
QF_BV/brummayerbiere2/smulov4bw0064,,5,25.0,,- -,- -,,5,26.9,,5,18.7
QF_BV/brummayerbiere2/smulov4bw0128,,5,119.1,,- -,- -,,5,53.6,,5,119.3
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.9,,- -,- -,,4,2.5,,4,2.9
QF_BV/gulwani-pldi08/fig1d.phx,,14,283.5,,20,124.3,,- -,- -,,17,212.9
QF_BV/gulwani-pldi08/fig5.phx,,9,70.0,,15,33.0,,12,106.9,,10,95.8
QF_BV/gulwani-pldi08/fig6.phx,,15,30.7,,30,21.5,,- -,- -,,16,35.8
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,8,63.8,,15,27.7,,15,136.4,,10,62.0
QF_BV/RWS/Example_1.txt,,55,160.8,,59,167.1,,127,412.1,,63,96.7
QF_BV/RWS/Example_2.txt,,30,106.9,,31,192.0,,38,62.3,,31,52.9
QF_BV/RWS/Example_4.txt,,13,46.8,,16,39.2,,21,74.6,,13,37.8
QF_BV/RWS/Example_5.txt,,12,36.8,,12,26.8,,16,49.4,,12,32.8
QF_BV/RWS/Example_6.txt,,8,14.2,,9,13.4,,13,19.0,,9,12.4
QF_BV/RWS/Example_14.txt,,68,192.4,,66,314.7,,218,741.9,,72,228.2
QF_BV/sage/app1/bench_1141,,5,11.2,,- -,- -,,6,8.2,,5,6.9
