Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,59,0.5,,3,0.2,,2,0.0
QF_BV/bench_ab/a403test0043,,3,0.0,,153,1.1,,4,0.0,,5,0.0
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,27,0.3,,221,3.6,,7,0.1,,62,0.6
QF_BV/bench_ab/a651test0090,,18,0.1,,39,0.6,,48,0.3,,35,0.4
QF_BV/bench_ab/a655test0003,,16,0.1,,39,0.3,,4,0.0,,37,0.2
QF_BV/bench_ab/a659test0071,,20,0.1,,39,0.4,,73,0.5,,38,0.1
QF_BV/bench_ab/a668test0098,,3,1.3,,19,0.0,,3,0.0,,2,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,5.1,,7,8.6,,9,4.1,,5,2.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,5,5.9,,6,9.7,,12,7.5,,5,2.0
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,5,11.1,,8,0.9,,6,15.4,,5,13.4
QF_BV/bmc-bv/graycode,,3,3.6,,3,1.8,,5,7.0,,3,4.0
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bmc-bv/magic,,3,13.1,,3,7.9,,3,20.2,,3,11.8
QF_BV/bmc-bv/queens,,4,10.3,,4,7.4,,5,11.2,,4,9.3
QF_BV/bmc-bv/sudoku,,1,40.9,,1,26.6,,1,30.7,,1,18.9
QF_BV/brummayerbiere2/smulov4bw0256,,5,1353.3,,- -,- -,,5,1877.6,,5,1368.8
QF_BV/brummayerbiere2/smulov4bw0064,,5,17.5,,- -,- -,,4,9.7,,4,13.2
QF_BV/brummayerbiere2/smulov4bw0128,,5,113.8,,- -,- -,,5,77.7,,5,94.7
QF_BV/brummayerbiere2/smulov4bw0032,,4,3.0,,- -,- -,,4,4.3,,4,3.0
QF_BV/gulwani-pldi08/fig1d.phx,,15,224.0,,20,121.5,,- -,- -,,16,206.2
QF_BV/gulwani-pldi08/fig5.phx,,9,68.1,,15,55.0,,12,88.5,,10,67.9
QF_BV/gulwani-pldi08/fig6.phx,,14,39.3,,30,20.5,,- -,- -,,15,32.2
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,70.8,,15,27.6,,12,59.3,,10,60.2
QF_BV/RWS/Example_1.txt,,58,159.2,,59,182.5,,141,417.5,,64,101.2
QF_BV/RWS/Example_2.txt,,29,97.0,,31,75.6,,38,93.1,,31,56.7
QF_BV/RWS/Example_4.txt,,13,43.4,,16,62.1,,18,52.0,,14,38.8
QF_BV/RWS/Example_5.txt,,12,31.5,,12,30.4,,15,35.7,,12,28.4
QF_BV/RWS/Example_6.txt,,9,13.1,,9,25.1,,14,20.8,,9,12.3
QF_BV/RWS/Example_14.txt,,67,277.4,,66,325.6,,171,809.1,,72,213.9
QF_BV/sage/app1/bench_1141,,4,8.9,,- -,- -,,6,8.9,,5,4.7
QF_BV/sage/app1/bench_1258,,1,0.0,,- -,- -,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,6,9.1,,966,2265.2,,8,14.6,,6,8.4
QF_BV/sage/app1/bench_1288,,5,7.5,,7,4.0,,6,7.7,,5,6.9
QF_BV/sage/app1/bench_1339,,4,4.8,,6,2.9,,6,9.8,,5,5.0
QF_BV/sage/app1/bench_1346,,5,8.2,,9,3.6,,6,5.6,,6,5.6
QF_BV/sage/app1/bench_1710,,4,0.1,,- -,- -,,18,0.3,,5,0.1
QF_BV/sage/app1/bench_1738,,5,0.1,,- -,- -,,6,0.1,,147,2.5
QF_BV/sage/app1/bench_1742,,3,0.1,,622,40.8,,5,0.3,,4,0.1
QF_BV/sage/app1/bench_1768,,4,0.1,,- -,- -,,4,0.6,,4,0.1
QF_BV/sage/app12/bench_228,,4,0.1,,- -,- -,,4,0.1,,4,0.1
QF_BV/sage/app12/bench_363,,3,0.7,,53,2.6,,3,0.2,,3,0.2
QF_BV/sage/app12/bench_446,,3,0.2,,- -,- -,,4,0.1,,3,0.1
QF_BV/sage/app12/bench_451,,4,0.1,,- -,- -,,5,0.1,,4,0.1
QF_BV/sage/app12/bench_953,,3,0.1,,121,1.5,,16,0.3,,3,0.1
QF_BV/sage/app12/bench_1051,,10,23.5,,12,13.6,,26,71.0,,11,27.1
QF_BV/sage/app12/bench_1183,,17,55.8,,21,47.9,,- -,- -,,19,53.4
QF_BV/sage/app12/bench_1353,,25,14.3,,- -,- -,,39,3.8,,2,0.8
QF_BV/sage/app12/bench_2353,,66,350.9,,- -,- -,,111,43.8,,11,10.7
QF_BV/sage/app12/bench_2428,,61,29.3,,- -,- -,,42,7.7,,2,1.3
QF_BV/sage/app12/bench_2451,,38,30.3,,- -,- -,,52,8.2,,2,1.0
QF_BV/sage/app12/bench_3681,,3,0.0,,- -,- -,,3,0.0,,3,0.0
QF_BV/sage/app12/bench_3852,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app12/bench_3921,,311,6.5,,- -,- -,,227,5.0,,- -,- -
QF_BV/sage/app12/bench_3957,,651,16.7,,- -,- -,,548,13.6,,552,5.3
QF_BV/sage/app12/bench_4059,,360,3.2,,- -,- -,,194,1.8,,494,2.9
QF_BV/sage/app12/bench_4177,,3,0.0,,- -,- -,,2,0.0,,3,0.0
QF_BV/sage/app12/bench_4845,,3,0.1,,23,0.2,,4,0.1,,3,0.1
QF_BV/sage/app12/bench_5599,,2,0.2,,- -,- -,,3,0.2,,2,0.1
QF_BV/sage/app2/bench_48,,38,15.7,,- -,- -,,881,554.6,,- -,- -
QF_BV/sage/app2/bench_225,,9,14.1,,- -,- -,,14,15.9,,12,11.6
QF_BV/sage/app2/bench_278,,5,10.7,,- -,- -,,5,10.9,,6,8.7
QF_BV/sage/app2/bench_282,,4,8.4,,- -,- -,,141,190.5,,4,8.9
QF_BV/sage/app2/bench_458,,132,4.7,,- -,- -,,81,2.9,,139,2.5
QF_BV/sage/app2/bench_642,,15,18.6,,- -,- -,,32,37.0,,- -,- -
QF_BV/sage/app2/bench_645,,6,4.0,,20,4.2,,338,235.8,,8,2.5
QF_BV/sage/app2/bench_664,,19,24.5,,- -,- -,,45,54.0,,- -,- -
QF_BV/sage/app2/bench_719,,22,27.6,,- -,- -,,121,120.4,,- -,- -
QF_BV/sage/app2/bench_830,,28,30.5,,- -,- -,,169,153.7,,- -,- -
QF_BV/sage/app2/bench_863,,6,10.4,,- -,- -,,6,9.6,,6,7.0
QF_BV/sage/app2/bench_1196,,8,14.1,,- -,- -,,8,9.1,,8,8.4
QF_BV/sage/app2/bench_1387,,37,439.6,,- -,- -,,85,340.7,,55,256.4
QF_BV/sage/app5/bench_42,,5,6.7,,73,10.3,,5,7.1,,7,8.8
QF_BV/sage/app5/bench_349,,5,11.7,,- -,- -,,7,18.4,,5,10.5
QF_BV/sage/app5/bench_357,,5,9.7,,- -,- -,,7,17.8,,5,11.8
QF_BV/sage/app5/bench_575,,4,0.1,,- -,- -,,4,0.1,,5,0.1
QF_BV/sage/app5/bench_742,,3,0.2,,802,278.8,,9,0.4,,7,0.4
QF_BV/sage/app5/bench_794,,3,0.0,,- -,- -,,3,0.0,,2,0.0
QF_BV/sage/app5/bench_931,,5,0.6,,- -,- -,,6,0.9,,5,0.6
QF_BV/sage/app5/bench_959,,5,1.0,,- -,- -,,7,1.4,,6,0.9
QF_BV/sage/app5/bench_960,,4,0.1,,- -,- -,,3,0.2,,- -,- -
QF_BV/sage/app5/bench_1163,,19,4.1,,- -,- -,,31,8.8,,20,3.9
QF_BV/sage/app5/bench_1170,,7,1.6,,- -,- -,,9,1.8,,8,1.6
QF_BV/sage/app5/bench_1182,,6,12.7,,- -,- -,,8,10.7,,6,11.3
QF_BV/sage/app5/bench_1262,,5,0.2,,- -,- -,,4,0.2,,5,0.2
QF_BV/sage/app8/bench_23,,4,2.9,,5,0.9,,7,6.5,,5,2.7
QF_BV/sage/app8/bench_49,,4,1.1,,11,0.4,,12,4.3,,5,1.3
QF_BV/sage/app8/bench_400,,7,46.5,,15,38.8,,30,124.5,,7,26.2
QF_BV/sage/app8/bench_443,,8,56.1,,14,31.0,,17,110.8,,9,30.7
QF_BV/sage/app8/bench_498,,7,55.2,,11,30.5,,12,85.0,,9,37.3
QF_BV/sage/app8/bench_525,,6,0.4,,- -,- -,,11,1.1,,21,1.3
QF_BV/sage/app8/bench_828,,9,35.9,,14,28.9,,15,33.2,,10,19.8
QF_BV/sage/app8/bench_1892,,5,1.2,,6,0.7,,7,1.6,,19,3.7
QF_BV/sage/app8/bench_2006,,6,1.5,,49,4.6,,21,5.7,,7,2.2
QF_BV/sage/app8/bench_2310,,5,0.8,,- -,- -,,8,0.8,,5,0.6
QF_BV/sage/app8/bench_2647,,6,2.1,,54,3.6,,24,10.1,,17,6.8
QF_BV/sage/app8/bench_2880,,7,2.7,,20,2.4,,8,1.8,,10,3.2
QF_BV/sage/app8/bench_3177,,9,5.0,,380,113.7,,20,10.4,,48,23.6
QF_BV/sage/app8/bench_3314,,6,2.5,,19,4.2,,15,5.4,,8,2.9
QF_BV/sage/app8/bench_3368,,4,2.3,,6,1.0,,19,9.9,,5,3.1
QF_BV/sage/app8/bench_3424,,5,1.6,,13,0.7,,5,0.6,,5,1.2
QF_BV/sage/app8/bench_3448,,4,0.4,,8,0.2,,4,0.2,,5,0.6
QF_BV/sage/app8/bench_3677,,6,0.4,,- -,- -,,7,0.3,,6,0.2
QF_BV/sage/app8/bench_3814,,5,1.7,,9,1.1,,10,2.5,,5,1.5
QF_BV/sage/app8/bench_3836,,2,0.0,,- -,- -,,3,0.6,,3,0.0
QF_BV/sage/app8/bench_3842,,2,0.0,,- -,- -,,2,0.0,,6,0.0
QF_BV/sage/app9/bench_885,,7,11.9,,215,157.0,,29,40.0,,8,7.2
QF_BV/sage/app9/bench_919,,7,0.2,,- -,- -,,17,0.7,,7,0.2
QF_BV/sage/app9/bench_979,,4,0.2,,111,6.2,,5,0.3,,4,0.1
QF_BV/sage/app9/bench_1203,,5,2.1,,8,1.6,,11,3.3,,5,1.6
QF_BV/sage/app9/bench_1269,,6,1.6,,- -,- -,,6,1.1,,6,1.0
QF_BV/sage/app9/bench_1323,,5,0.8,,- -,- -,,9,0.8,,5,0.7
QF_BV/sage/app9/bench_1384,,9,9.2,,- -,- -,,51,48.0,,10,8.2
QF_BV/sage/app9/bench_1400,,9,11.7,,11,3.1,,25,22.8,,10,8.4
QF_BV/sage/app9/bench_1552,,7,3.4,,- -,- -,,18,6.7,,8,3.9
QF_BV/sage/app9/bench_1659,,10,4.5,,20,3.1,,22,8.2,,11,5.0
QF_BV/sage/app9/bench_1969,,5,0.5,,9,0.2,,4,0.5,,5,0.5
QF_BV/sage/app9/bench_2061,,3,0.1,,- -,- -,,5,0.1,,4,0.1
QF_BV/sage/app9/bench_2358,,2,0.0,,- -,- -,,2,0.1,,2,0.0
QF_BV/sage/app9/bench_2518,,5,1.1,,112,7.7,,6,1.1,,5,0.9
QF_BV/sage/app9/bench_2940,,5,2.1,,7,1.1,,11,4.2,,6,2.2
QF_BV/sage/app9/bench_3094,,4,0.1,,- -,- -,,4,0.1,,4,0.1
QF_BV/sage/app9/bench_3134,,7,33.4,,9,19.1,,24,131.2,,8,32.6
QF_BV/sage/app9/bench_3261,,2,0.0,,- -,- -,,2,0.0,,2,0.0
QF_BV/sage/app9/bench_3278,,7,34.1,,11,60.5,,14,41.3,,8,26.7
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,4,22.1,,9,3.1,,5,18.9,,5,27.3
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,4,22.8,,9,3.5,,3,16.9,,5,25.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,4,21.7,,9,4.0,,5,21.4,,5,28.9
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,9,436.1,,16,39.4,,13,232.4,,14,170.3
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,8,163.8,,16,30.7,,9,119.7,,28,233.9
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,8,133.4,,- -,- -,,11,186.6,,19,144.0
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,7,96.2,,14,47.1,,9,184.1,,180,1490.3
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,8,158.9,,14,43.6,,9,229.3,,20,181.4
