Instance,,PanSampler,,,Alt-1,,,Alt-2,,,Alt-3,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/bench_ab/a168test0018,,2,0.0,,59,0.5,,2,0.0,,2,0.0
QF_BV/bench_ab/a403test0043,,4,0.0,,153,0.9,,5,0.0,,5,0.1
QF_BV/bench_ab/a481test0001,,1,0.1,,1,0.0,,1,0.1,,1,0.1
QF_BV/bench_ab/a493test0006,,1,0.1,,1,0.1,,1,0.1,,1,0.1
QF_BV/bench_ab/a639test0017,,34,0.4,,221,5.5,,52,0.3,,48,0.6
QF_BV/bench_ab/a651test0090,,11,0.2,,39,0.4,,37,0.2,,38,0.2
QF_BV/bench_ab/a655test0003,,21,0.1,,39,0.3,,48,0.3,,47,0.2
QF_BV/bench_ab/a659test0071,,19,0.1,,39,0.4,,51,0.1,,29,0.1
QF_BV/bench_ab/a668test0098,,3,0.0,,19,0.1,,3,0.0,,3,0.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,5,6.7,,7,8.6,,14,8.0,,5,2.0
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,3.6,,6,9.3,,12,4.0,,5,1.2
QF_BV/bmc-bv/ex19,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/bmc-bv/fermat,,6,13.2,,8,1.5,,9,13.2,,6,13.8
QF_BV/bmc-bv/graycode,,3,4.9,,3,1.0,,6,8.5,,4,6.0
QF_BV/bmc-bv/inf1,,1,0.1,,1,0.0,,1,0.2,,1,0.1
QF_BV/bmc-bv/magic,,3,9.1,,3,6.7,,4,13.6,,3,11.8
QF_BV/bmc-bv/queens,,4,11.9,,4,2.9,,5,9.7,,4,8.4
QF_BV/bmc-bv/sudoku,,1,59.2,,1,30.5,,1,60.3,,1,29.2
QF_BV/brummayerbiere2/smulov4bw0256,,5,1281.6,,- -,- -,,5,1205.7,,5,1258.4
QF_BV/brummayerbiere2/smulov4bw0064,,5,17.6,,- -,- -,,5,11.3,,5,17.0
QF_BV/brummayerbiere2/smulov4bw0128,,5,102.1,,- -,- -,,5,123.6,,5,105.6
QF_BV/brummayerbiere2/smulov4bw0032,,4,2.5,,- -,- -,,5,2.6,,4,2.8
QF_BV/gulwani-pldi08/fig1d.phx,,15,306.8,,20,118.4,,- -,- -,,17,199.2
QF_BV/gulwani-pldi08/fig5.phx,,9,93.3,,15,45.5,,12,58.4,,10,75.4
QF_BV/gulwani-pldi08/fig6.phx,,15,44.8,,30,13.6,,60,157.9,,18,46.5
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,9,67.8,,15,24.4,,12,104.3,,10,62.0
QF_BV/RWS/Example_1.txt,,58,161.5,,59,416.9,,124,302.1,,62,120.0
QF_BV/RWS/Example_2.txt,,29,76.3,,31,75.6,,35,86.0,,31,71.0
QF_BV/RWS/Example_4.txt,,13,33.3,,16,38.5,,21,60.1,,13,35.5
QF_BV/RWS/Example_5.txt,,12,43.8,,12,69.3,,14,34.2,,12,29.0
QF_BV/RWS/Example_6.txt,,9,15.8,,9,10.3,,12,17.0,,9,12.8
QF_BV/RWS/Example_14.txt,,66,251.5,,66,1036.8,,222,967.6,,70,218.9
QF_BV/sage/app1/bench_1141,,5,8.5,,- -,- -,,6,9.0,,5,6.4
QF_BV/sage/app1/bench_1258,,1,0.0,,- -,- -,,1,0.0,,1,0.0
QF_BV/sage/app1/bench_1262,,6,9.5,,966,2068.9,,6,11.4,,6,10.3
QF_BV/sage/app1/bench_1288,,5,11.8,,7,2.7,,5,6.4,,5,6.1
QF_BV/sage/app1/bench_1339,,5,4.3,,6,2.8,,7,7.5,,5,5.1
QF_BV/sage/app1/bench_1346,,5,6.3,,9,2.5,,7,3.9,,6,5.9
QF_BV/sage/app1/bench_1710,,5,0.1,,- -,- -,,10,0.5,,7,0.1
QF_BV/sage/app1/bench_1738,,8,0.1,,- -,- -,,8,0.1,,295,7.5
QF_BV/sage/app1/bench_1742,,3,0.1,,622,32.8,,4,0.1,,4,0.1
QF_BV/sage/app1/bench_1768,,3,0.1,,- -,- -,,5,0.1,,4,0.1
QF_BV/sage/app12/bench_228,,4,0.1,,- -,- -,,5,0.1,,4,0.1
QF_BV/sage/app12/bench_363,,3,0.3,,53,3.3,,3,0.2,,3,0.2
