Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,100,684.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,285,265.2
QF_BV/RWS/Example_8.txt,,31,251.4,,- -,- -,,92,1189.1,,110,1196.2,,79,813.1,,65,24.8
QF_BV/RWS/Example_9.txt,,54,2363.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,313,2117.6
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,87,1616.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,212,623.7
QF_BV/RWS/Example_16.txt,,81,1515.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,180,514.5
QF_BV/RWS/Example_17.txt,,77,1788.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,158,1469.9
QF_BV/sage/app1/bench_4,,15,1544.0,,- -,- -,,- -,- -,,71,1134.8,,38,1220.7,,- -,- -
QF_BV/sage/app1/bench_29,,17,323.3,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_32,,15,276.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_37,,15,788.7,,- -,- -,,- -,- -,,84,1228.3,,42,1318.6,,- -,- -
QF_BV/sage/app1/bench_47,,18,296.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_52,,17,295.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_53,,18,294.9,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
