Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,96,890.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,279,252.9
QF_BV/RWS/Example_8.txt,,32,196.7,,717,1198.4,,83,1199.6,,549,1449.4,,89,1743.5,,64,24.7
QF_BV/RWS/Example_9.txt,,54,2229.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,316,2128.5
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,88,1724.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,213,832.7
QF_BV/RWS/Example_16.txt,,84,1134.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,177,418.2
QF_BV/RWS/Example_17.txt,,77,2719.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,158,1326.5
QF_BV/sage/app1/bench_4,,13,762.5,,- -,- -,,- -,- -,,59,959.4,,36,1134.8,,- -,- -
QF_BV/sage/app1/bench_29,,17,309.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_32,,17,359.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_37,,14,718.1,,- -,- -,,- -,- -,,91,1279.2,,43,1234.3,,- -,- -
QF_BV/sage/app1/bench_47,,18,349.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_52,,16,266.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_53,,18,308.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_54,,18,289.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_55,,16,267.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_60,,18,289.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_61,,18,562.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_62,,17,257.1,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_63,,16,289.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_66,,16,251.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_69,,17,205.0,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
