Instance,,PanSampler,,,SMTSampler,,,SMTSampler-alt,,,GuidedSampler,,,GuidedSampler-alt,,,CSB,
,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time,,#sol,time
QF_BV/RWS/Example_3.txt,,100,770.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,281,246.6
QF_BV/RWS/Example_8.txt,,31,165.6,,- -,- -,,113,1213.6,,98,628.0,,71,556.4,,66,19.0
QF_BV/RWS/Example_9.txt,,52,3156.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_10.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,316,2547.2
QF_BV/RWS/Example_11.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_12.txt,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/RWS/Example_13.txt,,89,1592.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,215,603.9
QF_BV/RWS/Example_16.txt,,86,1728.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,175,309.1
QF_BV/RWS/Example_17.txt,,77,1481.7,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,158,1708.5
QF_BV/sage/app1/bench_4,,14,692.8,,- -,- -,,- -,- -,,466,1754.3,,44,960.4,,- -,- -
QF_BV/sage/app1/bench_29,,16,603.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_32,,17,281.7,,- -,- -,,- -,- -,,- -,- -,,60,2586.8,,- -,- -
QF_BV/sage/app1/bench_37,,14,803.2,,- -,- -,,- -,- -,,57,960.2,,36,1228.3,,- -,- -
QF_BV/sage/app1/bench_47,,18,199.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_52,,18,284.6,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_53,,16,276.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_54,,18,289.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_55,,17,237.2,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_60,,17,276.4,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_61,,18,292.3,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
QF_BV/sage/app1/bench_62,,18,267.5,,- -,- -,,- -,- -,,124,1218.9,,44,1218.9,,- -,- -
QF_BV/sage/app1/bench_63,,18,238.8,,- -,- -,,- -,- -,,- -,- -,,- -,- -,,- -,- -
